ORIGIN_TIME,EQLO,EQLA,DEPTH,LOCSRC,ML,ML_SRC,MW,STA,STLO,STLA,REPI,AZIM,SAMPLE_RATE,FILE_NAME
1989-12-27T23:26:57.000000Z,151.61,-32.952,10.5,MEL,5.76,Allen (2012),5.42,LGT,147.46358,-36.76326,567.8,220.7,100,1989-12-27T23.28.MEL.LGT.mseed
1989-12-27T23:26:57.000000Z,151.61,-32.952,10.5,MEL,5.76,Allen (2012),5.42,MEM,144.49613,-37.63576,829.4,229.2,100,1989-12-27T23.28.MEL.MEM.mseed
1989-12-27T23:26:57.000000Z,151.61,-32.952,10.5,MEL,5.76,Allen (2012),5.42,MIC,146.359389,-37.903344,727.1,219.5,100,1989-12-27T23.28.MEL.MIC.mseed
1989-12-27T23:26:57.000000Z,151.61,-32.952,10.5,MEL,5.76,Allen (2012),5.42,TOD,144.497,-37.637,829.5,229.2,100,1989-12-27T23.28.MEL.TOD.mseed
1989-12-27T23:26:57.000000Z,151.61,-32.952,10.5,MEL,5.76,Allen (2012),5.42,WSK,144.05327,-36.8138,812.5,236.1,100,1989-12-27T23.28.MEL.WSK.mseed
1989-12-27T23:26:57.000000Z,151.61,-32.952,10.5,MEL,5.76,Allen (2012),5.42,ABE,146.389012,-37.719352,710.4,220.4,100,1989-12-27T23.29.MEL.ABE.mseed
1989-12-27T23:26:57.000000Z,151.61,-32.952,10.5,MEL,5.76,Allen (2012),5.42,DDC,147.52411,-36.56085,547.8,221.9,200,1989-12-27T23.29.MEL.DDC.mseed
1989-12-27T23:26:57.000000Z,151.61,-32.952,10.5,MEL,5.76,Allen (2012),5.42,BEL,146.3784,-37.7611,714.4,220.2,100,1989-12-27T23.30.MEL.BEL.mseed
1989-12-27T23:26:57.000000Z,151.61,-32.952,10.5,MEL,5.76,Allen (2012),5.42,HOP,144.20458,-35.99638,759.2,241.5,100,1989-12-27T23.30.MEL.HOP.mseed
1989-12-27T23:26:57.000000Z,151.61,-32.952,10.5,MEL,5.76,Allen (2012),5.42,KOWA,144.5214,-35.7909,723.8,242.2,200,1989-12-27T23.30.MEL.KOWA.mseed
1989-12-27T23:26:57.000000Z,151.61,-32.952,10.5,MEL,5.76,Allen (2012),5.42,PAT,146.455572,-37.857253,717.6,219.2,100,1989-12-27T23.30.MEL.PAT.mseed
1991-08-06T14:11:41.000000Z,143.247,-17.915,5,ISC,4.8,AUST,4.38,CTA,146.255,-20.0883,397.7,127.7,20,1991-08-06T14.09.AU.CTA.mseed
1991-08-06T14:11:41.000000Z,143.247,-17.915,5,ISC,4.8,AUST,4.38,WB0,134.39431,-19.76969,955.2,256.2,20,1991-08-06T14.09.AU.WB0.mseed
1991-08-06T14:11:41.000000Z,143.247,-17.915,5,ISC,4.8,AUST,4.38,WR0,134.540405,-19.9597,944.4,254.7,20,1991-08-06T14.09.AU.WR0.mseed
1991-09-24T04:36:52.000000Z,149.051,-27.89,7.6,GSQ,4.1,AUST,3.85,CTA,146.255,-20.0883,909.6,341.2,20,1991-09-24T04.34.AU.CTA.mseed
1992-07-28T09:33:17.000000Z,138.783,-31.221,13.2,ADE,3.8,AUST,3.64,WB0,134.39431,-19.76969,1342.7,339.8,20,1992-07-28T09.31.AU.WB0.mseed
1992-07-28T09:33:17.000000Z,138.783,-31.221,13.2,ADE,3.8,AUST,3.64,WR0,134.540405,-19.9597,1318,340.2,20,1992-07-28T09.31.AU.WR0.mseed
1993-07-24T13:33:05.000000Z,146.485,-38.353,15,MEL,2.99,Allen (2012),3.19,MIC,146.359389,-37.903344,51.1,347.5,100,1993-07-24T13.33.MEL.MIC.mseed
1993-07-24T13:33:05.000000Z,146.485,-38.353,15,MEL,2.99,Allen (2012),3.19,MTLZ,146.5705,-38.4131,10,131.8,100,1993-07-24T13.33.MEL.MTLZ.mseed
1993-07-24T13:33:05.000000Z,146.485,-38.353,15,MEL,2.99,Allen (2012),3.19,TOS,146.40573,-37.82428,59.1,353.2,100,1993-07-24T13.33.MEL.TOS.mseed
1993-07-24T13:33:05.000000Z,146.485,-38.353,15,MEL,2.99,Allen (2012),3.19,TYR,146.4354,-38.1083,27.5,350.9,100,1993-07-24T13.33.MEL.TYR.mseed
1993-07-24T13:33:05.000000Z,146.485,-38.353,15,MEL,2.99,Allen (2012),3.19,MIT,147.65871,-36.73171,207.7,30.3,100,1993-07-24T13.34.MEL.MIT.mseed
1993-09-25T02:40:06.000000Z,146.53,-38.311,10.23,MEL,3.18,Allen (2012),3.32,ABE,146.389012,-37.719352,66.8,349.3,100,1993-09-25T02.40.MEL.ABE.mseed
1993-09-25T02:40:06.000000Z,146.53,-38.311,10.23,MEL,3.18,Allen (2012),3.32,GVD,144.90062,-37.61862,162.5,297.7,100,1993-09-25T02.40.MEL.GVD.mseed
1993-09-25T02:40:06.000000Z,146.53,-38.311,10.23,MEL,3.18,Allen (2012),3.32,LGT,147.46358,-36.76326,190.6,25.9,100,1993-09-25T02.40.MEL.LGT.mseed
1993-09-25T02:40:06.000000Z,146.53,-38.311,10.23,MEL,3.18,Allen (2012),3.32,MCV,145.89867,-37.69085,88.4,321,100,1993-09-25T02.40.MEL.MCV.mseed
1993-09-25T02:40:06.000000Z,146.53,-38.311,10.23,MEL,3.18,Allen (2012),3.32,MIC,146.359389,-37.903344,47.7,341.6,100,1993-09-25T02.40.MEL.MIC.mseed
1993-09-25T02:40:06.000000Z,146.53,-38.311,10.23,MEL,3.18,Allen (2012),3.32,MTLZ,146.5705,-38.4131,11.9,162.7,100,1993-09-25T02.40.MEL.MTLZ.mseed
1993-09-25T02:40:06.000000Z,146.53,-38.311,10.23,MEL,3.18,Allen (2012),3.32,TOS,146.40573,-37.82428,55.1,348.5,100,1993-09-25T02.40.MEL.TOS.mseed
1993-09-25T02:40:06.000000Z,146.53,-38.311,10.23,MEL,3.18,Allen (2012),3.32,TYR,146.4354,-38.1083,24,339.8,100,1993-09-25T02.40.MEL.TYR.mseed
1993-09-25T02:40:06.000000Z,146.53,-38.311,10.23,MEL,3.18,Allen (2012),3.32,DTM,147.4686,-36.52931,214.5,23.1,100,1993-09-25T02.41.MEL.DTM.mseed
1994-02-01T05:53:08.000000Z,146.35,-38.536,17.1,MEL,3.76,Allen (2012),3.72,ABE,146.389012,-37.719352,90.7,2.2,100,1994-02-01T05.53.MEL.ABE.mseed
1994-02-01T05:53:08.000000Z,146.35,-38.536,17.1,MEL,3.76,Allen (2012),3.72,LGT,147.46358,-36.76326,219.9,26.9,100,1994-02-01T05.53.MEL.LGT.mseed
1994-02-01T05:53:08.000000Z,146.35,-38.536,17.1,MEL,3.76,Allen (2012),3.72,MCV,145.89867,-37.69085,101.8,337,100,1994-02-01T05.53.MEL.MCV.mseed
1994-02-01T05:53:08.000000Z,146.35,-38.536,17.1,MEL,3.76,Allen (2012),3.72,MIC,146.359389,-37.903344,70.2,0.7,100,1994-02-01T05.53.MEL.MIC.mseed
1994-02-01T05:53:08.000000Z,146.35,-38.536,17.1,MEL,3.76,Allen (2012),3.72,MTLZ,146.5705,-38.4131,23.6,54.7,100,1994-02-01T05.53.MEL.MTLZ.mseed
1994-02-01T05:53:08.000000Z,146.35,-38.536,17.1,MEL,3.76,Allen (2012),3.72,PAT,146.455572,-37.857253,75.9,7,100,1994-02-01T05.53.MEL.PAT.mseed
1994-02-01T05:53:08.000000Z,146.35,-38.536,17.1,MEL,3.76,Allen (2012),3.72,RUS,144.94726,-36.66421,241.9,328.8,100,1994-02-01T05.53.MEL.RUS.mseed
1994-02-01T05:53:08.000000Z,146.35,-38.536,17.1,MEL,3.76,Allen (2012),3.72,SIN,146.292,-37.739,88.6,356.7,100,1994-02-01T05.53.MEL.SIN.mseed
1994-02-01T05:53:08.000000Z,146.35,-38.536,17.1,MEL,3.76,Allen (2012),3.72,TOS,146.40573,-37.82428,79.2,3.6,100,1994-02-01T05.53.MEL.TOS.mseed
1994-02-01T05:53:08.000000Z,146.35,-38.536,17.1,MEL,3.76,Allen (2012),3.72,TYR,146.4354,-38.1083,48.1,9,100,1994-02-01T05.53.MEL.TYR.mseed
1994-05-21T08:59:18.000000Z,146.962,-36.034,3,MEL,2.93,Allen (2012),3.17,ABE,146.389012,-37.719352,193.9,195.1,100,1994-05-21T08.59.MEL.ABE.mseed
1994-05-21T08:59:18.000000Z,146.962,-36.034,3,MEL,2.93,Allen (2012),3.17,DRA,147.37543,-35.96543,38,78.6,100,1994-05-21T08.59.MEL.DRA.mseed
1994-05-21T08:59:18.000000Z,146.962,-36.034,3,MEL,2.93,Allen (2012),3.17,DTM,147.4686,-36.52931,71.4,140.5,100,1994-05-21T08.59.MEL.DTM.mseed
1994-05-21T08:59:18.000000Z,146.962,-36.034,3,MEL,2.93,Allen (2012),3.17,IVS,147.06814,-36.13379,14.6,139.2,100,1994-05-21T08.59.MEL.IVS.mseed
1994-05-21T08:59:18.000000Z,146.962,-36.034,3,MEL,2.93,Allen (2012),3.17,LGT,147.46358,-36.76326,92.6,151.1,100,1994-05-21T08.59.MEL.LGT.mseed
1994-05-21T08:59:18.000000Z,146.962,-36.034,3,MEL,2.93,Allen (2012),3.17,PAT,146.455572,-37.857253,207.3,192.4,100,1994-05-21T08.59.MEL.PAT.mseed
1994-05-21T08:59:18.000000Z,146.962,-36.034,3,MEL,2.93,Allen (2012),3.17,TOS,146.40573,-37.82428,204.8,193.8,100,1994-05-21T08.59.MEL.TOS.mseed
1994-06-27T01:52:32.000000Z,145.962,-38.722,11.61,MEL,2.89,REV_ML,3.03,ABE,146.389012,-37.719352,117.4,18.7,100,1994-06-27T01.52.MEL.ABE.mseed
1994-06-27T01:52:32.000000Z,145.962,-38.722,11.61,MEL,2.89,REV_ML,3.03,GVD,144.90062,-37.61862,153.8,322.5,100,1994-06-27T01.52.MEL.GVD.mseed
1994-06-27T01:52:32.000000Z,145.962,-38.722,11.61,MEL,2.89,REV_ML,3.03,MCV,145.89867,-37.69085,114.6,357.2,100,1994-06-27T01.52.MEL.MCV.mseed
1994-06-27T01:52:32.000000Z,145.962,-38.722,11.61,MEL,2.89,REV_ML,3.03,MTLZ,146.5705,-38.4131,63.2,57.3,100,1994-06-27T01.52.MEL.MTLZ.mseed
1994-06-27T01:52:32.000000Z,145.962,-38.722,11.61,MEL,2.89,REV_ML,3.03,TOS,146.40573,-37.82428,106.9,21.4,100,1994-06-27T01.52.MEL.TOS.mseed
1994-06-27T01:52:32.000000Z,145.962,-38.722,11.61,MEL,2.89,REV_ML,3.03,TYR,146.4354,-38.1083,79.7,31.4,100,1994-06-27T01.52.MEL.TYR.mseed
1994-07-04T09:10:17.000000Z,141.53,-19.58,5,AGSO,3.8,AUST,3.64,CTA,146.255,-20.0883,498.1,97.3,20,1994-07-04T09.08.AU.CTA.mseed
1994-07-04T09:10:17.000000Z,141.53,-19.58,5,AGSO,3.8,AUST,3.64,STKA,141.5952,-31.8769,1362.3,179.7,20,1994-07-04T09.08.AU.STKA.mseed
1994-07-04T09:10:17.000000Z,141.53,-19.58,5,AGSO,3.8,AUST,3.64,WB0,134.39431,-19.76969,748.5,267.2,20,1994-07-04T09.08.AU.WB0.mseed
1994-07-04T09:10:17.000000Z,141.53,-19.58,5,AGSO,3.8,AUST,3.64,WR0,134.540405,-19.9597,733.6,265.5,20,1994-07-04T09.08.AU.WR0.mseed
1994-07-05T19:07:22.000000Z,141.589,-20.055,5,AGSO,4.2,AUST,3.91,CTA,146.255,-20.0883,488.1,91.2,20,1994-07-05T19.05.AU.CTA.mseed
1994-07-05T19:07:22.000000Z,141.589,-20.055,5,AGSO,4.2,AUST,3.91,STKA,141.5952,-31.8769,1309.7,180,20,1994-07-05T19.05.AU.STKA.mseed
1994-07-05T19:07:22.000000Z,141.589,-20.055,5,AGSO,4.2,AUST,3.91,WB0,134.39431,-19.76969,753.9,271.2,20,1994-07-05T19.05.AU.WB0.mseed
1994-07-05T19:07:22.000000Z,141.589,-20.055,5,AGSO,4.2,AUST,3.91,WR0,134.540405,-19.9597,737.6,269.6,20,1994-07-05T19.05.AU.WR0.mseed
1994-07-09T14:30:55.000000Z,144.997,-31.996,6.34,MEL,4.2,AUST,3.91,ARMA,151.628,-30.4198,655.5,76.3,20,1994-07-09T14.28.AU.ARMA.mseed
1994-07-09T14:30:55.000000Z,144.997,-31.996,6.34,MEL,4.2,AUST,3.91,CTA,146.255,-20.0883,1325.2,5.7,20,1994-07-09T14.28.AU.CTA.mseed
1994-07-09T14:30:55.000000Z,144.997,-31.996,6.34,MEL,4.2,AUST,3.91,STKA,141.5952,-31.8769,321.9,271.5,20,1994-07-09T14.28.AU.STKA.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,STKA,141.5952,-31.8769,919.2,274.6,20,1994-08-06T10.59.AU.STKA.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,ARMA,151.628,-30.4198,278.7,6.7,20,1994-08-06T11.01.AU.ARMA.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,NPS,151.8,-32.9,47.6,87.9,100,1994-08-06T11.03.ASC.NPS.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,CHI,151.6808,-32.243,83.2,26.1,100,1994-08-06T11.03.MEL.CHI.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,KIM,151.7507,-32.9518,43.1,95.3,100,1994-08-06T11.03.MEL.KIM.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,NLD,151.7009,-32.9003,38.3,87.3,100,1994-08-06T11.03.MEL.NLD.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,MHL,151.2567,-33.7835,96.2,181.9,100,1994-08-06T11.04.ASC.MHL.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,RIV,151.1583,-33.83,102,187,100,1994-08-06T11.04.ASC.RIV.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,LHB,150.97865,-34.05367,129.4,192.9,100,1994-08-06T11.04.MEL.ANSTO.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,CTD,150.80229,-34.2672,156.5,196.7,100,1994-08-06T11.04.MEL.CTD.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,FTZ,150.48384,-34.64215,205.5,201.1,100,1994-08-06T11.04.MEL.FTZ.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,GRV,150.30915,-33.66182,123.3,227.7,100,1994-08-06T11.04.MEL.GRV.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,JBD,150.049,-33.762,148.9,230.7,100,1994-08-06T11.04.MEL.JBD.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,KAN,150.0668,-33.9966,165.3,223.2,100,1994-08-06T11.04.MEL.KAN.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,KTL,150.40426,-33.8621,133.5,218,100,1994-08-06T11.04.MEL.KTL.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,LHR,150.978,-34.053,129.3,193,100,1994-08-06T11.04.MEL.LHR.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,PHD,150.969,-33.847,107.4,196.2,100,1994-08-06T11.04.MEL.PHD.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,TAL,150.38091,-34.77094,222.3,202,100,1994-08-06T11.04.MEL.TAL.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,WDA,150.5927,-33.883,125.3,211.1,100,1994-08-06T11.04.MEL.WDA.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,WED,150.5803,-33.9503,132.3,209.8,100,1994-08-06T11.04.MEL.WED.mseed
1994-08-06T11:03:51.000000Z,151.292,-32.917,0.64,MEL,5.21,Allen (2012),4.71,YER,150.23205,-34.14247,167.8,215.6,100,1994-08-06T11.04.MEL.YER.mseed
1994-08-21T05:53:51.000000Z,148.361,-33.423,0.74,MEL,4.1,AUST,3.85,ARMA,151.628,-30.4198,454.2,43.7,20,1994-08-21T05.51.AU.ARMA.mseed
1994-08-21T05:53:51.000000Z,148.361,-33.423,0.74,MEL,4.1,AUST,3.85,STKA,141.5952,-31.8769,657.4,283.3,20,1994-08-21T05.51.AU.STKA.mseed
1994-08-21T05:53:51.000000Z,148.361,-33.423,0.74,MEL,4.1,AUST,3.85,EUAB,148.35842,-33.42728,0.5,206.8,250,1994-08-21T05.53.MEL.EUAB.mseed
1994-08-21T05:53:51.000000Z,148.361,-33.423,0.74,MEL,4.1,AUST,3.85,EUCH,148.37079,-33.42862,1.1,124.4,200,1994-08-21T05.53.MEL.EUCH.mseed
1994-08-21T05:53:51.000000Z,148.361,-33.423,0.74,MEL,4.1,AUST,3.85,EUGY,148.37972,-33.43543,2.2,128.4,200,1994-08-21T05.53.MEL.EUGY.mseed
1994-08-21T05:53:51.000000Z,148.361,-33.423,0.74,MEL,4.1,AUST,3.85,EUSH,148.34267,-33.4073,2.4,315.6,200,1994-08-21T05.53.MEL.EUSH.mseed
1994-08-21T05:53:51.000000Z,148.361,-33.423,0.74,MEL,4.1,AUST,3.85,AVD,150.615,-34.3764,233.8,117.5,100,1994-08-21T05.54.MEL.AVD.mseed
1994-08-21T05:53:51.000000Z,148.361,-33.423,0.74,MEL,4.1,AUST,3.85,JBD,150.049,-33.762,161.1,104,100,1994-08-21T05.54.MEL.JBD.mseed
1994-08-21T05:53:51.000000Z,148.361,-33.423,0.74,MEL,4.1,AUST,3.85,WED,150.5803,-33.9503,213.9,106.5,100,1994-08-21T05.54.MEL.WED.mseed
1994-08-31T20:48:30.000000Z,133.321,-19.859,5,AGSO,4.5,AUST,4.11,WB0,134.39431,-19.76969,112.9,85.2,20,1994-08-31T20.44.AU.WB0.mseed
1994-08-31T20:48:30.000000Z,133.321,-19.859,5,AGSO,4.5,AUST,4.11,WRAB,134.36,-19.9336,109.1,94.5,100,1994-08-31T20.44.II.WRAB.mseed
1994-08-31T20:48:30.000000Z,133.321,-19.859,5,AGSO,4.5,AUST,4.11,SC01,131.5017,-13.4,740.6,344.5,25,1994-08-31T20.46.7B.SC01.mseed
1994-08-31T20:48:30.000000Z,133.321,-19.859,5,AGSO,4.5,AUST,4.11,SC03,129.3168,-16.6298,554.1,309.5,25,1994-08-31T20.46.7B.SC03.mseed
1994-08-31T20:48:30.000000Z,133.321,-19.859,5,AGSO,4.5,AUST,4.11,SC05,135.7839,-16.967,412.5,39.5,25,1994-08-31T20.46.7B.SC05.mseed
1994-08-31T20:48:30.000000Z,133.321,-19.859,5,AGSO,4.5,AUST,4.11,SC06,128.1179,-19.1437,551.9,277.4,25,1994-08-31T20.46.7B.SC06.mseed
1994-08-31T20:48:30.000000Z,133.321,-19.859,5,AGSO,4.5,AUST,4.11,SC08,131.3672,-22.2748,335.8,216.9,25,1994-08-31T20.46.7B.SC08.mseed
1994-08-31T20:48:30.000000Z,133.321,-19.859,5,AGSO,4.5,AUST,4.11,SC10,133.3241,-25.19,590.3,180,25,1994-08-31T20.46.7B.SC10.mseed
1994-09-04T01:08:02.000000Z,144.502,-16.987,0,AGSO,4,AUST,3.78,CTA,146.255,-20.0883,390,151.9,20,1994-09-04T01.06.AU.CTA.mseed
1994-09-04T01:08:02.000000Z,144.502,-16.987,0,AGSO,4,AUST,3.78,WB0,134.39431,-19.76969,1111.4,252.4,20,1994-09-04T01.06.AU.WB0.mseed
1994-09-04T01:08:02.000000Z,144.502,-16.987,0,AGSO,4,AUST,3.78,WR0,134.540405,-19.9597,1102.1,251.1,20,1994-09-04T01.06.AU.WR0.mseed
1994-11-30T19:53:17.000000Z,138.157,-30.402,5.12,ADE,4.2,AUST,3.91,ARMA,151.628,-30.4198,1293.6,93.5,20,1994-11-30T19.51.AU.ARMA.mseed
1994-11-30T19:53:17.000000Z,138.157,-30.402,5.12,ADE,4.2,AUST,3.91,CTA,146.255,-20.0883,1402.8,37.3,20,1994-11-30T19.51.AU.CTA.mseed
1994-11-30T19:53:17.000000Z,138.157,-30.402,5.12,ADE,4.2,AUST,3.91,FORT,128.059,-30.799,969.1,264.8,20,1994-11-30T19.51.AU.FORT.mseed
1994-11-30T19:53:17.000000Z,138.157,-30.402,5.12,ADE,4.2,AUST,3.91,QIS,139.6052,-20.5577,1100.2,7.9,20,1994-11-30T19.51.AU.QIS.mseed
1994-11-30T19:53:17.000000Z,138.157,-30.402,5.12,ADE,4.2,AUST,3.91,STKA,141.5952,-31.8769,366.4,117.4,20,1994-11-30T19.51.AU.STKA.mseed
1994-11-30T19:53:17.000000Z,138.157,-30.402,5.12,ADE,4.2,AUST,3.91,TOO,145.49,-37.5717,1044,141.6,20,1994-11-30T19.51.AU.TOO.mseed
1994-11-30T19:53:17.000000Z,138.157,-30.402,5.12,ADE,4.2,AUST,3.91,WB0,134.39431,-19.76969,1237.2,341.3,20,1994-11-30T19.51.AU.WB0.mseed
1994-11-30T19:53:17.000000Z,138.157,-30.402,5.12,ADE,4.2,AUST,3.91,WR0,134.540405,-19.9597,1212.6,341.7,20,1994-11-30T19.51.AU.WR0.mseed
1994-12-05T20:49:35.000000Z,138.268,-30.276,12.21,ADE,3.6,AUST,3.51,CTA,146.255,-20.0883,1385.2,37.3,20,1994-12-05T20.47.AU.CTA.mseed
1994-12-05T20:49:35.000000Z,138.268,-30.276,12.21,ADE,3.6,AUST,3.51,FORT,128.059,-30.799,981,264,20,1994-12-05T20.47.AU.FORT.mseed
1994-12-05T20:49:35.000000Z,138.268,-30.276,12.21,ADE,3.6,AUST,3.51,QIS,139.6052,-20.5577,1084.9,7.4,20,1994-12-05T20.47.AU.QIS.mseed
1994-12-05T20:49:35.000000Z,138.268,-30.276,12.21,ADE,3.6,AUST,3.51,STKA,141.5952,-31.8769,363.7,120.1,20,1994-12-05T20.47.AU.STKA.mseed
1994-12-05T20:49:35.000000Z,138.268,-30.276,12.21,ADE,3.6,AUST,3.51,TOO,145.49,-37.5717,1048.4,142.4,20,1994-12-05T20.47.AU.TOO.mseed
1994-12-05T21:02:36.000000Z,138.094,-30.398,7.66,ADE,3.4,AUST,3.38,CTA,146.255,-20.0883,1406.1,37.6,20,1994-12-05T21.00.AU.CTA.mseed
1994-12-05T21:02:36.000000Z,138.094,-30.398,7.66,ADE,3.4,AUST,3.38,FORT,128.059,-30.799,963.1,264.8,20,1994-12-05T21.00.AU.FORT.mseed
1994-12-05T21:02:36.000000Z,138.094,-30.398,7.66,ADE,3.4,AUST,3.38,QIS,139.6052,-20.5577,1100.6,8.3,20,1994-12-05T21.00.AU.QIS.mseed
1994-12-05T21:02:36.000000Z,138.094,-30.398,7.66,ADE,3.4,AUST,3.38,STKA,141.5952,-31.8769,372,117.1,20,1994-12-05T21.00.AU.STKA.mseed
1994-12-05T21:02:36.000000Z,138.094,-30.398,7.66,ADE,3.4,AUST,3.38,TOO,145.49,-37.5717,1048.1,141.4,20,1994-12-05T21.00.AU.TOO.mseed
1995-01-11T07:11:37.000000Z,145.992,-38.165,8.7,MEL,3.19,Allen (2012),3.15,GVD,144.90062,-37.61862,113.5,301.9,100,1995-01-11T07.11.MEL.GVD.mseed
1995-01-11T07:11:37.000000Z,145.992,-38.165,8.7,MEL,3.19,Allen (2012),3.15,MCV,145.89867,-37.69085,53.3,351.1,100,1995-01-11T07.11.MEL.MCV.mseed
1995-01-11T07:11:37.000000Z,145.992,-38.165,8.7,MEL,3.19,Allen (2012),3.15,MIC,146.359389,-37.903344,43.4,48.1,100,1995-01-11T07.11.MEL.MIC.mseed
1995-01-11T07:11:37.000000Z,145.992,-38.165,8.7,MEL,3.19,Allen (2012),3.15,MTLZ,146.5705,-38.4131,57.6,118.7,100,1995-01-11T07.11.MEL.MTLZ.mseed
1995-01-11T07:11:37.000000Z,145.992,-38.165,8.7,MEL,3.19,Allen (2012),3.15,PAT,146.455572,-37.857253,53.1,50.1,100,1995-01-11T07.11.MEL.PAT.mseed
1995-01-11T07:11:37.000000Z,145.992,-38.165,8.7,MEL,3.19,Allen (2012),3.15,TOS,146.40573,-37.82428,52.4,44,100,1995-01-11T07.11.MEL.TOS.mseed
1995-01-11T07:11:37.000000Z,145.992,-38.165,8.7,MEL,3.19,Allen (2012),3.15,TYR,146.4354,-38.1083,39.4,80.9,100,1995-01-11T07.11.MEL.TYR.mseed
1995-01-11T07:11:37.000000Z,145.992,-38.165,8.7,MEL,3.19,Allen (2012),3.15,DTM,147.4686,-36.52931,223.8,36.2,100,1995-01-11T07.12.MEL.DTM.mseed
1995-01-11T07:11:37.000000Z,145.992,-38.165,8.7,MEL,3.19,Allen (2012),3.15,LGT,147.46358,-36.76326,202.9,40.4,100,1995-01-11T07.12.MEL.LGT.mseed
1995-02-01T10:21:20.000000Z,146.259,-38.462,10.11,MEL,3.11,Allen (2012),3.07,GVD,144.90062,-37.61862,151.6,307.7,100,1995-02-01T10.21.MEL.GVD.mseed
1995-02-01T10:21:20.000000Z,146.259,-38.462,10.11,MEL,3.11,Allen (2012),3.07,MTLZ,146.5705,-38.4131,27.7,78.8,100,1995-02-01T10.21.MEL.MTLZ.mseed
1995-02-01T10:21:20.000000Z,146.259,-38.462,10.11,MEL,3.11,Allen (2012),3.07,PAT,146.455572,-37.857253,69.3,14.5,100,1995-02-01T10.21.MEL.PAT.mseed
1995-02-01T10:21:20.000000Z,146.259,-38.462,10.11,MEL,3.11,Allen (2012),3.07,TOS,146.40573,-37.82428,71.9,10.3,100,1995-02-01T10.21.MEL.TOS.mseed
1995-02-01T10:21:20.000000Z,146.259,-38.462,10.11,MEL,3.11,Allen (2012),3.07,TYR,146.4354,-38.1083,42.2,21.5,100,1995-02-01T10.21.MEL.TYR.mseed
1995-03-26T06:53:30.000000Z,147.233,-35.958,3.68,MEL,3.04,Allen (2012),3.19,ABE,146.389012,-37.719352,209.5,200.8,100,1995-03-26T06.53.MEL.ABE.mseed
1995-03-26T06:53:30.000000Z,147.233,-35.958,3.68,MEL,3.04,Allen (2012),3.19,DRA,147.37543,-35.96543,12.9,93.7,100,1995-03-26T06.53.MEL.DRA.mseed
1995-03-26T06:53:30.000000Z,147.233,-35.958,3.68,MEL,3.04,Allen (2012),3.19,IVS,147.06814,-36.13379,24.5,217.2,100,1995-03-26T06.53.MEL.IVS.mseed
1995-03-26T06:53:30.000000Z,147.233,-35.958,3.68,MEL,3.04,Allen (2012),3.19,LGT,147.46358,-36.76326,91.7,167,100,1995-03-26T06.53.MEL.LGT.mseed
1995-03-26T06:53:30.000000Z,147.233,-35.958,3.68,MEL,3.04,Allen (2012),3.19,MIT,147.65871,-36.73171,94,156.1,100,1995-03-26T06.53.MEL.MIT.mseed
1995-03-26T06:53:30.000000Z,147.233,-35.958,3.68,MEL,3.04,Allen (2012),3.19,MCV,145.89867,-37.69085,226.2,211.4,100,1995-03-26T06.54.MEL.MCV.mseed
1995-03-26T06:53:30.000000Z,147.233,-35.958,3.68,MEL,3.04,Allen (2012),3.19,PAT,146.455572,-37.857253,221.9,198,100,1995-03-26T06.54.MEL.PAT.mseed
