OBJECTID,DamID,Fault length (km),DIST DAM TO FAULT [m],EQ PREF MCE MW,FW or HW,ASSCM Classification,GMM code (1=craton; 2=ext),"1:5,000 AEP SA_3s_NSHA23",,,,
1777,249,82,7808.6,7.5,HW,,2,0.047145,,,,
1778,249,68.82108,14575.4,7.4,HW,,2,0.047145,,,,
1779,249,59.978704,14919.3,7.3,HW,,2,0.047145,,,,
1780,249,115,18179.1,7.6,HW,,2,0.047145,,,,
1781,249,101,42375.6,7.6,HW,,2,0.047145,,,,
1782,249,126,49372.1,7.7,HW,,2,0.047145,,,,
1783,249,60,49552.9,7.3,HW,,2,0.047145,,,,
1784,249,32.708688,50681.4,7.0,HW,,2,0.047145,,,,
1785,249,34,52817.3,7.0,HW,,2,0.047145,,,,
1786,249,41,53302.4,7.1,HW,,2,0.047145,,,,
1787,249,44,64826.9,7.2,HW,,2,0.047145,,,,
1788,249,25,67122.4,6.9,HW,,2,0.047145,,,,
1789,249,56.215053,75046.5,7.3,HW,,2,0.047145,,,,
1790,249,27,78503.2,6.9,HW,,2,0.047145,,,,
1791,249,52,84400.8,7.2,HW,,2,0.047145,,,,
1792,249,53,94949.2,7.2,HW,,2,0.047145,,,,
1793,249,70,102874.0,7.4,HW,,2,0.047145,,,,
1794,249,52,105690.2,7.2,HW,,2,0.047145,,,,
1795,251,2,17834.5,5.6,HW,,2,0.0033874,,,,
1796,251,27,76857.7,6.9,FW,,2,0.0033874,,,,
1797,251,37,80972.4,7.1,HW,,2,0.0033874,,,,
1798,251,9,99086.2,6.3,FW,,2,0.0033874,,,,
1799,253,56,7910.4,7.3,HW,,2,0.047134,,,,
1800,253,62,12380.0,7.3,HW,,2,0.047134,,,,
1801,253,19,18050.9,6.7,HW,,2,0.047134,,,,
1802,253,50,20107.9,7.2,HW,,2,0.047134,,,,
1803,253,34,20310.1,7.0,HW,,2,0.047134,,,,
1804,253,38,20576.1,7.1,HW,,2,0.047134,,,,
1805,253,25,21353.2,6.9,HW,,2,0.047134,,,,
1806,253,28,33392.8,6.9,HW,,2,0.047134,,,,
1807,253,44,34764.6,7.2,HW,,2,0.047134,,,,
1808,253,26,36714.1,6.9,HW,,2,0.047134,,,,
1809,253,11,38398.6,6.4,HW,,2,0.047134,,,,
1810,253,25,38762.4,6.9,HW,,2,0.047134,,,,
1811,253,38,43692.7,7.1,HW,,2,0.047134,,,,
1812,253,24,43703.2,6.8,HW,,2,0.047134,,,,
1813,253,53,45870.8,7.2,HW,,2,0.047134,,,,
1814,253,2,53401.6,5.6,HW,,2,0.047134,,,,
1815,253,66,54247.2,7.4,HW,,2,0.047134,,,,
1816,253,78,54596.8,7.4,HW,,2,0.047134,,,,
1817,253,14,59335.2,6.6,HW,,2,0.047134,,,,
1818,253,14,60982.5,6.6,HW,,2,0.047134,,,,
1819,253,12,64918.2,6.5,HW,,2,0.047134,,,,
1820,253,23,67618.2,6.8,HW,,2,0.047134,,,,
1821,253,55,69795.2,7.3,HW,,2,0.047134,,,,
1822,253,23,71885.9,6.8,HW,,2,0.047134,,,,
1823,253,37,80178.9,7.1,HW,,2,0.047134,,,,
1824,253,34,81075.1,7.0,HW,,2,0.047134,,,,
1825,253,30,84413.5,7.0,HW,,2,0.047134,,,,
1826,253,14,84654.9,6.6,HW,,2,0.047134,,,,
1827,253,23,93791.9,6.8,HW,,2,0.047134,,,,
1828,254,56,9949.7,7.3,HW,,2,0.04699,,,,
1829,254,62,10578.4,7.3,HW,,2,0.04699,,,,
1830,254,50,18558.3,7.2,HW,,2,0.04699,,,,
1831,254,38,19133.9,7.1,HW,,2,0.04699,,,,
1832,254,19,19633.6,6.7,HW,,2,0.04699,,,,
1833,254,25,19953.6,6.9,HW,,2,0.04699,,,,
1834,254,34,22238.2,7.0,HW,,2,0.04699,,,,
1835,254,28,34793.6,6.9,HW,,2,0.04699,,,,
1836,254,44,35788.5,7.2,HW,,2,0.04699,,,,
1837,254,26,36909.9,6.9,HW,,2,0.04699,,,,
1838,254,11,39083.9,6.4,HW,,2,0.04699,,,,
1839,254,25,39755.7,6.9,HW,,2,0.04699,,,,
1840,254,24,45301.6,6.8,HW,,2,0.04699,,,,
1841,254,38,45308.8,7.1,HW,,2,0.04699,,,,
1842,254,53,47395.1,7.2,HW,,2,0.04699,,,,
1843,254,2,53416.4,5.6,HW,,2,0.04699,,,,
1844,254,66,53737.4,7.4,HW,,2,0.04699,,,,
1845,254,78,54824.2,7.4,HW,,2,0.04699,,,,
1846,254,14,60486.0,6.6,HW,,2,0.04699,,,,
1847,254,14,62249.5,6.6,HW,,2,0.04699,,,,
1848,254,12,63690.6,6.5,HW,,2,0.04699,,,,
1849,254,23,67974.4,6.8,HW,,2,0.04699,,,,
1850,254,55,68265.8,7.3,HW,,2,0.04699,,,,
1851,254,23,72773.4,6.8,HW,,2,0.04699,,,,
1852,254,37,80006.2,7.1,HW,,2,0.04699,,,,
1853,254,34,81722.6,7.0,HW,,2,0.04699,,,,
1854,254,14,82967.6,6.6,HW,,2,0.04699,,,,
1855,254,30,84972.5,7.0,HW,,2,0.04699,,,,
1856,254,23,91875.5,6.8,HW,,2,0.04699,,,,
1857,255,123,2443.9,7.7,HW,,2,0.020996,,,,
1858,255,66,26909.0,7.4,HW,,2,0.020996,,,,
1859,255,16,36168.5,6.6,HW,,2,0.020996,,,,
1860,255,45,39794.3,7.2,HW,,2,0.020996,,,,
1861,255,31,46945.3,7.0,HW,,2,0.020996,,,,
1862,255,162,46987.5,7.8,HW,,2,0.020996,,,,
1863,255,19,55626.4,6.7,HW,,2,0.020996,,,,
1864,255,30,57107.9,7.0,HW,,2,0.020996,,,,
1865,255,54,60486.2,7.3,HW,,2,0.020996,,,,
1866,255,15,63598.9,6.6,HW,,2,0.020996,,,,
1867,255,42,69304.0,7.1,HW,,2,0.020996,,,,
1868,255,18,73829.5,6.7,HW,,2,0.020996,,,,
1869,255,26,75349.5,6.9,HW,,2,0.020996,,,,
1870,255,15,79073.4,6.6,HW,,2,0.020996,,,,
1871,255,60,86825.4,7.3,HW,,2,0.020996,,,,
1872,255,82,91411.0,7.5,HW,,2,0.020996,,,,
1873,255,52,98623.3,7.2,HW,,2,0.020996,,,,
1874,255,31,99143.6,7.0,FW,,2,0.020996,,,,
1875,255,14,99351.8,6.6,HW,,2,0.020996,,,,
1876,255,114,100910.6,7.6,HW,,2,0.020996,,,,
1877,255,35,101973.9,7.0,HW,,2,0.020996,,,,
1878,256,104,45280.2,7.6,HW,,2,0.0043036,,,,
1879,256,53,71363.8,7.2,FW,,2,0.0043036,,,,
1880,256,44,82364.6,7.2,HW,,2,0.0043036,,,,
1881,256,29,93715.8,6.9,HW,,2,0.0043036,,,,
1882,256,32,96091.5,7.0,HW,,2,0.0043036,,,,
1883,257,10,43023.8,6.4,HW,,1,0.037369,,,,
1884,258,15,3989.3,6.6,HW,,2,0.015507,,,,
1885,258,26,19671.4,6.9,HW,,2,0.015507,,,,
1886,258,123,21431.2,7.7,HW,,2,0.015507,,,,
1887,258,162,27682.2,7.8,HW,,2,0.015507,,,,
1888,258,54,31529.9,7.3,HW,,2,0.015507,,,,
1889,258,42,40523.5,7.1,HW,,2,0.015507,,,,
1890,258,85,53011.5,7.5,HW,,2,0.015507,,,,
1891,258,31,66356.6,7.0,HW,,2,0.015507,,,,
1892,258,16,67452.6,6.6,HW,,2,0.015507,,,,
1893,258,56,80517.5,7.3,HW,,2,0.015507,,,,
1894,258,66,95853.6,7.4,HW,,2,0.015507,,,,
1895,258,13,100622.6,6.5,HW,,2,0.015507,,,,
1896,259,37,23428.3,7.1,HW,,2,0.0061805,,,,
1897,259,20,35700.8,6.8,HW,,2,0.0061805,,,,
1898,259,9,74270.9,6.3,HW,,2,0.0061805,,,,
1899,259,44,101384.4,7.2,HW,,2,0.0061805,,,,
1900,260,37,11653.0,7.1,HW,,2,0.0045232,,,,
1901,260,9,29967.7,6.3,HW,,2,0.0045232,,,,
1902,260,20,72520.5,6.8,HW,,2,0.0045232,,,,
1903,260,27,73622.7,6.9, HW,,2,0.0045232,,,,
1904,260,44,78303.8,7.2,HW,,2,0.0045232,,,,
1905,260,2,97266.9,5.6,HW,,2,0.0045232,,,,
1906,262,37,173.0,7.1,FW,,2,0.0048714,,,,
1907,262,9,43049.5,6.3,FW,,2,0.0048714,,,,
1908,262,20,61012.2,6.8,HW,,2,0.0048714,,,,
1909,262,27,81209.5,6.9,FW,,2,0.0048714,,,,
1910,262,2,89844.7,5.6,HW,,2,0.0048714,,,,
1911,262,44,92132.5,7.2,HW,,2,0.0048714,,,,
1912,264,40,35983.1,7.1,HW,,2,0.0036929,,,,
1913,265,44,36288.8,7.2,HW,,2,0.0060968,,,,
1914,265,9,76473.8,6.3,HW,,2,0.0060968,,,,
1915,265,37,95636.6,7.1,HW,,2,0.0060968,,,,
1916,266,28,30961.3,6.9,HW,,2,0.013721,,,,
1917,266,70,32176.4,7.4,HW,,2,0.013721,,,,
1918,268,70,36178.0,7.4,HW,,2,0.01187,,,,
1919,268,28,41012.4,6.9,HW,,2,0.01187,,,,
1920,269,64,61819.2,7.3,HW,,2,0.014789,,,,
1921,269,55,92256.0,7.3,HW,,2,0.014789,,,,
1922,269,24.723261,99770.1,6.9,HW,,2,0.014789,,,,
1923,270,56,2312.2,7.3,HW,,2,0.043232,,,,
1924,270,62,10098.4,7.3,HW,,2,0.043232,,,,
1925,270,34,16293.1,7.0,HW,,2,0.043232,,,,
1926,270,50,17438.8,7.2,HW,,2,0.043232,,,,
1927,270,19,25803.8,6.7,HW,,2,0.043232,,,,
1928,270,28,35862.0,6.9,HW,,2,0.043232,,,,
1929,270,38,37001.4,7.1,HW,,2,0.043232,,,,
1930,270,25,37853.1,6.9,HW,,2,0.043232,,,,
1931,270,44,46024.3,7.2,HW,,2,0.043232,,,,
1932,270,38,46031.7,7.1,HW,,2,0.043232,,,,
1933,270,24,49537.6,6.8,HW,,2,0.043232,,,,
1934,270,25,50004.1,6.9,HW,,2,0.043232,,,,
1935,270,11,51354.7,6.4,HW,,2,0.043232,,,,
1936,270,26,51681.0,6.9,HW,,2,0.043232,,,,
1937,270,53,52409.8,7.2,HW,,2,0.043232,,,,
1938,270,12,60314.7,6.5,HW,,2,0.043232,,,,
1939,270,55,66969.0,7.3,HW,,2,0.043232,,,,
1940,270,2,68579.0,5.6,HW,,2,0.043232,,,,
1941,270,14,68738.8,6.6,HW,,2,0.043232,,,,
1942,270,78,69168.5,7.4,HW,,2,0.043232,,,,
1943,270,14,69391.5,6.6,HW,,2,0.043232,,,,
1944,270,66,70757.3,7.4,HW,,2,0.043232,,,,
1945,270,23,81526.1,6.8,HW,,2,0.043232,,,,
1946,270,23,82894.3,6.8,HW,,2,0.043232,,,,
1947,270,14,83746.7,6.6,HW,,2,0.043232,,,,
1948,270,34,93408.3,7.0,HW,,2,0.043232,,,,
1949,270,37,95882.6,7.1,HW,,2,0.043232,,,,
1950,270,30,97192.4,7.0,HW,,2,0.043232,,,,
1951,270,23,97927.4,6.8,HW,,2,0.043232,,,,
1952,270,60,98374.0,7.3,HW,,2,0.043232,,,,
1953,271,20,45641.7,6.8,HW,,2,0.00703,,,,
1954,271,37,82843.3,7.1,HW,,2,0.00703,,,,
1955,272,37,26597.3,7.1,HW,,2,0.0049803,,,,
1956,272,9,30853.0,6.3,FW,,2,0.0049803,,,,
1957,272,44,66734.8,7.2,HW,,2,0.0049803,,,,
1958,272,20,74383.1,6.8,HW,,2,0.0049803,,,,
1959,272,27,81311.1,6.9,FW,,2,0.0049803,,,,
1960,273,123,24708.9,7.7,HW,,2,0.018758,,,,
1961,273,54,31634.7,7.3,HW,,2,0.018758,,,,
1962,273,66,33142.3,7.4,HW,,2,0.018758,,,,
1963,273,42,36929.2,7.1,HW,,2,0.018758,,,,
1964,273,19,48254.9,6.7,HW,,2,0.018758,,,,
1965,273,26,52069.1,6.9,HW,,2,0.018758,,,,
1966,273,15,53234.5,6.6,HW,,2,0.018758,,,,
1967,273,16,59578.5,6.6,HW,,2,0.018758,,,,
1968,273,31,63685.1,7.0,HW,,2,0.018758,,,,
1969,273,56,71653.4,7.3,HW,,2,0.018758,,,,
1970,273,162,74227.6,7.8,HW,,2,0.018758,,,,
1971,273,31,75463.5,7.0,HW,,2,0.018758,,,,
1972,273,45,75647.7,7.2,HW,,2,0.018758,,,,
1973,273,30,76248.5,7.0,HW,,2,0.018758,,,,
1974,273,23,99163.5,6.8,HW,,2,0.018758,,,,
1975,273,18,103727.6,6.6,HW,,2,0.018758,,,,
1976,273,14,103574.5,6.7,HW,,2,0.018758,,,,
1977,273,60,104166.5,7.3,HW,,2,0.018758,,,,
1978,275,127,8527.6,7.7,HW,,1,0.015735,,,,
1979,275,38,14285.0,7.1,HW,,1,0.015735,,,,
1980,275,58,33297.4,7.3,HW,,1,0.015735,,,,
1981,275,21,74693.7,6.8,HW,,1,0.015735,,,,
1982,275,36,78070.1,7.0,HW,,1,0.015735,,,,
1983,275,14,90569.8,6.6,HW,,1,0.015735,,,,
1984,275,32,96139.3,7.0,HW,,1,0.015735,,,,
1985,275,28,96417.9,6.9,HW,,1,0.015735,,,,
1986,275,22,101362.0,6.8,HW,,1,0.015735,,,,
1987,275,12,102473.3,6.5,HW,,1,0.015735,,,,
1988,277,56,4551.1,7.3,HW,,2,0.050277,,,,
1989,277,19,10725.5,6.7,HW,,2,0.050277,,,,
1990,277,34,17182.9,7.0,HW,,2,0.050277,,,,
1991,277,62,17500.2,7.3,HW,,2,0.050277,,,,
1992,277,38,17826.8,7.1,HW,,2,0.050277,,,,
1993,277,25,18285.4,6.9,HW,,2,0.050277,,,,
1994,277,28,26260.3,6.9,HW,,2,0.050277,,,,
1995,277,44,26614.4,7.2,HW,,2,0.050277,,,,
1996,277,50,27040.4,7.2,HW,,2,0.050277,,,,
1997,277,26,28242.2,6.9,HW,,2,0.050277,,,,
1998,277,11,29855.6,6.4,HW,,2,0.050277,,,,
1999,277,25,30554.2,6.9,HW,,2,0.050277,,,,
2000,277,24,37329.0,6.8,HW,,2,0.050277,,,,
2001,277,38,37408.7,7.1,HW,,2,0.050277,,,,
2002,277,53,39137.1,7.2,HW,,2,0.050277,,,,
2003,277,2,45071.3,5.6,HW,,2,0.050277,,,,
2004,277,78,46079.2,7.4,HW,,2,0.050277,,,,
2005,277,66,46831.7,7.4,HW,,2,0.050277,,,,
2006,277,14,51401.3,6.6,HW,,2,0.050277,,,,
2007,277,14,53322.9,6.6,HW,,2,0.050277,,,,
2008,277,23,59037.2,6.8,HW,,2,0.050277,,,,
2009,277,23,63520.9,6.8,HW,,2,0.050277,,,,
2010,277,37,72055.7,7.1,HW,,2,0.050277,,,,
2011,277,34,72518.9,7.0,HW,,2,0.050277,,,,
2012,277,12,72790.1,6.5,HW,,2,0.050277,,,,
2013,277,30,75826.9,7.0,HW,,2,0.050277,,,,
2014,277,55,76816.3,7.3,HW,,2,0.050277,,,,
2015,277,14,91070.1,6.6,HW,,2,0.050277,,,,
2016,277,23,98668.9,6.8,HW,,2,0.050277,,,,
2017,278,56,5851.6,7.3,HW,,2,0.049875,,,,
2018,278,19,11968.3,6.7,HW,,2,0.049875,,,,
2019,278,62,16188.7,7.3,HW,,2,0.049875,,,,
2020,278,38,17100.4,7.1,HW,,2,0.049875,,,,
2021,278,25,17616.8,6.9,HW,,2,0.049875,,,,
2022,278,34,18259.0,7.0,HW,,2,0.049875,,,,
2023,278,50,25670.2,7.2,HW,,2,0.049875,,,,
2024,278,28,27621.5,6.9,HW,,2,0.049875,,,,
2025,278,44,27921.3,7.2,HW,,2,0.049875,,,,
2026,278,26,29127.7,6.9,HW,,2,0.049875,,,,
2027,278,11,31024.1,6.4,HW,,2,0.049875,,,,
2028,278,25,31847.3,6.9,HW,,2,0.049875,,,,
2029,278,24,38694.0,6.8,HW,,2,0.049875,,,,
2030,278,38,38770.9,7.1,HW,,2,0.049875,,,,
2031,278,53,40509.8,7.2,HW,,2,0.049875,,,,
2032,278,2,45867.2,5.6,HW,,2,0.049875,,,,
2033,278,78,47005.2,7.4,HW,,2,0.049875,,,,
2034,278,66,47258.3,7.4,HW,,2,0.049875,,,,
2035,278,14,52727.8,6.6,HW,,2,0.049875,,,,
2036,278,14,54673.5,6.6,HW,,2,0.049875,,,,
2037,278,23,60040.8,6.8,HW,,2,0.049875,,,,
2038,278,23,64763.6,6.8,HW,,2,0.049875,,,,
2039,278,12,71480.4,6.5,HW,,2,0.049875,,,,
2040,278,37,72753.4,7.1,HW,,2,0.049875,,,,
2041,278,34,73664.4,7.0,HW,,2,0.049875,,,,
2042,278,55,75450.3,7.3,HW,,2,0.049875,,,,
2043,278,30,76932.8,7.0,HW,,2,0.049875,,,,
2044,278,14,89696.1,6.6,HW,,2,0.049875,,,,
2045,278,23,97334.1,6.8,HW,,2,0.049875,,,,
2046,279,66,2202.8,7.4, FW,,2,0.024518,,,,
2047,279,123,26559.6,7.7,HW,,2,0.024518,,,,
2048,279,19,31222.6,6.7,HW,,2,0.024518,,,,
2049,279,31,38869.4,7.0,HW,,2,0.024518,,,,
2050,279,30,39013.7,7.0,HW,,2,0.024518,,,,
2051,279,45,47485.1,7.2,HW,,2,0.024518,,,,
2052,279,16,59546.4,6.6,HW,,2,0.024518,,,,
2053,279,18,66701.1,6.7,HW,,2,0.024518,,,,
2054,279,60,67934.1,7.3,HW,,2,0.024518,,,,
2055,279,54,68747.2,7.3,HW,,2,0.024518,,,,
2056,279,162,70692.9,7.8,HW,,2,0.024518,,,,
2057,279,42,74707.5,7.1,HW,,2,0.024518,,,,
2058,279,14,75741.0,6.6,HW,,2,0.024518,,,,
2059,279,15,77445.0,6.6,HW,,2,0.024518,,,,
2060,279,23,81402.6,6.8,HW,,2,0.024518,,,,
2061,279,15,81861.2,6.6,HW,,2,0.024518,,,,
2062,279,82,82307.2,7.5,HW,,2,0.024518,,,,
2063,279,26,87697.6,6.9,HW,,2,0.024518,,,,
2064,279,55,92034.6,7.3,HW,,2,0.024518,,,,
2065,279,114,94861.7,6.5,HW,,2,0.024518,,,,
2066,279,12,94768.4,7.6,HW,,2,0.024518,,,,
2067,279,52,98134.9,7.2,HW,,2,0.024518,,,,
2068,279,31,99786.8,7.0,HW,,2,0.024518,,,,
2069,281,40,43644.7,7.1,HW,,2,0.0034594,,,,
2070,282,37,12234.6,7.1,HW,,2,0.0043706,,,,
2071,282,9,24486.4,6.3,FW,,2,0.0043706,,,,
2072,282,27,66031.6,6.9,HW,,2,0.0043706,,,,
2073,282,44,76377.7,7.2,HW,,2,0.0043706,,,,
2074,282,20,79371.3,6.8,HW,,2,0.0043706,,,,
2075,282,2,93765.2,5.6,HW,,2,0.0043706,,,,
2076,283,26,68722.6,6.9,HW,,2,0.0098598,,,,
2077,284,26,73131.8,6.9,HW,,2,0.010163,,,,
2078,284,70,107597.9,7.4,HW,,2,0.010163,,,,
2079,285,2,17228.9,5.6,HW,,2,0.0033768,,,,
2080,285,27,78141.0,6.9,FW,,2,0.0033768,,,,
2081,285,37,82332.5,7.1,HW,,2,0.0033768,,,,
2082,285,9,100586.5,6.3, HW,,2,0.0033768,,,,
2083,286,28,41104.0,6.9,HW,,2,0.012931,,,,
2084,286,70,42124.2,7.4,HW,,2,0.012931,,,,
2085,288,43,3333.8,7.1,HW,,1,0.025018,,,,
2086,288,53,4573.4,7.2,HW,,1,0.025018,,,,
2087,288,15,9900.0,6.6,HW,,1,0.025018,,,,
2088,288,14,11262.6,6.6,HW,,1,0.025018,,,,
2089,288,93,18984.7,7.5,HW,,1,0.025018,,,,
2090,288,54,19589.7,7.3,HW,,1,0.025018,,,,
2091,288,10,20162.6,6.4,HW,,1,0.025018,,,,
2092,288,17,25467.5,6.7,HW,,1,0.025018,,,,
2093,288,33,26079.1,7.0,HW,,1,0.025018,,,,
2094,288,47,26669.8,7.2,HW,,1,0.025018,,,,
2095,288,38,29935.4,7.1,HW,,1,0.025018,,,,
2096,288,54,32345.2,7.3,HW,,1,0.025018,,,,
2097,288,55,36899.0,7.3,HW,,1,0.025018,,,,
2098,288,42,41983.0,7.1,HW,,1,0.025018,,,,
2099,288,79,42075.9,7.4,HW,,1,0.025018,,,,
2100,288,54,45281.3,7.3,HW,,1,0.025018,,,,
2101,288,24,54379.2,6.8,HW,,1,0.025018,,,,
2102,288,24,57240.9,6.8,HW,,1,0.025018,,,,
2103,288,172,76229.8,7.8,HW,,1,0.025018,,,,
2104,288,111,79993.0,7.6,HW,,1,0.025018,,,,
2105,288,13,98032.2,6.5,HW,,1,0.025018,,,,
2106,288,57,99338.6,7.3,HW,,1,0.025018,,,,
2107,289,37,30622.9,7.1,HW,,2,0.0039256,,,,
2108,289,2,52455.7,5.6,HW,,2,0.0039256,,,,
2109,289,9,59174.4,6.3,FW,,2,0.0039256,,,,
2110,289,27,69562.3,6.9,HW,,2,0.0039256,,,,
2111,289,20,74667.1,6.8,HW,,2,0.0039256,,,,
2112,290,20,38094.5,6.8,HW,,2,0.004336,,,,
2113,290,37,56434.4,7.1,HW,,2,0.004336,,,,
2114,290,2,71561.7,5.6,HW,,2,0.004336,,,,
2115,290,9,102869.4,6.3, HW,,2,0.004336,,,,
2116,291,8,72266.0,6.3,HW,,1,0.056796,,,,
2117,292,38,5769.9,7.1,HW,,1,0.015147,,,,
2118,292,31,32789.4,7.0,HW,,1,0.015147,,,,
2119,292,19,51462.2,6.7,HW,,1,0.015147,,,,
2120,292,14.25,63598.5,6.6,HW,,1,0.015147,,,,
2121,293,8,31587.0,6.3,HW,,2,0.020997,,,,
2122,293,48,42250.8,7.2,HW,,2,0.020997,,,,
2123,293,12,53319.7,6.5,HW,,2,0.020997,,,,
2124,293,53,79179.7,7.2,HW,,2,0.020997,,,,
2125,293,109,86298.2,7.6,HW,,2,0.020997,,,,
2126,293,11,98300.0,6.4,HW,,2,0.020997,,,,
2127,293,52,101976.3,7.2,HW,,2,0.020997,,,,
2128,294,26,47325.7,6.9,HW,,2,0.0080346,,,,
2129,294,33,103353.4,7.0,FW,,2,0.0080346,,,,
2130,295,28,31150.9,6.9,HW,,2,0.013816,,,,
2131,295,70,32262.5,7.4,HW,,2,0.013816,,,,
2132,296,70,9788.7,7.4,HW,,2,0.032953,,,,
2133,296,56.215053,21949.5,7.3,HW,,2,0.032953,,,,
2134,296,101,22620.4,7.6,HW,,2,0.032953,,,,
2135,296,29,28637.4,6.9,HW,,2,0.032953,,,,
2136,296,42.07241,32748.4,7.1,HW,,2,0.032953,,,,
2137,296,68,42016.1,7.4,HW,,2,0.032953,,,,
2138,296,7,43561.5,6.2,HW,,2,0.032953,,,,
2139,296,19,50983.5,6.7,HW,,2,0.032953,,,,
2140,296,41,53188.2,7.1,HW,,2,0.032953,,,,
2141,296,24.633328,58992.8,6.9,HW,,2,0.032953,,,,
2142,296,49,61036.3,7.2,HW,,2,0.032953,,,,
2143,296,72,69007.3,7.4,HW,,2,0.032953,,,,
2144,296,34,69792.1,7.3,HW,,2,0.032953,,,,
2145,296,55,69766.9,7.0,HW,,2,0.032953,,,,
2146,296,25,74492.0,6.9,HW,,2,0.032953,,,,
2147,296,24.723261,75001.8,6.9,HW,,2,0.032953,,,,
2148,296,64,93459.9,7.3,HW,,2,0.032953,,,,
2149,296,59.978704,94023.2,7.3,HW,,2,0.032953,,,,
2150,296,60,96283.1,7.3,FW,,2,0.032953,,,,
2151,296,126,97474.9,7.7,HW,,2,0.032953,,,,
2152,296,115,99003.6,7.6,HW,,2,0.032953,,,,
2153,296,4,102938.4,5.9,HW,,2,0.032953,,,,
2154,297,2,19485.5,5.6,HW,,2,0.0033269,,,,
2155,297,27,81331.2,6.9, HW,,2,0.0033269,,,,
2156,297,37,88869.2,7.1,HW,,2,0.0033269,,,,
2157,298,19,8235.1,6.7,HW,,1,0.016142,,,,
2158,298,38,16974.4,7.1,HW,,1,0.016142,,,,
2159,298,14.25,46245.3,6.6,HW,,1,0.016142,,,,
2160,298,31,75132.7,7.0,HW,,1,0.016142,,,,
2161,299,66,2478.1,7.4,HW,,2,0.031169,,,,
2162,299,31,6587.5,7.0,HW,,2,0.031169,,,,
2163,299,123,16491.6,7.7,HW,,2,0.031169,,,,
2164,299,45,22705.0,7.2,HW,,2,0.031169,,,,
2165,299,30,23226.3,7.0,HW,,2,0.031169,,,,
2166,299,18,33477.2,6.7,HW,,2,0.031169,,,,
2167,299,15,42465.5,6.6,HW,,2,0.031169,,,,
2168,299,82,51048.7,7.5,HW,,2,0.031169,,,,
2169,299,60,52117.0,7.3,HW,,2,0.031169,,,,
2170,299,19,55048.5,6.7,HW,,2,0.031169,,,,
2171,299,16,56669.1,6.6,HW,,2,0.031169,,,,
2172,299,162,59419.9,7.8,HW,,2,0.031169,,,,
2173,299,114,61238.0,7.6,HW,,2,0.031169,,,,
2174,299,52,63150.1,7.2,HW,,2,0.031169,,,,
2175,299,35,72203.7,7.0,HW,,2,0.031169,,,,
2176,299,14,74432.1,6.6,HW,,2,0.031169,,,,
2177,299,55,84827.2,7.3,HW,,2,0.031169,,,,
2178,299,12,84850.6,6.5,HW,,2,0.031169,,,,
2179,299,40,86965.4,7.1,HW,,2,0.031169,,,,
2180,299,19,89968.8,6.7,HW,,2,0.031169,,,,
2181,299,44,90341.0,7.2,HW,,2,0.031169,,,,
2182,299,23,94885.4,6.8,HW,,2,0.031169,,,,
2183,299,54,99276.4,7.3,HW,,2,0.031169,,,,
2184,299,21,99472.5,6.8,HW,,2,0.031169,,,,
2185,299,15,104046.5,6.6,HW,,2,0.031169,,,,
2186,300,38,910.7,7.1,HW,,1,0.015107,,,,
2187,300,19,40192.2,6.7,HW,,1,0.015107,,,,
2188,300,31,42989.9,7.0,HW,,1,0.015107,,,,
2189,300,14.25,53806.9,6.6,HW,,1,0.015107,,,,
2190,301,78,1681.9,7.4,HW,,2,0.05983,,,,
2191,301,37,10115.8,7.1,HW,,2,0.05983,,,,
2192,301,23,10231.6,6.8,HW,,2,0.05983,,,,
2193,301,44,13010.8,7.2,HW,,2,0.05983,,,,
2194,301,66,16309.0,7.4,HW,,2,0.05983,,,,
2195,301,25,16700.7,6.9,HW,,2,0.05983,,,,
2196,301,53,18690.9,7.2,HW,,2,0.05983,,,,
2197,301,2,19298.3,5.6,HW,,2,0.05983,,,,
2198,301,30,24314.7,7.0,HW,,2,0.05983,,,,
2199,301,26,24717.0,6.9,HW,,2,0.05983,,,,
2200,301,38,25457.0,7.1,HW,,2,0.05983,,,,
2201,301,34,25719.7,7.0,HW,,2,0.05983,,,,
2202,301,11,27915.7,6.4,HW,,2,0.05983,,,,
2203,301,23,31891.5,6.8,HW,,2,0.05983,,,,
2204,301,34,34775.9,7.0,HW,,2,0.05983,,,,
2205,301,14,39700.4,6.6,HW,,2,0.05983,,,,
2206,301,14,40731.5,6.6,HW,,2,0.05983,,,,
2207,301,28,43402.5,6.9,HW,,2,0.05983,,,,
2208,301,24,46097.2,6.8,HW,,2,0.05983,,,,
2209,301,56,47672.4,7.3,HW,,2,0.05983,,,,
2210,301,25,52264.8,6.9,HW,,2,0.05983,,,,
2211,301,19,52947.6,6.7,HW,,2,0.05983,,,,
2212,301,38,57317.6,7.1,HW,,2,0.05983,,,,
2213,301,62,60606.1,7.3,HW,,2,0.05983,,,,
2214,301,50,74779.0,7.2,HW,,2,0.05983,,,,
2215,302,78,1363.8,7.4,FW,,2,0.059986,,,,
2216,302,37,9663.4,7.1,HW,,2,0.059986,,,,
2217,302,23,9968.4,6.8,HW,,2,0.059986,,,,
2218,302,44,13713.3,7.2,HW,,2,0.059986,,,,
2219,302,66,16787.2,7.4,HW,,2,0.059986,,,,
2220,302,25,17462.4,6.9,HW,,2,0.059986,,,,
2221,302,53,17868.4,7.2,HW,,2,0.059986,,,,
