OBJECTID,DamID,Fault length (km),DIST DAM TO FAULT m,EQ PREF MCE MW,FW or HW,ASSCM Classification,GMM code (1=craton; 2=ext),A12_med,AB06_med,D15_med,S09nc_med,NGAE_med,A12_std,AB06_std,D15_std,S09nc_std,NGAE_std,A12_wt,AB06_wt,D15_wt,S09nc_wt,NGAE_wt
968,147,26,102330.8,6.9,HW,,2,-3.00018163,-3.30278748,-3.42247944,-3.07806325,-2.457102342,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
969,147,123,102664.4,7.7,HW,,2,-2.33222293,-2.68748519,-2.868245,-2.38855296,-1.702807614,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
970,147,38,103297.6,7.1,HW,,2,-2.80891694,-3.13312403,-3.2748852,-2.90488336,-2.262256781,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
971,148,20,75587.4,6.8,HW,,2,-3.01740729,-3.35378156,-3.1748153,-2.8069314,-2.265205932,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
972,148,37,86644.7,7.1,HW,,2,-2.77001981,-3.10895152,-3.08611575,-2.69266824,-2.091308061,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
973,149,66,8975.6,7.4,HW,,2,0.17088423,-0.05372311,-1.26429103,-0.63966562,0.269630689,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
974,149,19,20390.7,6.7,HW,,2,-1.23627367,-1.568685,-2.08370422,-1.63194244,-0.723652756,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
975,149,30,34382.5,7,HW,,2,-1.73352504,-2.11227273,-2.30534758,-1.85128438,-1.119822802,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
976,149,123,37712.7,7.7,HW,,2,-1.42286679,-1.78238418,-2.01214724,-1.43555118,-0.73769707,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
977,149,31,40780.6,7,HW,,2,-1.96971725,-2.36278605,-2.44811757,-2.00854632,-1.364633733,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
978,149,45,54967,7.2,HW,,2,-2.22521817,-2.64706911,-2.58028819,-2.13435458,-1.553850867,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
979,149,60,61493.3,7.3,HW,,2,-2.30211666,-2.73534114,-2.61845833,-2.16205932,-1.583504282,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
980,149,14,65696.8,6.6,HW,,2,-3.01586085,-3.43421444,-3.1947136,-2.83680366,-2.321861018,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
981,149,18,67105.6,6.7,HW,,2,-2.94484353,-3.37259179,-3.13329814,-2.76691908,-2.245368429,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
982,149,23,70171.4,6.8,HW,,2,-2.91085128,-3.34591997,-3.09826551,-2.72416019,-2.197293653,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
983,149,16,70577,6.6,HW,,2,-3.12105257,-3.53469571,-3.26925876,-2.91648555,-2.406006117,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
984,149,54,74319.2,7.3,HW,,2,-2.5566522,-2.93140708,-2.79476543,-2.35322051,-1.762748987,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
985,149,42,78958.2,7.1,HW,,2,-2.74946537,-3.09779418,-2.99094036,-2.58747855,-2.008064474,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
986,149,15,80021.6,6.6,HW,,2,-3.27000626,-3.54840501,-3.40369104,-3.06177272,-2.532552322,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
987,149,82,81001.3,7.5,HW,,2,-2.41957498,-2.79286658,-2.75254697,-2.28275688,-1.6536735,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
988,149,162,81717.5,7.3,HW,,2,-2.58059107,-2.94214608,-2.88717347,-2.45510661,-1.849913253,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
989,149,55,81683.9,7.8,HW,,2,-2.21568521,-2.59289777,-2.59456612,-2.06186963,-1.420154277,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
990,149,12,86162.3,6.5,HW,,2,-3.40238389,-3.65569209,-3.57555709,-3.24973555,-2.707113744,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
991,149,15,90711.6,6.6,HW,,2,-3.2969598,-3.56392208,-3.5431628,-3.21473801,-2.655172752,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
992,149,26,94328.5,6.9,HW,,2,-2.98237021,-3.29117174,-3.3313348,-2.9756226,-2.374063964,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
993,149,114,94796.6,7.6,HW,,2,-2.38238794,-2.74305123,-2.84640672,-2.37598065,-1.708807201,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
994,149,52,100686.9,7.2,HW,,2,-2.71309831,-3.04808111,-3.17254405,-2.7834743,-2.140004971,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
995,149,31,101365.2,7,FW,,2,-2.89924427,-3.21442578,-3.33132341,-2.97258591,-2.340799749,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1000,151,26,77286.9,6.9,HW,,2,-2.93878432,-3.26643502,-3.11873649,-2.74080325,-2.184111001,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1001,152,26,77350,6.9,HW,,2,-2.93896283,-3.26652661,-3.11957947,-2.74172305,-2.184933155,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1002,154,2,38465.3,5.6,HW,,2,-3.3834978,-3.63110228,-3.59848366,-3.24065236,-2.642998573,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1003,156,2,11632.7,5.6,HW,,2,-1.45383243,-1.65641071,-2.52339735,-2.08302608,-0.8800224,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1004,156,37,83640.3,7.1,HW,,2,-2.76221146,-3.10459048,-3.04961083,-2.65217994,-2.05918793,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1005,156,27,83640.6,6.9,HW,,2,-2.95606578,-3.27565773,-3.20136352,-2.83138488,-2.258767853,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1006,156,9,103627.3,6.3, HW,,2,-3.68737909,-3.88635057,-3.98647107,-3.69669753,-3.127755316,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1007,159,27,186,6.9,HW,,2,1.17385282,1.3952706,-1.11463758,-0.44682754,0.665035814,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1008,159,9,63654.5,6.3,HW,,2,-3.29819183,-3.68426509,-3.42850701,-3.09114806,-2.604279653,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1009,159,44,76749.4,7.2,HW,,2,-2.65269078,-3.01333464,-2.89255792,-2.47077501,-1.886033608,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1010,159,37,84226.8,7.1,HW,,2,-2.76375756,-3.10544181,-3.05680439,-2.6601444,-2.065377704,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1011,159,2,94806.9,5.6,HW,,2,-4.66568459,-4.68200338,-4.6511004,-4.35680402,-3.853333945,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1012,160,44,870.7,7.2,FW,,2,1.15817335,1.40363866,-1.01093248,-0.30623055,0.64996876,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1013,160,2,1357.6,5.6,FW,,2,0.77386756,0.73532765,-1.93588644,-1.33251353,0.238281416,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1014,160,78,6423.6,7.4,HW,,2,0.48912978,0.16905226,-1.14538906,-0.49029289,0.398524602,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1015,160,26,7600.6,6.9,HW,,2,0.15147554,-0.17510231,-1.39601956,-0.83791823,0.193179211,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1016,160,25,8089.1,6.9,HW,,2,0.08296075,-0.22374594,-1.42136179,-0.86930225,0.162210903,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1017,160,11,9273.9,6.4,HW,,2,-0.38715902,-0.65706945,-1.76423644,-1.27889301,-0.149843702,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1018,160,66,13404.6,7.4,HW,,2,-0.27675112,-0.52792932,-1.45796585,-0.86697802,0.049827759,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1019,160,38,15218,7.1,HW,,2,-0.57646319,-0.87060421,-1.65926014,-1.13160109,-0.185217873,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1020,160,23,18861.7,6.8,HW,,2,-1.05290652,-1.37940854,-1.96449313,-1.49537081,-0.560569021,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1021,160,34,18997.4,7,HW,,2,-0.92599527,-1.25138786,-1.85575003,-1.35945089,-0.435428476,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1022,160,28,26493.2,6.9,HW,,2,-1.44814985,-1.80510469,-2.15868887,-1.69945416,-0.891897876,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1023,160,56,27188,7.3,HW,,2,-1.21603271,-1.56778361,-1.955942,-1.43465961,-0.646071623,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1024,160,37,28473.3,7.1,HW,,2,-1.40407971,-1.76620749,-2.09645101,-1.61275029,-0.833685492,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1025,160,53,32333.2,7.2,HW,,2,-1.5083021,-1.8797053,-2.13879384,-1.64824387,-0.906646576,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1026,160,19,32536.6,6.7,HW,,2,-1.89970151,-2.26736237,-2.45888387,-2.03929017,-1.307734997,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1027,160,14,33960.6,6.6,HW,,2,-2.05104035,-2.41678377,-2.56857765,-2.16281475,-1.444759156,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1028,160,23,34108.5,6.8,HW,,2,-1.88158129,-2.2562738,-2.42938665,-2.00163437,-1.280272146,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1029,160,25,35470.6,6.9,HW,,2,-1.85474853,-2.23489298,-2.39529481,-1.95776755,-1.245795619,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1030,160,34,36044,7,HW,,2,-1.79872993,-2.18139136,-2.3442338,-1.89400302,-1.181220478,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1031,160,30,37439.4,7,HW,,2,-1.85127473,-2.23710612,-2.37585941,-1.92880498,-1.235867082,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1032,160,14,38516.8,6.6,HW,,2,-2.23433097,-2.60872512,-2.68052765,-2.28474371,-1.636320902,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1033,160,24,40584.5,6.8,HW,,2,-2.12848309,-2.51648982,-2.57979677,-2.1664285,-1.541544931,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1034,160,62,40684.3,7.3,HW,,2,-1.74938476,-2.13939398,-2.26557108,-1.77715617,-1.124812685,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1035,160,38,43240.8,7.1,HW,,2,-1.97339302,-2.37210752,-2.43431596,-1.98517561,-1.349813369,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1036,160,50,56751.1,7.2,HW,,2,-2.26861281,-2.69387299,-2.60887149,-2.16463631,-1.587487616,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1037,161,8,27642.4,6.3,HW,,2,-2.03593737,-2.36742533,-2.62112366,-2.22548695,-1.445177811,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1038,161,23,64523.3,6.8,HW,,2,-2.79065178,-3.22017822,-3.01383933,-2.63367609,-2.101039158,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1039,161,66,90539.8,7.4,HW,,2,-2.52196836,-2.87940545,-2.92419462,-2.48643914,-1.846136601,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1040,161,50,98085.1,7.2,HW,,2,-2.70727268,-3.04430446,-3.14433997,-2.75148846,-2.113392561,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1041,161,25,99203.9,6.9,HW,,2,-2.99339339,-3.29824863,-3.38742783,-3.03854119,-2.42595228,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1042,161,53,101101.1,7.2,HW,,2,-2.71401182,-3.04868234,-3.17699204,-2.78852865,-2.143942715,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1043,161,19,103356.2,6.7,HW,,2,-3.21310793,-3.48675617,-3.60455041,-3.28396646,-2.681382578,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1044,162,51,49217.3,7.2,HW,,2,-2.07527009,-2.4857859,-2.48331298,-2.03126107,-1.44092216,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1045,164,70,796.5,7.4,HW,,2,1.15699192,1.39495055,-0.95149755,-0.21306973,0.685772213,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1046,164,56.215053,13142,7.3,HW,,2,-0.29536842,-0.55178366,-1.48553453,-0.91205796,0.022722634,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1047,164,101,18260.4,7.6,HW,,2,-0.56774995,-0.85066627,-1.56454864,-0.95467427,-0.09635595,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1048,164,42.07241,27351,7.1,HW,,2,-1.34976095,-1.70832546,-2.06578232,-1.57917222,-0.784723759,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1049,164,29,30163.7,6.9,HW,,2,-1.62838017,-1.99573667,-2.26175199,-1.81177619,-1.061536793,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1050,164,7,42707.2,6.2,HW,,2,-2.80302155,-3.14849436,-3.11158593,-2.75390117,-2.178490777,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1051,164,41,43856.3,7.1,HW,,2,-1.99276808,-2.39277214,-2.44637181,-1.99859378,-1.366579025,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1052,164,68,44157.9,7.4,HW,,2,-1.79316476,-2.1878457,-2.27729945,-1.77832002,-1.131381744,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1053,164,19,51003.8,6.7,HW,,2,-2.54743951,-2.94934253,-2.8633627,-2.48224927,-1.945703103,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1054,164,34,60978.3,7,HW,,2,-2.52968074,-2.96077144,-2.8098946,-2.40036005,-1.845158787,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1055,164,49,62988.4,7.2,HW,,2,-2.41039418,-2.84726494,-2.70399495,-2.26613494,-1.695346926,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1056,164,25,65082.8,6.9,HW,,2,-2.70973551,-3.14470094,-2.94577763,-2.55393036,-2.009716337,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1057,164,24.633328,67562.7,6.9,HW,,2,-2.7626311,-3.20170738,-2.98266695,-2.59348279,-2.051066505,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1058,164,72,70888.3,7.4,HW,,2,-2.41914652,-2.85088033,-2.68734496,-2.22365646,-1.629572833,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1059,164,55,77831.1,7.3,HW,,2,-2.56968692,-2.93650478,-2.83936093,-2.40224233,-1.805467296,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1060,164,24.723261,84074.2,6.9,HW,,2,-2.95719682,-3.27628712,-3.20684501,-2.83742456,-2.263476258,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1061,164,59.978704,85207.3,7.3,HW,,2,-2.58994931,-2.9472117,-2.92884622,-2.50144238,-1.885633983,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1062,164,60,87580.3,7.3,HW,,2,-2.59609632,-2.95065623,-2.95655183,-2.53238265,-1.910673339,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1063,164,126,88074.3,7.7,HW,,2,-2.29714833,-2.66630694,-2.71762634,-2.21631601,-1.562892655,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1064,164,115,89986.9,7.6,HW,,2,-2.37053901,-2.73606971,-2.79503215,-2.31763521,-1.663797405,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1065,164,4,97786.2,5.9,HW,,2,-4.21868347,-4.32272664,-4.34046093,-4.05375692,-3.527661014,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1066,164,60,100848,7.3,HW,,2,-2.62766236,-2.96991495,-3.10325913,-2.6980141,-2.04436561,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1067,164,64,102846.3,7.3,HW,,2,-2.63205319,-2.97281558,-3.12428951,-2.72200467,-2.063537466,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1068,165,70,863.7,7.4,HW,,2,1.15384373,1.39495055,-0.95238451,-0.21447297,0.680178986,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1069,165,56.215053,12725.5,7.3,HW,,2,-0.25691692,-0.50707225,-1.46789794,-0.89188121,0.044928845,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1070,165,101,17978.5,7.6,HW,,2,-0.54899782,-0.82963315,-1.55520564,-0.9442267,-0.083505174,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1071,165,42.07241,27296.6,7.1,HW,,2,-1.34707454,-1.70546147,-2.06427245,-1.57751949,-0.782410333,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1072,165,29,30413.5,6.9,HW,,2,-1.63986927,-2.00787775,-2.26841943,-1.8190501,-1.06948938,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1073,165,7,42855.6,6.2,HW,,2,-2.80833938,-3.15401946,-3.11500383,-2.75761871,-2.183093131,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1074,165,41,43442.6,7.1,HW,,2,-1.97977499,-2.37891353,-2.43828271,-1.98958938,-1.355279304,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1075,165,68,44340.3,7.4,HW,,2,-1.79859409,-2.19369552,-2.28064225,-1.78207745,-1.136090546,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1076,165,19,51181.3,6.7,HW,,2,-2.5524645,-2.95466349,-2.8666623,-2.48568349,-1.949011439,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1077,165,34,60558.4,7,HW,,2,-2.52003749,-2.95039483,-2.80335002,-2.39339434,-1.838835736,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1078,165,49,63233.2,7.2,HW,,2,-2.41567143,-2.85298945,-2.70758885,-2.26999196,-1.698998944,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1079,165,25,64695.8,6.9,HW,,2,-2.70130102,-3.13562168,-2.93993083,-2.54767632,-2.00341494,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1080,165,24.633328,67982.5,6.9,HW,,2,-2.77139429,-3.21116308,-2.98881591,-2.60009147,-2.058238699,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1081,165,72,71068.3,7.4,HW,,2,-2.42251052,-2.85114161,-2.68970125,-2.22623156,-1.631611655,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1082,165,55,78245,7.3,HW,,2,-2.57087382,-2.93710558,-2.84452735,-2.40793931,-1.810624281,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1083,165,24.723261,84493.6,6.9,HW,,2,-2.95828528,-3.2768959,-3.21212894,-2.84325017,-2.268051656,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1084,165,59.978704,84787.1,7.3,HW,,2,-2.58884301,-2.94660176,-2.92388825,-2.4959169,-1.881264737,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1085,165,60,87160.9,7.3,HW,,2,-2.59502212,-2.95004745,-2.95169083,-2.52694634,-1.906202066,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1086,165,126,87667.7,7.7,HW,,2,-2.29608953,-2.66571674,-2.71321775,-2.21132739,-1.558785523,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1087,165,115,89566.4,7.6,HW,,2,-2.36947316,-2.73545934,-2.7904605,-2.31246253,-1.659395562,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1088,165,4,97703,5.9,HW,,2,-4.218508,-4.32260587,-4.33937794,-4.05256634,-3.526677081,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1089,165,60,100451.7,7.3,HW,,2,-2.62678124,-2.9693397,-3.09905807,-2.69322912,-2.040606763,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1090,165,64,103254,7.3,HW,,2,-2.63293854,-2.97340738,-3.12854939,-2.7268717,-2.067494529,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1091,166,70,1235.5,7.4,HW,,2,1.1322263,1.2561217,-0.95816418,-0.22359929,0.657768171,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1092,166,56.215053,12343.2,7.3,HW,,2,-0.22076894,-0.46474255,-1.4514911,-0.87303545,0.064886509,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1093,166,101,17573.6,7.6,HW,,2,-0.52161882,-0.79884981,-1.54162823,-0.92902783,-0.065331524,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1094,166,42.07241,27481.4,7.1,HW,,2,-1.35617985,-1.71516812,-2.06939264,-1.58312425,-0.790291067,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1095,166,29,30808,6.9,HW,,2,-1.65782996,-2.02685611,-2.27886598,-1.83044944,-1.082178855,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1096,166,41,43195,6.2,HW,,2,-2.82043357,-3.16658693,-3.12278644,-2.76608608,-2.193699307,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1097,166,7,43136,7.1,HW,,2,-1.97006719,-2.36856098,-2.43225045,-1.98287781,-1.346986509,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1098,166,68,44700.1,7.4,HW,,2,-1.80924025,-2.20516778,-2.28720663,-1.78945886,-1.145444586,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1099,166,19,51538.1,6.7,HW,,2,-2.56251358,-2.96530647,-2.87326905,-2.49256299,-1.955694958,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1100,166,34,60191,7,HW,,2,-2.5115455,-2.94125989,-2.79759682,-2.3872751,-1.833335861,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1101,166,49,63624.9,7.2,HW,,2,-2.42407354,-2.86210605,-2.71331899,-2.27614505,-1.704870359,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1102,166,25,64459.9,6.9,HW,,2,-2.69613512,-3.13006228,-2.93635457,-2.54385295,-1.999593244,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
