OBJECTID,DamID,Fault length (km),DIST DAM TO FAULT m,EQ PREF MCE MW,FW or HW,ASSCM Classification,GMM code (1=craton; 2=ext),A12_med,AB06_med,D15_med,S09nc_med,NGAE_med,A12_std,AB06_std,D15_std,S09nc_std,NGAE_std,A12_wt,AB06_wt,D15_wt,S09nc_wt,NGAE_wt
2922,413,48,82589.6,7.2,HW,,2,-2.66900999,-3.02181198,-2.96561565,-2.5513363,-1.953457666,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2923,413,52,92001.7,7.2,HW,,2,-2.69302508,-3.03547411,-3.07650404,-2.67500377,-2.052045412,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2924,413,60,92952.6,7.3, HW,,2,-2.60941875,-2.95845439,-3.01753988,-2.60087065,-1.965222654,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2925,413,59.978704,103647.7,7.3,HW,,2,-2.63379017,-2.97397886,-3.13265325,-2.73156288,-2.071330629,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2926,415,66,13779,7.4,HW,,2,-0.30940673,-0.56579724,-1.47313929,-0.88427228,0.030167517,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2927,415,19,20007.7,6.7,HW,,2,-1.20972367,-1.5404933,-2.06952525,-1.61649086,-0.704897862,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2928,415,123,41257.1,7.7,HW,,2,-1.53592858,-1.90528686,-2.07879288,-1.51069728,-0.845108923,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2929,415,30,49359.9,7,HW,,2,-2.23503758,-2.64512154,-2.61513415,-2.1942823,-1.615561587,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2930,415,31,55784.1,7,HW,,2,-2.40548873,-2.82738906,-2.72651938,-2.3119932,-1.744345107,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2931,415,54,62255.7,7.3,HW,,2,-2.31865769,-2.75332323,-2.62961968,-2.17403844,-1.594417622,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2932,415,42,65605,7.1,HW,,2,-2.54669759,-2.98770526,-2.80938025,-2.39010573,-1.826353525,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2933,415,45,66799.4,7.2,HW,,2,-2.49033686,-2.93410957,-2.75886671,-2.32520465,-1.753771105,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2934,415,23,70996.6,6.8,HW,,2,-2.92760355,-3.34711779,-3.1101911,-2.73700895,-2.207347835,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2935,415,14,72795.9,6.6,HW,,2,-3.16651108,-3.53791655,-3.30193401,-2.95160869,-2.434345317,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2936,415,16,74515,6.6,HW,,2,-3.20079287,-3.54041191,-3.32676619,-2.97838241,-2.45686699,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2937,415,60,75049.6,7.3,HW,,2,-2.56154315,-2.93246729,-2.80415524,-2.3635195,-1.771484432,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2938,415,18,82508.5,6.7,HW,,2,-3.16439789,-3.45649469,-3.35070116,-3.0021268,-2.455580638,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2939,415,15,82930.6,6.6,HW,,2,-3.27768195,-3.55262757,-3.44284861,-3.10448641,-2.56482964,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2940,415,26,83126.1,6.9,HW,,2,-2.95471609,-3.27491091,-3.19483443,-2.82419589,-2.253209574,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2941,415,162,85979.8,7.8,HW,,2,-2.22747807,-2.59913349,-2.64175202,-2.11509324,-1.461209355,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2942,415,31,86333.4,7,HW,,2,-2.86393135,-3.19260637,-3.15718596,-2.77759134,-2.183177652,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2943,415,55,89042.2,7.3,HW,,2,-2.59980085,-2.95277825,-2.9733795,-2.55122752,-1.926417004,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2944,415,56,90473.8,7.3,HW,,2,-2.60337011,-2.95485629,-2.98968748,-2.56952833,-1.941364144,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2945,415,15,94984.9,6.6,HW,,2,-3.30685499,-3.57012499,-3.59580464,-3.27307532,-2.699956127,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2946,415,82,96432.7,7.5,HW,,2,-2.45903721,-2.81526602,-2.92452846,-2.47644515,-1.806419896,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2947,415,12,96887,6.5,HW,,2,-3.4274536,-3.67125952,-3.7108486,-3.39905867,-2.827085071,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2948,416,37,54839.3,7.1,HW,,2,-2.29978318,-2.72134169,-2.64293256,-2.21279444,-1.638753288,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2949,416,20,64678.4,6.8,HW,,2,-2.79408977,-3.22386737,-3.01622702,-2.63622374,-2.103587802,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2950,416,9,81406.3,6.3,FW,,2,-3.63641119,-3.85409569,-3.70002131,-3.38157639,-2.875455156,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2951,416,44,86582.3,7.2,HW,,2,-2.67951553,-3.02760758,-3.01361132,-2.60465658,-1.995348481,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2952,417,23,14526.2,6.8,HW,,2,-0.69949445,-0.99628557,-1.78654186,-1.29873016,-0.305876887,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2953,417,19,33560.4,6.7,HW,,2,-1.94413533,-2.314002,-2.48539454,-2.06813993,-1.344888156,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2954,417,14,44671.7,6.6,HW,,2,-2.45075955,-2.83589173,-2.81664833,-2.43391483,-1.843010018,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2955,417,55,59998.2,7.3,HW,,2,-2.26908206,-2.69946129,-2.59628328,-2.13830747,-1.562431547,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2956,417,66,72547.6,7.4,HW,,2,-2.44984135,-2.85328888,-2.70891459,-2.24725807,-1.648526728,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2957,417,12,75027.7,6.5,HW,,2,-3.31917284,-3.63952966,-3.42225227,-3.08309229,-2.566537697,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2958,417,30,76796.9,7,HW,,2,-2.83817985,-3.17876367,-3.03606849,-2.64429914,-2.074474444,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2959,417,50,81876.2,7.2,HW,,2,-2.66707954,-3.02077644,-2.95687993,-2.54166523,-1.946154122,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2960,417,60,82352.3,7.3,HW,,2,-2.58232273,-2.94306753,-2.89483939,-2.4636121,-1.856316686,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2961,417,8,93689,6.3,HW,,2,-3.66608792,-3.87192464,-3.86411113,-3.56096317,-3.019605931,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2962,417,31,96407.7,7,HW,,2,-2.88821264,-3.20722972,-3.27585254,-2.91003934,-2.289377535,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2963,417,25,98284.4,6.9,HW,,2,-2.99135648,-3.29691393,-3.37698669,-3.02679892,-2.415957917,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2964,417,62,101702.6,7.3,HW,,2,-2.62955071,-2.97115545,-3.11228406,-2.70830178,-2.052519772,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2965,417,123,101878.2,7.7,HW,,2,-2.33046389,-2.68634398,-2.86046941,-2.37957604,-1.695348318,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2966,419,28,58292.4,6.9,HW,,2,-2.55397757,-2.97747852,-2.83931317,-2.44067386,-1.893617089,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2967,419,70,59469.4,7.4,HW,,2,-2.18636662,-2.61341134,-2.52859423,-2.0519246,-1.462800139,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2968,420,70,90816,7.4,HW,,2,-2.52265382,-2.87980637,-2.92727326,-2.48990773,-1.848733668,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2969,420,28,101818.8,6.9,HW,,2,-2.99908444,-3.30204429,-3.41678713,-3.0716342,-2.452135138,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2978,423,37,9883.9,7.1,HW,,2,-0.04976904,-0.26704209,-1.42101995,-0.85814381,0.119616198,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2979,423,9,39098,6.3,FW,,2,-2.55859525,-2.9096993,-2.93796615,-2.56748885,-1.951809322,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2980,423,20,63119.4,6.8,HW,,2,-2.75915441,-3.18640135,-2.9920364,-2.61044266,-2.078260693,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2981,423,27,82644.2,6.9,FW,,2,-2.95344431,-3.2742114,-3.18869428,-2.81744007,-2.248031353,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2982,423,44,83997.5,7.2,HW,,2,-2.67277131,-3.02385561,-2.98271044,-2.57029152,-1.968029682,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2983,423,2,99036.6,5.6,HW,,2,-4.67451706,-4.688143,-4.70851433,-4.41951069,-3.905322516,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2984,424,54,68.7,7.3,HW,,2,1.18003333,1.40072128,-0.97265096,-0.24761969,0.731815804,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2985,424,42,8695.7,7.1,HW,,2,0.09433153,-0.17263141,-1.36284507,-0.78825174,0.194659846,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2986,424,123,11879.9,7.7,HW,,2,-0.04177283,-0.230544,-1.30122742,-0.63667723,0.217790094,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2987,424,26,12433.4,6.9,HW,,2,-0.43364974,-0.7042983,-1.63717566,-1.1238549,-0.108940159,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2988,424,15,30728.3,6.6,HW,,2,-1.90584512,-2.26485694,-2.48198009,-2.06884281,-1.328153964,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2989,424,31,35192.4,7,FW,,2,-1.76568223,-2.14635806,-2.32447581,-1.87228818,-1.14928057,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2990,424,56,49174.7,7.3,HW,,2,-2.00249219,-2.4112986,-2.42261734,-1.95328871,-1.354663291,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2991,424,162,60255,7.8,HW,,2,-1.96113052,-2.36746474,-2.33138347,-1.77144792,-1.159075654,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2992,424,85,72451.8,7.5,HW,,2,-2.37790904,-2.78045655,-2.64798874,-2.16712305,-1.554088729,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2993,424,13,78328.3,6.5,HW,,2,-3.38201321,-3.64432065,-3.46926559,-3.13391112,-2.612359133,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2994,424,16,78829.8,6.6,HW,,2,-3.26678068,-3.54667506,-3.38736344,-3.04401537,-2.515735116,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2995,424,66,82218.4,7.4,HW,,2,-2.50027216,-2.86732653,-2.82847805,-2.37927803,-1.760274052,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2996,424,19,89196.9,6.7,HW,,2,-3.18125115,-3.46620324,-3.43637349,-3.09636444,-2.53235898,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2997,424,11,96730.3,6.4, HW,,2,-3.54779655,-3.77225897,-3.80414173,-3.49933897,-2.939241746,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2998,425,27,4144.5,6.9,HW,,2,0.6974576,0.29659508,-1.22475313,-0.61178187,0.400816584,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
2999,425,9,62943.2,6.3,FW,,2,-3.2811037,-3.66619631,-3.41653035,-3.07851235,-2.592129759,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3000,425,44,73100.6,7.2,HW,,2,-2.61309298,-3.00803822,-2.84499344,-2.41871213,-1.841760411,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3001,425,37,85675.7,7.1,HW,,2,-2.76753139,-3.10754496,-3.0744345,-2.679693,-2.080835312,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3002,425,2,98954.8,5.6,HW,,2,-4.67434985,-4.68802426,-4.70742031,-4.41831279,-3.904291024,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3003,426,70,11609.1,7.4,HW,,2,-0.10977746,-0.33047671,-1.38247973,-0.78002208,0.139086312,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3004,426,29,17434.9,6.9,HW,,2,-0.87664746,-1.19439795,-1.85154272,-1.36370837,-0.410036269,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3005,426,42.07241,22592.4,7.1,HW,,2,-1.09328111,-1.43404259,-1.9245761,-1.42460686,-0.562860806,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3006,426,56.215053,25066.3,7.3,HW,,2,-1.10975055,-1.45342602,-1.89741884,-1.37028677,-0.564664687,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3007,426,101,31354.8,7.6,HW,,2,-1.23846629,-1.586336,-1.92087756,-1.35061248,-0.604635896,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3008,426,7,31572.8,6.2,HW,,2,-2.34106007,-2.66995133,-2.82391448,-2.44298275,-1.726939299,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3009,426,68,31912.6,7.4,HW,,2,-1.3674375,-1.7300389,-2.0248437,-1.49695081,-0.75159428,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3010,426,19,39213.5,6.7,HW,,2,-2.16794872,-2.54909523,-2.62160042,-2.21685532,-1.579353794,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3011,426,49,50222.1,7.2,HW,,2,-2.10267859,-2.51521907,-2.50083749,-2.05068927,-1.469536616,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3012,426,41,52795.5,7.1,HW,,2,-2.24753125,-2.66524511,-2.60871034,-2.17674529,-1.60093301,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3013,426,24.633328,57974.9,6.9,HW,,2,-2.5462617,-2.96921772,-2.83411955,-2.43518208,-1.887002927,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3014,426,72,58815.7,7.4,HW,,2,-2.17173386,-2.59748666,-2.51888283,-2.04152942,-1.450222062,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3015,426,55,67119,7.3,HW,,2,-2.41967761,-2.86339608,-2.69865065,-2.24849125,-1.666984811,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3016,426,25,71489.9,6.9,HW,,2,-2.84257843,-3.25802038,-3.03917043,-2.65438278,-2.111325108,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3017,426,34,71621.4,7,HW,,2,-2.75436722,-3.17125117,-2.96599609,-2.56804222,-2.010808781,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3018,426,24.723261,75763,6.9,HW,,2,-2.92475715,-3.264223,-3.09823254,-2.71845792,-2.164458088,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3019,426,4,91680.1,5.9,HW,,2,-4.20539195,-4.31386333,-4.25923169,-3.9647961,-3.457904595,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3020,426,59.978704,95608.7,7.3,HW,,2,-2.61572356,-2.96230985,-3.04686778,-2.63399114,-1.991435671,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3021,426,126,95758,7.7,HW,,2,-2.31628762,-2.67746021,-2.79868278,-2.30857246,-1.63626667,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3022,426,64,96324,7.3,HW,,2,-2.61739154,-2.96334814,-3.05467822,-2.64283197,-1.998613996,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3023,426,60,98221.3,7.3,FW,,2,-2.6217565,-2.96610217,-3.07522117,-2.66612591,-2.017907604,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3024,426,115,99815,7.6,HW,,2,-2.3941266,-2.75033569,-2.89833734,-2.43536127,-1.75801483,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3025,427,26,20663.2,6.9,HW,,2,-1.10645182,-1.44169868,-1.97130276,-1.49513776,-0.597518937,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3026,427,33,55134.5,7, FW,,2,-2.38915868,-2.80988948,-2.7156995,-2.30058399,-1.73170766,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3031,429,27,31659.4,6.9,HW,,2,-1.69584897,-2.06702434,-2.30107377,-1.85469396,-1.110126374,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3032,429,9,36290.1,6.3, HW,,2,-2.44591545,-2.79263784,-2.86771039,-2.49135556,-1.82002123,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3033,429,44,36639.1,7.2,HW,,2,-1.6763211,-2.05901016,-2.23752355,-1.75719793,-1.054417197,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3034,429,37,74871.8,7.1,HW,,2,-2.72897432,-3.09186257,-2.93778566,-2.52925204,-1.956662225,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3038,432,40,1609.5,7.1,FW,,2,1.09752146,1.05840872,-1.05847364,-0.37637858,0.591881989,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3039,433,23,16634.1,6.8,HW,,2,-0.88150009,-1.19484598,-1.87646373,-1.39858738,-0.428505528,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3040,433,14,25825.7,6.6,HW,,2,-1.65467007,-2.00186908,-2.33646621,-1.91130618,-1.095205113,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3041,433,55,31380.7,7.3,HW,,2,-1.40480366,-1.77028676,-2.0624411,-1.55196683,-0.80623731,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3042,433,12,45883.9,6.5,HW,,2,-2.58943853,-2.96925111,-2.92235904,-2.55131222,-1.975155422,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3043,433,50,46284.6,7.2,HW,,2,-1.99201119,-2.39648937,-2.43060798,-1.97208952,-1.352989211,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3044,433,19,63290.8,6.7,HW,,2,-2.85998836,-3.28175349,-3.07404611,-2.70376063,-2.181161114,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3045,433,62,63957.8,7.3,HW,,2,-2.35487501,-2.79273532,-2.65419533,-2.20047212,-1.61922076,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3046,433,25,65552,6.9,HW,,2,-2.71989506,-3.15564101,-2.95283306,-2.56148261,-2.017409812,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3047,433,38,69542.3,7.1,HW,,2,-2.62707964,-3.07495002,-2.86538617,-2.45053659,-1.890867947,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3048,433,60,72003.4,7.3,HW,,2,-2.51408804,-2.92804558,-2.76457465,-2.32018843,-1.735546446,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3049,433,30,80829.1,7,HW,,2,-2.84943786,-3.18461661,-3.08845028,-2.70171364,-2.124549549,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3050,433,56,84624.7,7.3,HW,,2,-2.58841397,-2.94636603,-2.9219678,-2.49377755,-1.879581201,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3051,433,19,89247.4,6.7,HW,,2,-3.18137354,-3.46627654,-3.43700359,-3.09706083,-2.532961703,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3052,433,66,93070,7.4,HW,,2,-2.52817099,-2.88307817,-2.95217931,-2.51801863,-1.87018365,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3053,433,26,95092,6.9,HW,,2,-2.98413358,-3.29228,-3.34024081,-2.98558533,-2.382014106,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3054,433,66,95379.4,7.4,HW,,2,-2.53368688,-2.88643037,-2.97730825,-2.54647149,-1.8926487,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3055,433,34,98069.7,7,HW,,2,-2.89197297,-3.20964219,-3.29464707,-2.93118599,-2.306991833,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3056,433,31,99648.2,7,HW,,2,-2.89548582,-3.21193347,-3.3123104,-2.95110215,-2.324013431,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3057,433,44,101149.4,7.2,HW,,2,-2.7141181,-3.04875245,-3.17750998,-2.78911737,-2.144402908,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3058,433,11,103949.7,6.4,HW,,2,-3.56308807,-3.78273829,-3.89089129,-3.59598303,-3.016418798,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3059,434,40,70571.2,7.1,HW,,2,-2.64734151,-3.08562003,-2.87965507,-2.46599674,-1.90527561,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3060,437,40,32729.9,7.1,HW,,2,-1.59302968,-1.96727705,-2.20521082,-1.73202516,-0.990838018,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3061,438,55,17543,7.3,HW,,2,-0.65119104,-0.95375522,-1.65705032,-1.10497937,-0.202202435,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3062,438,68,20065.9,7.4,HW,,2,-0.77122606,-1.0841976,-1.70047549,-1.13878119,-0.280698069,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3063,438,49,21512.7,7.2,HW,,2,-0.96768386,-1.30000498,-1.8387736,-1.31876814,-0.45393316,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3064,438,24.633328,24179.6,6.9,HW,,2,-1.32190199,-1.67124376,-2.08821449,-1.62269083,-0.781153477,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3065,438,24.723261,27732.4,6.9,HW,,2,-1.51152927,-1.87218892,-2.19460405,-1.73857749,-0.94697569,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
3066,438,64,37870.9,7.3,HW,,2,-1.65399397,-2.03716924,-2.20816409,-1.71325734,-1.02484583,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
