time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-08-06T18:21:19.200Z,-8.2479,116.364,22.5,5.3,mww,,37,2.199,0.88,us,us1000g496,2018-10-17T18:11:54.040Z,"3km SE of Akarakar, Indonesia",earthquake,4.6,3.6,0.059,28,reviewed,us,us
2018-08-06T00:28:18.020Z,-8.3667,116.3062,10,5.3,mww,,29,2.133,0.75,us,us1000g3yg,2018-10-17T18:11:54.040Z,"5km SSE of Santong, Indonesia",earthquake,6.6,1.7,0.073,18,reviewed,us,us
2018-08-05T12:49:55.250Z,-8.358,116.1402,31.26,5.5,mb,,28,1.97,1.13,us,us1000g3uy,2018-10-16T15:34:12.040Z,"0km NW of Prawira, Indonesia",earthquake,6.4,3.5,0.053,121,reviewed,us,us
2018-08-03T05:42:15.900Z,-6.2122,132.7071,35.77,5.4,mww,,43,2.246,0.79,us,us1000g2e4,2018-10-16T15:34:14.040Z,"60km S of Tual, Indonesia",earthquake,4.4,4.5,0.073,18,reviewed,us,us
2018-07-30T07:46:43.430Z,-9.7117,150.8258,10,5.5,mww,,14,3.628,0.77,us,us2000gh23,2018-10-16T15:34:05.040Z,"82km NNE of Alotau, Papua New Guinea",earthquake,7.3,1.7,0.05,38,reviewed,us,us
2018-07-29T01:50:32.220Z,-8.3133,116.4514,10.9,5.3,mww,,29,2.28,1.06,us,us2000gges,2018-10-09T16:43:29.040Z,"5km WNW of Lelongken, Indonesia",earthquake,6.6,3.2,0.086,13,reviewed,us,us
2018-07-28T23:06:48.820Z,-8.2204,116.4624,10,5.4,mww,,24,2.299,1.01,us,us2000ggcj,2018-10-09T16:43:27.040Z,"4km ENE of Anyar, Indonesia",earthquake,6.4,1.7,0.117,7,reviewed,us,us
2018-07-19T12:23:35.660Z,-9.5608,112.8231,31.53,5.4,mww,,61,1.702,1.05,us,us2000g8qi,2018-10-04T14:15:34.040Z,"128km S of Krajan Tambakrejo, Indonesia",earthquake,6.8,3.8,0.083,14,reviewed,us,us
2018-07-06T17:40:56.230Z,-3.879,146.8779,10,5.4,mww,,26,1.887,0.85,us,us2000fyfe,2018-09-27T14:03:42.040Z,"191km NE of Madang, Papua New Guinea",earthquake,7.8,1.8,0.071,19,reviewed,us,us
2018-07-04T11:43:15.200Z,-3.8471,151.625,10,5.3,mww,,72,0.636,0.86,us,us2000fwsy,2018-09-27T14:03:40.040Z,"72km WNW of Rabaul, Papua New Guinea",earthquake,6.9,1.8,0.066,22,reviewed,us,us
2018-06-29T01:55:28.180Z,-5.9634,142.7347,19.05,5.4,mb,,25,5.56,0.77,us,us2000fqu3,2018-09-21T16:25:55.040Z,"75km SW of Porgera, Papua New Guinea",earthquake,7.8,3.5,0.038,234,reviewed,us,us
2018-06-27T06:44:24.100Z,0.5282,126.1609,29.1,5.3,mww,,32,1.229,0.67,us,us1000f363,2018-09-21T16:25:56.040Z,"137km WSW of Kota Ternate, Indonesia",earthquake,6.5,1.1,0.086,13,reviewed,us,us
2018-06-22T20:57:43.770Z,-4.9819,108.3788,640.05,5.3,mww,,19,1.981,1.26,us,us1000ez1q,2018-09-19T15:15:55.040Z,"148km N of Indramayu, Indonesia",earthquake,8.8,4.4,0.086,13,reviewed,us,us
2018-06-15T00:57:13.330Z,-1.9442,138.7944,10,5.6,mww,,13,6.61,0.75,us,us1000erwa,2018-09-07T17:47:04.040Z,"213km WNW of Abepura, Indonesia",earthquake,7.5,1.7,0.068,21,reviewed,us,us
2018-06-12T06:20:48.670Z,-5.5756,150.2076,113.13,5.3,mww,,24,2.385,1.07,us,us1000enxj,2018-09-07T17:47:00.040Z,"7km ESE of Kimbe, Papua New Guinea",earthquake,7.9,4.4,0.068,21,reviewed,us,us
2018-06-04T18:24:37.570Z,-7.0601,123.2073,631.32,5.3,mww,,43,1.836,0.77,us,us1000eiiy,2018-08-29T16:33:47.040Z,"165km NNE of Palue, Indonesia",earthquake,9,4.9,0.086,13,reviewed,us,us
2018-05-16T02:12:17.430Z,-3.7928,138.5901,90,5.5,mww,,15,6.389,0.91,us,us1000e61u,2018-08-15T19:46:52.040Z,"249km E of Enarotali, Indonesia",earthquake,7.6,1.9,0.061,26,reviewed,us,us
2018-05-13T02:32:23.780Z,-5.9557,151.8012,10,5.3,mb,,42,1.789,0.65,us,us1000e3x1,2018-08-08T15:21:24.040Z,"184km SSW of Kokopo, Papua New Guinea",earthquake,7.4,1.7,0.035,274,reviewed,us,us
2018-05-10T08:39:50.020Z,0.9805,126.0704,23.58,5.4,mb,,64,1.312,0.86,us,us1000e1ub,2018-08-08T15:20:03.040Z,"111km ESE of Bitung, Indonesia",earthquake,7.1,4.8,0.051,134,reviewed,us,us
2018-05-01T16:33:27.910Z,-3.8074,137.0169,32.93,5.3,mb,,52,4.84,0.83,us,us1000dvdr,2018-07-27T20:20:33.040Z,"75km E of Enarotali, Indonesia",earthquake,6.5,4.6,0.044,176,reviewed,us,us
2018-04-26T16:55:58.340Z,-1.9046,139.7802,10,5.6,mww,,14,7.582,0.89,us,us1000dstu,2018-07-25T21:37:02.040Z,"120km NW of Abepura, Indonesia",earthquake,6.9,1.7,0.057,30,reviewed,us,us
2018-04-23T08:13:58.060Z,-1.2872,138.425,10,5.5,mww,,13,6.381,0.89,us,us1000dqk1,2018-07-25T21:35:58.040Z,"282km WNW of Abepura, Indonesia",earthquake,6.8,1.6,0.061,26,reviewed,us,us
2018-04-23T07:37:11.310Z,-6.3107,123.6455,652.53,5.5,mww,,38,2.699,1.04,us,us1000dqj3,2018-07-25T21:35:57.040Z,"148km SE of Baubau, Indonesia",earthquake,8.7,4.3,0.066,22,reviewed,us,us
2018-04-23T04:05:15.020Z,0.566,125.6288,42.46,5.4,mb,,22,1.749,1.04,us,us1000dqh6,2018-07-25T21:35:55.040Z,"109km SSE of Bitung, Indonesia",earthquake,4.9,4.9,0.036,257,reviewed,us,us
2018-04-17T02:52:35.330Z,-3.5216,131.3032,10,5.5,mww,,25,1.117,0.92,us,us2000e1b6,2018-07-17T02:05:28.040Z,"266km E of Amahai, Indonesia",earthquake,6.2,1.7,0.055,32,reviewed,us,us
2018-04-07T05:15:16.710Z,-5.559,151.9597,10,5.3,mww,,44,1.374,0.75,us,us2000dvwj,2018-06-30T01:11:32.040Z,"137km SSW of Kokopo, Papua New Guinea",earthquake,3.6,1.8,0.068,21,reviewed,us,us
2018-04-07T02:56:50.650Z,-6.3608,142.6662,10,5.5,mww,,23,5.381,0.74,us,us2000dvvi,2018-06-30T01:11:32.040Z,"110km W of Mendi, Papua New Guinea",earthquake,7.6,1.8,0.063,24,reviewed,us,us
2018-04-06T07:46:58.890Z,-1.4171,138.2026,10,5.6,mww,,38,6.133,0.77,us,us2000dveh,2018-06-30T01:11:30.040Z,"297km WNW of Abepura, Indonesia",earthquake,7.3,1.8,0.056,31,reviewed,us,us
2018-03-29T22:51:20.700Z,-5.899,151.8542,10,5.7,mb,,25,1.724,0.58,us,us1000db5u,2018-06-22T21:32:15.040Z,"176km SSW of Kokopo, Papua New Guinea",earthquake,7.2,1.8,0.031,358,reviewed,us,us
2018-03-29T21:38:38.070Z,-5.5947,151.5805,35,5.3,mb,,23,1.51,0.72,us,us1000db4s,2018-06-22T21:32:15.040Z,"156km SSW of Kokopo, Papua New Guinea",earthquake,6.2,1.9,0.04,210,reviewed,us,us
2018-03-25T08:58:10.930Z,-7.3049,128.4848,144,5.7,mww,,34,2.869,0.79,us,us1000d8u9,2018-06-19T01:35:52.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,7.2,1.9,0.052,36,reviewed,us,us
2018-03-18T11:35:05.850Z,0.488,121.4659,104.61,5.3,mww,,24,0.922,1.1,us,us1000d62i,2018-06-11T21:53:51.040Z,"13km WSW of Lemito, Indonesia",earthquake,7,4,0.052,36,reviewed,us,us
2018-03-09T11:06:08.230Z,-4.2814,153.3875,30,5.8,mww,,13,1.223,0.91,us,us1000d23h,2018-06-08T05:12:16.040Z,"44km ENE of Taron, Papua New Guinea",earthquake,6,1.8,0.062,25,reviewed,us,us
2018-03-08T03:51:07.240Z,-3.3428,130.9337,10,5.6,mww,,23,1.379,0.9,us,us1000d19r,2018-06-08T05:12:14.040Z,"224km E of Amahai, Indonesia",earthquake,5.8,1.7,0.068,21,reviewed,us,us
2018-03-08T03:33:56.120Z,-3.3499,130.9136,10,5.4,mww,,33,1.4,0.81,us,us1000d19m,2018-06-08T05:12:14.040Z,"221km E of Amahai, Indonesia",earthquake,6.1,1.8,0.062,25,reviewed,us,us
2018-03-08T03:33:24.460Z,-6.2684,142.9474,10,5.3,mb,,54,5.208,0.55,us,us1000d19n,2018-06-08T05:12:14.040Z,"78km W of Mendi, Papua New Guinea",earthquake,11.2,1.7,0.065,79,reviewed,us,us
2018-03-07T13:49:16.740Z,-5.4456,151.3913,50,5.6,mww,,23,1.464,0.85,us,us2000ddra,2018-06-08T05:12:13.040Z,"138km E of Kimbe, Papua New Guinea",earthquake,6.8,1.9,0.06,27,reviewed,us,us
2018-03-06T03:26:48.370Z,-6.2314,142.4131,10,5.5,mb,,29,5.661,0.85,us,us2000dcqh,2018-06-08T05:12:10.040Z,"121km SW of Porgera, Papua New Guinea",earthquake,7.5,1.7,0.035,273,reviewed,us,us
2018-03-04T14:33:21.190Z,-6.0741,142.7211,6,5.7,mww,,19,5.503,1.1,us,us2000dc23,2018-05-27T01:06:12.040Z,"85km SW of Porgera, Papua New Guinea",earthquake,7.5,1.7,0.068,21,reviewed,us,us
2018-03-04T12:40:00.060Z,-6.2267,142.6868,9.98,5.3,mww,,19,5.441,0.94,us,us2000dc1h,2018-05-27T01:06:12.040Z,"101km SW of Porgera, Papua New Guinea",earthquake,7.5,3.1,0.061,26,reviewed,us,us
2018-03-04T03:10:39.650Z,-0.6573,123.1382,49.22,5.3,mb,,25,0.529,1.45,us,us2000dbxj,2018-05-27T01:06:12.040Z,"50km NE of Luwuk, Indonesia",earthquake,5.4,4.3,0.039,224,reviewed,us,us
2018-03-02T03:01:19.030Z,-6.0278,142.5071,7,5.3,mww,,23,5.701,0.72,us,us2000dasx,2018-05-27T01:06:08.040Z,"98km SW of Porgera, Papua New Guinea",earthquake,7.6,1.7,0.054,33,reviewed,us,us
2018-03-02T02:20:12.280Z,-6.1353,130.2782,135,5.9,mww,,30,2.096,0.94,us,us2000damy,2018-05-27T01:06:08.040Z,"231km NNW of Saumlaki, Indonesia",earthquake,6.4,1.9,0.045,48,reviewed,us,us
2018-02-27T06:19:12.190Z,-6.4033,143.0332,12,5.7,mww,,22,5.059,0.97,us,us2000d8my,2018-05-27T01:06:03.040Z,"72km WSW of Mendi, Papua New Guinea",earthquake,7.4,1.7,0.06,27,reviewed,us,us
2018-02-26T18:28:03.610Z,-6.0251,142.7088,20,5.4,mww,,20,5.543,0.95,us,us2000d8bx,2018-05-27T01:06:02.040Z,"82km SW of Porgera, Papua New Guinea",earthquake,7.5,1.8,0.078,16,reviewed,us,us
2018-02-26T11:56:09.030Z,-6.4973,143.5497,22,5.8,mww,,17,4.596,0.91,us,us2000d83z,2018-05-27T01:06:01.040Z,"37km SSW of Mendi, Papua New Guinea",earthquake,4.6,1.7,0.058,29,reviewed,us,us
2018-02-26T08:26:57.310Z,-6.3991,143.2581,9,5.9,mww,,24,4.883,0.79,us,us2000d80x,2018-05-27T01:06:01.040Z,"50km WSW of Mendi, Papua New Guinea",earthquake,6.6,1.6,0.056,31,reviewed,us,us
2018-02-26T04:41:00.290Z,-5.4592,151.8089,20.16,5.6,mww,,38,1.165,1.01,us,us2000d7y3,2018-05-27T01:06:01.040Z,"132km SSW of Kokopo, Papua New Guinea",earthquake,7.6,3.7,0.083,14,reviewed,us,us
2018-02-25T22:28:10.160Z,-6.1543,142.6644,18.58,5.3,mb,,25,5.501,0.74,us,us2000d7u8,2018-05-22T02:00:28.040Z,"96km SW of Porgera, Papua New Guinea",earthquake,7.9,3.7,0.045,163,reviewed,us,us
2018-02-25T19:40:48.230Z,-6.4284,143.489,10,5.3,mb,,51,4.686,1.17,us,us2000d7rv,2018-05-22T02:00:27.040Z,"33km SSW of Mendi, Papua New Guinea",earthquake,8.8,1.3,0.045,170,reviewed,us,us
2018-02-25T18:27:18.950Z,-6.3345,143.2018,10,5.4,mb,,45,7.575,0.89,us,us2000dcx2,2018-05-22T02:00:27.040Z,"52km WSW of Mendi, Papua New Guinea",earthquake,10,1.8,0.054,117,reviewed,us,us
2018-02-25T18:16:14.640Z,-6.4113,143.1395,10,5.4,mb,,50,9.252,1.05,us,us2000dczd,2018-05-22T02:00:27.040Z,"62km WSW of Mendi, Papua New Guinea",earthquake,8.6,1.9,0.141,17,reviewed,us,us
2018-02-25T18:11:30.640Z,-5.8339,142.263,10,5.7,mb,,27,6.011,0.82,us,us2000d7r4,2018-05-22T02:00:27.040Z,"111km WSW of Porgera, Papua New Guinea",earthquake,7.1,1.8,0.05,143,reviewed,us,us
2018-02-22T07:21:40.590Z,-3.1769,130.8239,10,5.3,mb,,48,1.445,0.64,us,us2000d6a6,2018-05-22T02:00:22.040Z,"212km E of Amahai, Indonesia",earthquake,4.4,1.8,0.058,102,reviewed,us,us
2018-02-22T07:19:27.960Z,-3.2616,130.7772,10,5.4,mww,,37,1.508,0.9,us,us2000d6a3,2018-05-22T02:00:22.040Z,"206km E of Amahai, Indonesia",earthquake,6.2,1.9,0.065,23,reviewed,us,us
2018-02-15T11:40:05.330Z,-5.2592,151.4137,120.36,5.3,mww,,29,1.297,0.92,us,us2000d2kz,2018-05-15T06:29:08.040Z,"137km SW of Kokopo, Papua New Guinea",earthquake,8,4.6,0.062,25,reviewed,us,us
2018-02-15T08:08:55.100Z,-3.0902,148.326,10,5.3,mww,,78,1.414,0.99,us,us2000d2jc,2018-05-15T06:29:08.040Z,"166km SE of Lorengau, Papua New Guinea",earthquake,4.4,1.8,0.069,20,reviewed,us,us
2018-02-10T22:50:48.880Z,-3.8176,151.9248,268,5.8,mww,,12,0.441,0.72,us,us2000d0ex,2018-05-03T22:15:09.040Z,"50km NNW of Rabaul, Papua New Guinea",earthquake,8.2,1.8,0.042,54,reviewed,us,us
2018-02-02T00:20:42.210Z,-0.2471,125.1824,38,5.5,mww,,35,2.407,1.36,us,us1000ce2h,2018-04-25T01:39:42.040Z,"138km SE of Modayag, Indonesia",earthquake,6,1.8,0.069,20,reviewed,us,us
2018-01-31T11:49:38.400Z,-6.9051,147.2141,67.8,5.6,mww,,15,2.484,0.67,us,us2000crq6,2018-04-25T01:39:39.040Z,"32km SE of Lae, Papua New Guinea",earthquake,7.3,3.9,0.052,35,reviewed,us,us
2018-01-28T07:29:26.370Z,-3.7505,148.71,10,5.5,mww,,90,2.162,0.92,us,us2000cqzc,2018-04-20T07:05:33.040Z,"249km SE of Lorengau, Papua New Guinea",earthquake,8.6,1.8,0.06,27,reviewed,us,us
2018-01-27T02:23:57.920Z,-3.2852,145.9799,10,5.3,mww,,33,1.854,0.71,us,us2000cq8k,2018-04-20T07:05:28.040Z,"200km SW of Lorengau, Papua New Guinea",earthquake,8.1,1.8,0.075,17,reviewed,us,us
2018-01-26T10:43:47.130Z,-1.0963,126.8786,26.53,5.4,mww,,41,1.918,1.02,us,us2000cpqs,2018-04-20T07:05:25.040Z,"92km WNW of Laiwui, Indonesia",earthquake,6.2,3.7,0.073,18,reviewed,us,us
2018-01-18T17:48:40.550Z,-6.3958,132.8126,33,5.6,mww,,22,2.177,0.95,us,usd0008ke6,2018-04-10T01:11:46.040Z,"80km S of Tual, Indonesia",earthquake,2.9,3.5,0.059,28,reviewed,us,us
2018-01-16T13:02:08.100Z,-4.6667,144.0598,85.17,5.4,mww,,16,4.205,0.8,us,us2000cjxn,2018-04-10T01:11:42.040Z,"66km S of Angoram, Papua New Guinea",earthquake,4.1,4.2,0.06,27,reviewed,us,us
2018-01-15T06:31:50.920Z,0.4389,123.6688,237.71,5.3,mww,,30,1.722,0.97,us,us2000cjmg,2018-04-10T01:11:40.040Z,"35km W of Molibagu, Indonesia",earthquake,7.5,5.2,0.054,33,reviewed,us,us
2018-01-14T21:54:36.010Z,-4.77,144.869,55.92,5.5,mww,,30,3.681,0.97,us,us2000cjkg,2018-04-03T01:40:31.040Z,"111km WNW of Madang, Papua New Guinea",earthquake,5.1,4.3,0.065,23,reviewed,us,us
2017-12-29T23:55:55.260Z,-5.4289,150.844,95.07,5.7,mww,,15,1.621,0.74,us,us1000bxyn,2018-03-17T01:54:39.040Z,"78km E of Kimbe, Papua New Guinea",earthquake,7,3.5,0.052,36,reviewed,us,us
2017-12-06T16:06:56.990Z,-0.6299,123.6681,28,5.5,mww,,31,0.985,0.99,us,us1000bms0,2018-02-28T02:32:29.040Z,"104km ENE of Luwuk, Indonesia",earthquake,6.2,1.8,0.06,27,reviewed,us,us
2017-11-30T05:50:20.820Z,-4.3873,143.8029,116,5.5,mww,,14,4.251,0.68,us,us1000bj76,2018-02-20T09:06:08.040Z,"46km SW of Angoram, Papua New Guinea",earthquake,7.9,1.9,0.065,23,reviewed,us,us
2017-11-29T23:53:50.300Z,-6.7362,129.7816,157,5.5,mww,,17,1.948,0.91,us,us1000bj4z,2018-02-20T09:06:07.040Z,"216km NW of Saumlaki, Indonesia",earthquake,6.2,1.8,0.059,28,reviewed,us,us
2017-11-22T01:11:21.660Z,0.4157,124.4387,88.65,5.3,mb,,26,2.207,1.16,us,us2000bsmy,2018-02-14T02:01:09.040Z,"29km SSE of Lolayan, Indonesia",earthquake,6.8,4.4,0.051,128,reviewed,us,us
2017-11-15T00:36:11.330Z,-6.086,154.4528,49.2,5.3,mww,,27,2.956,0.89,us,us2000bnmu,2018-02-06T02:45:34.040Z,"117km WNW of Panguna, Papua New Guinea",earthquake,7.8,1.3,0.089,12,reviewed,us,us
2017-10-31T12:37:47.820Z,-3.8194,127.769,15.77,5.7,mww,,22,4.56,1.09,us,us1000az05,2018-01-24T01:25:01.040Z,"43km SW of Hila, Indonesia",earthquake,6.7,3,0.047,43,reviewed,us,us
2017-10-31T11:34:39.350Z,-3.7687,127.6675,8.14,5.6,mww,,37,4.52,0.96,us,us1000ayz4,2018-01-24T01:25:00.040Z,"50km WSW of Hila, Indonesia",earthquake,6.6,3.1,0.103,9,reviewed,us,us
2017-10-31T11:31:39.440Z,-3.8261,127.7209,4,5.8,mww,,22,4.58,1.08,us,us1000ayz3,2018-01-24T01:25:00.040Z,"48km SW of Hila, Indonesia",earthquake,6.6,1.7,0.049,40,reviewed,us,us
2017-10-30T22:37:18.550Z,-8.6014,118.9841,110.17,5.5,mb,,42,3.217,1.15,us,us1000aysa,2018-01-24T01:24:59.040Z,"0km SE of Balai, Indonesia",earthquake,6.6,2.5,0.046,166,reviewed,us,us
2017-10-25T11:58:14.770Z,-4.8552,131.0906,41.82,5.5,mww,,28,2.243,0.84,us,us1000awna,2018-01-17T21:50:33.040Z,"204km WNW of Tual, Indonesia",earthquake,6.4,4.4,0.073,18,reviewed,us,us
2017-10-20T02:21:59.870Z,-5.6353,147.2574,182.1,5.3,mww,,15,3.569,0.79,us,us1000auft,2018-01-11T02:22:08.040Z,"123km NNE of Lae, Papua New Guinea",earthquake,5.6,4.1,0.073,18,reviewed,us,us
2017-10-18T16:44:35.180Z,-5.562,147.1812,193,5.6,mww,,17,3.5,0.79,us,us1000atrw,2018-01-11T02:22:06.040Z,"130km N of Lae, Papua New Guinea",earthquake,7.6,1.9,0.058,29,reviewed,us,us
2017-10-18T13:40:55.610Z,-0.2383,122.9492,92.61,5.6,mb,,44,0.817,0.95,us,us1000atq3,2018-01-11T02:22:06.040Z,"74km SSW of Bilungala, Indonesia",earthquake,6.6,5.4,0.084,50,reviewed,us,us
2017-09-26T19:08:18.460Z,1.2072,132.6936,18.91,5.4,mww,,31,2.508,1.05,us,us2000av22,2017-12-22T21:56:23.040Z,"276km NW of Manokwari, Indonesia",earthquake,6.5,1.3,0.069,20,reviewed,us,us
2017-09-25T20:29:24.100Z,-6.2318,152.7215,10,5.9,mww,,26,2.033,0.99,us,us2000aulg,2017-12-22T21:56:22.040Z,"198km S of Taron, Papua New Guinea",earthquake,5.2,0.5,0.052,35,reviewed,us,us
2017-09-20T23:59:24.900Z,-6.1113,113.024,588,5.7,mww,,13,2.597,1.17,us,us2000as7r,2017-12-19T01:54:09.040Z,"102km NNE of Kemeduran, Indonesia",earthquake,7.9,1.8,0.06,27,reviewed,us,us
2017-09-20T22:13:35.770Z,-5.0845,147.827,10,5.9,mww,,24,3.055,0.65,us,us2000as5x,2017-12-19T01:54:09.040Z,"167km N of Finschhafen, Papua New Guinea",earthquake,5.3,1.8,0.065,23,reviewed,us,us
2017-09-20T16:25:11.310Z,-10.1961,118.8822,10.84,5.3,mb,,85,3.655,0.72,us,us2000arxl,2017-12-19T01:54:08.040Z,"60km SSW of Kahale, Indonesia",earthquake,7.5,4.1,0.063,85,reviewed,us,us
2017-09-17T14:26:07.620Z,-6.3113,148.8708,18.92,5.7,mww,,20,3.719,1.06,us,us2000apif,2017-12-19T01:54:02.040Z,"75km W of Kandrian, Papua New Guinea",earthquake,7.2,3.2,0.065,23,reviewed,us,us
2017-09-09T10:05:18.370Z,-4.9459,133.9356,10,5.4,mb,,22,2.623,0.67,us,us2000ais3,2017-12-07T20:00:26.040Z,"95km NNW of Dobo, Indonesia",earthquake,6.8,1.7,0.05,136,reviewed,us,us
2017-08-31T22:57:38.760Z,-0.2252,125.1781,40.82,5.3,mww,,28,2.402,0.89,us,us2000adpp,2017-11-28T18:33:55.040Z,"136km SE of Modayag, Indonesia",earthquake,6.1,4.3,0.071,19,reviewed,us,us
2017-08-27T13:52:19.360Z,-1.4586,148.064,10,5.4,mww,,49,0.907,0.88,us,us2000ac8x,2017-11-28T18:33:49.040Z,"108km NE of Lorengau, Papua New Guinea",earthquake,6.3,1.8,0.068,21,reviewed,us,us
2017-08-18T21:00:49.210Z,-6.2578,128.0493,13.7,5.5,mww,,24,3.651,0.72,us,us2000a9k7,2017-11-14T01:42:14.040Z,"280km S of Amahusu, Indonesia",earthquake,6.7,3.6,0.056,31,reviewed,us,us
2017-08-14T23:49:27.150Z,-3.7909,140.2565,18.04,5.4,mww,,19,1.344,0.8,us,us2000a88s,2017-11-14T01:42:08.040Z,"133km SSW of Abepura, Indonesia",earthquake,3.4,3.1,0.071,19,reviewed,us,us
2017-08-07T12:12:11.710Z,-3.3488,146.7884,10,5.7,mww,,28,1.419,0.66,us,us2000a5hh,2017-10-25T00:38:01.040Z,"156km SSW of Lorengau, Papua New Guinea",earthquake,7.2,1.8,0.071,19,reviewed,us,us
2017-08-07T12:02:50.860Z,-3.3805,146.8642,10,5.5,mww,,31,1.419,0.85,us,us2000a5hd,2017-10-25T00:38:01.040Z,"156km SSW of Lorengau, Papua New Guinea",earthquake,7.4,1.9,0.08,15,reviewed,us,us
2017-08-07T06:26:43.700Z,-5.4347,151.5815,31,5.8,mww,,17,1.204,0.97,us,us2000a5g1,2017-10-25T00:38:01.040Z,"141km SSW of Kokopo, Papua New Guinea",earthquake,7,1.6,0.06,27,reviewed,us,us
2017-07-27T12:08:38.400Z,-3.5583,126.0847,15.58,5.8,mww,,30,4.147,1.11,us,us2000a1qs,2017-10-14T00:19:42.040Z,"53km WNW of Leksula, Indonesia",earthquake,6.9,3.3,0.059,28,reviewed,us,us
2017-07-23T07:55:55.780Z,0.3096,120.2036,67,5.5,mww,,35,0.983,0.89,us,us20009zyk,2017-10-14T00:19:36.040Z,"63km SW of Tinabogan, Indonesia",earthquake,5.7,1.7,0.066,22,reviewed,us,us
2017-07-15T12:12:21.490Z,0.4098,121.9844,113,5.9,mww,,15,1.389,1.07,us,us20009wjw,2017-10-06T23:56:19.040Z,"42km WSW of Tilamuta, Indonesia",earthquake,6.9,1.8,0.053,34,reviewed,us,us
2017-07-07T03:42:52.030Z,-6.684,147.7451,36,5.7,mww,,17,2.764,0.97,us,us100097jz,2017-10-03T00:47:53.040Z,"16km WSW of Finschhafen, Papua New Guinea",earthquake,8,1.8,0.071,19,reviewed,us,us
2017-06-29T12:42:03.710Z,-4.574,153.0341,49,5.5,mww,,28,1.039,1.17,us,us1000959z,2017-09-27T02:03:18.040Z,"11km S of Taron, Papua New Guinea",earthquake,3.6,1.8,0.073,18,reviewed,us,us
2017-06-06T23:54:55.040Z,-3.2704,148.6644,23,5.4,mww,,32,6.275,0.67,us,us20009l19,2017-08-16T02:42:18.040Z,"207km SE of Lorengau, Papua New Guinea",earthquake,9.4,1.9,0.08,15,reviewed,us,us
2017-06-02T23:48:17.940Z,-4.7348,145.1363,192.85,5.9,mww,,13,6.881,0.64,us,us20009jdx,2018-04-07T08:50:01.557Z,"91km NW of Madang, Papua New Guinea",earthquake,7.8,4,0.103,9,reviewed,us,us
2017-05-29T14:38:56.100Z,-1.2739,120.4503,10,5.3,mb,,83,2.392,0.78,us,us20009ja3,2017-08-15T02:26:45.040Z,"28km NW of Kasiguncu, Indonesia",earthquake,5.8,1.9,0.123,26,reviewed,us,us
2017-05-24T16:44:53.570Z,-8.9692,111.9847,58.3,5.4,mb,,31,1.786,1.22,us,us10008uvz,2017-08-10T01:34:01.040Z,"74km SSW of Tambakrejo, Indonesia",earthquake,2.9,4.9,0.05,137,reviewed,us,us
2017-05-24T09:10:14.280Z,-2.7898,122.118,10,5.7,mww,,27,1.855,0.86,us,us10008usv,2017-08-10T01:34:00.040Z,"115km E of Malili, Indonesia",earthquake,2.9,1.7,0.049,40,reviewed,us,us
2017-04-29T10:02:12.550Z,-9.6687,111.8495,10,5.5,mww,,39,2.182,0.84,us,us10008lzr,2017-07-21T02:32:11.040Z,"153km SSW of Tambakrejo, Indonesia",earthquake,6.9,1.8,0.052,36,reviewed,us,us
2017-04-24T06:13:49.830Z,-0.1019,125.1925,39.48,5.3,mb,,28,2.341,1.07,us,us10008k7d,2017-07-21T02:32:03.040Z,"127km SE of Modayag, Indonesia",earthquake,6.3,4.5,0.039,226,reviewed,us,us
2017-03-31T11:21:01.040Z,0.3086,120.5802,94,5.5,mww,,17,0.822,1.1,us,us10008dhp,2017-06-16T23:08:05.040Z,"52km S of Tinabogan, Indonesia",earthquake,6.4,1.8,0.05,38,reviewed,us,us
2017-03-25T14:57:27.810Z,-3.0487,136.8661,33.97,5.5,mww,,34,4.612,0.84,us,us20008ulq,2017-06-12T19:46:57.040Z,"111km NNE of Enarotali, Indonesia",earthquake,8,3.5,0.061,26,reviewed,us,us
2017-03-25T09:07:44.910Z,-5.1252,145.3898,72.76,5.3,mww,,24,4.599,0.79,us,us20008uj6,2017-06-12T19:46:56.040Z,"46km WNW of Madang, Papua New Guinea",earthquake,8.2,4.7,0.069,20,reviewed,us,us
2017-03-21T23:10:25.150Z,-8.4915,115.3233,111.71,5.6,mww,,17,1.158,1.11,us,us20008tme,2017-11-13T22:59:51.557Z,"1km SE of Banjar Mulung, Indonesia",earthquake,6.9,3,0.066,22,reviewed,us,us
2017-03-20T06:33:36.810Z,-5.2916,143.6157,90.47,5.3,mb,,22,4.941,0.96,us,us20008t9d,2017-06-12T19:46:51.040Z,"22km NNW of Wabag, Papua New Guinea",earthquake,7.7,1.7,0.043,184,reviewed,us,us
2017-03-16T18:39:26.270Z,-11.539,114.5737,10,5.5,mww,,46,3.077,1.43,us,us20008siq,2018-07-19T16:47:45.618Z,"South of Bali, Indonesia",earthquake,8.6,1.7,0.068,21,reviewed,us,us
2017-03-14T05:55:21.510Z,0.6515,121.1465,75.46,5.4,mww,,22,0.584,1.17,us,us100088tq,2017-06-07T00:33:38.040Z,"48km WNW of Lemito, Indonesia",earthquake,6.6,4.2,0.089,12,reviewed,us,us
