138.6,-34.93,Adelaide,1
153.02,-27.47,Brisbane,0
149.13,-35.3,Canberra,0
130.83,-12.45,Darwin,3
147.33,-42.88,Hobart,2
144.96,-37.81,Melbourne,0
115.86,-31.95,Perth,3
151.2,-33.86,Sydney,2
122.23,-17.95,Broome,0
121.46,-30.75,Kalgoorlie,1
145.77,-16.93,Cairns,1
133.88,-23.70,Alice Springs,1
