X_CENTROID,Y_CENTROID,SEARCH_RAD,NEQS,BVAL,N0,MIN_MC
144.0,-17.0,1110.0,55,1.009,4341.746,3.5
144.0,-16.0,555.0,51,1.014,1488.086,3.05
144.0,-15.0,666.0,53,0.980,1212.779,3.05
144.0,-14.0,666.0,51,0.981,1170.264,3.05
144.0,-13.0,721.5,51,0.949,936.270,3.05
144.0,-12.0,777.0,52,0.919,772.542,3.05
144.0,-11.0,888.0,53,0.919,784.536,3.05
144.0,-10.0,1443.0,51,0.944,2399.897,3.5
144.0,-9.0,1554.0,55,0.956,2840.738,3.5
144.0,-8.0,1609.5,52,0.922,2053.855,3.5
144.0,-7.0,1665.0,51,0.912,1852.759,3.5
145.0,-45.0,832.5,64,1.142,14716.626,3.5
145.0,-44.0,721.5,63,1.136,13821.190,3.5
145.0,-43.0,222.0,68,1.181,2392.288,3.0
145.0,-42.0,166.5,63,1.243,3316.705,3.0
145.0,-41.0,166.5,90,1.314,6787.578,3.0
145.0,-40.0,166.5,82,1.182,2705.136,3.0
145.0,-39.0,166.5,108,0.996,1220.399,3.0
145.0,-38.0,166.5,94,1.093,1928.218,3.0
145.0,-37.0,166.5,71,1.136,2226.574,3.0
145.0,-36.0,166.5,81,1.173,3122.804,3.0
145.0,-35.0,222.0,56,1.268,6819.548,3.0
145.0,-34.0,277.5,76,1.189,5274.439,3.0
145.0,-33.0,333.0,79,1.356,17891.585,3.0
145.0,-32.0,388.5,93,1.184,6496.204,3.0
145.0,-31.0,388.5,59,0.998,1168.901,3.0
145.0,-30.0,388.5,56,0.970,928.621,3.0
145.0,-29.0,444.0,72,0.960,1108.110,3.0
145.0,-28.0,444.0,57,0.973,950.698,3.0
145.0,-27.0,499.5,70,0.982,1263.500,3.0
145.0,-26.0,555.0,80,1.071,2562.679,3.0
145.0,-25.0,555.0,50,1.139,2575.117,3.0
145.0,-24.0,610.5,59,1.136,2938.650,3.0
145.0,-23.0,610.5,56,0.906,557.262,3.0
145.0,-22.0,555.0,55,0.824,311.251,3.0
145.0,-21.0,499.5,59,0.789,263.571,3.0
145.0,-20.0,444.0,61,0.864,466.478,3.0
145.0,-19.0,388.5,54,0.885,481.138,3.0
145.0,-18.0,388.5,52,0.944,692.624,3.0
145.0,-17.0,499.5,57,0.896,550.911,3.0
145.0,-16.0,555.0,51,0.843,339.809,3.0
145.0,-15.0,610.5,50,0.858,368.430,3.0
145.0,-14.0,1221.0,52,1.014,4297.734,3.5
145.0,-13.0,721.5,52,0.965,1066.130,3.05
145.0,-12.0,832.5,57,0.895,714.483,3.05
145.0,-11.0,888.0,52,0.919,772.542,3.05
145.0,-10.0,1387.5,50,0.930,2106.101,3.5
145.0,-9.0,1498.5,51,0.944,2399.897,3.5
145.0,-8.0,1609.5,51,0.944,2399.897,3.5
145.0,-7.0,1720.5,53,0.947,2554.936,3.5
146.0,-45.0,832.5,64,1.051,7101.256,3.5
146.0,-44.0,222.0,52,1.354,6141.585,3.0
146.0,-43.0,166.5,54,1.331,5575.665,3.0
146.0,-42.0,166.5,60,1.282,3987.280,3.0
146.0,-41.0,166.5,66,1.110,1048.176,3.0
146.0,-40.0,222.0,161,1.106,3265.150,3.0
146.0,-39.0,166.5,154,1.012,1972.030,3.0
146.0,-38.0,166.5,182,1.050,2934.080,3.0
146.0,-37.0,166.5,93,1.077,1791.158,3.0
146.0,-36.0,166.5,57,1.088,1208.596,3.0
146.0,-35.0,222.0,131,1.226,6928.990,3.0
146.0,-34.0,222.0,60,1.319,10376.728,3.0
146.0,-33.0,277.5,73,1.378,18839.802,3.0
146.0,-32.0,333.0,73,1.278,9642.817,3.0
146.0,-31.0,388.5,59,1.042,1604.819,3.0
146.0,-30.0,388.5,50,0.967,826.672,3.0
146.0,-29.0,388.5,50,0.904,540.022,3.0
146.0,-28.0,444.0,53,0.906,579.823,3.0
146.0,-27.0,499.5,61,0.902,646.448,3.0
146.0,-26.0,499.5,50,0.998,1000.895,3.0
146.0,-25.0,555.0,65,1.084,2288.726,3.0
146.0,-24.0,610.5,76,0.911,812.754,3.0
146.0,-23.0,610.5,68,0.859,498.573,3.0
146.0,-22.0,555.0,55,0.856,388.572,3.0
146.0,-21.0,499.5,67,0.871,532.725,3.0
146.0,-20.0,388.5,53,0.848,360.143,3.0
146.0,-19.0,388.5,62,0.849,434.920,3.0
146.0,-18.0,388.5,58,0.898,567.647,3.0
146.0,-17.0,444.0,54,0.867,426.863,3.0
146.0,-16.0,555.0,59,0.844,400.873,3.0
146.0,-15.0,555.0,50,0.843,333.004,3.0
146.0,-14.0,666.0,52,0.865,405.428,3.0
146.0,-13.0,721.5,51,0.851,360.420,3.0
146.0,-12.0,832.5,57,0.840,374.165,3.0
146.0,-11.0,1387.5,52,0.949,2537.908,3.5
146.0,-10.0,1443.0,50,0.930,2106.101,3.5
146.0,-9.0,1498.5,50,0.930,2106.101,3.5
146.0,-8.0,1609.5,50,0.930,2106.101,3.5
146.0,-7.0,1720.5,51,0.944,2399.897,3.5
147.0,-45.0,832.5,64,1.039,6426.826,3.5
147.0,-44.0,222.0,51,1.460,13053.564,3.0
147.0,-43.0,222.0,87,1.315,8123.577,3.0
147.0,-42.0,222.0,94,1.252,5393.638,3.0
147.0,-41.0,222.0,67,1.063,862.154,3.0
147.0,-40.0,222.0,66,0.980,657.887,3.0
147.0,-39.0,166.5,112,1.003,1394.294,3.0
147.0,-38.0,166.5,162,0.992,1804.045,3.0
147.0,-37.0,166.5,107,1.137,2997.740,3.0
147.0,-36.0,166.5,72,1.239,3736.148,3.0
147.0,-35.0,166.5,88,1.481,24376.405,3.0
147.0,-34.0,388.5,77,1.435,181854.303,3.5
147.0,-33.0,222.0,78,1.490,42487.606,3.0
147.0,-32.0,277.5,65,1.352,14161.263,3.0
147.0,-31.0,388.5,125,1.184,8352.413,3.0
147.0,-30.0,388.5,77,1.030,1866.439,3.0
147.0,-29.0,388.5,55,0.900,556.411,3.0
147.0,-28.0,444.0,56,0.845,387.275,3.0
147.0,-27.0,499.5,71,0.907,760.344,3.0
147.0,-26.0,499.5,63,0.919,739.017,3.0
147.0,-25.0,499.5,54,1.057,1560.696,3.0
147.0,-24.0,555.0,77,0.871,602.021,3.0
147.0,-23.0,555.0,69,0.899,657.545,3.0
147.0,-22.0,499.5,50,0.788,224.090,3.0
147.0,-21.0,499.5,64,0.833,389.671,3.0
147.0,-20.0,388.5,50,0.788,232.987,3.0
147.0,-19.0,388.5,58,0.835,361.667,3.0
147.0,-18.0,388.5,58,0.816,323.833,3.0
147.0,-17.0,444.0,59,0.830,363.346,3.0
147.0,-16.0,555.0,65,0.822,381.580,3.0
147.0,-15.0,555.0,50,0.867,392.244,3.0
147.0,-14.0,666.0,54,0.822,312.573,3.0
147.0,-13.0,777.0,56,0.837,361.030,3.0
147.0,-12.0,1332.0,50,0.949,2442.671,3.5
147.0,-11.0,1387.5,50,0.988,3359.578,3.5
147.0,-10.0,1443.0,51,0.956,2651.127,3.5
147.0,-9.0,1554.0,52,0.937,2306.069,3.5
147.0,-8.0,1609.5,50,0.930,2106.101,3.5
147.0,-7.0,1665.0,50,0.930,2106.101,3.5
148.0,-45.0,832.5,66,1.024,5886.473,3.5
148.0,-44.0,277.5,61,1.441,14179.697,3.0
148.0,-43.0,277.5,84,1.327,8690.856,3.0
148.0,-42.0,277.5,95,1.179,3535.737,3.0
148.0,-41.0,277.5,62,1.040,821.492,3.0
148.0,-40.0,277.5,115,1.043,1743.252,3.0
148.0,-39.0,222.0,117,1.126,3275.492,3.0
148.0,-38.0,166.5,65,1.564,32710.088,3.0
148.0,-37.0,166.5,115,1.145,3031.556,3.0
148.0,-36.0,166.5,148,1.406,22379.675,3.0
148.0,-35.0,166.5,270,1.473,72428.478,3.0
148.0,-34.0,166.5,304,1.498,100311.740,3.0
148.0,-33.0,333.0,59,1.420,124223.585,3.5
148.0,-32.0,277.5,107,1.366,24124.801,3.0
148.0,-31.0,333.0,87,1.328,15317.019,3.0
148.0,-30.0,333.0,67,1.119,2945.443,3.0
148.0,-29.0,388.5,79,0.932,978.565,3.0
148.0,-28.0,388.5,53,0.883,465.218,3.0
148.0,-27.0,444.0,75,0.912,807.785,3.0
148.0,-26.0,444.0,73,0.896,702.727,3.0
148.0,-25.0,444.0,60,0.924,681.140,3.0
148.0,-24.0,499.5,80,0.959,1128.465,3.0
148.0,-23.0,499.5,71,0.895,657.895,3.0
148.0,-22.0,499.5,60,0.844,400.873,3.0
148.0,-21.0,444.0,52,0.797,258.065,3.0
148.0,-20.0,444.0,63,0.839,421.840,3.0
148.0,-19.0,388.5,53,0.797,264.586,3.0
148.0,-18.0,444.0,58,0.803,301.775,3.0
148.0,-17.0,444.0,50,0.786,235.512,3.0
148.0,-16.0,555.0,61,0.835,388.909,3.0
148.0,-15.0,610.5,57,0.820,327.498,3.0
148.0,-14.0,721.5,60,0.804,308.372,3.0
148.0,-13.0,1332.0,51,0.993,3545.633,3.5
148.0,-12.0,1387.5,50,0.985,3267.514,3.5
148.0,-11.0,1443.0,50,0.949,2442.671,3.5
148.0,-10.0,1498.5,50,0.985,3267.514,3.5
148.0,-9.0,1554.0,50,0.988,3359.578,3.5
148.0,-8.0,1609.5,51,0.956,2651.127,3.5
148.0,-7.0,1720.5,52,0.937,2306.069,3.5
149.0,-45.0,832.5,71,0.969,4094.641,3.5
149.0,-44.0,721.5,62,1.014,5119.503,3.5
149.0,-43.0,666.0,75,1.048,8139.035,3.5
149.0,-42.0,555.0,56,1.235,27051.550,3.5
149.0,-41.0,499.5,56,1.292,42614.357,3.5
149.0,-40.0,444.0,55,1.224,24195.950,3.5
149.0,-39.0,222.0,67,1.259,4653.461,3.0
149.0,-38.0,166.5,51,1.331,5427.516,3.0
149.0,-37.0,166.5,107,1.327,8987.775,3.0
149.0,-36.0,166.5,164,1.418,26027.279,3.0
149.0,-35.0,166.5,417,1.498,127633.990,3.0
149.0,-34.0,166.5,439,1.490,133562.061,3.0
149.0,-33.0,166.5,122,1.321,12633.715,3.0
149.0,-32.0,333.0,54,1.274,35543.387,3.5
149.0,-31.0,277.5,72,1.189,4680.489,3.0
149.0,-30.0,277.5,64,1.117,2765.742,3.0
149.0,-29.0,277.5,52,0.973,829.292,3.0
149.0,-28.0,333.0,52,0.869,407.189,3.0
149.0,-27.0,388.5,84,0.929,1008.020,3.0
149.0,-26.0,388.5,75,0.918,806.616,3.0
149.0,-25.0,388.5,60,0.961,846.152,3.0
149.0,-24.0,444.0,76,1.026,1689.746,3.0
149.0,-23.0,444.0,70,0.910,727.488,3.0
149.0,-22.0,444.0,59,0.888,541.630,3.0
149.0,-21.0,444.0,54,0.775,226.366,3.0
149.0,-20.0,444.0,50,0.771,207.910,3.0
149.0,-19.0,444.0,59,0.793,286.876,3.0
149.0,-18.0,444.0,55,0.769,225.355,3.0
149.0,-17.0,499.5,54,0.776,232.557,3.0
149.0,-16.0,555.0,50,0.740,171.178,3.0
149.0,-15.0,666.0,58,0.801,303.895,3.0
149.0,-14.0,1221.0,51,1.000,3748.927,3.5
149.0,-13.0,1332.0,54,1.001,4025.763,3.5
149.0,-12.0,1443.0,55,1.012,4459.418,3.5
149.0,-11.0,1554.0,56,0.987,3710.704,3.5
149.0,-10.0,1554.0,50,0.949,2442.671,3.5
149.0,-9.0,1609.5,50,0.949,2442.671,3.5
149.0,-8.0,1665.0,50,0.985,3267.514,3.5
149.0,-7.0,1720.5,50,0.988,3359.578,3.5
150.0,-45.0,777.0,51,0.848,1102.697,3.5
150.0,-44.0,721.5,57,0.920,2217.539,3.5
150.0,-43.0,610.5,50,0.968,2853.477,3.5
150.0,-42.0,555.0,54,1.191,18292.221,3.5
150.0,-41.0,499.5,51,1.267,31733.835,3.5
150.0,-40.0,499.5,73,1.169,20709.024,3.5
150.0,-39.0,499.5,69,1.258,39972.275,3.5
150.0,-38.0,222.0,82,1.590,49515.584,3.0
150.0,-37.0,166.5,75,1.691,92740.954,3.0
150.0,-36.0,166.5,94,1.580,46268.577,3.0
150.0,-35.0,166.5,273,1.260,16528.709,3.0
150.0,-34.0,166.5,248,1.358,30333.831,3.0
150.0,-33.0,166.5,107,1.216,5278.804,3.0
150.0,-32.0,166.5,53,1.250,3844.738,3.0
150.0,-31.0,222.0,67,1.346,12490.136,3.0
150.0,-30.0,222.0,64,1.102,2451.074,3.0
150.0,-29.0,222.0,50,1.002,966.466,3.0
150.0,-28.0,333.0,89,0.980,1505.898,3.0
150.0,-27.0,333.0,88,0.925,997.264,3.0
150.0,-26.0,333.0,60,0.898,539.524,3.0
150.0,-25.0,333.0,55,1.019,1134.680,3.0
150.0,-24.0,333.0,56,1.064,1574.360,3.0
150.0,-23.0,388.5,67,1.012,1394.137,3.0
150.0,-22.0,444.0,84,0.854,612.796,3.0
150.0,-21.0,444.0,56,0.795,275.686,3.0
150.0,-20.0,499.5,60,0.783,267.435,3.0
150.0,-19.0,499.5,56,0.740,189.092,3.0
150.0,-18.0,499.5,55,0.771,228.606,3.0
150.0,-17.0,555.0,58,0.788,272.466,3.0
150.0,-16.0,555.0,50,0.786,235.512,3.0
150.0,-15.0,1165.5,55,1.050,6074.637,3.5
150.0,-14.0,1221.0,50,1.017,4233.145,3.5
150.0,-13.0,1332.0,54,1.001,4025.763,3.5
150.0,-12.0,1387.5,50,0.985,3267.514,3.5
150.0,-11.0,1498.5,50,0.985,3267.514,3.5
150.0,-10.0,1609.5,52,0.983,3355.178,3.5
150.0,-9.0,1665.0,50,0.949,2442.671,3.5
150.0,-8.0,1720.5,50,0.949,2442.671,3.5
150.0,-7.0,1831.5,54,0.951,2695.734,3.5
151.0,-45.0,832.5,54,0.870,1396.730,3.5
151.0,-44.0,777.0,62,0.958,3273.386,3.5
151.0,-43.0,666.0,53,0.950,2616.602,3.5
151.0,-42.0,610.5,55,1.005,4228.080,3.5
151.0,-41.0,555.0,53,1.071,6882.696,3.5
151.0,-40.0,555.0,70,0.985,4592.648,3.5
151.0,-39.0,499.5,59,0.998,4275.570,3.5
151.0,-38.0,499.5,77,1.237,37635.477,3.5
151.0,-37.0,166.5,54,1.657,51530.157,3.0
151.0,-36.0,166.5,62,1.754,114008.967,3.0
151.0,-35.0,166.5,96,1.073,1548.499,3.0
151.0,-34.0,166.5,127,1.068,2208.520,3.0
151.0,-33.0,166.5,102,1.255,6606.296,3.0
151.0,-32.0,166.5,64,1.434,15386.940,3.0
151.0,-31.0,222.0,70,1.284,9088.411,3.0
151.0,-30.0,222.0,62,1.225,5295.533,3.0
151.0,-29.0,222.0,53,1.060,1506.223,3.0
151.0,-28.0,277.5,65,0.985,1146.320,3.0
151.0,-27.0,277.5,51,0.894,433.066,3.0
151.0,-26.0,277.5,58,1.061,1609.703,3.0
151.0,-25.0,277.5,63,1.078,1946.460,3.0
151.0,-24.0,277.5,59,1.018,1217.936,3.0
151.0,-23.0,333.0,63,1.005,1290.210,3.0
151.0,-22.0,388.5,65,1.039,1683.995,3.0
151.0,-21.0,444.0,59,0.803,301.775,3.0
151.0,-20.0,499.5,50,0.728,151.173,3.0
151.0,-19.0,555.0,52,0.730,162.725,3.0
151.0,-18.0,610.5,68,0.776,295.169,3.0
151.0,-17.0,610.5,57,0.757,216.008,3.0
151.0,-16.0,1054.5,52,1.044,5445.043,3.5
151.0,-15.0,1165.5,52,1.044,5445.043,3.5
151.0,-14.0,1276.5,55,1.050,6074.637,3.5
151.0,-13.0,1332.0,52,1.025,4687.443,3.5
151.0,-12.0,1443.0,56,0.999,4104.093,3.5
151.0,-11.0,1498.5,52,0.983,3355.178,3.5
151.0,-10.0,1609.5,53,0.991,3629.492,3.5
151.0,-9.0,1720.5,54,1.001,4025.763,3.5
151.0,-8.0,1831.5,55,0.977,3360.607,3.5
151.0,-7.0,1887.0,51,0.963,2789.730,3.5
152.0,-45.0,888.0,56,0.919,2148.383,3.5
152.0,-44.0,777.0,50,0.913,1827.966,3.5
152.0,-43.0,721.5,51,0.953,2585.203,3.5
152.0,-42.0,721.5,76,1.008,5961.812,3.5
152.0,-41.0,666.0,78,0.958,4098.336,3.5
152.0,-40.0,610.5,69,0.980,4327.842,3.5
152.0,-39.0,555.0,54,0.998,3920.256,3.5
152.0,-38.0,499.5,60,1.103,10047.143,3.5
152.0,-37.0,499.5,75,1.256,42757.162,3.5
152.0,-36.0,444.0,62,1.255,35042.399,3.5
152.0,-35.0,222.0,97,1.179,3431.789,3.0
152.0,-34.0,222.0,154,1.095,3120.072,3.0
152.0,-33.0,166.5,75,1.222,3922.708,3.0
152.0,-32.0,222.0,95,1.184,3955.398,3.0
152.0,-31.0,222.0,54,1.261,6137.854,3.0
152.0,-30.0,222.0,55,1.219,4438.190,3.0
152.0,-29.0,277.5,66,1.145,3231.018,3.0
152.0,-28.0,333.0,87,1.052,2279.877,3.0
152.0,-27.0,277.5,51,0.911,496.683,3.0
152.0,-26.0,277.5,71,1.136,3305.981,3.0
152.0,-25.0,222.0,59,1.112,2316.701,3.0
152.0,-24.0,222.0,51,1.060,1506.223,3.0
152.0,-23.0,333.0,70,1.067,2197.177,3.0
152.0,-22.0,388.5,63,1.026,1509.389,3.0
152.0,-21.0,444.0,63,0.897,618.242,3.0
152.0,-20.0,499.5,53,0.832,335.217,3.0
152.0,-19.0,610.5,63,0.758,236.694,3.0
152.0,-18.0,666.0,57,0.707,152.847,3.0
152.0,-17.0,999.0,51,1.029,4731.905,3.5
152.0,-16.0,1054.5,50,1.052,5604.403,3.5
152.0,-15.0,1110.0,50,1.025,4496.605,3.5
152.0,-14.0,1221.0,50,1.025,4496.605,3.5
152.0,-13.0,1332.0,50,1.025,4496.605,3.5
152.0,-12.0,1443.0,52,1.052,5792.298,3.5
152.0,-11.0,1554.0,56,1.016,4675.855,3.5
152.0,-10.0,1609.5,52,0.993,3636.375,3.5
152.0,-9.0,1720.5,54,0.992,3719.815,3.5
152.0,-8.0,1831.5,55,1.002,4118.256,3.5
152.0,-7.0,1887.0,50,0.988,3359.578,3.5
153.0,-45.0,943.5,57,0.931,2411.153,3.5
153.0,-44.0,832.5,50,0.913,1827.966,3.5
153.0,-43.0,832.5,70,0.971,4087.120,3.5
153.0,-42.0,777.0,76,1.030,7121.814,3.5
153.0,-41.0,721.5,73,1.035,7131.708,3.5
153.0,-40.0,666.0,61,0.942,2818.054,3.5
153.0,-39.0,666.0,85,1.039,8590.170,3.5
153.0,-38.0,555.0,62,1.068,7899.615,3.5
153.0,-37.0,499.5,56,1.246,29509.359,3.5
153.0,-36.0,499.5,65,1.313,58151.683,3.5
153.0,-35.0,444.0,55,1.257,31546.695,3.5
153.0,-34.0,444.0,59,1.228,26800.713,3.5
153.0,-33.0,222.0,67,1.085,1476.143,3.0
153.0,-32.0,277.5,97,1.177,4055.806,3.0
153.0,-31.0,277.5,54,1.170,3250.232,3.0
153.0,-30.0,333.0,75,1.154,3913.908,3.0
153.0,-29.0,333.0,65,1.227,5665.749,3.0
153.0,-28.0,333.0,56,1.014,1163.944,3.0
153.0,-27.0,333.0,68,1.058,1906.763,3.0
153.0,-26.0,277.5,71,1.085,2378.479,3.0
153.0,-25.0,222.0,53,1.038,1262.783,3.0
153.0,-24.0,277.5,60,1.009,1215.870,3.0
153.0,-23.0,333.0,60,0.987,1067.312,3.0
153.0,-22.0,388.5,57,0.994,1078.204,3.0
153.0,-21.0,444.0,53,0.961,826.019,3.0
153.0,-20.0,555.0,69,0.910,750.064,3.0
153.0,-19.0,832.5,50,1.014,4108.918,3.5
153.0,-18.0,943.5,53,1.040,5376.893,3.5
153.0,-17.0,999.0,51,1.014,4203.303,3.5
153.0,-16.0,1110.0,51,1.014,4203.303,3.5
153.0,-15.0,1165.5,51,1.032,4877.352,3.5
153.0,-14.0,1221.0,50,1.025,4496.605,3.5
153.0,-13.0,1332.0,50,1.025,4496.605,3.5
153.0,-12.0,1443.0,50,1.025,4496.605,3.5
153.0,-11.0,1554.0,52,1.052,5792.298,3.5
153.0,-10.0,1665.0,55,1.012,4459.418,3.5
153.0,-9.0,1720.5,51,0.989,3449.365,3.5
153.0,-8.0,1831.5,52,0.997,3736.908,3.5
153.0,-7.0,1942.5,53,1.001,3933.373,3.5
154.0,-45.0,943.5,50,0.916,1870.812,3.5
154.0,-44.0,943.5,64,0.979,3975.972,3.5
154.0,-43.0,888.0,69,1.032,6598.770,3.5
154.0,-42.0,832.5,67,0.994,4702.464,3.5
154.0,-41.0,777.0,59,1.029,5496.597,3.5
154.0,-40.0,777.0,87,0.990,5928.927,3.5
154.0,-39.0,721.5,76,0.965,4215.370,3.5
154.0,-38.0,610.5,51,0.979,3180.282,3.5
154.0,-37.0,555.0,55,0.980,3444.766,3.5
154.0,-36.0,555.0,74,1.219,31341.258,3.5
154.0,-35.0,555.0,69,1.291,52034.667,3.5
154.0,-34.0,555.0,69,1.306,58567.628,3.5
154.0,-33.0,499.5,50,1.267,31017.976,3.5
154.0,-32.0,499.5,50,1.260,29478.537,3.5
154.0,-31.0,555.0,56,1.252,30842.600,3.5
154.0,-30.0,610.5,67,1.291,50585.102,3.5
154.0,-29.0,388.5,69,1.251,6998.494,3.0
154.0,-28.0,388.5,54,1.060,1506.223,3.0
154.0,-27.0,388.5,74,1.090,2531.904,3.0
154.0,-26.0,333.0,82,1.056,2289.501,3.0
154.0,-25.0,277.5,51,1.219,4438.190,3.0
154.0,-24.0,333.0,67,1.005,1332.215,3.0
154.0,-23.0,333.0,50,1.002,1029.497,3.0
154.0,-22.0,444.0,63,0.960,946.968,3.0
154.0,-21.0,832.5,51,0.996,3645.434,3.5
154.0,-20.0,832.5,51,1.003,3856.278,3.5
154.0,-19.0,888.0,51,1.025,4592.020,3.5
154.0,-18.0,999.0,54,1.047,5804.549,3.5
154.0,-17.0,1054.5,51,1.032,4877.352,3.5
154.0,-16.0,1110.0,51,1.014,4203.303,3.5
154.0,-15.0,1221.0,52,0.987,3445.654,3.5
154.0,-14.0,1332.0,55,0.959,2908.227,3.5
154.0,-13.0,1387.5,50,1.025,4496.605,3.5
154.0,-12.0,1498.5,50,1.025,4496.605,3.5
154.0,-11.0,1554.0,50,1.025,4496.605,3.5
154.0,-10.0,1665.0,50,1.025,4496.605,3.5
154.0,-9.0,1776.0,55,1.012,4459.418,3.5
154.0,-8.0,1831.5,50,0.975,3010.361,3.5
154.0,-7.0,1942.5,51,0.982,3266.830,3.5
155.0,-45.0,1054.5,57,0.961,3072.022,3.5
155.0,-44.0,999.0,63,0.983,4061.509,3.5
155.0,-43.0,943.5,61,0.996,4356.242,3.5
155.0,-42.0,888.0,57,1.000,4196.182,3.5
155.0,-41.0,832.5,50,0.933,2157.765,3.5
155.0,-40.0,832.5,83,0.984,5386.275,3.5
155.0,-39.0,777.0,71,0.998,5169.802,3.5
155.0,-38.0,666.0,51,0.979,3180.282,3.5
155.0,-37.0,666.0,78,1.053,8779.393,3.5
155.0,-36.0,610.5,71,1.038,7095.303,3.5
155.0,-35.0,610.5,59,1.213,23797.721,3.5
155.0,-34.0,610.5,55,1.213,22231.602,3.5
155.0,-33.0,610.5,54,1.250,29449.235,3.5
155.0,-32.0,610.5,59,1.270,37471.728,3.5
155.0,-31.0,610.5,50,1.267,31017.976,3.5
155.0,-30.0,666.0,63,1.286,45706.169,3.5
155.0,-29.0,666.0,63,1.246,33036.400,3.5
155.0,-28.0,666.0,54,1.305,45531.419,3.5
155.0,-27.0,721.5,56,1.241,28247.149,3.5
155.0,-26.0,721.5,51,1.186,16589.252,3.5
155.0,-25.0,777.0,50,1.157,12979.018,3.5
155.0,-24.0,832.5,50,1.152,12459.579,3.5
155.0,-23.0,888.0,53,1.022,4647.816,3.5
155.0,-22.0,943.5,52,1.011,4177.227,3.5
155.0,-21.0,943.5,53,1.015,4392.206,3.5
155.0,-20.0,943.5,54,1.012,4365.301,3.5
155.0,-19.0,999.0,59,1.053,6631.441,3.5
155.0,-18.0,1054.5,56,1.039,5663.156,3.5
155.0,-17.0,1110.0,52,1.036,5124.234,3.5
155.0,-16.0,1165.5,50,1.017,4233.145,3.5
155.0,-15.0,1276.5,52,1.029,4827.485,3.5
155.0,-14.0,1332.0,50,1.003,3763.564,3.5
155.0,-13.0,1443.0,54,0.985,3532.534,3.5
155.0,-12.0,1554.0,55,0.959,2908.227,3.5
155.0,-11.0,1609.5,50,1.025,4496.605,3.5
155.0,-10.0,1720.5,50,1.025,4496.605,3.5
155.0,-9.0,1831.5,53,1.018,4517.664,3.5
155.0,-8.0,1887.0,54,0.998,3920.256,3.5
155.0,-7.0,1998.0,55,1.012,4459.418,3.5
156.0,-45.0,1110.0,55,0.941,2532.416,3.5
156.0,-44.0,1054.5,58,0.985,3797.558,3.5
156.0,-43.0,999.0,52,0.943,2418.344,3.5
156.0,-42.0,943.5,50,0.942,2323.105,3.5
156.0,-41.0,943.5,80,0.982,5120.986,3.5
156.0,-40.0,888.0,65,0.995,4620.332,3.5
156.0,-39.0,832.5,66,1.007,5141.307,3.5
156.0,-38.0,777.0,71,1.046,7587.341,3.5
156.0,-37.0,721.5,70,1.058,8221.619,3.5
156.0,-36.0,666.0,63,1.006,4861.399,3.5
156.0,-35.0,666.0,58,1.138,12889.646,3.5
156.0,-34.0,721.5,75,1.333,78772.722,3.5
156.0,-33.0,666.0,51,1.267,31733.835,3.5
156.0,-32.0,666.0,55,1.245,28820.849,3.5
156.0,-31.0,721.5,64,1.209,25072.575,3.5
156.0,-30.0,721.5,52,1.326,51864.880,3.5
156.0,-29.0,721.5,61,1.220,26022.991,3.5
156.0,-28.0,721.5,52,1.306,44104.009,3.5
156.0,-27.0,777.0,54,1.222,23550.082,3.5
156.0,-26.0,832.5,54,1.201,19863.762,3.5
156.0,-25.0,888.0,58,1.202,21427.326,3.5
156.0,-24.0,943.5,57,1.072,7456.405,3.5
156.0,-23.0,943.5,50,1.048,5426.024,3.5
156.0,-22.0,999.0,50,0.985,3267.514,3.5
156.0,-21.0,1054.5,54,1.012,4365.301,3.5
156.0,-20.0,1054.5,54,1.012,4365.301,3.5
156.0,-19.0,1054.5,51,0.989,3449.365,3.5
156.0,-18.0,1110.0,58,1.032,5546.792,3.5
156.0,-17.0,1165.5,51,1.021,4457.451,3.5
156.0,-16.0,1221.0,50,1.010,3989.386,3.5
156.0,-15.0,1332.0,53,1.036,5219.812,3.5
156.0,-14.0,1387.5,50,0.999,3656.880,3.5
156.0,-13.0,1498.5,54,0.982,3443.499,3.5
156.0,-12.0,1554.0,50,1.003,3763.564,3.5
156.0,-11.0,1665.0,52,0.990,3539.340,3.5
156.0,-10.0,1776.0,52,0.990,3539.340,3.5
156.0,-9.0,1887.0,53,0.997,3828.518,3.5
156.0,-8.0,1942.5,50,1.021,4362.295,3.5
156.0,-7.0,1998.0,53,0.984,3443.749,3.5
