# generated_by='OpenQuake engine 3.6.0', start_date='2019-09-26T01:23:50', checksum=1403906382, kind='quantile-0.85', investigation_time=50.0
lon,lat,PGA-0.1,PGA-0.02
121.97920,-18.95023,6.039379E-02,2.084633E-01
121.98025,-25.29045,1.518319E-02,6.335000E-02
121.98137,-29.20250,2.419142E-02,7.389786E-02
121.98198,-17.06166,5.152240E-02,1.804530E-01
121.98224,-14.90328,5.961587E-02,1.565802E-01
121.98350,-30.41658,3.970625E-02,1.325190E-01
121.98504,-27.98841,2.389339E-02,8.946038E-02
121.98516,-33.78904,2.464758E-02,7.593707E-02
121.98611,-32.70985,5.743179E-02,2.131757E-01
121.98765,-36.89170,1.055068E-02,4.463053E-02
121.98857,-23.94147,1.618586E-02,6.375438E-02
121.98885,-34.86822,1.373164E-02,3.892050E-02
121.98973,-19.08513,5.414980E-02,1.902415E-01
121.99042,-15.03818,5.763022E-02,1.463887E-01
121.99062,-20.83881,2.645785E-02,8.516207E-02
121.99116,-22.45759,2.023413E-02,6.878927E-02
121.99140,-17.19655,5.254513E-02,1.618050E-01
121.99160,-31.63067,3.806743E-02,1.427087E-01
121.99440,-26.77433,2.080519E-02,7.179145E-02
121.99474,-25.42535,1.556221E-02,6.335002E-02
121.99731,-35.94741,1.042791E-02,3.447922E-02
121.99851,-29.33740,2.420895E-02,7.386404E-02
121.99867,-15.17308,5.492441E-02,1.451078E-01
122.00036,-19.22003,5.105373E-02,1.886798E-01
122.00091,-17.33145,5.121080E-02,1.542905E-01
122.00135,-28.12331,2.448950E-02,9.495768E-02
122.00151,-30.55148,4.431778E-02,1.565335E-01
122.00220,-24.07636,1.586482E-02,6.307908E-02
122.00231,-20.97370,2.583264E-02,8.420254E-02
122.00385,-22.59248,1.974650E-02,6.816179E-02
122.00569,-33.92394,2.155752E-02,6.652339E-02
122.00582,-32.84475,5.575970E-02,2.114465E-01
122.00701,-15.30798,5.190715E-02,1.344072E-01
122.00771,-12.87981,1.007452E-01,2.085096E-01
122.00934,-25.56024,1.661029E-02,6.335016E-02
122.00989,-26.90923,2.080638E-02,7.190845E-02
122.01023,-35.00312,1.295993E-02,3.722690E-02
122.01050,-31.76556,4.463166E-02,1.644259E-01
122.01051,-17.46635,5.167356E-02,1.617504E-01
122.01108,-19.35493,4.607338E-02,1.586547E-01
122.01409,-21.10860,2.530815E-02,8.357559E-02
122.01544,-15.44288,4.971302E-02,1.281743E-01
122.01577,-29.47229,2.480408E-02,7.598323E-02
122.01593,-24.21126,1.572464E-02,6.193359E-02
122.01663,-22.72738,1.929377E-02,6.749757E-02
122.01776,-28.25821,2.452402E-02,9.747984E-02
122.01828,-43.50171,0.000000E+00,0.000000E+00
122.01957,-36.08231,1.047335E-02,3.565856E-02
122.01964,-30.68638,4.556780E-02,1.667706E-01
122.02019,-17.60125,5.368518E-02,1.611301E-01
122.02188,-19.48982,4.512939E-02,1.576525E-01
122.02395,-15.57778,4.812087E-02,1.265900E-01
122.02404,-25.69514,1.859764E-02,6.335026E-02
122.02443,-47.68356,0.000000E+00,0.000000E+00
122.02549,-27.04413,2.145594E-02,7.203721E-02
122.02565,-32.97965,5.197613E-02,2.007257E-01
122.02597,-21.24350,2.490858E-02,7.701200E-02
122.02635,-34.05883,1.940177E-02,6.264971E-02
122.02952,-22.86228,1.902392E-02,6.681459E-02
122.02953,-31.90046,4.631738E-02,1.662268E-01
122.02976,-24.34616,1.562512E-02,6.191196E-02
122.02996,-17.73615,5.368048E-02,1.606024E-01
122.03175,-35.13802,1.200748E-02,3.301055E-02
122.03254,-15.71267,4.673421E-02,1.247636E-01
122.03278,-19.62472,4.332734E-02,1.540712E-01
122.03315,-29.60719,2.488175E-02,8.314499E-02
122.03429,-28.39311,2.454718E-02,9.738126E-02
122.03789,-30.82128,4.541809E-02,1.663110E-01
122.03794,-21.37840,2.463335E-02,7.487274E-02
122.03799,-44.44600,0.000000E+00,0.000000E+00
122.03885,-25.83004,1.899954E-02,6.335031E-02
122.03981,-17.87105,5.302379E-02,1.579510E-01
122.04121,-27.17902,2.185538E-02,7.217318E-02
122.04121,-15.84757,4.555835E-02,1.272320E-01
122.04199,-36.21721,1.054036E-02,3.722128E-02
122.04250,-22.99718,1.880975E-02,6.614864E-02
122.04369,-24.48106,1.531834E-02,6.199891E-02
122.04376,-19.75962,3.990545E-02,1.418559E-01
122.04562,-33.11455,4.560655E-02,1.680105E-01
122.04715,-34.19373,1.796692E-02,6.148085E-02
122.04869,-32.03536,4.959233E-02,1.783198E-01
122.04971,-7.07919,4.170607E-01,7.624779E-01
122.04975,-18.00594,5.326309E-02,1.591799E-01
122.04997,-15.98247,4.465370E-02,1.270565E-01
122.05000,-21.51330,2.440000E-02,7.542541E-02
122.05064,-29.74209,2.602250E-02,8.307029E-02
122.05094,-28.52801,2.456205E-02,9.393431E-02
122.05342,-35.27292,1.132419E-02,3.192636E-02
122.05356,-7.21408,4.441635E-01,7.948688E-01
122.05376,-25.96494,1.908882E-02,6.335141E-02
122.05484,-19.89452,3.715882E-02,1.302290E-01
122.05559,-23.13208,1.865244E-02,6.554023E-02
122.05627,-30.95617,4.454203E-02,1.523993E-01
122.05703,-27.31392,2.218643E-02,7.229814E-02
122.05749,-7.34898,4.774753E-01,8.302972E-01
122.05772,-24.61596,1.527098E-02,6.200199E-02
122.05881,-16.11737,4.397540E-02,1.196671E-01
122.05978,-18.14084,5.322980E-02,1.748055E-01
122.06195,-45.39029,0.000000E+00,0.000000E+00
122.06216,-21.64820,2.372962E-02,7.414466E-02
122.06572,-33.24944,3.882508E-02,1.361116E-01
122.06601,-20.02942,3.531379E-02,1.236265E-01
122.06770,-28.66290,2.456191E-02,8.814610E-02
122.06774,-16.25227,4.385998E-02,1.236639E-01
122.06798,-32.17026,5.729017E-02,2.016051E-01
122.06810,-34.32863,1.691384E-02,6.030369E-02
122.06826,-29.87699,2.628612E-02,8.298741E-02
122.06877,-23.26697,1.849136E-02,6.501705E-02
122.06878,-26.09984,1.914667E-02,6.335562E-02
122.06990,-18.27574,5.452129E-02,1.837696E-01
122.07186,-24.75086,1.523633E-02,6.196659E-02
122.07296,-27.44882,2.245377E-02,7.238170E-02
122.07441,-21.78309,2.301173E-02,6.962105E-02
122.07477,-31.09107,4.049542E-02,1.335622E-01
122.07523,-35.40782,1.106302E-02,3.144471E-02
122.07675,-16.38716,4.389247E-02,1.262760E-01
122.07727,-20.16432,3.496361E-02,1.095747E-01
122.08011,-18.41064,5.776490E-02,1.916542E-01
122.08205,-23.40187,1.853875E-02,6.458808E-02
122.08263,-8.15837,9.438302E-01,1.090000E+00
122.08391,-26.23474,1.918704E-02,6.336809E-02
122.08458,-28.79780,2.428229E-02,8.491563E-02
122.08584,-16.52206,4.451318E-02,1.343144E-01
122.08595,-33.38434,3.313712E-02,1.080764E-01
122.08599,-30.01189,2.877107E-02,8.969548E-02
122.08610,-24.88575,1.521299E-02,6.199302E-02
122.08676,-21.91799,2.237754E-02,6.847931E-02
122.08726,-36.48700,1.062302E-02,4.014784E-02
122.08740,-32.30516,7.400449E-02,2.599790E-01
122.08862,-20.29921,3.209782E-02,9.898207E-02
122.08900,-27.58372,2.267291E-02,7.241391E-02
122.08918,-34.46353,1.571405E-02,5.466402E-02
122.09040,-18.54554,6.267574E-02,2.114596E-01
122.09339,-31.22597,3.760277E-02,1.280244E-01
122.09503,-16.65696,4.498502E-02,1.437593E-01
122.09543,-23.53677,1.800367E-02,6.424890E-02
122.09719,-35.54271,1.063032E-02,3.157841E-02
122.09754,-14.49859,6.304158E-02,1.660849E-01
122.09914,-26.36963,1.921205E-02,6.339516E-02
122.09921,-22.05289,2.188044E-02,6.810544E-02
122.10007,-20.43411,3.094898E-02,9.248292E-02
122.10045,-25.02065,1.519844E-02,6.232211E-02
122.10079,-18.68043,6.803747E-02,2.380289E-01
122.10157,-28.93270,2.425379E-02,8.210009E-02
122.10385,-30.14679,3.165980E-02,9.759407E-02
122.10429,-16.79186,4.641987E-02,1.535162E-01
122.10516,-27.71862,2.287575E-02,7.336073E-02
122.10556,-14.63349,6.152551E-02,1.671407E-01
122.10632,-33.51924,2.867168E-02,9.408677E-02
122.10695,-32.44006,8.562082E-02,3.104641E-01
122.10891,-23.67167,1.798120E-02,6.398796E-02
122.11040,-34.59843,1.481558E-02,4.944270E-02
122.11126,-18.81533,6.715336E-02,2.414717E-01
122.11161,-20.56901,2.750196E-02,8.852986E-02
122.11171,-12.20532,1.299671E-01,2.608554E-01
122.11175,-22.18779,2.100837E-02,6.773545E-02
122.11215,-31.36087,3.620210E-02,1.281185E-01
122.11365,-16.92676,4.808893E-02,1.501492E-01
122.11365,-14.76839,5.954353E-02,1.612029E-01
122.11449,-26.50453,1.922874E-02,6.344562E-02
122.11490,-25.15555,1.519247E-02,6.335219E-02
122.11842,-12.34022,1.246403E-01,2.454934E-01
122.11868,-29.06760,2.416780E-02,7.391471E-02
122.11929,-35.67761,1.042440E-02,3.211841E-02
122.12143,-27.85352,2.297915E-02,8.187307E-02
122.12183,-30.28168,3.354622E-02,1.048952E-01
122.12183,-18.95023,6.504182E-02,2.299952E-01
122.12183,-14.90328,5.783365E-02,1.504875E-01
122.12249,-23.80657,1.746714E-02,6.379268E-02
122.12309,-17.06166,5.266817E-02,1.810012E-01
122.12324,-20.70391,2.678468E-02,8.568537E-02
122.12439,-22.32269,2.001236E-02,6.735521E-02
122.12663,-32.57495,9.260717E-02,3.131924E-01
122.12683,-33.65414,2.477226E-02,8.072332E-02
122.12945,-25.29045,1.519416E-02,6.335263E-02
122.12994,-26.63943,2.016343E-02,6.960925E-02
122.13010,-15.03818,5.572253E-02,1.408748E-01
122.13103,-31.49577,3.672582E-02,1.313840E-01
122.13176,-34.73333,1.410093E-02,4.266883E-02
122.13248,-19.08513,5.779627E-02,1.977167E-01
122.13261,-17.19655,5.335354E-02,1.591561E-01
122.13496,-20.83881,2.648957E-02,8.389804E-02
122.13591,-29.20250,2.416620E-02,7.385760E-02
122.13617,-23.94147,1.635250E-02,6.365030E-02
122.13627,-44.04130,0.000000E+00,0.000000E+00
122.13712,-22.45759,1.981734E-02,6.695616E-02
122.13781,-27.98841,2.374934E-02,8.846831E-02
122.13844,-15.17308,5.338443E-02,1.371676E-01
122.13993,-30.41658,3.469332E-02,1.105744E-01
122.14154,-35.81251,1.034871E-02,3.388290E-02
122.14223,-17.33145,5.308371E-02,1.688933E-01
122.14322,-19.22003,5.100926E-02,1.864584E-01
122.14397,-41.47824,0.000000E+00,3.033370E-03
122.14411,-25.42535,1.546319E-02,6.335470E-02
122.14550,-26.77433,2.080375E-02,7.177673E-02
122.14644,-32.70985,8.932414E-02,3.124638E-01
122.14678,-20.97370,2.595643E-02,8.259663E-02
122.14688,-15.30798,5.013591E-02,1.269913E-01
122.14748,-33.78904,2.190472E-02,7.066581E-02
122.14995,-24.07636,1.570318E-02,6.354939E-02
122.14996,-22.59248,1.952281E-02,6.653813E-02
122.15003,-31.63067,4.238963E-02,1.640377E-01
122.15192,-17.46635,5.776317E-02,1.697523E-01
122.15325,-29.33740,2.431479E-02,7.381725E-02
122.15327,-34.86822,1.343093E-02,3.868637E-02
122.15405,-19.35493,4.622025E-02,1.585428E-01
122.15430,-28.12331,2.443471E-02,9.392858E-02
122.15539,-15.44288,4.744006E-02,1.227559E-01
122.15815,-30.55148,3.624192E-02,1.190375E-01
122.15869,-21.10860,2.512605E-02,8.176734E-02
122.15887,-25.56024,1.630582E-02,6.335736E-02
122.16117,-26.90923,2.080523E-02,7.189517E-02
122.16171,-17.60125,6.447943E-02,1.921451E-01
122.16289,-22.72738,1.915492E-02,6.610753E-02
122.16384,-24.21126,1.568053E-02,6.338602E-02
122.16394,-35.94741,1.037947E-02,3.470539E-02
122.16399,-15.57778,4.539230E-02,1.225728E-01
122.16498,-19.48982,4.544210E-02,1.566324E-01
122.16638,-32.84475,5.571828E-02,2.088147E-01
122.16826,-33.92394,2.017636E-02,6.401912E-02
122.16917,-31.76556,4.496553E-02,1.637842E-01
122.17070,-21.24350,2.395050E-02,8.073046E-02
122.17072,-29.47229,2.486802E-02,7.585558E-02
122.17091,-28.25821,2.446918E-02,9.669035E-02
122.17159,-17.73615,6.662188E-02,1.932478E-01
122.17267,-15.71267,4.390087E-02,1.167720E-01
122.17374,-25.69514,1.810667E-02,6.336059E-02
122.17486,-43.36681,0.000000E+00,0.000000E+00
122.17492,-35.00312,1.267712E-02,3.665962E-02
122.17592,-22.86228,1.887136E-02,6.567139E-02
122.17599,-19.62472,4.345962E-02,1.430960E-01
122.17650,-30.68638,3.723906E-02,1.232977E-01
122.17695,-27.04413,2.120795E-02,7.202511E-02
122.17782,-24.34616,1.567533E-02,6.171711E-02
122.17809,-6.80939,1.779089E-01,3.635793E-01
122.18144,-15.84757,4.301330E-02,1.136476E-01
122.18155,-17.87105,6.004122E-02,1.857544E-01
122.18280,-21.37840,2.351617E-02,7.201866E-02
122.18580,-42.55742,0.000000E+00,0.000000E+00
122.18646,-32.97965,4.698174E-02,1.952003E-01
122.18649,-36.08231,1.050763E-02,3.587611E-02
122.18710,-19.75962,4.080478E-02,1.419064E-01
122.18764,-28.39311,2.448945E-02,9.636966E-02
122.18830,-29.60719,2.492376E-02,8.311196E-02
122.18843,-31.90046,4.834997E-02,1.674775E-01
122.18844,-45.92988,0.000000E+00,0.000000E+00
122.18872,-25.83004,1.896928E-02,6.336472E-02
122.18905,-22.99718,1.869278E-02,6.524777E-02
122.18918,-34.05883,1.870197E-02,6.244080E-02
122.19029,-15.98247,4.249872E-02,1.137120E-01
122.19160,-18.00594,5.637484E-02,1.819143E-01
122.19191,-24.48106,1.528908E-02,6.179195E-02
122.19285,-27.17902,2.172441E-02,7.216208E-02
122.19498,-30.82128,3.736013E-02,1.246162E-01
122.19500,-21.51330,2.326329E-02,7.199128E-02
122.19671,-35.13802,1.186822E-02,3.309172E-02
122.19830,-19.89452,3.815385E-02,1.375342E-01
122.19830,-11.12613,5.639347E-01,1.090000E+00
122.19923,-16.11737,4.198547E-02,1.140020E-01
122.20174,-18.14084,5.645940E-02,1.918282E-01
122.20228,-23.13208,1.848918E-02,6.485654E-02
122.20380,-25.96494,1.907616E-02,6.337111E-02
122.20448,-28.52801,2.450584E-02,9.300525E-02
122.20601,-29.74209,2.525925E-02,8.302565E-02
122.20611,-24.61596,1.525167E-02,6.192189E-02
122.20667,-33.11455,4.021776E-02,1.568559E-01
122.20729,-21.64820,2.278336E-02,7.301473E-02
122.20782,-32.03536,5.650527E-02,1.865539E-01
122.20825,-16.25227,4.192087E-02,1.170147E-01
122.20885,-27.31392,2.204575E-02,7.228781E-02
122.20919,-36.21721,1.055126E-02,3.738309E-02
122.20959,-20.02942,3.515944E-02,1.187893E-01
122.21024,-34.19373,1.781190E-02,6.146472E-02
122.21197,-18.27574,5.895560E-02,1.924529E-01
122.21307,-14.09389,6.466277E-02,1.595064E-01
122.21357,-30.95617,3.671876E-02,1.252155E-01
122.21561,-23.26697,1.839417E-02,6.451280E-02
122.21736,-16.38716,4.242160E-02,1.223241E-01
122.21865,-35.27292,1.135127E-02,3.193062E-02
122.21900,-26.09984,1.913702E-02,6.338248E-02
122.21968,-21.78309,2.247728E-02,7.218708E-02
122.22041,-24.75086,1.522543E-02,6.193540E-02
122.22098,-20.16432,3.423835E-02,1.182339E-01
122.22144,-28.66290,2.452008E-02,8.730790E-02
122.22228,-18.41064,6.265915E-02,2.079597E-01
122.22337,-11.66573,2.341944E-01,7.265258E-01
122.22383,-29.87699,2.609542E-02,8.292782E-02
122.22497,-27.44882,2.234560E-02,7.237204E-02
122.22655,-16.52206,4.326498E-02,1.267684E-01
122.22695,-44.44600,0.000000E+00,0.000000E+00
122.22702,-33.24944,3.543006E-02,1.260816E-01
122.22734,-32.17026,5.875994E-02,2.108865E-01
122.22886,-14.36369,6.231041E-02,1.548438E-01
122.22904,-23.40187,1.813862E-02,6.422410E-02
122.23145,-34.32863,1.673680E-02,6.017796E-02
122.23217,-21.91799,2.164630E-02,6.761996E-02
122.23230,-31.09107,3.561289E-02,1.280846E-01
122.23245,-20.29921,3.305940E-02,1.007682E-01
122.23269,-18.54554,7.000261E-02,2.382662E-01
122.23430,-26.23474,1.918017E-02,6.340460E-02
122.23481,-24.88575,1.520960E-02,6.194626E-02
122.23583,-16.65696,4.404441E-02,1.364426E-01
122.23688,-14.49859,6.147711E-02,1.552876E-01
122.23851,-28.79780,2.425491E-02,8.513303E-02
122.24074,-35.40782,1.099277E-02,3.134602E-02
122.24120,-27.58372,2.257737E-02,7.240465E-02
122.24178,-30.01189,2.764393E-02,8.480295E-02
122.24257,-23.53677,1.763831E-02,6.399056E-02
122.24319,-18.68043,7.468586E-02,2.583975E-01
122.24402,-20.43411,3.054844E-02,9.134184E-02
122.24475,-22.05289,2.130387E-02,6.660576E-02
122.24498,-14.63349,6.008732E-02,1.553106E-01
122.24520,-16.79186,4.508676E-02,1.497611E-01
122.24700,-32.30516,8.585972E-02,3.104065E-01
122.24751,-33.38434,3.106313E-02,1.040021E-01
122.24932,-25.02065,1.520174E-02,6.205147E-02
122.24963,-38.37558,7.505645E-03,4.294493E-02
122.24971,-26.36963,1.920708E-02,6.344496E-02
122.25115,-31.22597,3.494346E-02,1.269206E-01
122.25279,-34.46353,1.550485E-02,5.506951E-02
122.25316,-14.76839,5.834098E-02,1.538774E-01
122.25378,-18.81533,6.944328E-02,2.410081E-01
122.25465,-16.92676,4.812511E-02,1.514714E-01
122.25569,-20.56901,2.721312E-02,8.763019E-02
122.25571,-28.93270,2.412154E-02,8.197716E-02
122.25620,-23.67167,1.749654E-02,6.380733E-02
122.25706,-9.23756,5.186391E-01,1.090000E+00
122.25743,-22.18779,2.073992E-02,6.632119E-02
122.25754,-27.71862,2.277881E-02,7.266638E-02
122.25985,-30.14679,3.044157E-02,9.280618E-02
122.26143,-14.90328,5.643740E-02,1.442977E-01
122.26298,-35.54271,1.057378E-02,3.153466E-02
122.26338,-12.47512,1.187057E-01,2.304380E-01
122.26393,-25.15555,1.520256E-02,6.335486E-02
122.26420,-17.06166,5.275523E-02,1.743107E-01
122.26445,-18.95023,6.469341E-02,2.314517E-01
122.26523,-26.50453,1.922467E-02,6.351461E-02
122.26679,-32.44006,1.182018E-01,3.374447E-01
122.26745,-20.70391,2.664684E-02,8.522797E-02
122.26813,-33.51924,2.743207E-02,8.519560E-02
122.26893,-41.20844,0.000000E+00,4.336959E-03
122.26978,-15.03818,5.416150E-02,1.371764E-01
122.26993,-23.80657,1.750181E-02,6.366813E-02
122.27012,-31.36087,3.537631E-02,1.232657E-01
122.27021,-22.32269,1.973925E-02,6.604361E-02
122.27302,-29.06760,2.412481E-02,7.387460E-02
122.27382,-17.19655,5.287866E-02,1.592397E-01
122.27400,-27.85352,2.292733E-02,8.178172E-02
122.27428,-34.59843,1.454370E-02,4.946571E-02
122.27522,-19.08513,5.919869E-02,2.222193E-01
122.27804,-30.28168,3.223916E-02,1.037318E-01
122.27822,-15.17308,5.158155E-02,1.306686E-01
122.27865,-25.29045,1.521085E-02,6.335778E-02
122.27930,-20.83881,2.581574E-02,8.307939E-02
122.28086,-26.63943,1.924105E-02,6.453214E-02
122.28309,-22.45759,1.951968E-02,6.576423E-02
122.28354,-17.33145,5.595291E-02,1.719750E-01
122.28377,-23.94147,1.686846E-02,6.356565E-02
122.28523,-40.39905,1.331502E-03,9.937149E-03
122.28536,-35.67761,1.039359E-02,3.209075E-02
122.28608,-19.22003,5.348105E-02,1.759620E-01
122.28671,-32.57495,1.269022E-01,3.508177E-01
122.28674,-15.30798,4.773793E-02,1.203570E-01
122.28889,-33.65414,2.327946E-02,7.942670E-02
122.28891,-10.04695,4.563793E-01,9.629168E-01
122.28923,-31.49577,4.060987E-02,1.538335E-01
122.29045,-29.20250,2.412825E-02,7.381067E-02
122.29057,-27.98841,2.373474E-02,8.639053E-02
122.29125,-20.97370,2.509793E-02,8.165009E-02
122.29334,-17.46635,6.581242E-02,1.924973E-01
122.29347,-25.42535,1.535672E-02,6.336271E-02
122.29449,-10.18185,4.705427E-01,9.983256E-01
122.29534,-15.44288,4.511020E-02,1.142471E-01
122.29591,-34.73333,1.393424E-02,4.285230E-02
122.29607,-22.59248,1.936759E-02,6.548111E-02
122.29636,-30.41658,3.326767E-02,1.078093E-01
122.29660,-26.77433,2.080169E-02,7.175833E-02
122.29703,-19.35493,4.628672E-02,1.584045E-01
122.29770,-24.07636,1.591880E-02,6.349285E-02
122.29894,-13.14961,8.608699E-02,1.858400E-01
122.30324,-17.60125,7.602894E-02,2.185946E-01
122.30329,-21.10860,2.449732E-02,8.068018E-02
122.30403,-15.57778,4.323652E-02,1.098848E-01
122.30629,-13.28451,8.187268E-02,1.902325E-01
122.30676,-32.70985,1.022722E-01,3.132151E-01
122.30726,-28.12331,2.420356E-02,9.159457E-02
122.30789,-35.81251,1.032467E-02,3.372089E-02
122.30800,-29.33740,2.465948E-02,7.376452E-02
122.30808,-19.48982,4.562102E-02,1.435248E-01
122.30840,-25.56024,1.601501E-02,6.336893E-02
122.30847,-31.63067,4.469651E-02,1.621471E-01
122.30914,-22.72738,1.914003E-02,6.519541E-02
122.30979,-33.78904,2.123990E-02,7.012341E-02
122.31174,-24.21126,1.564242E-02,6.344263E-02
122.31245,-26.90923,2.080359E-02,7.187850E-02
122.31281,-15.71267,4.229728E-02,1.066200E-01
122.31322,-17.73615,7.624350E-02,2.246338E-01
122.31394,-6.80939,1.802810E-01,3.670793E-01
122.31480,-30.55148,3.397839E-02,1.081994E-01
122.31543,-21.24350,2.443596E-02,8.000968E-02
122.31768,-34.86822,1.318864E-02,3.825672E-02
122.31921,-19.62472,4.261490E-02,1.432012E-01
122.32125,-13.55430,7.395388E-02,1.958581E-01
122.32167,-15.84757,4.166179E-02,1.073079E-01
122.32232,-22.86228,1.873828E-02,6.490960E-02
122.32329,-17.87105,6.969988E-02,2.028895E-01
122.32344,-25.69514,1.764004E-02,6.337683E-02
122.32402,-41.47824,0.000000E+00,2.829326E-03
122.32406,-28.25821,2.440632E-02,9.417108E-02
122.32567,-29.47229,2.512041E-02,7.890730E-02
122.32589,-24.34616,1.566165E-02,6.299827E-02
122.32695,-32.84475,6.473862E-02,2.132157E-01
122.32767,-21.37840,2.340434E-02,7.954013E-02
122.32783,-31.76556,4.672271E-02,1.627018E-01
122.32841,-27.04413,2.083537E-02,7.200991E-02
122.33044,-19.75962,4.126544E-02,1.427688E-01
122.33057,-35.94741,1.035783E-02,3.484178E-02
122.33061,-15.98247,4.083315E-02,1.080078E-01
122.33083,-33.92394,1.964612E-02,6.329697E-02
122.33337,-30.68638,3.422966E-02,1.085816E-01
122.33344,-18.00594,6.250755E-02,1.981840E-01
122.33559,-22.99718,1.849230E-02,6.463320E-02
122.33859,-25.83004,1.893219E-02,6.338707E-02
122.33960,-35.00312,1.250776E-02,3.643467E-02
122.33965,-16.11737,4.037267E-02,1.067903E-01
122.34000,-21.51330,2.273621E-02,7.616083E-02
122.34014,-24.48106,1.533934E-02,6.154244E-02
122.34098,-28.39311,2.443720E-02,9.384234E-02
122.34176,-19.89452,3.917651E-02,1.407768E-01
122.34346,-29.60719,2.545968E-02,8.306305E-02
122.34369,-18.14084,6.214784E-02,2.075594E-01
122.34449,-27.17902,2.151487E-02,7.214817E-02
122.34727,-32.97965,4.633806E-02,1.827119E-01
122.34732,-31.90046,5.512926E-02,1.782789E-01
122.34876,-16.25227,4.071217E-02,1.106472E-01
122.34897,-23.13208,1.824731E-02,6.437668E-02
122.35201,-34.05883,1.847114E-02,6.242419E-02
122.35206,-30.82128,3.427775E-02,1.090877E-01
122.35243,-21.64820,2.237964E-02,7.248396E-02
122.35317,-20.02942,3.572567E-02,1.322249E-01
122.35341,-36.08231,1.048485E-02,3.608724E-02
122.35385,-25.96494,1.906173E-02,6.340172E-02
122.35403,-18.27574,6.581727E-02,2.081676E-01
122.35449,-24.61596,1.523924E-02,6.174655E-02
122.35625,-47.41376,0.000000E+00,0.000000E+00
122.35797,-16.38716,4.135136E-02,1.113507E-01
122.35802,-28.52801,2.445778E-02,9.073605E-02
122.36009,-14.22879,6.137937E-02,1.463850E-01
122.36068,-27.31392,2.188572E-02,7.227500E-02
122.36137,-29.74209,2.592012E-02,8.296081E-02
122.36167,-35.13802,1.175782E-02,3.298126E-02
122.36245,-23.26697,1.818694E-02,6.414881E-02
122.36446,-18.41064,6.980037E-02,2.309567E-01
122.36468,-20.16432,3.415314E-02,1.207656E-01
122.36495,-21.78309,2.183166E-02,7.192259E-02
122.36695,-32.03536,5.696511E-02,2.102802E-01
122.36726,-16.52206,4.214562E-02,1.149606E-01
122.36773,-33.11455,4.182458E-02,1.484150E-01
122.36811,-14.36369,5.999842E-02,1.455089E-01
122.36895,-24.75086,1.522143E-02,6.187211E-02
122.36921,-26.09984,1.912588E-02,6.342456E-02
122.37088,-30.95617,3.423139E-02,1.098823E-01
122.37333,-34.19373,1.752104E-02,6.141787E-02
122.37427,-11.93552,1.465918E-01,2.841050E-01
122.37498,-18.54554,7.562153E-02,2.586186E-01
122.37518,-28.66290,2.453535E-02,8.590692E-02
122.37603,-23.40187,1.776713E-02,6.395460E-02
122.37621,-14.49859,5.875703E-02,1.454627E-01
122.37628,-20.29921,3.400946E-02,1.039997E-01
122.37640,-36.21721,1.054951E-02,3.757368E-02
122.37664,-16.65696,4.329868E-02,1.291265E-01
122.37698,-27.44882,2.221087E-02,7.235993E-02
122.37758,-21.91799,2.136786E-02,7.193713E-02
122.37941,-29.87699,2.632217E-02,8.284952E-02
122.38351,-24.88575,1.521266E-02,6.187311E-02
122.38389,-35.27292,1.127293E-02,3.177871E-02
122.38440,-14.63349,5.773727E-02,1.470652E-01
122.38469,-26.23474,1.917169E-02,6.346301E-02
122.38559,-18.68043,7.560997E-02,2.583970E-01
122.38611,-16.79186,4.577959E-02,1.391365E-01
122.38671,-32.17026,5.825221E-02,2.120956E-01
122.38798,-20.43411,3.047855E-02,9.254301E-02
122.38833,-33.24944,3.486442E-02,1.200733E-01
122.38971,-23.53677,1.733068E-02,6.379517E-02
122.38982,-31.09107,3.451563E-02,1.120833E-01
122.39030,-22.05289,2.082632E-02,6.675825E-02
122.39245,-28.79780,2.450236E-02,8.515656E-02
122.39267,-14.76839,5.627250E-02,1.432204E-01
122.39340,-27.58372,2.246856E-02,7.239305E-02
122.39480,-34.32863,1.657166E-02,6.022524E-02
122.39566,-16.92676,5.136419E-02,1.738992E-01
122.39629,-18.81533,7.454557E-02,2.581375E-01
122.39756,-30.01189,2.891883E-02,8.394903E-02
122.39818,-25.02065,1.521225E-02,6.191895E-02
122.39977,-20.56901,2.749997E-02,8.642115E-02
122.40027,-26.36963,1.920070E-02,6.352816E-02
122.40102,-14.90328,5.450685E-02,1.362079E-01
122.40312,-22.18779,2.058495E-02,6.537466E-02
122.40349,-23.67167,1.694642E-02,6.366835E-02
122.40414,-9.50735,4.764352E-01,1.087557E+00
122.40530,-17.06166,5.147694E-02,1.677866E-01
122.40625,-35.40782,1.086013E-02,3.129435E-02
122.40660,-32.30516,9.147649E-02,3.149983E-01
122.40708,-18.95023,6.879602E-02,2.461869E-01
122.40890,-31.22597,3.511093E-02,1.137083E-01
122.40906,-33.38434,3.003055E-02,9.414421E-02
122.40946,-15.03818,5.226844E-02,1.302368E-01
122.40984,-28.93270,2.432723E-02,8.144393E-02
122.40993,-27.71862,2.267758E-02,7.282796E-02
122.41166,-20.70391,2.551310E-02,8.353365E-02
122.41296,-25.15555,1.521996E-02,6.206038E-02
122.41503,-17.19655,5.186803E-02,1.578401E-01
122.41566,-12.74491,1.043988E-01,2.095510E-01
122.41585,-30.14679,3.016043E-02,9.010405E-02
122.41597,-26.50453,1.921929E-02,6.363692E-02
