# generated_by='OpenQuake engine 3.6.0', start_date='2019-09-26T01:23:50', checksum=1403906382, kind='quantile-0.85', investigation_time=50.0
lon,lat,PGA-0.1,PGA-0.02
111.19763,-42.55742,0.000000E+00,0.000000E+00
111.20226,-30.95617,1.123756E-02,5.153583E-02
111.20709,-23.53677,2.183452E-02,6.246744E-02
111.21169,-31.36087,1.193644E-02,5.146187E-02
111.21644,-37.70109,5.456152E-03,2.869730E-02
111.22130,-31.76556,1.315780E-02,5.183025E-02
111.22668,-14.22879,3.756936E-02,8.072006E-02
111.23171,-43.50171,0.000000E+00,0.000000E+00
111.23549,-25.15555,3.577721E-02,1.062897E-01
111.23695,-38.37558,3.456608E-03,2.138479E-02
111.23797,-25.29045,3.574453E-02,1.054782E-01
111.24047,-25.42535,3.461594E-02,9.990145E-02
111.24216,-15.71267,2.318283E-02,4.861363E-02
111.24299,-25.56024,3.461243E-02,9.991808E-02
111.24552,-25.69514,3.328719E-02,9.996434E-02
111.24808,-25.83004,3.327416E-02,1.000004E-01
111.25065,-25.96494,3.323323E-02,1.000105E-01
111.25324,-26.09984,3.317444E-02,1.000131E-01
111.25386,-38.91517,2.026325E-03,1.610949E-02
111.25585,-26.23474,3.307114E-02,1.000067E-01
111.25847,-26.36963,3.294091E-02,9.998493E-02
111.25937,-17.19655,2.303694E-02,5.144037E-02
111.26608,-17.73615,2.285547E-02,4.771167E-02
111.27189,-27.04413,3.180602E-02,9.890921E-02
111.27802,-44.71580,0.000000E+00,0.000000E+00
111.28391,-19.08513,1.900482E-02,5.325990E-02
111.29061,-34.46353,3.896805E-02,1.130059E-01
111.29732,-20.02942,1.794514E-02,6.596075E-02
111.30331,-20.43411,1.828464E-02,6.711518E-02
111.30829,-6.53959,1.157006E-01,2.190547E-01
111.31157,-7.21408,1.537533E-01,3.238423E-01
111.31518,-7.88858,2.258039E-01,4.350714E-01
111.31831,-8.42817,2.875189E-01,5.887854E-01
111.32216,-21.64820,1.640166E-02,5.450150E-02
111.32654,-21.91799,1.644430E-02,5.369063E-02
111.33096,-10.31674,1.077349E+00,1.090000E+00
111.33506,-10.85634,3.388046E-01,8.466557E-01
111.33939,-11.39593,2.155302E-01,4.494726E-01
111.34394,-11.93552,1.448790E-01,2.932636E-01
111.34872,-12.47512,1.048579E-01,2.236725E-01
111.35295,-30.68638,1.157198E-02,5.126144E-02
111.35764,-13.41940,5.795734E-02,1.344310E-01
111.36305,-13.95900,4.299140E-02,9.375858E-02
111.36905,-24.34616,3.248988E-02,9.775043E-02
111.37158,-24.48106,3.428002E-02,1.024201E-01
111.37413,-24.61596,3.458671E-02,1.079513E-01
111.37670,-24.75086,3.562889E-02,1.171469E-01
111.37929,-24.88575,3.580184E-02,1.219842E-01
111.37997,-31.76556,1.355233E-02,5.221822E-02
111.38190,-25.02065,3.592034E-02,1.176995E-01
111.38453,-25.15555,3.600077E-02,1.070828E-01
111.38593,-42.69232,0.000000E+00,0.000000E+00
111.38717,-25.29045,3.605387E-02,1.069490E-01
111.38984,-25.42535,3.608620E-02,1.068593E-01
111.39130,-37.83598,5.394173E-03,2.913154E-02
111.39252,-25.56024,3.605383E-02,1.068426E-01
111.39523,-25.69514,3.556708E-02,1.069041E-01
111.39761,-32.44006,1.556733E-02,5.430614E-02
111.39795,-25.83004,3.470800E-02,1.002133E-01
111.40069,-25.96494,3.358449E-02,1.002338E-01
111.40345,-26.09984,3.351508E-02,1.002480E-01
111.40412,-17.46635,2.445000E-02,4.932946E-02
111.40624,-26.23474,3.341346E-02,1.002531E-01
111.40904,-26.36963,3.328261E-02,1.002428E-01
111.40953,-17.87105,2.273640E-02,4.718985E-02
111.41186,-26.50453,3.313375E-02,1.002090E-01
111.41470,-26.63943,3.308245E-02,1.001374E-01
111.41698,-18.41064,2.041001E-02,4.730841E-02
111.41756,-26.77433,3.300631E-02,1.000066E-01
111.42310,-43.63661,0.000000E+00,0.000000E+00
111.42921,-27.31392,3.167157E-02,9.733547E-02
111.43652,-39.18497,1.741540E-03,1.462277E-02
111.44244,-34.05883,3.940484E-02,1.132512E-01
111.44594,-39.45476,1.315131E-03,1.163798E-02
111.44979,-7.61878,2.065578E-01,4.277912E-01
111.45351,-28.39311,1.817920E-02,5.920463E-02
111.45665,-28.52801,1.754121E-02,5.789487E-02
111.46102,-9.37246,5.832123E-01,1.090000E+00
111.46515,-39.99436,7.482645E-04,7.411891E-03
111.46961,-21.78309,1.704165E-02,5.562590E-02
111.47429,-22.05289,1.735590E-02,5.624035E-02
