EVENT,GAID,LON,LAT,DEP,OMAG,OMAG_TYPE,MB,BRUNE_MAG,BRUNE_MAG_STD,STRESS_DROP,LOG_STRESS_DROP_STD,CORN_FREQ,CORN_FREQ_STD,NRECS,FMIN,FMAX,QUALITY,ML2800,ML2080,DOMAIN,CLUSTER
2012-06-08T11:31:00.000000Z,ga2012lgtkva,150.4,-30.7477,0,4.1,MLa,nan,4.355614839,0.190395851,1.400996452,0.633918372,1.267702645,0.822253409,17,0.3,10,1,4.399,4.316,NCBM,4
2012-06-08T11:32:39.000000Z,ga2012lgtkva,150.4,-30.7477,0,4.1,MLa,nan,4.183086155,0.175240918,1.695010988,0.683241709,1.647632054,1.108227617,11,0.3,12,1,nan,nan,NCBM,4
2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18,5.14,mwt,nan,5.273727424,0.200711906,1.920010083,0.566505816,0.489309065,0.383830519,44,0.03,10,1,5.531,5.442,EBGZ,3
2012-06-22T09:16:03.000000Z,ga2012mghbkx,148.6444,-34.1077,14.3086,3.74,MLa,nan,3.790558589,0.116411875,1.671868252,0.569523102,2.577115362,1.36108292,23,0.8,12,1,3.974,3.876,NCBM,4
2012-07-20T09:11:30.000000Z,ga2012ofrgdr,146.215,-38.231,12,4.32,mwt,nan,4.54188401,0.230498981,1.45025047,0.706548833,1.034867633,0.778692678,35,0.35,10,1,4.576,4.488,EBGZ,3
2012-11-05T19:31:49.000000Z,ga2012vwsftb,129.0448,-11.5463,39.2974,4.49,mb,4.49,3.927916208,0.12208701,48.79055914,0.52152509,6.773809282,2.948412014,4,0.8,8,1,4.497,4.396,CBGZ,6
2012-11-28T22:35:22.000000Z,ga2012xneadt,125.9429,-27.7569,0,3.95,MLa,nan,3.991861247,0.066938564,2.420268741,0.612610238,2.312258462,1.106933742,3,0.8,12,1,4.424,4.326,CBGZ,1
2012-11-29T19:21:18.000000Z,ga2012xothuq,140.6586,-27.7557,5,3.87,MLa,nan,3.998830028,0.213264103,0.759698516,0.420443703,1.558874727,0.939081869,5,0.8,12,1,3.904,3.824,NCBM,5
2013-06-09T14:22:15.000000Z,ga2013lgzayw,131.994,-26.11,0,5.3,mwh,nan,5.462801764,0.185155039,1.72965065,0.661224112,0.380129044,0.325565721,43,0.04,8,1,5.696,5.607,CBGZ,2
2013-07-18T11:39:11.000000Z,ga2013oaiytv,133.8849,-19.8206,9.5209,4.21,MLa,nan,4.098997911,0.313282892,2.950162518,0.774822903,2.183377491,2.506888384,4,0.8,12,1,4.421,4.332,CBGZ,2
2013-10-07T20:15:41.000000Z,ga2013ttrxdk,150.7621,-34.1717,0,3.51,MLa,nan,3.866012865,0.251014427,0.133443611,0.461621151,1.017275614,0.661990978,19,0.8,10,1,3.689,3.591,NCBM,4
2014-02-26T00:00:07.000000Z,ga2014dyurkb,121.1872,-30.6786,0.0756,4.2,mwh,nan,4.477161414,0.225366874,0.584198481,0.395084,0.823414616,0.527252445,44,0.07,10,1,4.688,4.594,CBGZ,1
2014-04-29T09:54:56.000000Z,ga2014ijjknn,139.5405,-32.7959,12.6493,4.1,mwh,nan,4.389631462,0.143901501,3.366062553,0.549963536,1.632691509,0.916011554,24,0.6,10,1,4.733,4.641,NCBM,5
2014-06-04T02:29:09.000000Z,ga2014kwwubq,137.7095,-29.8668,12.7111,4.64,ML,nan,4.384084622,0.136132701,3.149639109,0.330207502,1.607152512,0.465809182,15,0.5,10,1,4.673,4.589,NCBM,5
2014-09-26T15:38:16.000000Z,ga2014szdskg,119.5339,-20.0995,10,4.61,mb,4.61,4.197998674,0.07868307,1.433459757,0.411843921,1.531586873,0.412558274,6,0.5,10,1,nan,nan,CBGZ,8
2014-10-31T19:15:25.000000Z,ga2014vlriii,121.2319,-30.8146,10,4.48,mb,4.48,4.376816173,0.324992792,0.081698678,0.537878267,0.479743826,0.425330261,37,0.08,8,1,4.016,3.923,CBGZ,1
2014-12-02T16:34:40.000000Z,ga2014xsffza,145.846,-38.418,8.8,3.39,MLa,nan,3.548522129,0.137570595,0.362521265,0.728039471,2.045797146,1.465717344,19,0.7,12,1,3.499,3.405,EBGZ,3
2014-12-03T19:05:10.000000Z,ga2014xufynv,145.4424,-38.1015,10,3.26,MLa,nan,3.410822358,0.130920557,0.588181016,0.848206025,2.816901274,2.931249577,14,0.8,12,1,3.427,3.332,EBGZ,3
2015-02-15T15:57:09.000000Z,ga2015dfvkkl,151.4361,-25.1459,12.5,4.8,mwh,nan,5.094816108,0.191488724,2.300155654,0.447181147,0.638543015,0.346920026,38,0.02,10,1,5.402,5.312,NCBM,7
2015-02-16T05:56:49.000000Z,ga2015dgxfza,151.4593,-25.0536,0,3.99,MLa,nan,3.778892699,0.155547054,7.961838853,0.406977182,4.394443809,1.074448346,8,0.8,12,1,4.117,4.015,NCBM,7
2015-07-29T23:41:43.000000Z,ga2015ovlxbt,154.411,-25.353,13,5.4,Mwp,nan,5.689065294,0.173317505,0.490110574,0.396214137,0.192417476,0.137683666,38,0.03,6,1,5.441,5.356,,7
2015-08-01T03:38:45.000000Z,ga2015ozlfce,154.433,-25.383,13,5.3,Mwp,nan,5.601298956,0.167842949,0.38100098,0.429893901,0.195736442,0.125931352,38,0.03,6,1,5.234,5.149,,7
2015-08-01T04:46:26.000000Z,ga2015oznlkq,154.2735,-25.3761,30,5.11,mb,5.11,5.209940749,0.333679718,0.460653451,0.410608007,0.327215252,0.253579764,29,0.03,6,1,5.006,4.921,,7
2015-09-17T02:44:55.000000Z,ga2015shqobo,142.4188,-39.8392,10,4.8,mb,4.8,4.412752941,0.364215312,1.2127535,0.690164408,1.131254134,0.918291612,26,0.5,8,1,4.533,4.444,EBGZ,3
2015-10-07T20:30:11.000000Z,ga2015ttsjqh,121.8877,-17.1917,0,4.45,ML,nan,4.180053901,0.160074504,9.536042887,0.921032004,2.940638137,3.46405196,8,0.4,8,1,4.445,4.345,CBGZ,8
2015-10-13T06:54:56.000000Z,ga2015udrskb,120.7514,-22.5689,13.286,4,mwh,4.44,4.461926899,0.042914871,1.074737074,0.535407951,1.026793469,0.464821114,8,0.4,10,1,nan,nan,CBGZ,8
2015-11-03T01:07:44.000000Z,ga2015vpulrr,133.9378,-19.7835,10.8453,3.85,MLa,nan,4.050396162,0.086747822,0.299688154,0.266115611,1.077384977,0.481758191,4,0.8,12,1,3.912,3.824,CBGZ,2
2016-01-30T17:39:14.000000Z,ga2016ccpehm,149.0798,-35.9102,7.1812,3.58,MLa,nan,3.644729744,0.238805326,1.143169678,0.50735101,2.6854547,1.732380385,31,0.8,12,1,3.706,3.608,NCBM,4
2016-04-28T16:52:44.000000Z,ga2016ijxgog,133.8884,-19.7698,10,3.95,MLa,nan,3.993068155,0.174791006,0.778025783,0.272245589,1.581768987,0.701041882,5,0.6,12,1,4.066,3.966,CBGZ,2
2016-05-10T09:44:35.000000Z,ga2016jfjuef,118.6896,-16.3973,0,5.29,mb,5.29,4.918545634,0.083616651,5.744150592,0.427034155,1.061243214,0.45110693,13,0.03,8,1,4.835,4.752,EBGZ,8
2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0,6.1,Mwp,nan,5.939621758,0.289951958,6.875243468,0.521763632,0.347774407,0.329341873,82,0.03,7,1,6.063,5.971,CBGZ,2
2016-05-21T08:46:18.000000Z,ga2016jzmvqc,129.8367,-25.6007,0,4.09,MLa,nan,4.009347983,0.115528643,1.741154498,0.34315739,2.030568208,0.632722918,6,0.8,12,1,4.312,4.215,CBGZ,2
2016-05-28T15:30:26.000000Z,ga2016kmwiau,122.4661,-32.4966,0,4.95,ML,nan,5.01259321,0.162426781,1.354636994,0.365479652,0.588378566,0.326500842,22,0.02,10,1,5.003,4.91,CBGZ,1
2016-05-28T16:38:44.000000Z,ga2016kmyoxb,122.4381,-32.4599,0,5.1,ML,nan,5.047282824,0.187269168,2.144701613,0.385012774,0.658910889,0.28103765,20,0.02,10,1,5.381,5.292,CBGZ,1
2016-06-07T00:02:19.000000Z,ga2016leavbj,152.5031,-33.5018,0,4,ML,nan,4.015276459,0.118952356,0.492222954,0.469803586,1.323614539,0.726177826,12,0.8,8,1,4.2,4.103,EBGZ,4
2016-06-08T02:01:09.000000Z,ga2016lgamis,122.493,-32.5055,0,4.35,MLa,nan,4.254345896,0.103417707,2.040641645,0.386251145,1.614712117,0.840622822,7,0.8,12,1,4.616,4.534,CBGZ,1
2016-06-19T01:54:09.000000Z,ga2016maffzo,136.4501,-35.9162,10,4.5,ML,nan,4.220334932,0.120978119,3.670035432,0.507958984,2.042059648,1.794372019,9,0.5,10,1,4.749,4.652,EBGZ,5
2016-07-08T09:40:50.000000Z,ga2016njrmwh,122.5108,-32.4576,0,5.59,ML,nan,5.178002316,0.145291617,5.792872391,0.452231162,0.789422136,0.331814834,23,0.02,10,1,5.856,5.771,CBGZ,1
2016-07-14T10:08:55.000000Z,ga2016nusuiu,122.433,-32.5355,0,4.22,MLa,nan,4.076192825,0.194012344,3.560770497,0.4138411,2.386514363,1.341707556,9,0.6,12,1,4.486,4.395,CBGZ,1
2016-07-16T11:44:49.000000Z,ga2016nynkte,122.4355,-32.5007,0,3.96,ML,nan,3.825648329,0.194144353,4.736182764,0.525454938,3.502120814,2.730111678,7,0.8,12,1,4.261,4.165,CBGZ,1
2016-08-13T15:31:13.000000Z,ga2016pyfgmi,152.8669,-23.8209,10,4.41,ML,nan,4.769207338,0.17245948,0.224946391,0.49613997,0.427991501,0.300088352,48,0.04,5,1,4.712,4.628,EBGZ,7
2016-08-18T04:30:07.000000Z,ga2016qgnzey,148.8628,-19.768,0,5.8,Mwp,nan,5.856748322,0.153173682,15.02044655,0.591146498,0.496439037,0.37156392,82,0.03,5,1,6.216,6.131,NCBM,7
2016-09-05T16:23:37.000000Z,ga2016romrwq,122.2198,-32.4185,0,4.21,ML,nan,3.931740796,0.091704006,3.430118914,0.556545173,2.783418215,1.122230163,12,0.6,12,1,4.408,4.304,CBGZ,1
2016-11-06T09:54:31.000000Z,ga2016vxuvdr,127.9866,-19.1059,10,5.07,ML,nan,4.842928142,0.172744403,4.063630154,0.587759844,1.03162009,0.892215621,25,0.4,10,1,5.398,5.317,CBGZ,2
2017-01-03T15:30:19.000000Z,ga2017aewhlh,118.4554,-30.6094,10,4.18,ML,nan,3.816048651,0.161960721,1.043991859,0.268843028,2.139047929,0.537749821,7,0.5,10,1,4.213,4.118,CBGZ,1
2017-01-31T19:40:15.000000Z,ga2017ceoxls,146.2254,-38.455,10,3.45,MLa,nan,3.607422579,0.129382057,0.436085637,0.660866006,2.033098605,1.388379522,27,0.8,12,1,3.628,3.533,EBGZ,3
2017-04-04T03:55:53.000000Z,ga2017gpajda,128.9391,-25.9025,10,3.97,MLa,nan,3.834368772,0.083545172,1.350700816,0.198911698,2.282169019,0.554767421,4,0.8,12,1,4.003,3.918,CBGZ,2
2017-04-13T16:31:05.000000Z,ga2017hgmxvb,148.9557,-33.4639,0,4.27,ML,nan,4.311292108,0.306258659,0.496421929,0.391449835,0.944024798,0.49323109,34,0.35,7,1,4.362,4.274,NCBM,4
2017-05-15T19:12:42.000000Z,ga2017jnlngh,123.5876,-27.1668,10,3.9,MLa,nan,3.788637675,0.115208565,1.955913468,0.408117415,2.721511532,0.987772885,7,0.8,12,1,4.146,4.054,CBGZ,1
2017-08-06T04:21:50.000000Z,ga2017pirgpw,128.0179,-19.1337,10,4.97,ML,nan,4.82242896,0.16946091,2.620979084,0.400487888,0.912611301,0.497820685,27,0.25,10,1,5.25,5.167,CBGZ,2
2017-08-31T08:07:10.000000Z,ga2017rcvwum,117.215,-30.4605,10,3.87,MLa,nan,3.831076404,0.277857682,0.582175715,0.3088426,1.730449636,0.620557294,8,0.6,8,1,3.936,3.84,CBGZ,1
2018-01-24T02:28:20.000000Z,ga2018bqkqbr,153.0258,-30.6453,10,4.23,ML,nan,4.259281576,0.129166833,1.837954172,0.473240437,1.550540956,0.835202051,17,0.5,8,1,4.416,4.329,NCBM,4
2018-05-12T00:50:56.000000Z,ga2018jgnveu,139.3305,-28.7981,10,4.09,MLa,nan,4.036935413,0.116056455,1.658746802,0.444471033,1.935551793,0.792975301,17,0.5,10,1,4.273,4.184,CBGZ,5
2018-06-20T02:54:32.154000Z,ga2018mahejo,122.4235687,-32.66796494,10,4.6594319,ML,5.07936935,4.644759441,0.052216005,1.373204049,0.262089929,0.902702078,0.193957754,16,0.3,12,1,4.853,4.775,CBGZ,1
2018-07-01T02:27:40.759000Z,ga2018mulipo,136.6786346,-33.6055603,10,3.72191545,ML,4.17258938,3.534201342,0.139744218,1.615535589,0.58826025,3.422556631,1.58572872,20,0.8,12,1,3.764,3.665,CBGZ,5
2018-07-22T02:46:01.508000Z,ga2018ohacqd,148.9633636,-33.47355652,10,3.82650506,ML,nan,3.682361208,0.12800489,0.656156887,0.385279195,2.137147174,0.900870881,22,1.2,12,1,3.765,3.667,NCBM,4
2018-09-10T21:55:20.741000Z,ga2018rwgpgw,122.615387,-12.83352947,18.48936844,4.7884784,mb,4.7884784,4.078385416,0.247762912,2.164827319,0.614648043,2.016636001,1.80807051,19,0.8,8,1,4.223,4.131,EBGZ,6
2018-09-14T21:51:47.119000Z,ga2018sdphry,150.8257294,-32.33989716,1.03484511,3.51689081,ML,3.94002447,3.585526757,0.150640365,0.389051745,0.419629509,2.007173347,0.947684107,20,0.8,10,1,3.499,3.407,NCBM,4
2018-09-16T04:56:24.116000Z,ga2018sfzeme,116.78,-34.43,1.72017396,5.25264889,Mw,5.2360801,5.338728824,0.281501253,4.19316765,0.481360166,0.589063528,0.416205639,42,0.09,5,1,5.539,5.451,CBGZ,1
2018-10-12T16:31:29.048000Z,ga2018ucpciy,116.7873306,-34.42316055,5.76605177,4.64511297,ML,5.04720756,4.451847763,0.20484859,0.862659902,0.559738102,0.965387771,0.630211223,13,0.3,8,1,4.479,4.386,CBGZ,1
2018-11-08T10:59:09.528000Z,ga2018vzsrsz,116.7987671,-34.42027664,3,3.81354812,ML,3.91984968,3.690134613,0.190176895,0.816254665,0.858389355,2.278000017,1.301570008,7,0.6,10,1,3.582,3.477,CBGZ,1
2018-11-08T21:07:00.006000Z,ga2018wamvnf,116.7873306,-34.42316055,3.01950908,5.20321735,Mw,nan,5.395861866,0.292078119,3.009180871,0.394243664,0.493815027,0.297706981,43,0.1,5,1,5.305,5.208,CBGZ,1
2018-11-21T15:58:50.991000Z,ga2018wxzblb,136.8457489,-33.36133957,10,3.66149028,ML,4.2653222,3.622366039,0.193853663,1.33973684,0.552017858,2.905154838,1.515209477,28,0.7,10,1,3.777,3.681,CBGZ,5
2018-12-16T14:26:21.333000Z,ga2018yrtdrs,112.6228561,-23.30430031,10,5.85092492,Mw,5.71168794,5.955117208,0.230085446,16.9253874,0.414393166,0.461282246,0.379485464,38,0.05,5,1,6.194,6.101,EBGZ,8
2019-01-13T19:43:09.047000Z,ga2019axnyeq,118.5169907,-33.95681763,10,3.58729367,ML,nan,3.132868548,0.086955726,1.13184177,0.729435155,4.825105005,3.362245958,10,1.5,10,1,3.406,3.3,CBGZ,1
2019-02-01T08:28:19.788000Z,ga2019cfojhl,113.3016357,-24.50074196,10,4.40320787,ML,4.83721176,4.367384888,0.296764221,6.788539527,0.352884561,2.116307691,1.43934727,20,0.4,10,1,4.539,4.447,EBGZ,8
2019-05-30T02:26:50.969000Z,ga2019knsbtf,131.8587646,-21.28147316,10,5.39990724,ML,5.63173827,5.147043077,0.223348917,7.338914119,0.512073547,0.885186675,0.511902805,160,0.04,10,1,5.62,5.531,CBGZ,2
2019-05-30T07:38:53.830000Z,ga2019kockqs,131.9233704,-21.32752419,10,4.33065809,ML,4.80943421,4.183235422,0.172130428,8.360212601,0.632893708,2.804145431,1.802323872,111,0.6,10,1,4.698,4.597,CBGZ,2
2019-06-20T14:30:09.393000Z,ga2019mbehlj,119.3349304,-33.1002388,10,4.25498033,ML,4.46142494,3.789767322,0.125557094,1.348636024,0.269094445,2.401192962,0.689545825,6,1.3,10,1,4.198,4.105,CBGZ,1
2019-06-23T13:47:23.980000Z,ga2019mgqbes,120.0310593,-30.72055244,10,3.76766514,ML,3.7144958,3.558353316,0.110895456,1.917060958,0.317679243,3.524096459,1.192713879,7,0.9,19,1,3.874,3.777,CBGZ,1
2019-07-14T05:39:24.991000Z,ga2019nsodfc,120.2946854,-18.26223373,20,6.55122597,Mww,6.35791224,6.565110015,0.206131454,20.29172871,0.314343019,0.242789823,0.107334179,50,0.01,7,1,6.771,6.684,CBGZ,8
2019-07-14T07:26:37.287000Z,ga2019nsrrqq,120.42556,-18.20709038,15.75727749,4.55249728,ML,5.20124566,4.567444367,0.216838816,5.770855625,0.505200073,1.592344468,0.945409189,46,0.5,10,1,4.9,4.808,CBGZ,8
2019-07-14T21:33:54.935000Z,ga2019ntttsx,120.5684814,-18.36467743,21.91589737,4.36465236,ML,5.01291009,4.44241094,0.178268512,2.694507821,0.516919458,1.426593201,0.865991671,42,0.25,10,1,4.636,4.542,CBGZ,8
2019-07-14T23:01:36.282000Z,ga2019ntwrhw,120.2814636,-18.28185654,10,4.72501892,Mw,5.50426372,5.147871611,0.143603218,9.424241916,0.436774436,0.961225921,0.445166322,48,0.04,10,1,5.619,5.535,CBGZ,8
2019-07-17T10:20:12.812000Z,ga2019nykpwb,120.3633499,-18.52585411,21.46323967,4.42296652,ML,4.9802334,4.220844215,0.188135336,4.442206577,0.498413725,2.174986738,1.096459367,35,0.6,10,1,4.558,4.463,CBGZ,8
2019-07-25T19:06:13.545000Z,ga2019ontweu,120.2585831,-18.26270294,10,4.48567601,ML,4.99281615,4.414075233,0.170359176,3.615313515,0.569834456,1.625636753,0.928707547,44,0.4,10,1,4.74,4.648,CBGZ,8
2019-08-01T01:22:15.845000Z,ga2019ozgrmh,133.849,-19.822,5,4.98775771,Mw,5.19336681,5.173636825,0.245957831,4.191373387,0.45905276,0.712272497,0.387613838,166,0.04,8,1,5.602,5.515,CBGZ,2
2019-08-01T16:49:18.002000Z,ga2019palktq,117.5561371,-34.69829941,10,3.82625022,ML,4.28698067,3.475900203,0.192016207,0.678732184,0.423691779,2.741333353,1.192763696,6,0.7,8,1,3.749,3.646,CBGZ,1
2019-08-01T23:03:57.005000Z,ga2019paxvfc,120.2637711,-18.28358841,10,4.75469771,ML,5.36735619,4.615563447,0.135023329,9.708430276,0.432623457,1.791762401,0.887927763,44,0.3,10,1,5.074,4.981,CBGZ,8
2019-08-12T19:11:47.373000Z,ga2019puvcuy,120.5794525,-21.41424179,10,4.61978938,ML,4.76116766,4.179164842,0.17254636,4.515546049,0.470704705,2.294387712,0.877429886,43,0.4,10,1,4.614,4.513,CBGZ,8
2019-08-18T11:38:41.661000Z,ga2019qfglqd,151.8996429,-20.95031929,10,4.52018142,ML,4.72395036,4.477405094,0.087382515,1.000653526,0.77681117,0.984928037,0.82574914,5,0.3,6,1,4.495,4.404,NCBM,7
2019-08-31T21:00:25.481000Z,ga2019rdvncw,134.3556671,-35.36056519,10,3.96501976,MLa,4.35121919,4.151414674,0.215077718,0.873962869,0.471385865,1.370259413,0.844804986,50,0.6,8,1,4.197,4.111,EBGZ,5
2019-09-11T09:01:00.956000Z,ga2019rxcqxd,127.4865189,-23.52555084,10,4.03965206,MLa,nan,3.959727925,0.197864427,1.691025897,0.583895761,2.129112426,1.772008519,53,0.4,12,1,4.166,4.071,CBGZ,2
2019-12-16T04:27:39.851000Z,ga2019yqzhvl,150.890274,-32.32577515,10,3.75081554,ML,nan,3.822962076,0.126148692,0.729785442,0.486974433,1.883344775,1.189074733,11,1.2,10,1,3.851,3.756,NCBM,4
2019-12-16T05:29:42.159000Z,ga2019yrbjfq,150.835968,-32.34764862,10,4.3513545,ML,nan,4.569475061,0.234178059,0.440252954,0.407734412,0.673765909,0.430915486,33,0.04,8,1,4.502,4.413,NCBM,4
2020-04-15T07:11:04.955000Z,ga2020hlhnxn,148.7121429,-19.87002563,10,4.97527069,ML,nan,4.941221506,0.210261501,1.012244238,0.5353573,0.579646862,0.443041874,28,0.03,6,1,5.072,4.982,NCBM,7
2020-05-02T17:48:38.026000Z,ga2020iriaiq,150.8701172,-32.34958267,10,3.90431618,ML,nan,3.862516807,0.14131131,0.89444852,0.527441662,1.925776356,1.388681077,18,0.55,8,1,3.991,3.896,NCBM,4
2020-05-14T05:53:34.681000Z,ga2020jmlaqc,138.8015442,-33.71071243,10,4.3144191,MLa,nan,4.227510978,0.191565685,2.736043445,0.601612251,1.836388839,1.39444652,36,0.5,12,1,4.474,4.384,NCBM,5
2020-08-23T03:00:52.164000Z,ga2020qppqrr,146.2671661,-20.98827553,10,4.78025648,ML,nan,4.579335084,0.213510599,2.675078753,0.548514161,1.215599331,0.91702889,18,0.4,10,1,4.928,4.837,NCBM,7
2020-09-25T14:28:55.023000Z,ga2020szbkji,150.6940308,-30.57366371,10,3.5913622,ML,nan,3.664663094,0.079967727,1.418817825,0.600155049,2.820480723,1.499919279,14,0.9,8,1,3.711,3.618,NCBM,4
2020-09-29T12:11:42.641000Z,ga2020tgftxc,117.1850052,-21.32128716,10,4.04514713,MLa,nan,4.222354904,0.124916316,2.250910829,0.066017939,1.73096299,0.180859945,3,0.6,12,1,4.54,4.451,CBGZ,8
2021-01-29T19:47:55.945000Z,ga2021caxsis,121.8011627,-13.95501137,10,5.57672926,Mw,5.7657236,5.617695499,0.222344424,5.552371161,0.294847671,0.4691635,0.198824067,17,0.03,4,1,nan,nan,EBGZ,6
2021-02-07T09:41:31.404000Z,ga2021cqrdrt,150.8415985,-32.3411026,0.70630425,3.5092449,ML,3.54125106,3.736172646,0.130576184,0.291481829,0.414032039,1.532721711,0.654898314,18,0.8,12,1,3.618,3.526,NCBM,4
2021-03-12T13:57:43.064000Z,ga2021ezopso,129.4467163,-22.30257416,10,4.24131604,ML,nan,4.194450422,0.187445287,1.327509856,0.543403336,1.498993827,0.933783454,47,0.9,10,1,4.348,4.26,CBGZ,2
2021-06-22T19:09:41.451000Z,ga2021mffacg,143.5796661,-38.90559006,10,3.64427479,ML,nan,4.027738927,0.1898755,0.155677704,0.408734173,0.888965991,0.55972912,10,0.5,5,1,3.834,3.753,EBGZ,3
2021-06-24T06:57:02.751000Z,ga2021mhyeok,120.1802902,-18.32783318,10,5.11539994,Mw,5.60608662,5.161452123,0.160901571,9.708867223,0.475969585,0.955746237,0.543052262,22,0.03,5,1,5.393,5.308,CBGZ,8
2021-06-24T18:30:26.389000Z,ga2021mivear,141.6354065,-31.5410347,10,3.58385546,ML,nan,3.81196253,0.17044799,3.49757785,0.586581288,3.215784979,1.792850823,65,0.6,8,1,3.924,3.833,NCBM,5
2021-06-26T22:12:14.518000Z,ga2021mmtyxy,113.8629837,-22.95962143,10,4.70659098,ML,5.22975188,4.737886608,0.101434679,3.298691671,0.329494628,1.086049804,0.310558654,16,0.1,6,1,4.912,4.825,EBGZ,8
2021-07-19T08:12:48.073000Z,ga2021obxvvc,117.2765732,-30.95134926,5,3.51038856,ML,nan,3.40939748,0.252665129,0.250504278,0.608497378,2.122847416,1.876109711,16,0.7,8,1,3.236,3.135,CBGZ,1
2021-09-21T23:15:53.776000Z,ga2021sqogij,146.3478699,-37.49168396,10,5.86849626,Mw,5.83185068,5.956231984,0.198789998,17.28689512,0.444064189,0.46394747,0.283669045,68,0.03,5,1,6.324,6.238,NCBM,3
2021-09-21T23:33:38.777000Z,ga2021sqovqr,146.2875366,-37.47331619,11.11868954,4.07165844,ML,4.50141071,4.237672749,0.129934853,0.954242628,0.331049935,1.277602346,0.583257762,16,0.9,8,1,4.229,4.144,NCBM,3
2021-10-08T16:47:26.216000Z,ga2021tvgsoo,141.0533,-35.4862,10,4.81305843,ML,5.00324868,4.916968655,0.212436884,1.479731208,0.516021729,0.676481235,0.487540673,108,0.03,8,1,4.956,4.873,NCBM,3
2021-11-13T13:05:52.663000Z,ga2021wjbnip,119.8416,-21.1301,35,5.32347935,Mw,5.69924278,5.106864498,0.233277126,41.78300719,0.477554978,1.655440031,1.189037406,43,0.03,6,1,5.578,5.484,CBGZ,8
2022-01-05T11:37:01.343000Z,ga2022aigaei,117.0198517,-33.34041214,6.94343853,3.99061331,ML,nan,3.982725246,0.291412428,0.203755056,0.376709072,1.024124242,0.565897691,18,0.4,5,1,3.835,3.73,CBGZ,1
2022-01-22T07:40:49.206000Z,ga2022bndnpd,117.0591278,-33.3127594,8.30578518,3.75466481,ML,nan,3.865506993,0.234398289,0.313743847,0.409515022,1.353476481,0.805843481,16,0.4,10,1,3.722,3.624,CBGZ,1
2022-01-22T07:57:32.304000Z,ga2022bnebzv,117.0443344,-33.3227272,9.69913387,3.50808459,ML,nan,3.627874657,0.216123222,0.179953797,0.47729489,1.478412004,1.055632973,19,0.6,10,1,3.533,3.436,CBGZ,1
2022-01-24T21:24:47.666000Z,ga2022brwhkb,117.0213,-33.3494,1.9,4.75257696,ML,nan,4.559151831,0.194390956,0.965006421,0.296596441,0.885686359,0.279245971,15,0.05,8,1,4.701,4.606,CBGZ,1
2022-01-24T21:50:09.468000Z,ga2022brxdgl,117.0271149,-33.33148193,5,3.51562546,ML,nan,3.690654778,0.196682593,0.23622756,0.362030851,1.505897006,0.605060114,18,0.6,10,1,3.562,3.465,CBGZ,1
2022-02-01T10:41:03.626000Z,ga2022cfstsd,117.0341263,-33.34535599,5,4.25975701,ML,nan,4.278911397,0.188613715,0.201864876,0.342449889,0.725956099,0.383387141,9,0.1,8,1,4.085,3.99,CBGZ,1
2022-03-05T20:50:08.501000Z,ga2022engesz,138.8569,-35.0981,26.1,3.67978346,ML,nan,3.697621473,0.164185132,3.422215628,0.510024426,3.641700208,2.324962911,21,0.6,7,1,3.922,3.828,NCBM,5
2022-07-02T13:01:59.499000Z,ga2022mxcccc,121.2898026,-30.66849518,10,3.51530194,ML,nan,3.696662393,0.152243599,0.661334449,0.513522643,2.107762416,1.389552265,21,1,10,1,3.716,3.621,CBGZ,1
2022-07-24T14:21:39.582000Z,ga2022oloscs,130.0454407,-17.06973076,10,4.15950259,ML,nan,4.198261615,0.211810983,1.853043711,0.613090538,1.667926407,1.560826014,25,0.4,10,1,4.483,4.389,CBGZ,6
2022-08-21T04:37:01.042000Z,ga2022qkfqvg,117.0684809,-30.83329033,5.01238726,4.3519093,ML,nan,4.334100193,0.188938753,1.088772215,0.520799255,1.194743613,0.868916124,15,0.1,7,1,4.485,4.39,CBGZ,1
2022-10-26T19:22:43.284000Z,ga2022vcmyib,134.5755463,-12.32723713,10,4.10365042,ML,nan,3.910703317,0.189064515,2.340602775,0.62738523,2.510556794,1.639330885,13,0.8,10,1,4.32,4.221,CBGZ,6
2022-11-04T22:45:47.957000Z,ga2022vthdlu,148.8685303,-34.34418106,3.01862669,3.99155628,ML,nan,3.992787534,0.161778883,0.630246181,0.464813333,1.474988987,1.033491148,28,0.3,10,1,4.047,3.956,NCBM,4
2022-11-21T10:05:07.001000Z,ga2022wxniqe,123.4449844,-17.61831474,10,4.30544534,ML,nan,4.467633315,0.160124388,3.400796799,0.605407707,1.497577733,1.115958734,31,0.2,8,1,4.593,4.498,CBGZ,6
2022-11-23T07:24:06.741000Z,ga2022xazlrn,120.808197,-27.71071815,10,3.97813379,ML,nan,3.830846612,0.146111899,1.643970468,0.698459618,2.446548532,1.769654905,26,1,12,1,4.239,4.145,CBGZ,1
2022-12-11T14:34:49.181000Z,ga2022yiouyy,125.9933701,-31.72974968,10,4.64633172,ML,nan,4.536938888,0.165535081,3.108251943,0.684873511,1.341884381,0.946872538,106,0.5,8,1,5.081,4.993,CBGZ,1
