EVENT,GAID,LON,LAT,DEP,OMAG,OMAG_TYPE,MB,BRUNE_MAG,BRUNE_MAG_STD,STRESS_DROP,LOG_STRESS_DROP_STD,CORN_FREQ,CORN_FREQ_STD,NRECS,FMIN,FMAX,QUALITY,ML2800,ML2080,DOMAIN
2008-07-29T11:09:20.000000Z,ga2008owirpq,122.11,-14.55,0,4.5,ML,nan,4.413029157,0.180584217,0.311930396,0.403639471,0.71920129,0.367399,6,0.4,4,1,nan,nan,EBGZ
2008-10-23T11:52:05.000000Z,ga2008uygodj,140.656,-32.477,6.6,4,ML,nan,3.403178691,0.007883361,2.059893828,0.071219773,4.315569057,0.274950087,2,1.2,10,2,nan,nan,NCBM
2008-11-16T02:02:18.000000Z,ga2008wpolap,138.729,-31.402,19.2,4.2,ML,nan,3.791365334,0.171800076,4.111238824,0.116701227,3.475260567,0.928993554,3,0.6,10,0,nan,nan,NCBM
2009-01-26T00:29:19.000000Z,ga2009btydgx,139.029,-32.757,10,4.5,ML,nan,4.198452153,0.114536382,4.331912831,0.574981268,2.213160771,0.991864853,19,0.5,10,1,4.519,4.432,NCBM
2009-01-30T17:33:11.000000Z,ga2009ccozby,117.774,-30.212,0,4.1,ML,nan,3.987365007,0.157638415,0.324169415,0.337581302,1.189197478,0.471260391,5,0.4,10,1,4.045,3.952,CBGZ
2009-01-31T08:47:03.000000Z,ga2009cdtgox,117.784,-30.23,2.1,3.8,mwh,nan,4.085583696,0.175135747,0.480584606,0.278103535,1.210999344,0.349567165,6,0.4,10,1,4.163,4.067,CBGZ
2009-01-31T11:55:21.000000Z,ga2009cdzmvt,117.798,-30.215,0,4.4,ML,nan,3.981614745,0.150098816,0.471780577,0.395420449,1.35659991,0.594268053,6,0.7,10,1,4.109,4.019,CBGZ
2009-02-01T00:42:40.000000Z,ga2009ceyybh,117.819,-30.209,0,4,ML,nan,3.750683802,0.134686871,0.201332395,0.400906184,1.332421983,0.604929099,5,0.3,10,1,3.809,3.71,CBGZ
2009-02-01T21:57:40.000000Z,ga2009cgpetk,117.795,-30.214,0,4,ML,nan,3.732831864,0.116045585,0.25746466,0.455377978,1.47628117,0.761864523,5,0.6,10,1,3.817,3.717,CBGZ
2009-03-05T12:53:51.000000Z,ga2009emqkho,117.774,-30.208,0,4,mwh,nan,4.523567217,0.238132465,0.263068461,0.318534439,0.598299248,0.344049257,7,0.04,5,1,4.371,4.282,CBGZ
2009-03-06T01:35:59.000000Z,ga2009enpraz,121.252,-16.314,0,5.1,ML,nan,4.369454261,0.05639069,3.720242684,0.440095909,1.72772956,0.675452973,9,0.4,8,1,nan,nan,CBGZ
2009-03-06T09:55:36.000000Z,ga2009eogfou,145.839,-38.445,14.8,4.4,mwt,nan,4.808082149,0.351565492,0.630665149,0.681521052,0.577082193,0.692470191,21,0.4,10,1,4.727,4.636,EBGZ
2009-03-18T05:28:17.000000Z,ga2009fjybuf,145.822,-38.425,15,4.3,mwt,nan,4.642781077,0.2480237,0.778088981,0.581453211,0.748683658,0.77116208,25,0.4,10,1,4.619,4.527,EBGZ
2009-04-08T05:31:50.000000Z,ga2009gwmlih,116.881,-34.148,0,4.1,ML,nan,3.831928908,0.184506906,1.247378545,0.219953964,2.228678585,0.760061156,5,1,8,1,4.29,4.194,CBGZ
2009-06-25T15:16:49.000000Z,ga2009mkkmbo,117.468,-30.619,0,4.2,ML,nan,3.781777674,0.150910541,0.755390519,0.189382317,1.997625824,0.585848461,4,0.7,10,1,4.112,4.017,CBGZ
2009-08-05T21:43:25.000000Z,ga2009piebhl,137.222,-38.945,30,4.8,ML,nan,4.457340582,0.241873244,0.619529997,0.407495927,0.859072123,0.488907377,9,0.3,7,0,4.41,4.323,
2009-08-12T04:56:54.000000Z,ga2009ptsucv,137.4686,-38.799,10,4.5,ML,nan,4.000273784,0.169284112,2.705713761,0.242551641,2.376673527,0.647859573,5,1,8,1,4.108,4.014,
2010-04-20T00:17:09.000000Z,ga2010hscssm,121.4892,-30.787,1.75,4.1,mwh,nan,4.553963402,0.113827093,2.355275818,0.403553883,1.199622752,0.329502701,9,0.2,5,1,4.758,4.667,CBGZ
2010-06-05T21:47:00.000000Z,ga2010laewrw,136.714,-33.559,15,4.8,ML,nan,4.490957166,0.16470496,1.964456824,0.54043995,1.214175271,0.786729934,20,0.3,5,1,4.887,4.795,CBGZ
2010-07-30T21:29:22.000000Z,ga2010oxdfxj,138.1414,-32.175,10,4.17,ML,nan,3.889603418,0.146059613,1.387067151,0.428340491,2.160611039,0.907942493,13,0.7,9,1,4.088,3.997,NCBM
2010-09-29T09:09:25.000000Z,ga2010tedzyu,143.7524,-29.568,0,4.02,MLa,nan,3.928398285,0.032650721,2.87764808,0.715870477,2.635274677,1.740369193,4,0.7,12,1,4.001,3.916,NCBM
2010-10-10T02:30:18.000000Z,ga2010txvtsj,139.9606,-32.902,0,4.13,ML,nan,4.043865585,0.12779467,1.346433116,0.399157724,1.79118842,0.624166849,11,0.6,10,1,4.108,4.02,NCBM
2010-10-27T14:18:02.000000Z,ga2010vdyonz,143.5944,-29.438,7.32,4.36,ML,nan,4.319807886,0.122859798,2.392692007,0.511171376,1.57907998,0.987490163,17,0.5,10,1,4.44,4.355,NCBM
2011-01-15T00:38:01.000000Z,ga2011aztlcc,136.4669,-33.5729,0.9,3.87,MLa,nan,3.558536454,0.143728556,2.396681195,0.597833878,3.795604908,1.37886696,8,0.8,12,1,3.776,3.678,CBGZ
2011-02-21T21:59:36.000000Z,ga2011drhuaj,135.4195,-20.9034,0.6,4.4,ML,nan,4.299197244,0.196194662,2.780138009,0.629056844,1.699949292,1.128123898,19,0.5,7,1,4.713,4.623,CBGZ
2011-04-16T05:31:18.000000Z,ga2011hlefxk,147.7644,-20.085,7.09,5.3,mwt,nan,5.233709885,0.24261325,3.105656923,0.463547438,0.601462684,0.310476942,21,0.02,5,1,5.74,5.652,NCBM
2011-04-16T07:06:52.000000Z,ga2011hlhkgo,147.6792,-20.1698,0,4.13,MLa,nan,4.12533392,0.17858697,0.939650445,0.100025394,1.446552783,0.306927746,4,0.8,5,1,4.217,4.126,NCBM
2011-04-17T18:41:20.000000Z,ga2011hoadou,113.5252,-19.8029,30,5.31,mb,5.31,5.080559688,0.052996347,30.53778165,0.268326179,1.537016236,0.263608224,8,0.03,7,1,nan,nan,EBGZ
2011-05-20T20:03:29.000000Z,ga2011jwrvkm,119.3321,-23.4596,9.16,4.52,mb,4.52,4.545755565,0.183224358,2.492738997,0.357923874,1.234128242,0.49504942,10,0.8,10,1,nan,nan,CBGZ
2011-07-05T01:32:11.000000Z,ga2011nbskgr,145.8394,-38.412,2.26,4.38,ML,nan,4.406126511,0.26425207,1.027017369,0.549057624,1.078471016,0.885104586,20,0.6,8,1,4.505,4.412,EBGZ
2011-07-14T05:51:36.000000Z,ga2011nsonsu,120.3563,-20.8649,12,4.47,ML,nan,4.369336015,0.077887213,5.035582447,0.523352002,1.9114416,0.82606584,12,0.5,10,1,4.679,4.579,CBGZ
2011-09-04T11:15:11.000000Z,ga2011rklaim,138.7128,-33.0785,2,3.75,MLa,nan,3.715716061,0.134071166,2.096853803,0.14348168,3.029310736,0.525564826,6,0.8,12,1,3.723,3.628,NCBM
2011-09-17T16:28:27.000000Z,ga2011sirvsq,147.7275,-20.1835,5.5,4.04,MLa,nan,4.152727835,0.31533105,2.067335094,0.307015891,1.822995145,0.805064008,4,0.4,10,1,4.306,4.217,NCBM
2011-12-05T19:10:00.000000Z,ga2011xxxolw,114.4155,-21.5135,15,5.08,ML,nan,5.459783056,0.190120899,5.504583971,0.283243837,0.561085583,0.166783076,13,0.03,2,1,nan,nan,EBGZ
2012-03-21T17:07:09.000000Z,ga2012fsednr,136.0006,-28.2314,0,3.94,MLa,nan,3.528816115,0.165010485,0.383119186,0.217870725,2.131649093,0.781150171,7,1.2,12,0,3.873,3.784,CBGZ
2012-03-23T09:25:19.000000Z,ga2012fvghie,132.1244,-26.1242,0,5.1,mwh,nan,5.426946016,0.211122993,0.928012811,0.468772056,0.32190233,0.196406711,40,0.03,4,1,5.345,5.256,CBGZ
2012-03-25T20:53:20.000000Z,ga2012fzunyv,136.8206,-30.3235,0,3.85,MLa,nan,3.673972246,0.130838803,0.249619106,0.261298465,1.563575856,0.511772892,6,0.8,12,1,3.561,3.473,CBGZ
2012-04-19T19:09:16.000000Z,ga2012htoghh,148.6032,-35.2309,4,3.69,MLa,nan,3.667220822,0.238952314,1.196829768,0.655256672,2.657130312,1.426348921,22,0.8,12,1,3.849,3.752,NCBM
2012-06-08T11:31:00.000000Z,ga2012lgtkva,150.4,-30.7477,0,4.1,MLa,nan,4.356776278,0.171786489,1.362352024,0.567891467,1.254259634,0.771720776,17,0.3,10,1,4.399,4.316,NCBM
2012-06-08T11:32:39.000000Z,ga2012lgtkva,150.4,-30.7477,0,4.1,MLa,nan,4.18400134,0.176095341,1.647604019,0.688799195,1.63040719,1.107557818,11,0.3,12,1,nan,nan,NCBM
2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18,5.14,mwt,nan,5.273825648,0.203973753,1.910291165,0.568282167,0.488426819,0.384653618,44,0.03,10,1,5.531,5.442,EBGZ
2012-06-22T09:16:03.000000Z,ga2012mghbkx,148.6444,-34.1077,14.3086,3.74,MLa,nan,3.791056716,0.116596142,1.61401654,0.567395284,2.545580135,1.347252615,23,0.8,12,1,3.974,3.876,NCBM
2012-07-20T09:11:30.000000Z,ga2012ofrgdr,146.215,-38.231,12,4.32,mwt,nan,4.542196844,0.231082245,1.441708131,0.707758506,1.032459832,0.779609098,35,0.35,10,1,4.576,4.488,EBGZ
2012-11-05T19:31:49.000000Z,ga2012vwsftb,129.0448,-11.5463,39.2974,4.49,mb,4.49,3.928417646,0.122077793,50.27184405,0.522121223,6.837729557,2.943402953,4,0.8,8,1,4.497,4.396,CBGZ
2012-11-28T22:35:22.000000Z,ga2012xneadt,125.9429,-27.7569,0,3.95,MLa,nan,3.991701305,0.067168495,2.429748191,0.611408614,2.315699706,1.105219668,3,0.8,12,1,4.424,4.326,CBGZ
2012-11-29T19:21:18.000000Z,ga2012xothuq,140.6586,-27.7557,5,3.87,MLa,nan,3.999542817,0.214871615,0.753933835,0.427873933,1.553646248,0.957556314,5,0.8,12,1,3.904,3.824,NCBM
2013-06-09T14:22:15.000000Z,ga2013lgzayw,131.994,-26.11,0,5.3,mwh,nan,5.4628624,0.184929637,1.724104738,0.662021633,0.379695823,0.325179171,43,0.04,8,1,5.696,5.607,CBGZ
2013-07-18T11:39:11.000000Z,ga2013oaiytv,133.8849,-19.8206,9.5209,4.21,MLa,nan,4.100815339,0.311087367,2.874016797,0.735055129,2.159904596,2.309836213,4,0.8,12,1,4.421,4.332,CBGZ
2013-10-07T20:15:41.000000Z,ga2013ttrxdk,150.7621,-34.1717,0,3.51,MLa,nan,3.869992147,0.163550865,0.129210797,0.408944089,1.001803779,0.594194846,19,0.8,10,1,3.689,3.591,NCBM
2014-02-26T00:00:07.000000Z,ga2014dyurkb,121.1872,-30.6786,0.0756,4.2,mwh,nan,4.477109589,0.225323192,0.585186533,0.394791915,0.823927725,0.526866175,44,0.07,10,1,4.688,4.594,CBGZ
2014-04-29T09:54:56.000000Z,ga2014ijjknn,139.5405,-32.7959,12.6493,4.1,mwh,nan,4.390053013,0.143841376,3.332342819,0.552998196,1.626431794,0.916754015,24,0.6,10,1,4.733,4.641,NCBM
2014-06-04T02:29:09.000000Z,ga2014kwwubq,137.7095,-29.8668,12.7111,4.64,ML,nan,4.384118998,0.136159308,3.151060123,0.330564119,1.607330558,0.466748174,15,0.5,10,1,4.673,4.589,NCBM
2014-09-26T15:38:16.000000Z,ga2014szdskg,119.5339,-20.0995,10,4.61,mb,4.61,4.197457506,0.079776315,1.451637077,0.406404199,1.53899214,0.40787591,6,0.5,10,1,nan,nan,CBGZ
2014-10-31T19:15:25.000000Z,ga2014vlriii,121.2319,-30.8146,10,4.48,mb,4.48,4.376779786,0.324926874,0.081777387,0.538037556,0.479917943,0.425175004,37,0.08,8,1,4.016,3.923,CBGZ
2014-12-02T16:34:40.000000Z,ga2014xsffza,145.846,-38.418,8.8,3.39,MLa,nan,3.549876455,0.136346115,0.346407794,0.741190853,2.01188643,1.474414428,19,0.7,12,1,3.499,3.405,EBGZ
2014-12-03T19:05:10.000000Z,ga2014xufynv,145.4424,-38.1015,10,3.26,MLa,nan,3.411406465,0.132902656,0.573436374,0.832428021,2.791285873,2.839667813,14,0.8,12,1,3.427,3.332,EBGZ
2015-02-15T15:57:09.000000Z,ga2015dfvkkl,151.4361,-25.1459,12.5,4.8,mwh,nan,5.0948578,0.190043129,2.284915057,0.447234222,0.637099001,0.346293812,38,0.02,10,1,5.402,5.312,NCBM
2015-02-16T05:56:49.000000Z,ga2015dgxfza,151.4593,-25.0536,0,3.99,MLa,nan,3.778984893,0.155703458,7.858596085,0.407889791,4.37490218,1.08364864,8,0.8,12,1,4.117,4.015,NCBM
2015-07-29T23:41:43.000000Z,ga2015ovlxbt,154.411,-25.353,13,5.4,Mwp,nan,5.689275572,0.173464582,0.487753056,0.396057807,0.192061958,0.137215479,38,0.03,6,1,5.441,5.356,
2015-08-01T03:38:45.000000Z,ga2015ozlfce,154.433,-25.383,13,5.3,Mwp,nan,5.601444713,0.250422313,0.379589601,0.425959819,0.195461645,0.128537646,38,0.03,6,1,5.234,5.149,
2015-08-01T04:46:26.000000Z,ga2015oznlkq,154.2735,-25.3761,30,5.11,mb,5.11,5.210076067,0.333104761,0.458590087,0.411378018,0.326675069,0.253222852,29,0.03,6,1,5.006,4.921,
2015-09-17T02:44:55.000000Z,ga2015shqobo,142.4188,-39.8392,10,4.8,mb,4.8,4.412875411,0.364438797,1.210089182,0.691028244,1.130265725,0.91892824,26,0.5,8,1,4.533,4.444,EBGZ
2015-10-07T20:30:11.000000Z,ga2015ttsjqh,121.8877,-17.1917,0,4.45,ML,nan,4.180012774,0.160053664,9.638938813,0.917698453,2.951316766,3.459965647,8,0.4,8,1,4.445,4.345,CBGZ
2015-10-13T06:54:56.000000Z,ga2015udrskb,120.7514,-22.5689,13.286,4,mwh,4.44,4.461533164,0.042502291,1.083180821,0.531347411,1.029942254,0.462388323,8,0.4,10,1,nan,nan,CBGZ
2015-11-03T01:07:44.000000Z,ga2015vpulrr,133.9378,-19.7835,10.8453,3.85,MLa,nan,4.049422531,0.086367117,0.301708077,0.265266655,1.081011176,0.480653691,4,0.8,12,1,3.912,3.824,CBGZ
2016-01-30T17:39:14.000000Z,ga2016ccpehm,149.0798,-35.9102,7.1812,3.58,MLa,nan,3.64506,0.239279035,1.119250136,0.499878563,2.66557878,1.668997856,31,0.8,12,1,3.706,3.608,NCBM
2016-04-28T16:52:44.000000Z,ga2016ijxgog,133.8884,-19.7698,10,3.95,MLa,nan,3.992870846,0.174645591,0.780797785,0.270208644,1.584005086,0.698506275,5,0.6,12,1,4.066,3.966,CBGZ
2016-05-10T09:44:35.000000Z,ga2016jfjuef,118.6896,-16.3973,0,5.29,mb,5.29,4.918516203,0.083620098,5.767798557,0.425542314,1.062733564,0.450390435,13,0.03,8,1,4.835,4.752,EBGZ
2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0,6.1,Mwp,nan,5.939646593,0.286263083,6.868489975,0.521297636,0.347650558,0.329104006,82,0.03,7,1,6.063,5.971,CBGZ
2016-05-21T08:46:18.000000Z,ga2016jzmvqc,129.8367,-25.6007,0,4.09,MLa,nan,4.009253463,0.115484528,1.744166224,0.342854993,2.031959416,0.63105531,6,0.8,12,1,4.312,4.215,CBGZ
2016-05-28T15:30:26.000000Z,ga2016kmwiau,122.4661,-32.4966,0,4.95,ML,nan,5.012588602,0.162235485,1.354777846,0.367193728,0.588402079,0.326911083,22,0.02,10,1,5.003,4.91,CBGZ
2016-05-28T16:38:44.000000Z,ga2016kmyoxb,122.4381,-32.4599,0,5.1,ML,nan,5.047253647,0.187070118,2.147588211,0.385873895,0.659228515,0.281563975,20,0.02,10,1,5.381,5.292,CBGZ
2016-06-07T00:02:19.000000Z,ga2016leavbj,152.5031,-33.5018,0,4,ML,nan,4.016914451,0.119632964,0.485223018,0.474716408,1.314828301,0.734185971,12,0.8,8,1,4.2,4.103,EBGZ
2016-06-08T02:01:09.000000Z,ga2016lgamis,122.493,-32.5055,0,4.35,MLa,nan,4.254165629,0.103146635,2.046607843,0.38502629,1.616619702,0.839467661,7,0.8,12,1,4.616,4.534,CBGZ
2016-06-19T01:54:09.000000Z,ga2016maffzo,136.4501,-35.9162,10,4.5,ML,nan,4.220594586,0.121005618,3.624460304,0.508543449,2.032963714,1.796236516,9,0.5,10,1,4.749,4.652,EBGZ
2016-07-08T09:40:50.000000Z,ga2016njrmwh,122.5108,-32.4576,0,5.59,ML,nan,5.177999076,0.144976672,5.793448274,0.453411166,0.789451239,0.331994979,23,0.02,10,1,5.856,5.771,CBGZ
2016-07-14T10:08:55.000000Z,ga2016nusuiu,122.433,-32.5355,0,4.22,MLa,nan,4.076163903,0.193976338,3.565548038,0.413150398,2.387660728,1.341022024,9,0.6,12,1,4.486,4.395,CBGZ
2016-07-16T11:44:49.000000Z,ga2016nynkte,122.4355,-32.5007,0,3.96,ML,nan,3.825633581,0.194082015,4.744814413,0.524269356,3.504306547,2.729129639,7,0.8,12,1,4.261,4.165,CBGZ
2016-08-13T15:31:13.000000Z,ga2016pyfgmi,152.8669,-23.8209,10,4.41,ML,nan,4.769202328,0.172593997,0.224813647,0.496156651,0.427909765,0.300118315,48,0.04,5,1,4.712,4.628,EBGZ
2016-08-18T04:30:07.000000Z,ga2016qgnzey,148.8628,-19.768,0,5.8,Mwp,nan,5.85674945,0.153193795,14.9961135,0.591512319,0.496170171,0.371583001,82,0.03,5,1,6.216,6.131,NCBM
2016-09-05T16:23:37.000000Z,ga2016romrwq,122.2198,-32.4185,0,4.21,ML,nan,3.931724507,0.091585183,3.433618019,0.555865857,2.784416574,1.121622459,12,0.6,12,1,4.408,4.304,CBGZ
2016-11-06T09:54:31.000000Z,ga2016vxuvdr,127.9866,-19.1059,10,5.07,ML,nan,4.843188743,0.17255412,4.046259106,0.584244791,1.029838987,0.885182453,25,0.4,10,1,5.398,5.317,CBGZ
2017-01-03T15:30:19.000000Z,ga2017aewhlh,118.4554,-30.6094,10,4.18,ML,nan,3.816048651,0.161960721,1.043991859,0.268843028,2.139047929,0.537749821,7,0.5,10,1,4.213,4.118,CBGZ
2017-01-31T19:40:15.000000Z,ga2017ceoxls,146.2254,-38.455,10,3.45,MLa,nan,3.624124378,0.132863613,0.451781295,0.635700158,2.018024172,1.409214242,27,0.8,12,1,3.628,3.533,EBGZ
2017-04-04T03:55:53.000000Z,ga2017gpajda,128.9391,-25.9025,10,3.97,MLa,nan,3.834161398,0.083620544,1.356657596,0.201180343,2.286064724,0.560543269,4,0.8,12,1,4.003,3.918,CBGZ
2017-04-13T16:31:05.000000Z,ga2017hgmxvb,148.9557,-33.4639,0,4.27,ML,nan,4.311915116,0.306794652,0.489714606,0.38615211,0.939080015,0.489619009,34,0.35,7,1,4.362,4.274,NCBM
2017-05-15T19:12:42.000000Z,ga2017jnlngh,123.5876,-27.1668,10,3.9,MLa,nan,3.788603682,0.115285538,1.959141351,0.407109395,2.723114401,0.986738483,7,0.8,12,1,4.146,4.054,CBGZ
2017-08-06T04:21:50.000000Z,ga2017pirgpw,128.0179,-19.1337,10,4.97,ML,nan,4.822441305,0.16925314,2.619699677,0.398517067,0.912449814,0.49683488,27,0.25,10,1,5.25,5.167,CBGZ
2017-08-31T08:07:10.000000Z,ga2017rcvwum,117.215,-30.4605,10,3.87,MLa,nan,3.831076404,0.277857682,0.582175715,0.3088426,1.730449636,0.620557294,8,0.6,8,1,3.936,3.84,CBGZ
2018-01-24T02:28:20.000000Z,ga2018bqkqbr,153.0258,-30.6453,10,4.23,ML,nan,4.259656745,0.128816288,1.809922153,0.467503341,1.541951558,0.822700481,17,0.5,8,1,4.416,4.329,NCBM
2018-05-12T00:50:56.000000Z,ga2018jgnveu,139.3305,-28.7981,10,4.09,MLa,nan,4.036952734,0.115938808,1.657853704,0.44349792,1.935165763,0.790696525,17,0.5,10,1,4.273,4.184,CBGZ
2018-06-20T02:54:32.154000Z,ga2018mahejo,122.4235687,-32.66796494,10,4.6594319,ML,5.07936935,4.644455164,0.052501507,1.379817336,0.262716913,0.904465671,0.195437329,16,0.3,12,1,4.853,4.775,CBGZ
2018-07-01T02:27:40.759000Z,ga2018mulipo,136.6786346,-33.6055603,10,3.72191545,ML,4.17258938,3.534160663,0.139685312,1.623797583,0.590187713,3.428541702,1.589707348,20,0.8,12,1,3.764,3.665,CBGZ
2018-07-22T02:46:01.508000Z,ga2018ohacqd,148.9633636,-33.47355652,10,3.82650506,ML,nan,3.683854578,0.130389706,0.637512197,0.397476451,2.113073877,0.940860514,22,1.2,12,1,3.765,3.667,NCBM
2018-09-10T21:55:20.741000Z,ga2018rwgpgw,122.615387,-12.83352947,18.48936844,4.7884784,mb,4.7884784,4.064756231,0.234236034,2.231183971,0.615750628,2.069249293,1.771977011,25,0.8,8,1,4.223,4.131,EBGZ
2018-09-14T21:51:47.119000Z,ga2018sdphry,150.8257294,-32.33989716,1.03484511,3.51689081,ML,3.94002447,3.586252416,0.153539787,0.379887716,0.421170425,1.989625535,0.950610893,20,0.8,10,1,3.499,3.407,NCBM
2018-09-16T04:56:24.116000Z,ga2018sfzeme,116.78,-34.43,1.72017396,5.25264889,Mw,5.2360801,5.362237226,0.280597318,4.577746792,0.474033552,0.590352101,0.417263321,49,0.09,5,1,5.539,5.451,CBGZ
2018-09-20T22:20:04.975000Z,ga2018soqjir,116.825676,-34.41537094,8.10070705,3.68956978,ML,4.15449386,3.723630977,0.176260735,0.155622318,0.190015952,1.261501027,0.536361941,7,1,10,0,3.532,3.43,CBGZ
2018-10-12T16:31:29.048000Z,ga2018ucpciy,116.7873306,-34.42316055,5.76605177,4.64511297,ML,5.04720756,4.562742364,0.185724797,1.903568717,0.67596641,1.106192752,0.633777216,21,0.3,8,1,4.479,4.386,CBGZ
2018-11-08T10:59:09.528000Z,ga2018vzsrsz,116.7987671,-34.42027664,3,3.81354812,ML,3.91984968,3.690134613,0.190176895,0.816254665,0.858389355,2.278000017,1.301570008,7,0.6,10,1,3.582,3.477,CBGZ
2018-11-08T21:07:00.006000Z,ga2018wamvnf,116.7873306,-34.42316055,3.01950908,5.20321735,Mw,nan,5.475913861,0.291187646,2.790449366,0.356245939,0.43915071,0.225219348,51,0.06,5,1,5.305,5.208,CBGZ
2018-11-21T15:58:50.991000Z,ga2018wxzblb,136.8457489,-33.36133957,10,3.66149028,ML,4.2653222,3.622339362,0.193798935,1.343853482,0.553064357,2.908216697,1.517009913,28,0.7,10,1,3.777,3.681,CBGZ
2018-12-16T14:26:21.333000Z,ga2018yrtdrs,112.6228561,-23.30430031,10,5.85092492,Mw,5.71168794,5.955117208,0.236456895,16.14151701,0.399060789,0.454048225,0.37122866,45,0.05,5,1,6.194,6.101,EBGZ
2019-01-13T19:43:09.047000Z,ga2019axnyeq,118.5169907,-33.95681763,10,3.58729367,ML,nan,3.132868548,0.086955726,1.13184177,0.729435155,4.825105005,3.362245958,10,1.5,10,1,3.406,3.3,CBGZ
2019-02-01T08:28:19.788000Z,ga2019cfojhl,113.3016357,-24.50074196,10,4.40320787,ML,4.83721176,4.361485902,0.2642226,8.361391208,0.419923211,2.283997902,1.442894082,27,0.4,10,1,4.539,4.447,EBGZ
2019-05-30T02:26:50.969000Z,ga2019knsbtf,131.8587646,-21.28147316,10,5.39990724,ML,5.63173827,5.1559739,0.221634287,7.413600428,0.510105947,0.879093858,0.524846622,168,0.04,10,1,5.62,5.531,CBGZ
2019-05-30T07:38:53.830000Z,ga2019kockqs,131.9233704,-21.32752419,10,4.33065809,ML,4.80943421,4.183233043,0.172114383,8.370365965,0.632408283,2.805287853,1.801972731,111,0.6,10,1,4.698,4.597,CBGZ
2019-06-20T14:30:09.393000Z,ga2019mbehlj,119.3349304,-33.1002388,10,4.25498033,ML,4.46142494,3.789767322,0.125557094,1.348636024,0.269094445,2.401192962,0.689545825,6,1.3,10,1,4.198,4.105,CBGZ
2019-06-23T13:47:23.980000Z,ga2019mgqbes,120.0310593,-30.72055244,10,3.76766514,ML,3.7144958,3.558353316,0.110895456,1.917060958,0.317679243,3.524096459,1.192713879,7,0.9,19,1,3.874,3.777,CBGZ
2019-07-14T05:39:24.991000Z,ga2019nsodfc,120.2946854,-18.26223373,20,6.55122597,Mww,6.35791224,6.565110015,0.195280111,19.83084096,0.311260167,0.240937559,0.103929653,57,0.01,7,1,6.771,6.684,CBGZ
2019-07-14T05:59:17.928000Z,ga2019nsoujd,120.637558,-18.74501228,11.24637032,4.50308774,ML,5.22707156,4.852975532,0,3.832003408,0,1,0,8,1,12,0,4.005,3.891,CBGZ
2019-07-14T06:03:15.831000Z,ga2019nsoxln,120.637558,-18.74501228,11.24637032,4.50308774,ML,5.22707156,4.251583062,0.164625895,2.711401497,0.523890971,1.78081532,1.262481893,44,1,10,0,4.408,4.311,CBGZ
2019-07-14T07:26:37.287000Z,ga2019nsrrqq,120.42556,-18.20709038,15.75727749,4.55249728,ML,5.20124566,4.559575065,0.217018444,6.089890129,0.505585602,1.635917597,1.025930706,54,0.5,10,1,4.9,4.808,CBGZ
2019-07-14T21:33:54.935000Z,ga2019ntttsx,120.5684814,-18.36467743,21.91589737,4.36465236,ML,5.01291009,4.447346222,0.179178634,2.902849261,0.509865896,1.454166675,0.902811366,50,0.25,10,1,4.636,4.542,CBGZ
2019-07-14T23:01:36.282000Z,ga2019ntwrhw,120.2814636,-18.28185654,10,4.72501892,Mw,5.50426372,5.148714889,0.141454118,9.81643689,0.417344964,0.973433569,0.419804514,56,0.04,10,1,5.619,5.535,CBGZ
2019-07-17T10:20:12.812000Z,ga2019nykpwb,120.3633499,-18.52585411,21.46323967,4.42296652,ML,4.9802334,4.227683654,0.182717468,4.717642636,0.483913698,2.201636704,1.081433147,43,0.6,10,1,4.558,4.463,CBGZ
2019-07-25T19:06:13.545000Z,ga2019ontweu,120.2585831,-18.26270294,10,4.48567601,ML,4.99281615,4.41115295,0.17740563,4.106059801,0.539430851,1.701810058,0.90078556,52,0.4,10,1,4.74,4.648,CBGZ
2019-08-01T01:22:15.845000Z,ga2019ozgrmh,133.849,-19.822,5,4.98775771,Mw,5.19336681,5.181415704,0.244200319,3.995160302,0.457345474,0.69472995,0.38534863,181,0.04,8,1,5.602,5.515,CBGZ
2019-08-01T16:49:18.002000Z,ga2019palktq,117.5561371,-34.69829941,10,3.82625022,ML,4.28698067,3.482149352,0.177878319,0.66096903,0.392537453,2.697728034,1.110456155,7,0.7,8,1,3.749,3.646,CBGZ
2019-08-01T23:03:57.005000Z,ga2019paxvfc,120.2637711,-18.28358841,10,4.75469771,ML,5.36735619,4.619413293,0.13463634,9.937866712,0.424810377,1.797781388,0.864183071,52,0.3,10,1,5.074,4.981,CBGZ
2019-08-12T19:11:47.373000Z,ga2019puvcuy,120.5794525,-21.41424179,10,4.61978938,ML,4.76116766,4.174185888,0.172212798,5.920087937,0.505626163,2.525586492,1.170354779,51,0.4,10,1,4.614,4.513,CBGZ
2019-08-18T11:38:41.661000Z,ga2019qfglqd,151.8996429,-20.95031929,10,4.52018142,ML,4.72395036,4.477310338,0.087382498,1.002304023,0.776811242,0.985576772,0.825749269,5,0.3,6,1,4.495,4.404,NCBM
2019-08-31T21:00:25.481000Z,ga2019rdvncw,134.3556671,-35.36056519,10,3.96501976,MLa,4.35121919,4.151366035,0.215082314,0.874763578,0.471984497,1.370754512,0.845517494,50,0.6,8,1,4.197,4.111,EBGZ
