116.71,-30.9,Wongan Hills,1
121.46,-30.75,Kalgoorlie,1
116.85,-20.73,Karratha,1
130.97,-25.21,Yulara,1
138.01,-33.2,Port Pirie,1
138.42,-31.89,Hawker,1
149.13,-36.23,Cooma,1
146.4,-38.23,Morwell,1
