#,,,,"generated_by='OpenQuake engine 3.13.0', start_date='2022-02-23T10:38:53', checksum=2022295532, kind='mean', investigation_time=50.0"
lon,lat,PGA-0.02,PGA-0.05,PGA-0.1
146.29392,-43.61551,4.169811E-02,2.162471E-02,1.216632E-02
146.84392,-43.61551,3.789195E-02,1.978518E-02,1.119172E-02
146.89392,-43.61551,3.757041E-02,1.961786E-02,1.109437E-02
146.64392,-43.56551,3.944411E-02,2.053537E-02,1.162885E-02
146.69392,-43.56551,3.904167E-02,2.035220E-02,1.153188E-02
146.74392,-43.56551,3.863193E-02,2.016833E-02,1.143356E-02
146.79392,-43.56551,3.824392E-02,1.998769E-02,1.133480E-02
146.84392,-43.56551,3.788025E-02,1.981189E-02,1.123622E-02
146.04392,-43.51551,4.223637E-02,2.199813E-02,1.243574E-02
146.09392,-43.51551,4.210640E-02,2.194083E-02,1.241289E-02
146.14392,-43.51551,4.196369E-02,2.187016E-02,1.238028E-02
146.19392,-43.51551,4.180525E-02,2.178826E-02,1.233923E-02
146.29392,-43.51551,4.141538E-02,2.158804E-02,1.223284E-02
146.39392,-43.51551,4.095979E-02,2.134286E-02,1.209753E-02
146.44392,-43.51551,4.069819E-02,2.120288E-02,1.202025E-02
146.49392,-43.51551,4.042358E-02,2.105294E-02,1.193738E-02
146.54392,-43.51551,4.011708E-02,2.089191E-02,1.184964E-02
146.59392,-43.51551,3.977450E-02,2.072142E-02,1.175804E-02
146.64392,-43.51551,3.939845E-02,2.054376E-02,1.166340E-02
146.69392,-43.51551,3.900434E-02,2.036228E-02,1.156652E-02
146.74392,-43.51551,3.860126E-02,2.018012E-02,1.146841E-02
146.79392,-43.51551,3.821139E-02,2.000022E-02,1.136968E-02
146.84392,-43.51551,3.784280E-02,1.982402E-02,1.127076E-02
146.89392,-43.51551,3.750769E-02,1.965461E-02,1.117225E-02
146.94392,-43.51551,3.719644E-02,1.949386E-02,1.107475E-02
146.04392,-43.46551,4.207016E-02,2.196467E-02,1.245767E-02
146.09392,-43.46551,4.195580E-02,2.190837E-02,1.243354E-02
146.14392,-43.46551,4.182012E-02,2.183990E-02,1.240047E-02
146.19392,-43.46551,4.166931E-02,2.175993E-02,1.235902E-02
146.24392,-43.46551,4.149377E-02,2.166800E-02,1.230983E-02
146.29392,-43.46551,4.130877E-02,2.156694E-02,1.225348E-02
146.34392,-43.46551,4.109710E-02,2.145357E-02,1.218982E-02
146.39392,-43.46551,4.087423E-02,2.132939E-02,1.211954E-02
146.44392,-43.46551,4.062811E-02,2.119334E-02,1.204309E-02
