EVENT,GAID,LON,LAT,DEP,OMAG,OMAG_TYPE,MB,BRUNE_MAG,BRUNE_MAG_STD,STRESS_DROP,LOG_STRESS_DROP_STD,CORN_FREQ,CORN_FREQ_STD,NRECS,FMIN,FMAX,QUALITY,CLUSTER
2015-07-29T23:41:43.000000Z,ga2015ovlxbt,154.411,-25.353,13,5.4,Mwp,nan,5.674229795,0.223827504,0.584198071,0.411056574,0.207531621,0.164837359,38,0.03,6,1,10
2015-08-01T03:38:45.000000Z,ga2015ozlfce,154.433,-25.383,13,5.3,Mwp,nan,5.577481894,0.172926795,0.536023259,0.453745977,0.225423611,0.166754671,38,0.03,6,1,10
2015-08-01T04:46:26.000000Z,ga2015oznlkq,154.2735,-25.3761,30,5.11,mb,5.11,5.104765681,0.224069647,0.700703477,0.460385597,0.424757498,0.333477535,29,0.03,6,1,10
2015-09-17T02:44:55.000000Z,ga2015shqobo,142.4188,-39.8392,10,4.8,mb,4.8,4.499228842,0.125673359,1.231178614,0.412498454,1.029212544,0.436681041,22,0.5,8,1,5
2015-10-07T20:30:11.000000Z,ga2015ttsjqh,121.8877,-17.1917,0,4.45,ML,nan,4.217782152,0.162349871,9.797476482,0.79010182,2.841141112,2.676748449,8,0.4,8,1,3
2015-10-13T06:54:56.000000Z,ga2015udrskb,120.7514,-22.5689,13.286,4,mwh,4.44,4.439437377,0.035751639,1.403403808,0.521058921,1.151740572,0.457550978,8,0.4,10,1,8
2015-11-03T01:07:44.000000Z,ga2015vpulrr,133.9378,-19.7835,10.8453,3.85,MLa,nan,3.993149374,0.070927653,0.471285266,0.317025548,1.338235063,0.643828279,4,0.8,12,1,4
2016-01-30T17:39:14.000000Z,ga2016ccpehm,149.0798,-35.9102,7.1812,3.58,MLa,nan,3.621988954,0.190005941,1.206056895,0.551971965,2.806341975,1.843990504,30,0.8,12,1,2
2016-04-28T16:52:44.000000Z,ga2016ijxgog,133.8884,-19.7698,10,3.95,MLa,nan,3.975994245,0.243016824,1.067729077,0.395794887,1.792678342,0.957991222,5,0.8,12,1,4
2016-05-10T09:44:35.000000Z,ga2016jfjuef,118.6896,-16.3973,0,5.29,mb,5.29,4.913369557,0.067046315,6.82643078,0.479176157,1.13081681,0.54010067,13,0.03,8,1,3
2016-05-20T18:14:02.000000Z,ga2016jyjxze,129.8322,-25.5792,0,6.1,Mwp,nan,6.078874926,0.278356057,6.20173094,0.562928383,0.28625032,0.292180337,82,0.03,7,1,9
2016-05-21T08:46:18.000000Z,ga2016jzmvqc,129.8367,-25.6007,0,4.09,MLa,nan,4.00095528,0.111224409,2.44514036,0.261518609,2.29598702,0.530825352,6,0.8,12,1,9
2016-05-28T15:30:26.000000Z,ga2016kmwiau,122.4661,-32.4966,0,4.95,ML,nan,5.084583224,0.17534105,1.425398324,0.343952747,0.550849475,0.311843008,22,0.02,10,1,11
2016-05-28T16:38:44.000000Z,ga2016kmyoxb,122.4381,-32.4599,0,5.1,ML,nan,5.095259766,0.185082424,2.362689729,0.410499859,0.643949018,0.316765556,20,0.02,10,1,11
2016-06-07T00:02:19.000000Z,ga2016leavbj,152.5031,-33.5018,0,4,ML,nan,3.96458893,0.113414166,0.778526407,0.533120958,1.634842008,1.077933834,12,0.8,8,1,10
2016-06-08T02:01:09.000000Z,ga2016lgamis,122.493,-32.5055,0,4.35,MLa,nan,4.24782535,0.092211767,2.578024408,0.395723117,1.758715011,0.944228781,7,0.8,12,1,11
2016-06-19T01:54:09.000000Z,ga2016maffzo,136.4501,-35.9162,10,4.5,ML,nan,4.217920054,0.133821195,3.826408177,0.501689085,2.076424809,1.698262002,9,0.5,10,1,7
2016-07-08T09:40:50.000000Z,ga2016njrmwh,122.5108,-32.4576,0,5.59,ML,nan,5.172210458,0.148056015,6.807536623,0.479432907,0.83863034,0.333386949,23,0.02,10,1,11
2016-07-14T10:08:55.000000Z,ga2016nusuiu,122.433,-32.5355,0,4.22,MLa,nan,4.102459831,0.091554141,5.110905934,0.368726736,2.611851722,1.004384947,9,0.6,12,1,11
2016-07-16T11:44:49.000000Z,ga2016nynkte,122.4355,-32.5007,0,3.96,ML,nan,3.861942285,0.173586836,5.639430491,0.525810113,3.560025243,2.588531418,7,0.8,12,1,11
2016-08-13T15:31:13.000000Z,ga2016pyfgmi,152.8669,-23.8209,10,4.41,ML,nan,4.770665729,0.18011851,0.32763401,0.511789126,0.484331369,0.368018441,48,0.04,5,1,6
2016-08-18T04:30:07.000000Z,ga2016qgnzey,148.8628,-19.768,0,5.8,Mwp,nan,5.850275755,0.159365224,21.02914169,0.624641052,0.559519348,0.416045908,82,0.03,5,1,6
2016-09-05T16:23:37.000000Z,ga2016romrwq,122.2198,-32.4185,0,4.21,ML,nan,3.987219852,0.123219134,4.074118237,0.603793408,2.765330779,2.370401474,12,0.6,12,1,11
2016-11-06T09:54:31.000000Z,ga2016vxuvdr,127.9866,-19.1059,10,5.07,ML,nan,4.796434166,0.176003463,6.638011445,0.623411402,1.281763952,0.983141978,25,0.4,10,1,9
2017-01-03T15:30:19.000000Z,ga2017aewhlh,118.4554,-30.6094,10,4.18,ML,nan,3.991881356,0.226743483,0.878284156,0.353031634,1.649238542,0.66347134,7,1,10,1,1
2017-01-31T19:40:15.000000Z,ga2017ceoxls,146.2254,-38.455,10,3.45,MLa,nan,3.643107663,0.136833953,0.47893473,0.646381896,2.013186841,1.394362794,26,0.8,12,1,5
2017-04-04T03:55:53.000000Z,ga2017gpajda,128.9391,-25.9025,10,3.97,MLa,nan,3.826754502,0.08110648,2.031135371,0.214569594,2.637635886,0.667162192,4,0.8,12,1,9
2017-04-13T16:31:05.000000Z,ga2017hgmxvb,148.9557,-33.4639,0,4.27,ML,nan,4.557640542,0.302016213,0.272054838,0.360709871,0.581760662,0.379769949,33,0.35,7,1,2
2017-05-15T19:12:42.000000Z,ga2017jnlngh,123.5876,-27.1668,10,3.9,MLa,nan,3.779752783,0.123568666,2.600455417,0.397320488,3.023332294,1.08073797,7,0.8,12,1,11
2017-08-06T04:21:50.000000Z,ga2017pirgpw,128.0179,-19.1337,10,4.97,ML,nan,4.867044416,0.185808746,3.289255516,0.430081439,0.935095858,0.552351864,27,0.25,10,1,9
2017-08-31T08:07:10.000000Z,ga2017rcvwum,117.215,-30.4605,10,3.87,MLa,nan,4.104600416,0.252874274,0.423322073,0.262404245,1.135714666,0.479348893,8,0.6,8,1,1
2018-01-24T02:28:20.000000Z,ga2018bqkqbr,153.0258,-30.6453,10,4.23,ML,nan,4.25140679,0.090458046,2.056343923,0.46198163,1.624330227,0.943998828,17,0.5,8,1,10
2018-05-12T00:50:56.000000Z,ga2018jgnveu,139.3305,-28.7981,10,4.09,MLa,nan,4.06042371,0.085218249,1.591180864,0.388092635,1.857977562,0.567913276,17,0.5,10,1,0
2018-06-20T02:54:32.154000Z,ga2018mahejo,122.4235687,-32.66796494,10,4.6594319,ML,5.07936935,4.660881799,0.084499179,1.596879548,0.315414434,0.931813413,0.306919052,16,0.3,12,1,11
2018-07-01T02:27:40.759000Z,ga2018mulipo,136.6786346,-33.6055603,10,3.72191545,ML,4.17258938,3.541922437,0.137149635,1.354459749,0.681674087,3.198698352,2.074676983,20,0.8,12,1,7
2018-07-22T02:46:01.508000Z,ga2018ohacqd,148.9633636,-33.47355652,10,3.82650506,ML,nan,3.685940534,0.145512285,0.882599946,0.393935725,2.34943537,0.805070215,22,1.2,12,1,2
2018-09-10T21:55:20.741000Z,ga2018rwgpgw,122.615387,-12.83352947,18.48936844,4.7884784,mb,4.7884784,4.038361244,0.22343369,2.939097347,0.46595093,2.338315842,1.305317865,25,0.8,8,1,3
2018-09-14T21:51:47.119000Z,ga2018sdphry,150.8257294,-32.33989716,1.03484511,3.51689081,ML,3.94002447,3.663704566,0.11212947,0.366066876,0.437428872,1.79754732,0.837188042,20,0.8,10,1,10
2018-09-16T04:56:24.116000Z,ga2018sfzeme,116.78,-34.43,1.72017396,5.25264889,Mw,5.2360801,5.41405008,0.185995086,3.727395515,0.540630175,0.519344962,0.299290404,49,0.04,5,1,1
2018-09-20T22:20:04.975000Z,ga2018soqjir,116.825676,-34.41537094,8.10070705,3.68956978,ML,4.15449386,3.798584716,0.365806361,0.127803835,0.327727608,1.083680873,0.632562761,9,1,10,1,1
2018-10-12T16:31:29.048000Z,ga2018ucpciy,116.7873306,-34.42316055,5.76605177,4.64511297,ML,5.04720756,4.539174699,0.132054293,0.958965025,0.398649746,0.90439755,0.419131034,21,0.6,8,1,1
2018-11-08T10:59:09.528000Z,ga2018vzsrsz,116.7987671,-34.42027664,3,3.81354812,ML,3.91984968,3.78349521,0.121072933,1.051746171,0.766112095,2.226222214,1.611936403,7,0.6,10,1,1
2018-11-08T21:07:00.006000Z,ga2018wamvnf,116.7873306,-34.42316055,3.01950908,5.20321735,Mw,nan,5.477898274,0.243558174,2.891550286,0.395576443,0.443377432,0.179159471,51,0.04,5,1,1
2018-11-21T15:58:50.991000Z,ga2018wxzblb,136.8457489,-33.36133957,10,3.66149028,ML,4.2653222,3.711908427,0.213121798,0.912949261,0.478518719,2.306077,1.249684215,28,0.7,10,1,7
2018-12-16T14:26:21.333000Z,ga2018yrtdrs,112.6228561,-23.30430031,10,5.85092492,Mw,5.71168794,6.038409699,0.186087462,14.52427985,0.415732099,0.39826532,0.270806001,45,0.05,5,1,8
2019-01-13T19:43:09.047000Z,ga2019axnyeq,118.5169907,-33.95681763,10,3.58729367,ML,nan,3.153870118,0.098292534,1.348186644,0.754409818,4.992607431,4.144475374,10,1.5,10,1,1
2019-02-01T08:28:19.788000Z,ga2019cfojhl,113.3016357,-24.50074196,10,4.40320787,ML,4.83721176,4.236934728,0.219851854,12.15944175,0.446732013,2.986640746,2.242181476,25,0.7,10,1,8
2019-05-30T02:26:50.969000Z,ga2019knsbtf,131.8587646,-21.28147316,10,5.39990724,ML,5.63173827,5.197832666,0.203485763,8.123554503,0.492876532,0.86366404,0.490666984,168,0.04,10,1,4
2019-05-30T07:38:53.830000Z,ga2019kockqs,131.9233704,-21.32752419,10,4.33065809,ML,4.80943421,4.215705974,0.147256257,8.992103002,0.590050046,2.767663212,1.633786104,111,0.4,10,1,4
2019-06-20T14:30:09.393000Z,ga2019mbehlj,119.3349304,-33.1002388,10,4.25498033,ML,4.46142494,3.799082441,0.100290378,1.667394188,0.22421108,2.549670219,0.458646101,6,1.3,10,1,1
2019-06-23T13:47:23.980000Z,ga2019mgqbes,120.0310593,-30.72055244,10,3.76766514,ML,3.7144958,3.559564546,0.04399805,3.137259329,0.341234079,4.14712384,1.266196889,7,0.9,19,1,11
2019-07-14T05:39:24.991000Z,ga2019nsodfc,120.2946854,-18.26223373,20,6.55122597,Mww,6.35791224,6.601808393,0.189441759,23.9131653,0.325890292,0.245840801,0.114170903,57,0.01,7,1,3
2019-07-14T07:26:37.287000Z,ga2019nsrrqq,120.42556,-18.20709038,15.75727749,4.55249728,ML,5.20124566,4.578821108,0.200828984,7.075164773,0.50597121,1.682083056,1.184460217,54,0.5,10,1,3
2019-07-14T21:33:54.935000Z,ga2019ntttsx,120.5684814,-18.36467743,21.91589737,4.36465236,ML,5.01291009,4.415054248,0.175142887,3.670435755,0.435061459,1.63201654,0.849295011,50,0.4,10,1,3
2019-07-14T23:01:36.282000Z,ga2019ntwrhw,120.2814636,-18.28185654,10,4.72501892,Mw,5.50426372,5.165207609,0.137348607,10.3566179,0.41947042,0.972332161,0.419064862,56,0.04,10,1,3
2019-07-17T10:20:12.812000Z,ga2019nykpwb,120.3633499,-18.52585411,21.46323967,4.42296652,ML,4.9802334,4.25585651,0.194665508,4.864960069,0.483199403,2.153330255,1.028055272,43,0.6,10,1,3
2019-07-25T19:06:13.545000Z,ga2019ontweu,120.2585831,-18.26270294,10,4.48567601,ML,4.99281615,4.433865611,0.167459122,4.685132336,0.544000589,1.732421717,1.06840636,52,0.4,10,1,3
2019-08-01T01:22:15.845000Z,ga2019ozgrmh,133.849,-19.822,5,4.98775771,Mw,5.19336681,5.294055576,0.196209144,3.982242365,0.403562095,0.609575138,0.314331726,181,0.04,8,1,4
2019-08-01T16:49:18.002000Z,ga2019palktq,117.5561371,-34.69829941,10,3.82625022,ML,4.28698067,3.57786507,0.070374332,0.546758181,0.282879146,2.268184435,0.578118754,6,1.3,10,1,1
2019-08-01T23:03:57.005000Z,ga2019paxvfc,120.2637711,-18.28358841,10,4.75469771,ML,5.36735619,4.638499647,0.165303222,11.4869091,0.442931455,1.845711034,1.005370528,52,0.3,10,1,3
2019-08-12T19:11:47.373000Z,ga2019puvcuy,120.5794525,-21.41424179,10,4.61978938,ML,4.76116766,4.243504278,0.160498265,6.467790692,0.513411411,2.401664383,1.233625159,51,0.4,10,1,8
2019-08-18T11:38:41.661000Z,ga2019qfglqd,151.8996429,-20.95031929,10,4.52018142,ML,4.72395036,4.450308444,0.084319911,2.037624338,0.619576526,1.287951833,0.683751176,5,0.3,6,1,6
2019-08-31T21:00:25.481000Z,ga2019rdvncw,134.3556671,-35.36056519,10,3.96501976,MLa,4.35121919,4.175119984,0.258665797,0.825721333,0.374567585,1.308369206,0.737699744,50,0.6,8,1,7
2019-09-11T09:01:00.956000Z,ga2019rxcqxd,127.4865189,-23.52555084,10,4.03965206,MLa,nan,3.875789435,0.207623055,4.354669411,0.592427133,3.214421444,2.43782361,61,0.8,12,1,9
2019-12-16T04:27:39.851000Z,ga2019yqzhvl,150.890274,-32.32577515,10,3.75081554,ML,nan,3.800477399,0.14761349,1.022449967,0.550013331,2.162657735,1.138726716,11,1.2,10,1,10
2019-12-16T05:29:42.159000Z,ga2019yrbjfq,150.835968,-32.34764862,10,4.3513545,ML,nan,4.61407955,0.255501558,0.484203996,0.477932565,0.660666296,0.475352778,33,0.04,8,1,10
2020-04-15T07:11:04.955000Z,ga2020hlhnxn,148.7121429,-19.87002563,10,4.97527069,ML,nan,4.912613296,0.173768433,1.751024471,0.58625944,0.719123081,0.524084114,28,0.03,6,1,6
2020-05-02T17:48:38.026000Z,ga2020iriaiq,150.8701172,-32.34958267,10,3.90431618,ML,nan,3.898704546,0.11804846,0.864161842,0.482092192,1.826102816,1.050007801,18,0.55,8,1,10
2020-05-14T05:53:34.681000Z,ga2020jmlaqc,138.8015442,-33.71071243,10,4.3144191,MLa,nan,4.228887429,0.190998815,2.936983311,0.48801152,1.877309663,1.08566937,36,0.5,12,1,7
2020-08-23T03:00:52.164000Z,ga2020qppqrr,146.2671661,-20.98827553,10,4.78025648,ML,nan,4.638686265,0.176755747,2.690921611,0.499488358,1.137547884,0.810714212,18,0.3,10,1,6
2020-09-25T14:28:55.023000Z,ga2020szbkji,150.6940308,-30.57366371,10,3.5913622,ML,nan,3.702942735,0.101940554,1.421718971,0.601925423,2.700716656,1.750178611,14,0.9,8,1,10
2020-09-29T12:11:42.641000Z,ga2020tgftxc,117.1850052,-21.32128716,10,4.04514713,MLa,nan,4.152142536,0.156257515,3.243819239,0.05542002,2.119792824,0.302484205,3,0.6,12,1,8
2021-01-29T19:47:55.945000Z,ga2021caxsis,121.8011627,-13.95501137,10,5.57672926,Mw,5.7657236,5.663732019,0.168921762,3.402336444,0.427420775,0.377924935,0.198083913,26,0.03,4,1,3
2021-02-07T09:41:31.404000Z,ga2021cqrdrt,150.8415985,-32.3411026,0.70630425,3.5092449,ML,3.54125106,3.815759969,0.247590206,0.257669304,0.443580553,1.342208694,0.749076548,18,1.1,12,1,10
2021-03-12T13:57:43.064000Z,ga2021ezopso,129.4467163,-22.30257416,10,4.24131604,ML,nan,4.182210366,0.166914444,1.699179613,0.455353771,1.650645139,0.92265189,47,0.9,10,1,9
2021-06-22T19:09:41.451000Z,ga2021mffacg,143.5796661,-38.90559006,10,3.64427479,ML,nan,4.053973765,0.167164922,0.130335682,0.474210528,0.812917921,0.691519328,11,0.5,5,1,5
2021-06-24T06:57:02.751000Z,ga2021mhyeok,120.1802902,-18.32783318,10,5.11539994,Mw,5.60608662,5.214157248,0.270711318,8.143466522,0.486215819,0.848275554,0.761654141,31,0.03,7,1,3
2021-06-24T18:30:26.389000Z,ga2021mivear,141.6354065,-31.5410347,10,3.58385546,ML,nan,3.861372493,0.173253999,4.29098576,0.480526287,3.252210007,1.564996895,65,0.6,8,1,0
2021-06-26T22:12:14.518000Z,ga2021mmtyxy,113.8629837,-22.95962143,10,4.70659098,ML,5.22975188,4.77288394,0.259151651,2.482439732,0.29227435,0.948848201,0.333976918,22,0.1,6,1,8
2021-07-19T08:12:48.073000Z,ga2021obxvvc,117.2765732,-30.95134926,5,3.51038856,ML,nan,3.838361162,0.305851206,0.089166615,0.292527725,0.91811972,0.55971562,17,0.7,8,1,1
2021-09-21T23:15:53.776000Z,ga2021sqogij,146.3478699,-37.49168396,10,5.86849626,Mw,5.83185068,5.955308867,0.209254507,18.67459113,0.467724139,0.476549924,0.299854812,66,0.03,5,1,5
2021-09-21T23:33:38.777000Z,ga2021sqovqr,146.2875366,-37.47331619,11.11868954,4.07165844,ML,4.50141071,4.212250171,0.169263603,1.187438789,0.30092479,1.415004417,0.628511329,17,0.9,8,1,5
2021-10-08T16:47:26.216000Z,ga2021tvgsoo,141.0205688,-35.40810394,1.70318139,4.81305843,ML,5.00324868,4.838124603,0.185781332,2.228239688,0.386521449,0.849058221,0.447527981,106,0.05,8,1,7
2021-11-13T13:05:52.663000Z,ga2021wjbnip,119.8416,-21.1301,35,5.32347935,Mw,5.69924278,5.23949793,0.258074308,16.89767885,0.420665249,1.050846276,0.868198339,55,0.03,6,1,8
2022-01-05T11:37:01.343000Z,ga2022aigaei,117.0198517,-33.34041214,6.94343853,3.99061331,ML,nan,4.201068022,0.254500245,0.115805491,0.507969862,0.659763335,0.508152182,19,0.5,5,1,1
2022-01-22T07:40:49.206000Z,ga2022bndnpd,117.0591278,-33.3127594,8.30578518,3.75466481,ML,nan,3.920927271,0.291185501,0.303056212,0.441006009,1.255229774,0.602527058,20,0.4,10,1,1
2022-01-22T07:57:32.304000Z,ga2022bnebzv,117.0443344,-33.3227272,9.69913387,3.50808459,ML,nan,3.740459545,0.215060992,0.170481093,0.472568929,1.275483286,0.667478772,24,0.6,10,1,1
2022-01-24T21:24:47.666000Z,ga2022brwhkb,117.0213,-33.3494,1.9,4.75257696,ML,nan,4.719016128,0.243572434,0.895683004,0.466773957,0.71871358,0.427828943,28,0.05,8,1,1
2022-01-24T21:50:09.468000Z,ga2022brxdgl,117.0271149,-33.33148193,5,3.51562546,ML,nan,3.784968941,0.294592634,0.212361972,0.441969766,1.30382784,0.699616035,23,0.6,10,1,1
2022-02-01T10:41:03.626000Z,ga2022cfstsd,117.0341263,-33.34535599,5,4.25975701,ML,nan,4.455678784,0.220425845,0.130898348,0.353856513,0.512646269,0.343025036,20,0.1,8,1,1
2022-03-05T20:50:08.501000Z,ga2022engesz,138.8569,-35.0981,26.1,3.67978346,ML,nan,3.706030149,0.164603932,3.374950835,0.50890323,3.58993468,1.993012032,21,0.6,7,1,7
2022-07-02T13:01:59.499000Z,ga2022mxcccc,121.2898026,-30.66849518,10,3.51530194,ML,nan,3.585348002,0.172623096,0.763026444,0.463832494,2.512956664,1.472776697,23,1,10,1,11
2022-07-24T14:21:39.582000Z,ga2022oloscs,130.0454407,-17.06973076,10,4.15950259,ML,nan,4.186267276,0.214534133,1.996782582,0.637108756,1.733760453,1.43899334,25,0.4,10,1,4
2022-08-21T04:37:01.042000Z,ga2022qkfqvg,117.0684809,-30.83329033,5.01238726,4.3519093,ML,nan,4.297695598,0.16897937,1.257170014,0.635173695,1.30706146,1.21056904,18,0.25,7,1,1
2022-10-26T19:22:43.284000Z,ga2022vcmyib,134.5755463,-12.32723713,10,4.10365042,ML,nan,3.920256983,0.15143882,3.225282282,0.575230969,2.763163326,1.658853212,13,0.8,10,1,4
2022-11-04T22:45:47.957000Z,ga2022vthdlu,148.8685303,-34.34418106,3.01862669,3.99155628,ML,nan,4.115294986,0.188978635,0.580754214,0.358575078,1.246510002,0.723102602,28,0.3,10,1,2
2022-11-21T10:05:07.001000Z,ga2022wxniqe,123.4449844,-17.61831474,10,4.30544534,ML,nan,4.494281208,0.184904678,3.350048768,0.619476493,1.445070082,1.239388833,31,0.2,8,1,3
2022-11-23T07:24:06.741000Z,ga2022xazlrn,120.808197,-27.71071815,10,3.97813379,ML,nan,3.845994998,0.149836115,1.588018331,0.653063689,2.376658641,1.805155675,30,1,12,1,11
2022-12-11T14:34:49.181000Z,ga2022yiouyy,125.9933701,-31.72974968,10,4.64633172,ML,nan,4.53294663,0.176977479,3.630818228,0.626705119,1.419735117,1.084853169,111,0.5,8,1,11
2022-12-27T23:10:56.021000Z,ga2022zmpnoh,139.590744,-38.0320549,10,3.83298129,ML,nan,3.878889859,0.138611712,1.029332029,0.389761906,1.980399024,0.814468337,19,0.8,10,1,7
2023-01-05T05:12:18.758000Z,ga2023ahtgqs,118.3057861,-33.77495956,5,4.53027926,ML,nan,4.598003867,0.338000298,1.022637429,0.580271486,0.863477646,0.682347653,121,0.5,8,1,1
2023-02-05T00:39:57.733000Z,ga2023cmhtgf,117.0835648,-33.36898804,5.59447384,4.10779838,ML,nan,4.399738888,0.289897752,0.767911569,0.578648818,0.986082906,0.786216258,114,0.35,10,1,1
2023-03-22T23:23:09.124000Z,ga2023fsqpnw,139.5921173,-32.78533173,8.7669878,4.72017277,ML,nan,4.362980241,0.124264739,9.870182154,0.473714999,2.409706075,1.111879729,43,0.5,10,1,7
2023-04-17T09:02:57.386000Z,ga2023hngzeb,120.23349,-18.13127327,10,4.69268914,Mw,nan,4.995179991,0.231141835,42.8881787,0.635949217,1.899043924,1.386537959,113,0.15,10,1,3
2023-05-12T18:20:10.079000Z,ga2023jhwpkg,120.1839447,-18.20827293,10,4.16722795,ML,nan,4.065783722,0.228921398,2.62826035,0.494145723,2.182780529,1.009306305,12,0.9,10,1,3
2023-05-28T13:41:51.652000Z,ga2023kkwzpi,144.8484344,-37.55506134,2.02451205,3.84561155,ML,nan,3.885407978,0.151056369,1.322615687,0.240450343,2.136910689,0.602792396,15,0.6,10,1,5
2023-06-07T12:13:06.231000Z,ga2023lddhxf,147.0039215,-16.76450348,9.87401295,4.23642048,ML,nan,4.585710453,0.250125763,0.302310655,0.405905716,0.583411603,0.449262219,14,0.5,5,1,6
2023-06-29T15:32:43.482000Z,ga2023mrtxhp,146.312973,-37.50204468,7.44275332,4.5803744,ML,nan,4.511692818,0.267407796,1.578304955,0.385686321,1.102122076,0.565980001,38,0.4,8,1,5
2023-07-12T14:08:31.784000Z,ga2023npnogk,122.4006424,-32.55060959,10,3.57530034,ML,nan,3.500601539,0.204906354,10.20068865,0.663981532,6.575390226,3.469807086,64,1,15,1,11
2023-08-05T21:34:42.237000Z,ga2023pidtuh,118.2907791,-33.80443192,5,4.96665012,Mw,nan,5.357134072,0.245587202,4.803028026,0.514453045,0.603416445,0.386670701,125,0.03,6,1,1
2023-09-02T08:49:10.208000Z,ga2023rgostj,117.0568695,-33.34043503,5,3.582101,ML,nan,3.792461474,0.211668922,0.855285999,0.586677947,2.056611158,1.459773523,87,0.9,12,1,1
2023-09-08T14:25:03.988000Z,ga2023rsafen,150.7327881,-34.15309906,2.38602567,3.5399159,ML,nan,3.951096963,0.395449826,0.172708497,0.426341078,1.00516006,1.089214789,17,0.8,9,1,2
2023-10-21T15:11:07.680000Z,ga2023uszzah,143.5066528,-38.69179535,10,4.72569252,Mw,nan,5.092770584,0.233331479,0.705539092,0.39763891,0.431652446,0.261561352,55,0.03,6,1,5
2023-10-21T18:44:29.333000Z,ga2023uthawn,143.5280914,-38.6981926,10,3.5591672,ML,nan,3.292532224,0.087661326,0.344012437,0.399804692,2.699423804,1.241969117,4,1,10,1,5
2023-10-23T02:17:37.660000Z,ga2023uvrufo,143.5210419,-38.7157135,10,3.71616928,ML,nan,3.895577112,0.232434111,0.114529732,0.336450857,0.934393905,0.409421215,5,0.8,8,1,5
2023-10-24T12:38:04.991000Z,ga2023uyibtz,147.1536102,-29.1205368,10,3.91437764,ML,nan,3.851283021,0.182181752,5.824602528,0.484310524,3.643004644,2.052603115,21,0.8,10,1,10
2024-01-07T03:37:12.363000Z,ga2024alhomu,127.5232697,-17.41468811,10,4.02581445,ML,nan,4.209337215,0.215099396,1.220823445,0.621486784,1.432940475,1.273591203,21,0.35,7,1,3
2024-01-15T12:03:20.377000Z,ga2024baqdfq,138.6737213,-33.15229034,5,3.5507283,ML,nan,3.591074982,0.096694492,2.700283845,0.456676179,3.804329449,1.528684698,10,1,10,1,7
2024-02-08T13:49:37.456000Z,ga2024csvciy,145.9987335,-38.55813599,10,4.3549784,MLa,nan,4.852975532,0.294161204,0.135084931,0.493827011,0.32788912,0.298355764,28,0.3,10,1,5
2024-02-22T02:41:57.918000Z,ga2024drrdjb,121.1770935,-30.7330513,5,3.58443833,MLa,nan,3.543505234,0.185809555,0.561518741,0.403576515,2.380754454,1.301848166,10,1.5,12,1,11
2024-02-23T04:53:11.144000Z,ga2024dtrfhv,134.0563507,-19.84101105,10,3.70357812,MLa,nan,3.889632023,0.168606818,1.757823703,0.498628677,2.338055941,1.387464111,11,0.7,10,1,4
2024-02-27T16:04:09.925000Z,ga2024ebwkds,128.2914886,-16.71381378,10,4.16445692,MLa,nan,4.231046543,0.282693827,1.743239496,0.559053554,1.573771048,1.119292059,24,0.6,12,1,4
2024-03-08T09:53:12.547000Z,ga2024ettidu,150.4825745,-33.88016891,6.62210417,3.53705709,MLa,nan,3.529762191,0.142818502,1.977668416,0.495033066,3.680011714,1.580714047,21,0.8,12,1,2
2024-03-20T10:07:43.103000Z,ga2024fpunfl,146.3418121,-37.4887619,5.68709278,3.46750228,MLa,nan,3.396270346,0.058772611,0.771857321,0.452762714,3.136098109,1.555289963,10,0.9,8,1,5
2024-04-17T06:36:31.571000Z,ga2024hoxvwu,138.6252441,-33.14629745,5,4.09217778,MLa,nan,4.046297624,0.166241694,2.438274215,0.35566868,2.177164148,0.721331494,23,0.7,10,1,7
2024-05-22T20:41:54.476000Z,ga2024kcghdy,149.7387238,-34.50011063,10,3.9223923,MLa,nan,3.819361887,0.183353851,3.012905933,0.528015402,3.03384497,2.010949479,23,0.8,10,1,2
2024-06-27T00:09:57.918000Z,ga2024motpgn,138.6398163,-31.93810463,10.16324711,3.38239844,MLa,nan,3.447064849,0.101091807,2.605494274,0.287604269,4.437211063,1.380725,10,0.8,12,1,7
2024-06-30T22:52:39.432000Z,ga2024mvzyds,130.7090759,-14.49367619,10,3.64644684,MLa,nan,3.594591989,0.125604239,4.808760348,0.676248687,4.592623612,2.482557159,12,0.9,12,1,4
2024-07-09T00:52:11.822000Z,ga2024nkvsfo,134.6704559,-19.31395721,5.51272488,3.43529849,MLa,nan,3.800177154,0.163551686,0.835652368,0.380159573,2.022704512,0.806374485,8,0.7,12,1,4
2024-07-11T03:39:06.429000Z,ga2024nosrvl,119.0534286,-20.42302895,10,3.86629004,MLa,nan,3.801341051,0.142771116,1.631353498,0.605767758,2.524592598,1.314024436,9,0.8,12,1,8
2024-08-06T17:48:44.067000Z,ga2024plnsvb,146.3610382,-37.49197388,9.62705612,4.11424901,MLa,nan,4.073032311,0.158903076,3.223529144,0.427580342,2.317075484,0.979649458,30,0.6,12,1,5
2024-08-15T09:42:38.851000Z,ga2024qbldwq,117.639,-31.298,2,3.67734035,MLa,nan,3.614840447,0.189924423,1.684913728,0.556385653,3.163137979,1.943787806,116,1,8,1,1
2024-08-18T18:05:38.154000Z,ga2024qhozyo,117.639,-31.298,2,4.40338871,MLa,nan,4.268992059,0.213343112,2.803301367,0.428277743,1.764979657,1.045090335,133,0.6,12,1,1
