MAG,DIST,WA_AMP
3.95,353.2,0.5934086181967453
4.05,592.4,0.244781762236598
4.70,485.2,2.3079370715992757
3.25,291.5,0.11153237877300025
2.20,118.1,0.020979978966642502
3.55,141.1,1.5758449073307985
4.95,291.7,18.540056267617505
4.55,346.8,3.910023762966521
4.45,164.1,20.453221128931418
4.85,105.6,53.1994650174068
2.60,37.5,0.4085412469170791
5.45,398.3,26.38373019895352
3.90,334.4,0.5929148028989429
4.75,198.6,27.138696739462286
3.65,330.8,0.2693054671636575
5.50,499.8,16.810648197228865
3.10,175.3,0.32033706370855486
4.65,454.8,2.35979028534771
2.30,74.4,0.04252088878277043
5.35,433.9,16.234830339491193
4.45,179.8,16.460199683269245
4.60,51.8,67.80149129790397
3.25,0.1,2375.14746429926
4.95,585.8,3.3757149079245807
3.25,129.6,0.6419554380801494
5.20,131.6,119.66992014519286
5.25,23.5,1169.2940260601715
5.40,527.5,11.98914835448149
3.55,5.7,158.01618476513747
5.45,140.3,212.34625317369878
4.35,202.8,9.195575731226992
4.25,311.0,2.1646148454784337
4.80,183.0,38.71621327243761
4.20,500.9,0.5005328096213113
4.45,491.0,1.1029023024736249
4.80,489.2,2.954071396798594
4.45,557.8,0.9260442876448083
2.25,7.8,2.0850062981768667
4.55,187.3,19.06236717005518
4.70,42.3,126.51383672265254
5.40,46.3,502.80765915913616
5.40,535.0,11.669644209697076
4.45,372.8,2.3644081727417237
4.00,358.9,0.6623095507689621
5.20,113.0,115.80880677207773
2.60,45.6,0.265601495423408
3.85,399.8,0.29455682284610274
3.95,44.3,17.337648935237123
4.95,196.4,45.44908665848296
4.55,252.9,8.564871584056249
5.45,483.0,16.00604955223197
4.75,575.0,2.0679246918410708
3.80,167.4,3.208486034269347
3.65,260.8,0.5810071278206703
4.00,5.0,611.6735397733374
5.00,357.0,12.35930125978551
4.05,0.3,9352.48628652546
3.60,235.3,0.6955542549058931
5.15,586.9,5.430907384938831
2.45,76.6,0.06577860845093254
4.15,156.6,9.261423713806497
4.40,298.6,3.7666621365010897
4.65,0.5,11577.429112024436
2.90,22.8,2.719061144270824
3.05,45.6,1.1158237765546306
5.15,542.7,6.1162746412197055
3.60,307.6,0.2857416860259172
4.70,461.4,2.621189439791449
3.90,271.4,1.095347468931007
2.05,141.3,0.011674986347526346
3.55,78.2,2.104924189078918
2.55,130.0,0.06565477248285133
4.90,479.1,4.029439756884301
5.25,348.0,24.612898138665575
4.95,360.9,10.51765342804763
4.50,259.2,7.063895725846803
4.30,426.4,1.0122471644683444
4.60,535.7,1.515050261573098
5.20,301.6,31.83733637060737
4.05,585.7,0.24912273891477346
3.95,63.3,9.293571610305333
3.90,158.7,4.570063560392625
3.80,73.5,4.729091070862264
5.25,76.6,150.44542118575535
2.95,107.3,0.25929328212239744
5.30,293.8,43.056057880897924
4.70,586.0,1.7497958751900378
4.10,276.0,1.8534212985167746
4.85,324.9,10.816578420674176
4.50,380.0,2.591569764793741
3.05,151.0,0.32484863673809483
5.05,512.3,5.3012065532587815
3.35,114.6,0.90313885683508
3.10,201.7,0.21617287246362576
4.45,415.0,1.7062135078393845
3.15,76.8,0.6352526358266475
4.15,15.8,141.64359482757496
4.10,459.7,0.4568039159848114
4.65,544.6,1.703345186751948
5.30,294.0,43.056057880897924
4.05,243.1,2.4142034365506335
5.20,241.0,52.4208997026967
3.15,9.0,26.36338536336674
5.05,317.6,19.280450685842396
5.40,205.5,107.50662119665417
4.00,351.9,0.7019851954491865
2.65,177.5,0.06936121337035236
3.85,167.1,3.724096677471524
4.50,221.6,10.860137402958946
4.30,483.5,0.7337306122725311
4.75,516.1,2.408969403283628
5.30,203.1,90.84571109734193
4.90,326.8,12.152029986499848
4.10,104.3,8.067291893699476
5.40,221.9,95.98385354854557
3.10,221.9,0.16601120887159587
3.30,190.8,0.47236596157426286
3.25,87.1,0.723591374713222
4.60,341.0,4.74351087859848
3.25,182.4,0.45780862878814566
4.20,553.0,0.43907648505040037
5.30,274.2,50.85372781423838
2.90,13.9,5.036059324216819
3.40,14.9,19.361754246962597
4.15,216.5,4.516736391376274
4.75,578.9,2.0450367693243745
5.40,208.1,105.12214654840575
3.70,189.8,1.6703483671526924
3.65,105.8,2.2533579076598524
4.90,416.0,6.043986048961218
4.80,424.1,4.347253892946078
4.50,52.0,53.18815544523714
4.95,27.5,476.7828128692946
3.15,123.9,0.47431377591671636
2.25,139.3,0.023309095096937026
4.80,320.8,9.77236537541177
4.40,401.7,1.6221236909102266
4.65,244.6,12.108677947946886
4.50,153.5,23.65930865328087
5.15,198.1,69.9347063055256
5.10,146.6,101.20388123244702
5.20,459.7,9.540797824454065
5.50,54.7,424.8131586179361
4.70,282.2,10.300219022116533
3.00,105.4,0.30512686848609333
3.05,5.6,43.82623747106113
3.95,323.4,0.7642245653912709
3.10,284.8,0.07328637840100216
3.55,7.2,123.60464257166997
2.75,187.0,0.08255610401306415
4.35,178.2,12.97285023905552
5.35,205.3,98.34478365704909
5.20,405.4,14.066916824123972
4.35,396.0,1.4616890358048158
4.30,75.1,17.46577866071479
2.00,136.8,0.010030189203260492
5.00,213.2,41.77467865479953
4.45,2.7,2971.0833763848746
4.10,524.6,0.34522596464591443
4.15,244.3,3.173516785604424
5.00,485.4,5.139549481875022
5.45,112.3,190.81140831397823
4.70,191.5,25.993907674041793
4.35,406.2,1.3529501232292007
4.40,370.5,2.086832397733412
5.00,589.7,3.7770591766651256
5.50,404.8,27.92524044023608
4.95,11.7,1074.71702299716
3.30,172.2,0.6437304556940294
5.35,140.0,171.60928151596715
3.75,172.1,2.601554392604705
4.55,418.5,2.223064064285403
4.35,13.1,267.96540825626573
4.90,33.6,296.2813082936387
4.70,491.0,2.2364953546088207
3.55,182.1,1.1788695232823696
3.60,330.6,0.22825376238624137
4.60,38.5,119.99151359957209
4.40,433.7,1.2985923300392221
3.70,151.6,2.491460733216853
5.25,594.9,6.635243046475875
4.80,468.4,3.298704417007513
5.40,405.0,22.42233515029926
5.35,71.2,203.57923016618815
3.45,118.3,1.2215933294219816
5.15,10.3,1889.598909876189
2.50,93.2,0.06067449030714111
4.90,524.8,3.4950313680109373
2.85,188.7,0.11227947902515278
3.45,213.6,0.5720183425997615
3.15,295.2,0.07641860550404407
4.35,330.6,2.4744383530929923
4.25,250.4,3.898618074987907
4.50,526.3,1.1658684728163538
5.30,345.0,28.338160350371098
5.05,143.9,89.16307637018483
5.45,460.8,17.383038813803516
2.85,97.9,0.19054447397597885
5.10,12.7,1353.6420823047663
3.35,62.9,1.6661657664235254
5.50,540.1,14.405465763297155
4.25,529.2,0.5462947612979441
2.75,195.8,0.07384391700381508
2.15,77.1,0.024069695239237642
2.50,77.9,0.07581103857761903
4.15,434.0,0.6166249983235189
5.30,6.1,3965.0547882128108
3.70,139.9,2.482981123715899
4.50,170.7,21.990323551053542
3.90,277.3,1.0177805935461177
3.50,61.8,2.692753979162244
3.60,111.9,1.9317800971270207
5.40,25.4,1442.493651221544
3.30,218.5,0.3360184197415533
3.30,261.8,0.18903500347821559
4.40,342.8,2.6011436546258797
4.35,74.2,20.194900111041438
4.80,554.9,2.496052131809711
4.15,19.8,112.14034635183424
4.35,8.0,622.317336559462
3.10,98.5,0.4238171867331498
4.40,344.9,2.5582750941095505
5.00,408.9,8.27722948267416
4.90,291.4,16.40672742835122
4.15,481.7,0.47095866007796205
4.15,398.7,0.7712076065268693
5.35,256.1,66.10544094317643
5.05,73.8,104.3220674277304
4.60,100.9,29.238307122313532
3.35,210.9,0.43250524509807936
3.10,28.9,3.464108645025952
4.50,540.4,1.1250158596858872
4.15,54.4,20.640911232309207
5.00,346.4,13.501824803506958
5.15,337.4,21.145867102166356
4.20,206.8,5.809062572788045
4.25,206.0,6.7545536237015815
5.20,48.1,302.8862666674626
4.25,137.1,11.854982116689925
3.80,106.0,3.4720627892236458
2.10,120.3,0.014806200405153387
5.00,98.8,74.06100944198403
3.40,281.4,0.20518331565270873
3.20,179.0,0.4115415182634776
2.65,56.6,0.2181480354176114
5.40,446.4,16.723734299656613
5.25,223.1,67.40026756346603
4.80,41.5,167.6132212663049
5.50,367.8,36.92307241865477
2.45,138.9,0.045805374200281114
5.30,541.6,8.943576533430512
5.20,51.0,267.2475737448727
4.80,396.2,5.36126240403622
5.50,457.0,19.774274592383914
4.35,176.0,13.430860809128104
3.50,79.0,1.7828399555430874
3.40,298.5,0.1665582266443054
5.50,467.3,19.05234628916582
2.40,5.9,5.9335993369998885
4.30,75.6,17.159190020565738
4.60,373.7,3.6320585069373963
5.25,77.3,150.44542118575535
2.90,175.4,0.16591559379923074
5.40,462.9,15.363614450011324
4.10,31.4,49.28335362269848
4.60,197.2,19.047003391509246
5.15,271.9,36.21368399104786
4.80,115.9,47.66231019358761
2.95,79.8,0.31804551764612027
5.30,127.1,146.0667424912032
5.00,301.5,19.56076218758444
2.70,113.4,0.11303793627362016
4.30,447.7,0.8954072382216303
2.45,53.4,0.12763667303545592
3.00,38.2,1.4729326189025367
4.90,570.5,3.101259808786856
4.85,494.2,3.297975106333902
2.45,63.7,0.09115513593342035
5.40,81.6,187.00365576431395
3.90,16.3,74.97622748889798
3.90,82.8,5.209872311850286
3.75,309.6,0.44972181019588175
4.10,27.3,63.25643925178991
3.60,308.6,0.2828019174976314
2.40,62.9,0.0793018509904742
2.25,56.3,0.05947693423330286
4.30,84.0,15.004581024673424
4.10,502.5,0.36413323744868253
4.15,285.1,1.9866361933279004
4.85,262.2,18.281332068769473
5.00,562.7,4.068853919110045
4.90,305.0,14.590716337147095
4.90,176.4,55.783097996828864
4.55,298.3,5.890460657653705
5.20,236.4,54.45638196094272
2.85,9.6,8.656656924090703
2.35,101.2,0.03611535467207918
2.70,161.7,0.1009200248120225
2.55,116.8,0.06818276202302198
5.10,219.3,48.79716438684606
3.35,180.1,0.6521164144326702
4.45,96.9,20.10684320804136
3.35,52.0,2.3208462495239166
2.70,196.0,0.062485559439126884
2.90,87.5,0.23458951217932458
3.65,353.8,0.22160698051150013
4.70,165.2,39.00230666973011
4.95,384.3,8.783546118888308
