MAG,DIST,WA_AMP
3.75,240.0,1.033396747620497
4.45,80.3,23.407841007348363
3.20,173.0,0.45922617662496223
2.10,143.8,0.01376555304076734
4.05,320.9,1.0677015661085916
3.80,116.1,3.4472123804502925
4.30,557.9,0.5898520492183785
3.80,191.6,2.203667949185815
5.15,117.8,104.77167925315706
3.85,214.1,1.948337247456636
4.80,31.8,258.950814996604
4.35,553.3,0.6961635897846657
3.55,25.9,15.8075564299035
3.25,265.4,0.15461189059466213
3.05,45.7,1.1158237765546306
5.15,572.5,5.660671236056032
2.80,144.2,0.14443286552343698
3.80,51.2,8.82634116578679
5.35,457.1,13.957003837832431
5.35,576.8,8.8120075865414
3.40,222.3,0.439324142611057
2.95,73.2,0.3645688755875043
4.25,115.0,12.026365907059105
3.00,191.5,0.17946608640503037
4.10,54.4,18.08739166086678
4.45,35.4,95.96240472389582
5.30,550.4,8.669091812205524
3.25,294.2,0.10745983929153224
5.15,126.2,105.4913277815923
3.45,52.6,3.036400157053298
2.80,15.5,2.998085679648269
4.55,450.8,1.8224994223876423
3.30,37.7,3.6830069361314597
4.25,336.1,1.7519109560223836
3.80,17.0,54.63484043831317
4.05,102.1,7.044971080044424
3.40,97.6,1.0787830191927703
3.70,343.7,0.28422996419890834
4.10,272.3,1.945218433392205
2.85,37.4,0.9707570347609537
4.10,399.1,0.6591049343779315
5.10,539.0,5.502326243310674
4.45,78.8,23.803446507117503
3.75,117.6,2.9718121410514287
3.90,61.6,8.36141612867508
5.20,327.3,25.89868014808897
5.20,1.5,11590.703231343314
4.85,82.9,57.97306240438247
4.80,582.5,2.318701916679433
5.45,285.3,64.98752301422883
4.65,219.6,16.40039530977395
2.10,5.3,2.9879673454942837
4.90,188.3,45.48608597519446
4.90,26.1,447.0223654710734
4.80,3.6,3941.4297690298536
4.55,369.6,3.245920715240519
2.05,52.4,0.03445049246714067
2.85,138.7,0.17348150818597877
3.75,110.5,2.9941889996269526
4.65,392.9,3.6105759833973075
4.95,23.6,558.4626497421208
4.20,209.8,5.5982125297619225
3.65,31.2,15.219257434527734
5.40,173.5,181.88299829918802
5.00,100.4,74.14334876690259
4.25,3.9,1414.6067517142262
2.85,79.9,0.23069945784369578
4.00,366.8,0.6201220480516366
4.85,206.0,31.867186132268557
4.75,208.3,24.374992584968528
3.85,319.0,0.5735646780474577
3.55,3.1,460.0666751738242
5.00,25.7,564.3323434348471
4.60,7.2,1229.123798443088
5.00,554.3,4.167462700960658
5.50,117.0,213.6694207155945
3.95,298.2,0.9475416107072351
4.30,72.8,18.09868369914571
4.30,204.6,7.837775140511798
2.90,131.3,0.20917327410299766
4.25,377.0,1.2515671282497653
4.50,579.6,1.008914342726161
4.20,291.5,2.183937589556731
4.85,573.0,2.711527249257405
4.05,184.4,5.0632391005700255
2.35,1.5,49.08380439706227
4.05,571.0,0.2601231852886629
3.15,263.0,0.11431708637366736
2.20,22.0,0.2938627442819099
5.10,552.3,5.3205431719347835
5.35,282.5,52.90955277679798
3.65,49.6,5.962494054529884
3.75,71.6,4.193419627723561
4.15,567.6,0.36023629294071535
4.25,285.9,2.6787325425851267
3.65,357.1,0.21609800609788024
2.60,186.1,0.05060509806816515
2.65,102.4,0.09785483374339027
5.05,442.9,7.357042898162311
4.85,283.4,15.364731558609671
3.70,19.3,37.237617487716236
2.15,66.2,0.031407271520495834
5.25,446.4,11.809467049557385
4.85,100.7,52.92743290773196
3.50,167.7,1.2733491930026408
2.55,48.0,0.2070080956264003
4.80,163.3,50.8215414911305
3.95,234.3,2.0259202639617944
3.30,139.3,0.7340697695903717
3.55,10.7,55.3347590562689
5.10,492.7,6.511351616055802
3.70,296.5,0.4401865520637573
4.55,360.6,3.4893373176329487
5.40,137.9,189.47992139140004
4.95,3.5,4841.840179573604
5.35,97.6,153.6427686345489
4.25,574.9,0.48241071714356776
5.10,356.2,16.045525792263145
5.50,371.4,36.080615367575504
4.80,256.0,16.780099593889975
5.10,28.2,636.8344993274461
3.20,299.3,0.08579648913027012
5.35,34.6,759.0834079323822
5.15,102.3,102.7943204251666
3.75,10.4,111.27754086125296
3.60,10.4,75.98981121431613
2.95,117.2,0.25438072187947863
4.15,58.3,18.351213987836694
2.90,189.6,0.13071751986654864
4.30,548.5,0.6044162086320475
4.25,195.9,7.617314235098745
2.80,0.5,1247.208196430498
3.90,22.9,49.434194826324784
2.60,187.5,0.04947967267133225
5.50,152.5,248.92664275791537
2.00,6.4,1.5592583323567009
2.65,123.5,0.09350524468188146
5.05,133.8,85.8773706333427
5.10,292.9,26.89769994928911
4.75,146.3,43.75860989781707
3.75,220.0,1.3379213466845836
3.55,135.9,1.5924795361833055
4.25,42.6,39.675477282706304
5.25,441.1,12.230555060130518
3.15,224.6,0.18808950407082342
4.40,160.1,18.427074087845543
3.20,169.7,0.48487632873259495
2.00,58.9,0.02356477608581422
4.65,499.1,1.9043156220689286
2.10,60.9,0.030987285489107643
2.20,145.1,0.019268716411593712
3.60,300.9,0.30741520377489173
2.10,19.4,0.24924540061295647
3.50,188.2,0.9232972541253699
4.35,20.4,179.59993541902404
3.20,83.8,0.6534825195028534
3.20,17.3,9.763214251177311
4.50,219.6,11.130805883543616
2.60,10.2,3.992030308557811
4.30,331.6,2.110179554749307
5.25,436.9,12.579561827487627
3.75,115.3,2.9835439459192648
5.45,461.0,17.383038813803516
4.35,200.1,9.531060323565088
2.80,114.1,0.15673118590877272
3.70,136.4,2.5007099740371337
4.25,460.8,0.7172790798164392
2.65,62.6,0.18196559384795408
2.35,120.5,0.03451464873809505
3.45,44.7,3.982065299073816
5.05,170.9,87.05660595604196
3.75,43.3,10.453327224563632
4.60,348.9,4.442333382524977
2.80,12.3,5.105528956137483
4.70,319.4,7.548418231111043
5.30,554.8,8.502983404980792
4.60,560.6,1.417940011259997
3.15,194.9,0.2783184053837696
5.50,431.4,23.151590856276382
5.00,221.6,37.50779730990331
4.60,229.3,12.92185541805126
5.15,128.9,105.74009964261954
2.75,181.5,0.0901890590966035
3.70,329.8,0.32016828701203903
5.45,581.4,10.975577510005962
5.25,212.8,72.6442786842474
4.20,492.4,0.5191052358783993
4.55,7.3,1129.4038853249801
2.75,191.3,0.07860267748963067
3.55,73.3,2.312055430706833
4.65,534.9,1.7475983974417917
5.15,106.9,103.46516754497675
2.45,33.1,0.336913873701224
4.65,106.9,33.149840272594275
2.35,9.4,2.2511353530303384
4.60,413.9,2.6673967234999827
3.45,159.0,1.1735331268596707
4.95,65.1,103.63266230391541
2.85,124.2,0.1800887759356941
4.40,38.2,73.26692944991156
4.20,159.3,10.678909942018272
3.65,282.0,0.44676817198061675
3.50,253.5,0.40269666516224756
5.25,17.6,1548.3016734287626
4.80,146.5,49.689656368134735
4.80,325.7,9.374655000734247
5.10,585.4,4.865905228765762
3.65,110.1,2.2433038708416513
5.35,149.9,178.92428632665815
4.55,500.6,1.4291089966143147
4.50,579.3,1.011818740036901
4.45,221.0,9.633462461395053
5.10,27.6,636.8344993274461
4.75,11.9,723.8466740123425
2.00,18.2,0.18687158637688306
4.20,206.1,5.8807456119481385
5.40,290.8,55.382711230424974
2.20,92.9,0.022206392761412147
4.40,325.2,3.0226676601572873
5.05,62.3,140.26932940115034
2.90,193.2,0.12617764212632557
3.30,236.1,0.2651465079258618
4.30,410.4,1.126932646282019
2.35,49.0,0.1039823243399618
5.30,345.4,28.338160350371098
5.40,512.2,12.751996720033956
3.85,8.0,213.01641735430735
5.20,377.5,17.254751459523927
2.50,44.4,0.21163133452864205
4.60,297.7,6.79718122879966
3.80,221.2,1.5353153400082504
3.85,330.0,0.5220058127520322
3.10,262.9,0.0969373941170237
2.30,58.8,0.06400028482602821
2.80,21.7,2.1088506215614506
4.85,114.6,53.560390714586234
4.50,3.9,2361.8329987497345
4.30,447.9,0.8954072382216303
4.35,307.9,3.0056787803847893
5.35,540.9,10.126348908056583
5.50,257.0,91.28387395979291
4.00,131.3,6.00958309707672
5.20,585.7,6.096449399346162
4.05,301.6,1.256772386747749
3.90,45.2,14.48277180618655
2.70,17.8,1.925949159651117
5.50,375.3,34.98452908561847
4.75,124.3,42.45879674561313
3.45,110.3,1.2358171132258788
4.70,161.3,40.15419601366815
4.85,446.5,4.252073586812776
3.10,112.2,0.41456252404671673
4.20,578.2,0.4095088314214073
4.55,290.9,6.249862961079507
3.20,275.9,0.11410228349086776
3.35,191.0,0.5547842963183124
5.00,253.8,28.844000838819408
3.80,294.5,0.6208636031062549
5.10,212.3,53.06679969088176
2.60,178.3,0.05747260864643091
3.60,317.2,0.2602820842886522
5.10,129.5,94.9258864893919
5.40,33.7,885.6700317857596
5.20,257.5,46.19774659680218
4.25,511.1,0.5709391259193934
5.40,534.6,11.669644209697076
3.85,4.6,425.39574272891696
5.35,262.4,62.95120939937515
4.00,258.3,1.7296204766790533
3.20,285.6,0.1006647817333371
3.20,153.6,0.529661179640959
4.30,41.9,47.24268091757105
3.80,56.9,7.3719930917806336
3.00,29.3,2.541301432002761
3.15,289.6,0.0812734027480966
2.95,27.6,2.3149776882545563
3.80,15.0,60.09376265168658
4.65,43.5,102.73873341551345
3.55,21.8,20.432040647628444
4.70,599.8,1.6814887922879664
4.10,121.4,8.01154858361499
4.25,78.7,14.318259301722938
4.25,282.9,2.747864726460629
3.10,125.9,0.40270766357568777
3.40,51.8,2.7026608488282915
5.15,95.8,101.90729353001115
4.05,546.8,0.27799885494040943
4.70,99.3,37.171486986526965
4.20,103.7,10.549601246751
4.70,540.4,1.98152339139139
5.45,471.8,16.68279343941213
5.20,165.5,128.50222752667858
4.65,359.8,4.683928300048615
4.90,545.8,3.3149606006159793
3.50,203.6,0.7606377705163937
3.40,153.9,0.9985710723091155
3.75,227.6,1.2062869701817234
5.00,128.6,76.04002435459479
3.70,283.6,0.5089605122231782
5.45,122.2,196.80477185628087
2.70,62.8,0.21386944843223069
2.20,42.5,0.08158233040020892
4.65,330.3,5.987537288440023
2.15,129.9,0.017133200881376424
4.95,170.8,68.57872630028902
4.70,39.9,138.7866901213071
3.75,8.6,135.66369471540517
3.70,342.6,0.2866470736729929
4.60,566.1,1.3987878672791274
4.30,267.9,3.6285383090813905
5.45,76.3,231.11845152329812
2.55,140.9,0.0636812346646389
5.30,473.6,11.611840035025432
3.95,288.7,1.0342893464893392
5.45,217.1,111.065878250676
5.10,390.1,12.313023110046538
5.20,312.3,29.297768134249278
4.05,82.7,7.8716194222643345
3.35,44.2,3.071570367765611
4.15,338.2,1.265176765594103
4.90,79.0,69.11847545984715
2.50,48.9,0.17125034143571277
4.00,130.1,6.020654616694478
4.45,532.1,0.9917687288119494
2.95,0.5,1595.3628645550511
4.90,388.5,7.407259648930155
3.60,306.6,0.2886683991351328
3.55,54.8,3.8403745140422
3.00,186.3,0.1906769680970321
4.55,347.5,3.910023762966521
4.95,326.2,13.968624996499134
2.75,118.7,0.13196436803312717
4.60,328.9,5.238117208512089
4.95,580.7,3.4232033641345434
5.00,53.5,164.19757447084336
4.60,284.0,7.649067483601323
3.85,241.7,1.3607641954912908
4.05,13.7,120.56962149794171
3.85,22.7,43.407027653630855
4.20,539.3,0.4558945690520049
4.75,473.0,2.8143408062644775
4.55,154.7,27.064670497133275
2.00,40.5,0.04918039392987126
4.50,551.4,1.0929114152151607
4.05,411.0,0.5169109725225741
3.80,99.2,3.496156764421024
4.05,250.4,2.2109132927730615
4.40,219.9,8.535222406209257
5.40,334.3,38.861308644709716
2.40,110.5,0.04190079380240903
5.25,463.9,10.657156465023746
4.90,62.8,98.22617548706967
5.05,7.3,2339.9081776641124
4.35,393.9,1.4847314222091879
4.30,301.6,2.720830200396108
4.70,352.2,5.751646752923481
4.75,279.4,12.12342866646464
3.05,113.4,0.3531570856784628
3.50,195.8,0.8399212902485095
3.95,113.6,5.303126765552303
3.25,275.7,0.1344001460750215
5.10,484.3,6.7363126884385105
5.15,241.2,46.45059516250134
4.60,208.4,16.70978185759852
3.60,199.0,1.1049399726365408
5.50,143.9,239.70944217958794
2.75,149.6,0.12052566453361359
3.70,40.5,9.948721685157961
3.60,380.5,0.1503131353460187
4.00,390.8,0.5111447040507897
4.00,43.8,19.83516094686604
5.10,242.0,40.76586842343319
3.85,376.4,0.3557870365923417
4.00,329.9,0.8443271777507327
2.55,63.8,0.12699900014011117
5.25,428.9,13.316149453121934
3.50,234.0,0.5159153184014094
3.25,25.7,6.597007849785286
3.65,194.7,1.3522299462430063
4.40,433.8,1.2985923300392221
2.30,17.1,0.541044932440685
2.65,155.7,0.08684884170596012
2.20,136.8,0.01980726386141405
2.05,39.2,0.06210679565468316
5.40,77.0,203.61278461427335
2.25,1.0,36.47961411690409
4.05,450.7,0.4118044623111899
2.60,62.2,0.15878826900696846
3.15,295.0,0.07641860550404407
3.85,278.4,0.8652354429962565
2.80,31.7,1.1231337817705533
5.00,252.7,29.07593556945134
4.65,118.1,33.28738872023023
2.40,15.9,0.8353509349143813
4.70,143.3,38.23298841182563
5.30,36.1,650.0627104079042
2.90,167.9,0.18521985173196262
5.35,165.1,180.37828127719246
4.30,272.9,3.479589515665678
5.35,527.1,10.69102155359664
2.95,107.7,0.25868197338816407
4.85,317.4,11.559616937982142
5.35,44.5,473.8393064006737
5.20,89.6,111.98962785323806
4.20,570.0,0.41895845325194475
4.60,195.9,19.266755734188425
3.85,71.5,5.646779305448738
3.90,253.6,1.3547467908740036
3.90,273.3,1.06890043592861
3.30,154.9,0.7301341591017985
4.45,594.7,0.8344144993712599
5.45,67.1,273.25724919329105
3.55,314.8,0.22636658002007895
5.25,32.3,716.2073545449546
4.00,287.3,1.226650723732394
3.65,239.9,0.7608447646952212
4.35,499.8,0.7946202966823127
3.90,192.8,2.926083779079797
4.10,159.6,8.109661764999437
4.95,563.9,3.5860203705312017
5.45,24.8,1601.7480579886887
5.35,458.8,13.854254490679049
4.95,172.6,66.25016110345902
3.85,98.1,4.024983465515423
4.30,183.4,10.361264857823752
4.90,42.0,202.18259415738038
4.65,105.8,33.12828133536889
4.40,253.0,5.672351930460893
4.85,241.5,21.58002893525959
2.25,36.7,0.13559949035264118
3.65,243.4,0.7316156394110591
5.10,406.5,10.916502689107563
4.55,333.0,4.389320978620166
2.40,86.0,0.047130097577252665
4.05,428.9,0.46672458301754366
3.60,111.1,1.9303859411524515
5.30,579.3,7.748727342151047
4.15,36.9,40.56671900939342
3.15,276.9,0.09558484831479597
4.85,248.2,20.452815477276303
4.65,71.9,43.71940742703387
5.30,302.3,40.28237692068732
3.60,328.1,0.2342490156125292
2.30,106.0,0.030161696576245255
4.30,536.9,0.6239792765523332
5.25,525.9,8.41452831559104
5.05,9.1,1757.732868996169
4.20,230.2,4.355458939268143
3.05,273.3,0.07222549434709076
5.05,453.2,6.8587702957621595
4.40,366.7,2.1377405307652886
4.30,103.1,13.731864878856983
3.30,73.9,1.074010197686953
3.75,53.4,7.227861295637739
4.75,339.8,7.285502873065496
5.15,43.4,338.50554789656366
3.90,270.3,1.1089818077535731
2.05,46.4,0.04245315325150492
3.95,132.0,5.212645374135527
2.35,19.9,0.5456898153289547
5.45,173.9,202.30688098811171
5.00,460.3,5.74431514529659
3.05,108.6,0.35587416405460215
4.15,41.1,33.60705418239562
2.25,48.2,0.07676070240970503
4.55,104.5,25.89203411441373
2.15,120.3,0.01758010831150643
5.15,256.6,40.94373043260541
5.20,594.4,5.961234616908545
4.20,59.0,20.307454951964242
4.10,122.2,8.001791032692791
4.85,553.1,2.8616732818551838
3.30,172.7,0.6327977275966166
4.75,68.5,58.916702903333196
4.80,11.2,879.2615851512579
4.95,167.1,71.20201146224686
2.45,35.1,0.2973617273122732
5.05,84.7,87.60783125799783
4.55,28.5,165.4279464805022
5.05,69.1,114.95583834915467
3.35,217.9,0.3946453178527603
4.90,526.3,3.4861904480766883
3.80,219.9,1.5547867661387735
4.85,366.7,7.693897684743701
4.10,78.8,9.64221683873111
4.20,27.5,80.52108544228292
5.45,195.1,142.5366376005817
2.40,115.9,0.04134233023240167
4.50,430.4,1.769386039942624
4.75,255.0,14.765659469860717
3.65,111.4,2.243718271182149
3.60,34.7,10.426803835419893
5.30,321.1,34.429649794678596
4.10,228.3,3.3698015632706433
2.30,115.1,0.029572913164599278
5.20,60.5,203.3723057179542
5.25,309.9,33.546592266102145
5.25,208.5,76.1918631026759
4.85,197.2,35.44366565498761
4.40,461.9,1.1128058624685966
3.40,267.9,0.2416747142194001
5.05,255.0,32.48433521184981
3.05,299.0,0.05225621005891
4.25,283.1,2.747864726460629
5.00,281.0,23.116257574726816
5.05,235.6,37.640307792338675
2.15,23.3,0.23198289331573052
3.40,274.5,0.2212249019919603
4.65,217.1,17.011285765651223
4.85,373.7,7.280620469093774
4.95,112.7,67.24004623609129
4.10,159.1,8.08996197223229
2.80,46.8,0.47984668609846
3.80,27.1,29.350662833962218
5.10,244.6,39.83655250627527
3.50,208.2,0.7230157242573569
5.50,8.7,4663.967745179541
4.05,290.2,1.3930970031641146
4.80,354.2,7.456003024995301
3.25,166.7,0.5851050929567879
4.05,554.7,0.27202855394873854
5.50,39.6,807.9783485628309
4.40,176.2,15.40171120839932
4.40,191.3,12.11052975528125
4.35,343.9,2.220559244473788
3.75,256.5,0.8415702789198057
4.55,334.5,4.31728854508323
5.45,149.0,220.5553663574592
4.50,3.8,2361.8329987497345
5.50,351.5,41.853729523563274
2.10,130.0,0.014449670365170602
4.35,244.4,5.533219940583596
4.60,256.3,9.64234031896058
4.45,439.0,1.4597926936775516
2.50,48.3,0.1762317011204287
3.95,266.1,1.3517544032761084
3.00,19.1,4.737228931971695
3.05,236.6,0.11546900709932958
4.15,422.2,0.6597997666480628
4.50,158.3,23.943969530371827
2.70,9.1,6.907170887780748
5.50,183.2,192.9514063912362
