PGA_LEVELS,%_EXCEEDANCE
0.02,82.3981530189
0.04,48.6849026828
0.06,27.3335671284
0.1,12.2157928576
0.14,2.96335262143
0.2,0.675083289497
0.3,0.119819977789
0.4,0.00876731544801
0.8,0.0
