FID,earthquake_id,azimuthal_gap,azimuth_horizontal_uncertainty,depth,depth_uncertainty,description,epicentral_time,evaluation_mode,evaluation_status,event_creation_time,event_id,event_modification_time,latitude,longitude,mb,md,ml,ms,mw,mww,mwp,mwmwp,minimum_distance,maximum_distance,nearest_station,origin_id,origin_time,origin_time_uncertainty,phase_count,preferred_magnitude,preferred_magnitude_type,max_horizontal_uncertainty,min_horizontal_uncertainty,source,standard_error,station_count
earthquakes.fid-4f6d2f70_170e4f0d199_-c77,656767,154.7,132.04,10,0,NE of Boorowa; NSW.,,,FINL,2017-07-10T14:15:21,ga2017niskbe,2017-07-10T15:11:44,-34.2631,148.9514,,,2.04,,,,,,,,,1501393,2017-07-08T21:03:16,0.65,29,2.04,ML,6.4156,4.0692,AUST,0.8546,17
earthquakes.fid-4f6d2f70_170e4f0d199_-c76,654531,266.2,119.86,0,0,E of Cadia; NSW.,,,FINL,2016-01-27T12:51:25,ga2016btdtls,2016-01-27T12:54:22,-33.4341,148.895,,,2.04,,,,,,,,,1268641,2016-01-25T14:14:29,3.14,10,2.04,ML,31.8571,12.0182,AUST,0.4818,5
earthquakes.fid-4f6d2f70_170e4f0d199_-c75,654524,258.39,121.11,1.3916,14.627,S of Cadia; NSW.,,,FINL,2016-01-25T13:25:56,ga2016bqnecg,2016-01-25T13:33:29,-33.5439,149.0427,,,2.04,,,,,,,,,1267651,2016-01-24T03:44:57,3.88,10,2.04,ML,35.5806,11.9926,AUST,0.4093,5
earthquakes.fid-4f6d2f70_170e4f0d199_-c74,655462,153.77,96.11,15,0,W of Gresford; NSW.,,,FINL,2016-08-29T10:56:53,ga2016qwfjyl,2016-08-29T10:58:36,-32.4409,151.2201,,,2.05,,,,,,,,,1360359,2016-08-26T17:22:39,1.15,11,2.05,ML,23.2121,8.9658,AUST,0.6762,8
earthquakes.fid-4f6d2f70_170e4f0d199_-c73,654511,259.48,120.4,0,0,S of Cadia; NSW.,,,FINL,2016-01-25T12:10:56,ga2016bnlmpk,2016-01-25T12:12:16,-33.533,149.0217,,,2.05,,,,,,,,,1267621,2016-01-22T11:41:03,3.82,8,2.05,ML,40.0593,12.5333,AUST,0.2163,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c72,665488,150.1463242,90.06674194,10,0,Murrurundi; NSW,2019-06-28T06:38:31.866,manual,reviewed,2019-06-27T22:37:08.962,ga2019mompbb,2019-06-28T01:07:55.725,-31.82101822,150.9258575,,,2.05937154,,,,,,0.72030497,1.52288985,0.720304966,20190628010450.528463.70401,2019-06-27T20:38:31.866,0.40573017,7,2.05937154,ML,7.85515642,4.77570438,GA,0.76726035,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c71,657928,155.67,72.03,10,0,Binalong; NSW.,,,FINL,2018-03-22T09:11:03,ga2018fpqaww,2018-03-22T09:14:13,-34.6443,148.755,,,2.06,,,,,,,,,1627929,2018-03-21T07:52:43,0.91,17,2.06,ML,8.9424,5.5584,AUST,0.8772,10
earthquakes.fid-4f6d2f70_170e4f0d199_-c70,657465,251.89,151.99,10,0,Offshore SE of Newcastle; NSW.,,,FINL,2017-12-07T13:35:08,ga2017xybppg,2017-12-07T13:36:24,-33.1958,152.3208,,,2.06,,,,,,,,,1577445,2017-12-05T21:12:00,2.98,7,2.06,ML,36.2282,20.5408,AUST,0.4873,5
earthquakes.fid-4f6d2f70_170e4f0d199_-c6f,654495,259.9,120.4,3.6039,17.6046,S of Cadia; NSW.,,,FINL,2016-01-21T11:40:57,ga2016bjzbqr,2016-01-21T11:43:52,-33.5303,149.011,,,2.06,,,,,,,,,1265973,2016-01-20T14:12:51,4.83,8,2.06,ML,43.1499,14.6039,AUST,0.6577,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c6e,663741,160.6024933,40.45433044,10,0,N of Ulan; NSW,2019-03-08T23:35:43.436,manual,reviewed,2019-03-08T14:45:01.842,ga2019esczid,2019-03-11T23:36:31.476,-32.08936691,149.6992035,,,2.06584743,,,,,,0.91567677,2.45863438,0.915676773,20190311233615.667812.76691,2019-03-08T12:35:43.436,0.33992125,11,2.06584743,ML,7.83405352,3.79689813,GA,0.46702744,6
earthquakes.fid-4f6d2f70_170e4f0d199_-c6d,655665,162.81,87.65,0,0,SW of Cessnock; NSW.,,,FINL,2016-10-10T09:30:58,ga2016tvbhgw,2016-10-10T09:31:55,-32.9274,151.268,,,2.07,2.66,,,,,,,,1389324,2016-10-07T14:03:28,1.29,9,2.07,ML,35.1436,7.9778,AUST,0.2614,6
earthquakes.fid-4f6d2f70_170e4f0d199_-c6c,654521,260.22,120.53,4.576,14.4784,S of Cadia; NSW.,,,FINL,2016-01-25T13:21:14,ga2016bqewlc,2016-01-25T13:23:28,-33.5345,148.994,,,2.07,,,,,,,,,1267648,2016-01-23T23:34:41,3.93,10,2.07,ML,35.1935,12.3422,AUST,0.5411,5
earthquakes.fid-4f6d2f70_170e4f0d199_-c6b,659834,190.7165298,108.2013321,0.31701815,5.9365783,Muswelllbrook; NSW,2018-09-15T23:33:06.93,manual,reviewed,2018-09-15T18:12:57.517,ga2018seuowp,2018-09-17T22:06:04.382,-32.36600876,150.8140106,,,2.07039854,,,,,,0.87721223,2.06305814,0.877212226,20180917220518.652473.67293,2018-09-15T13:33:06.93,0.76943783,15,2.07039854,ML,17.27960205,4.7299304,GA,0.66215103,9
earthquakes.fid-4f6d2f70_170e4f0d199_-c6a,663454,137.2705688,93.87360382,0,0,Yass; NSW,2019-02-19T22:01:30.698,manual,reviewed,2019-02-19T13:48:00.906,ga2019dmunel,2019-02-23T21:03:45.739,-34.90313721,149.0164642,,,2.07291339,,,,,,0.22372045,2.14998508,0.223720446,20190223210243.859621.67472,2019-02-19T11:01:30.698,0.32089344,13,2.07291339,ML,4.92737341,3.23847508,GA,0.73548457,8
earthquakes.fid-4f6d2f70_170e4f0d199_-c69,659840,130.582756,150.8847351,0,0,Near Blayney; NSW,2018-09-16T22:54:30.03,manual,reviewed,2018-09-16T13:21:46.634,ga2018sgpaml,2018-09-17T01:47:01.889,-33.57839584,149.3320007,,,2.07722327,,,,,,1.05845356,3.68639159,1.05845356,20180917014637.768858.105350,2018-09-16T12:54:30.03,0.3771913,20,2.07722327,ML,5.6491189,3.45430398,GA,0.40375193,13
earthquakes.fid-4f6d2f70_170e4f0d199_-c68,654509,178.1,121.28,0,0,SE of Cadia; NSW.,,,FINL,2016-01-22T11:20:56,ga2016bmgzbz,2016-01-22T11:23:11,-33.5004,149.0728,,,2.08,,,,,,,,,1266503,2016-01-21T20:20:12,5.08,7,2.08,ML,52.0084,13.409,AUST,0.6412,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c67,667996,88.85905457,123.0767212,10,0,E of Yerrinbool; NSW,2019-12-12T21:30:41.531,manual,reviewed,2019-12-12T10:31:59.02,ga2019ykcldh,2019-12-12T22:39:50.717,-34.37656021,150.6205139,,,2.08918474,,,,,,0.15522745,1.84214449,0.155227453,20191212223824.390672.65626,2019-12-12T10:30:41.531,0.21477946,30,2.08918474,ML,4.97050953,2.1127615,GA,0.53982823,17
earthquakes.fid-4f6d2f70_170e4f0d199_-c66,657616,86.43,153.42,10,0,SW of Katoomba; NSW.,,,FINL,2018-01-12T15:05:08,ga2018atrjqs,2018-01-12T15:06:19,-33.9262,150.0899,,,2.09,,,,,,,,,1593468,2018-01-11T17:09:09,0.47,31,2.09,ML,5.2025,3.0441,AUST,0.5098,19
earthquakes.fid-4f6d2f70_170e4f0d199_-c65,654516,260.59,120.76,0,0,S of Cadia; NSW.,,,FINL,2016-01-25T12:26:52,ga2016bnwhbk,2016-01-25T12:30:40,-33.5016,149.0182,,,2.09,,,,,,,,,1267627,2016-01-22T17:06:31,3.85,8,2.09,ML,40.0226,12.7066,AUST,0.3388,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c64,654444,270.76,125.42,0,0,N of Cargo; NSW.,,,FINL,2016-01-13T11:56:52,ga2016avksxq,2016-01-13T11:58:13,-33.3477,148.8167,,,2.09,,,,,,,,,1262111,2016-01-12T15:57:39,3.38,11,2.09,ML,35.3766,12.919,AUST,0.6709,6
earthquakes.fid-4f6d2f70_170e4f0d199_-c63,655465,347.73,69.3,0,0,Near Cowra; NSW.,,,FINL,2016-08-29T15:06:53,ga2016qyabtl,2016-08-29T16:13:46,-33.7061,148.7278,,,2.1,,,,,,,,,1360502,2016-08-27T16:51:14,3.79,9,2.1,ML,84.6949,24.7733,AUST,0.6832,5
earthquakes.fid-4f6d2f70_170e4f0d199_-c62,654776,242.47,80.12,5.8783,39.9911,NE of Boorowa; NSW.,,,FINL,2016-04-08T09:56:52,ga2016gwnegb,2016-04-08T09:59:28,-34.2868,148.9372,,,2.1,,,,,,,,,1297045,2016-04-07T05:53:47,4.09,10,2.1,ML,32.5637,25.589,AUST,0.2278,5
earthquakes.fid-4f6d2f70_170e4f0d199_-c61,654510,261.22,120.8,1.3348,18.175,Cadia; NSW.,,,FINL,2016-01-22T11:26:52,ga2016bmjbpv,2016-01-22T11:31:44,-33.4897,149.0101,,,2.1,,,,,,,,,1266508,2016-01-21T21:23:29,4.91,8,2.1,ML,43.4855,14.9368,AUST,0.7854,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c60,654494,258.3,120.01,3.5301,18.1132,S of Cadia; NSW.,,,FINL,2016-01-21T11:31:11,ga2016bjydsf,2016-01-21T11:33:49,-33.5721,149.019,,,2.1,,,,,,,,,1265968,2016-01-20T13:45:04,4.97,8,2.1,ML,44.9675,14.8942,AUST,0.9082,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c5f,654493,177.9,121.39,0,0,SE of Cadia; NSW.,,,FINL,2016-01-21T11:10:56,ga2016bjwvqm,2016-01-21T11:12:21,-33.5396,149.0792,,,2.1,,,,,,,,,1265963,2016-01-20T13:05:32,3.87,8,2.1,ML,41.5784,12.3947,AUST,0.363,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c5e,654457,168.45,126.91,0,27.8497,SW of Bathurst; NSW.,,,FINL,2016-01-18T12:11:43,ga2016baodow,2016-01-18T12:13:46,-33.7293,149.3976,,,2.1,,,,,,,,,1264433,2016-01-15T11:02:55,4.99,7,2.1,ML,89.8573,13.7083,AUST,0.3868,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c5d,654426,241.57,130,15,0,Offshore SE of Gerringong; NSW.,,,FINL,2016-01-11T10:56:52,ga2016anbdox,2016-01-11T10:58:37,-34.8103,151.132,,,2.1,,,,,,,,,1260952,2016-01-08T02:32:30,3.24,11,2.1,ML,44.1356,10.1841,AUST,0.6117,7
earthquakes.fid-4f6d2f70_170e4f0d199_-c5c,656374,134.79,119.38,10,0,Ellalong; NSW.,,,FINL,2017-03-20T12:51:29,ga2017fkyfjt,2017-03-20T13:30:07,-32.9257,151.3344,,,2.11,,,,,,,,,1455790,2017-03-18T18:36:56,0.94,12,2.11,ML,11.806,6.8398,AUST,0.5815,8
earthquakes.fid-4f6d2f70_170e4f0d199_-c5b,655355,123.56,128,9.7242,21.5205,Ellalong; NSW.,,,FINL,2016-08-12T09:00:57,ga2016psqcak,2016-08-12T09:16:39,-32.9355,151.3445,,,2.11,,,,,,,,,1351561,2016-08-10T14:31:05,1.58,11,2.11,ML,22.038,11.0049,AUST,0.5138,8
earthquakes.fid-4f6d2f70_170e4f0d199_-c5a,654506,259.3,120.7,0,0,S of Cadia; NSW.,,,FINL,2016-01-22T10:46:52,ga2016blzcbw,2016-01-22T10:47:41,-33.5272,149.0332,,,2.12,,,,,,,,,1266496,2016-01-21T16:22:18,3.84,8,2.12,ML,40.3782,12.5473,AUST,0.291,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c59,654504,177.73,121.8,3.3625,17.2159,S of Orange; NSW.,,,FINL,2016-01-22T10:35:56,ga2016blybkl,2016-01-22T10:37:07,-33.5142,149.0869,,,2.12,,,,,,,,,1266485,2016-01-21T15:51:21,4.69,8,2.12,ML,43.4321,13.9817,AUST,0.3188,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c58,668081,144.3988152,81.1756134,10,0,Muswellbrook; NSW,2019-12-17T04:17:07.864,manual,reviewed,2019-12-16T17:17:48.756,ga2019yryuxz,2019-12-18T03:03:55.078,-32.37025452,150.8244629,,,2.12387278,,,,,,0.87068534,2.06404066,0.870685339,20191218025712.873779.116024,2019-12-16T17:17:07.864,0.29978322,19,2.12387278,ML,8.69905281,3.35274029,GA,0.80325811,11
earthquakes.fid-4f6d2f70_170e4f0d199_-c57,654518,179.1,120.46,0,0,S of Cadia; NSW.,,,FINL,2016-01-25T12:40:56,ga2016bocrla,2016-01-25T12:42:14,-33.5452,149.0332,,,2.13,,,,,,,,,1267633,2016-01-22T20:19:35,3.87,8,2.13,ML,40.9453,12.6352,AUST,0.4622,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c56,654517,260.02,120.86,0,0,S of Cadia; NSW.,,,FINL,2016-01-25T12:36:52,ga2016boaypp,2016-01-25T12:38:42,-33.5055,149.0329,,,2.13,,,,,,,,,1267631,2016-01-22T19:27:34,4.52,7,2.13,ML,45.7702,13.313,AUST,0.4294,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c55,654505,261.47,120.47,2.9411,17.1886,S of Cadia; NSW.,,,FINL,2016-01-22T10:40:56,ga2016blypnd,2016-01-22T10:43:56,-33.4989,148.9919,,,2.13,,,,,,,,,1266491,2016-01-21T16:07:43,4.69,8,2.13,ML,41.2606,14.3197,aust,0.2399,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c54,659101,152.6782074,77.29069519,10,0,NE of Denman; NSW,2018-08-02T02:47:17.91,manual,reviewed,2018-08-01T19:34:43.99,ga2018palipe,2018-08-03T04:54:15.973,-32.35640335,150.7637177,,,2.13246226,,,,,,1.20517504,2.06905127,1.205175042,20180803045309.130984.108267,2018-08-01T16:47:17.91,0.33454272,12,2.13246226,ML,8.28698158,3.64342094,GA,0.46808663,6
earthquakes.fid-4f6d2f70_170e4f0d199_-c53,662643,94.03644753,73.31450653,10,0,SE of Denman; NSW,2018-12-28T05:03:55.61,manual,reviewed,2018-12-27T18:27:26.276,ga2018zmfiwz,2019-01-03T03:02:40.141,-32.58992767,150.802948,,,2.13282641,,,,,,0.66951525,2.52230072,0.669515252,20190103025640.890278.111666,2018-12-27T18:03:55.61,0.31062308,22,2.13282641,ML,5.92157316,3.79797316,GA,0.57185796,15
earthquakes.fid-4f6d2f70_170e4f0d199_-c52,654508,262.37,120.29,0,0,Cadia; NSW. ,,,FINL,2016-01-22T10:50:56,ga2016bmewvp,2016-01-22T11:06:05,-33.4829,148.979,,,2.14,,,,,,,,,1266498,2016-01-21T19:17:15,3.83,8,2.14,ML,39.1767,12.8946,AUST,0.3215,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c51,654503,178.1,121.31,0,0,S of Orange; NSW.,,,FINL,2016-01-22T10:30:56,ga2016bltmjf,2016-01-22T10:33:35,-33.5346,149.0714,,,2.14,,,,,,,,,1266483,2016-01-21T13:33:12,4.03,8,2.14,ML,43.0813,12.9503,AUST,0.7928,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c50,654490,256.58,120.79,0,0,SE of Cadia; NSW.,,,FINL,2016-01-21T11:20:56,ga2016bjqaoh,2016-01-21T11:22:55,-33.5734,149.071,,,2.14,,,,,,,,,1265965,2016-01-20T09:40:02,3.99,8,2.14,ML,43.0738,12.7454,AUST,0.7297,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c4f,656811,127.33,120.21,10,0,Near Appin; NSW. (Reported felt).,,,FINL,2017-07-18T15:51:12,ga2017nzdogy,2017-07-18T15:54:34,-34.1923,150.8091,,,2.15,2.9,,,,,,,,1505412,2017-07-17T19:51:40,0.57,23,2.15,ML,10.0128,3.7459,AUST,0.5599,16
earthquakes.fid-4f6d2f70_170e4f0d199_-c4e,668082,139.5502644,82.44732666,10,0,Muswellbrook; NSW,2019-12-17T05:30:17.041,manual,reviewed,2019-12-16T18:31:00.316,ga2019ysbfxk,2019-12-18T03:09:06.406,-32.34522247,150.8603973,,,2.17208399,,,,,,0.88707864,2.83697438,0.887078643,20191218030223.302359.116446,2019-12-16T18:30:17.041,0.24050898,23,2.17208399,ML,7.44677114,2.79642725,GA,0.88012614,13
earthquakes.fid-4f6d2f70_170e4f0d199_-c4d,663676,102.211586,105.7898941,3.49762917,2.6980781,Singleton; NSW,2019-03-06T03:54:53.516,manual,reviewed,2019-03-05T18:10:59.371,ga2019emyjyr,2019-03-05T22:21:18.422,-32.65343475,151.064209,,,2.18517306,,,,,,0.55591738,3.00743532,0.555917382,20190305221452.168695.71482,2019-03-05T16:54:53.516,0.23235702,29,2.18517306,ML,5.76383543,3.24411869,GA,0.99260132,17
earthquakes.fid-4f6d2f70_170e4f0d199_-c4c,662519,126.7267456,103.6397171,0,1.58129994,Murrumbateman;NSW,2018-12-18T08:43:13.306,manual,reviewed,2018-12-17T21:44:27.669,ga2018yudjbg,2018-12-18T22:48:05.942,-35.02532196,149.0789032,,,2.19332369,,,,,,0.30044037,2.02608538,0.300440371,20181218224623.108082.61173,2018-12-17T21:43:13.306,0.28617662,19,2.19332369,ML,4.57635021,2.70461678,GA,0.45397156,10
earthquakes.fid-4f6d2f70_170e4f0d199_-c4b,656809,106.07,110.81,10,0,NE of Boorowa; NSW.,,,FINL,2017-07-18T14:45:07,ga2017nyqxby,2017-07-18T14:47:07,-34.2702,148.9086,,,2.2,2.96,,,,,,,,1505346,2017-07-17T13:29:39,0.63,23,2.2,ML,5.7421,4.9978,AUST,0.5244,15
earthquakes.fid-4f6d2f70_170e4f0d199_-c4a,654501,254.22,121.93,2.0641,18.2136,S of Orange; NSW.,,,FINL,2016-01-22T10:26:52,ga2016blqrdy,2016-01-22T10:29:07,-33.5722,149.1436,,,2.2,,,,,,,,,1266479,2016-01-21T12:08:15,4.89,8,2.2,ML,47.5114,14.2252,AUST,0.8113,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c49,664467,140.7685471,132.680603,1.4602077,2.23653569,Appin; NSW,2019-04-30T23:20:02.238,manual,reviewed,2019-04-30T13:21:20.345,ga2019illydz,2019-04-30T23:41:36.904,-34.18571854,150.7393494,,,2.20956518,,,,,,0.09065812,2.82653403,0.090658121,20190430234028.144024.74446,2019-04-30T13:20:02.238,0.24563175,25,2.20956518,ML,5.98604298,2.96864414,GA,0.45679026,17
earthquakes.fid-4f6d2f70_170e4f0d199_-c48,655965,161.51,139.34,10,0,S of Oberon; NSW. (Reported felt).,,,FINL,2016-12-16T16:16:53,ga2016yslsdk,2016-12-16T16:21:15,-34.0057,149.9335,,,2.22,3,,,,,,,,1418552,2016-12-15T23:46:11,1.02,23,2.22,ML,16.9557,4.5257,AUST,0.804,14
earthquakes.fid-4f6d2f70_170e4f0d199_-c47,655359,152.86,88.83,0,0,Near Muswellbrook; NSW.,,,FINL,2016-08-12T09:30:58,ga2016pupdrl,2016-08-12T09:38:05,-32.3677,150.8259,,,2.22,2.7,,,,,,,,1351567,2016-08-11T16:11:47,0.94,14,2.22,ML,21.4877,5.3336,AUST,0.7456,8
earthquakes.fid-4f6d2f70_170e4f0d199_-c46,656144,150.5,81.01,10,0,SE of Denman; NSW.,,,FINL,2017-01-13T16:16:53,ga2017aqxbze,2017-01-13T16:17:49,-32.5466,150.8271,,,2.23,2.36,,,,,,,,1432874,2017-01-10T04:47:51,0.9,15,2.23,ML,15.3052,6.8773,AUST,0.7712,11
earthquakes.fid-4f6d2f70_170e4f0d199_-c45,654458,178.56,127.38,0,0,SE of Cadia; NSW.,,,FINL,2016-01-18T11:56:55,ga2016baozly,2016-01-18T12:02:21,-33.5146,149.0548,,,2.23,,,,,,,,,1264427,2016-01-15T11:28:19,5.15,7,2.23,ML,57.1652,14.8659,AUST,0.5792,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c44,658394,298.5769043,68.40238953,10,0,Offshore E of Newcastle; NSW,2018-06-07T03:38:02.677,manual,reviewed,2018-06-06T17:39:15.849,ga2018lbsiyn,2018-06-07T00:04:00.356,-32.9246788,151.9446411,,,2.23540916,,,,,,0.20495377,1.67425454,0.204953775,20180607000250.542389.54650,2018-06-06T17:38:02.677,0.89323922,16,2.23584382,ML,10.04060459,8.13077068,GA,0.25904569,8
earthquakes.fid-4f6d2f70_170e4f0d199_-c43,668060,113.264595,72.34951782,10,0,Muswellbrook; NSW,2019-12-18T01:34:47.223,manual,reviewed,2019-12-17T14:51:53.713,ga2019ytpdwc,2019-12-17T21:58:52.217,-32.32982635,150.9321899,,,2.23659563,,,,,,0.8898977,2.89150476,0.889897704,20191217215554.047229.102004,2019-12-17T14:34:47.223,0.25673311,30,2.23659563,ML,5.97981262,2.61935449,GA,0.58746899,18
earthquakes.fid-4f6d2f70_170e4f0d199_-c42,655557,167.29,89.34,0,0,S of Orange; NSW.,,,FINL,2016-09-15T12:10:59,ga2016seuzbi,2016-09-15T12:13:05,-33.4725,148.9736,,,2.26,2.86,,,,,,,,1376635,2016-09-14T13:44:56,0.77,21,2.26,ML,9.6775,5.2009,AUST,0.7051,12
earthquakes.fid-4f6d2f70_170e4f0d199_-c41,666892,133.5761521,90.49526215,10,0,SE of Denman; NSW,2019-09-12T05:19:10.992,manual,reviewed,2019-09-11T19:27:53.011,ga2019rxxdnv,2019-09-12T00:11:39.178,-32.59527206,150.8085785,,,2.27518677,,,,,,0.6627748,2.96679902,0.662774801,20190912000725.441198.87767,2019-09-11T19:19:10.992,0.27813302,23,2.27518677,ML,6.15973997,3.10830593,GA,0.87644747,13
earthquakes.fid-4f6d2f70_170e4f0d199_-c40,664431,245.8322144,109.2352066,10,0,Offshore E of Gosford; NSW,2019-04-28T14:04:22.718,manual,reviewed,2019-04-28T05:33:48.247,ga2019ihcbon,2019-04-29T00:39:36.538,-33.60105133,152.3613129,,,2.27833604,,,,,,0.89191073,3.23367381,0.891910732,20190429003745.580157.67665,2019-04-28T04:04:22.718,0.81665579,10,2.27833604,ML,10.37472343,7.54370594,GA,0.26558996,7
earthquakes.fid-4f6d2f70_170e4f0d199_-c3f,656967,146.87,82.86,10.3899,10.4174,Muswellbrook; NSW. (Reported felt).,,,FINL,2017-08-22T10:41:03,ga2017qjkapl,2017-08-22T10:46:35,-32.2598,150.9699,,,2.31,2.79,,,,,,,,1519327,2017-08-20T17:44:29,1.38,27,2.31,ML,13.617,4.72,AUST,0.6587,19
earthquakes.fid-4f6d2f70_170e4f0d199_-c3e,656509,292.5,176.29,10,0,Cassilis; NSW.,,,FINL,2017-04-26T10:25:06,ga2017hzormc,2017-04-26T10:25:57,-32.0215,150.0476,,,2.31,2.75,,,,,,,,1470140,2017-04-24T01:49:06,1.69,8,2.31,ML,14.0405,7.4635,AUST,0.9249,5
earthquakes.fid-4f6d2f70_170e4f0d199_-c3d,656279,139.74,87.61,10,0,SE of Singleton; NSW.,,,FINL,2017-02-28T13:26:55,ga2017dfkbxq,2017-02-28T14:03:17,-32.6933,151.2293,,,2.31,,,,,,,,,1448378,2017-02-15T10:15:24,1.13,11,2.31,ML,22.8865,8.4749,AUST,1.0529,8
earthquakes.fid-4f6d2f70_170e4f0d199_-c3c,655460,176.03,103.09,12.4263,27.5044,Near Gresford; NSW.,,,FINL,2016-08-29T10:06:53,ga2016qwfevd,2016-08-29T10:31:25,-32.481,151.4093,,,2.31,,,,,,,,,1360315,2016-08-26T17:16:42,3.53,11,2.31,ML,44.5243,9.9506,,0.7982,7
earthquakes.fid-4f6d2f70_170e4f0d199_-c3b,661540,139.5147965,91.76128387,0,0,Muswellbrook;NSW,2018-10-24T07:37:20.964,manual,reviewed,2018-10-23T21:52:45.847,ga2018uxcfxe,2018-10-24T00:18:01.185,-32.28839874,150.7983093,,,2.31898735,,,,,,0.95524842,2.83956814,0.955248415,20181024001432.033454.60535,2018-10-23T20:37:20.964,0.29844897,20,2.31898735,ML,11.06381321,2.81367135,GA,0.60465257,13
earthquakes.fid-4f6d2f70_170e4f0d199_-c3a,654754,186.98,114.49,0.0994,7.7938,Murrumbateman; NSW. (Reported Felt).,,,FINL,2016-04-05T09:10:53,ga2016groxrk,2016-04-05T09:16:33,-35.0042,149.0475,,,2.32,,,,,,,,,1295150,2016-04-04T13:24:08,1.18,26,2.32,ML,9.415,4.8652,AUST,0.7367,15
earthquakes.fid-4f6d2f70_170e4f0d199_-c39,668118,165.475296,71.98033905,10,0,Muswellbrook; NSW,2019-12-20T21:53:39.17,manual,reviewed,2019-12-20T10:54:21.592,ga2019yyuzyv,2019-12-22T20:34:31.671,-32.3100853,150.9582367,,,2.33955708,,,,,,0.90597093,4.54368734,0.905970931,20191222203256.118431.69284,2019-12-20T10:53:39.17,0.33409288,26,2.33955708,ML,8.30103588,2.80202532,GA,0.4101351,15
earthquakes.fid-4f6d2f70_170e4f0d199_-c38,656430,190.3,99.06,10,0,Cowra; NSW.,,,FINL,2017-04-05T12:36:54,ga2017gqengp,2017-04-05T12:42:33,-33.8075,148.6435,,,2.34,2.77,,,,,,,,1461470,2017-04-04T19:05:51,1.17,15,2.34,ML,12.6874,7.1979,AUST,0.6474,8
earthquakes.fid-4f6d2f70_170e4f0d199_-c37,655774,116.99,87.6,0,0,SE of Muswellbrook; NSW. (Reported felt).,,,FINL,2016-11-10T09:00:58,ga2016wcvlxf,2016-11-10T09:03:49,-32.3088,150.968,,,2.34,,,,,,,,,1400146,2016-11-09T03:36:20,1.24,8,2.34,ML,23.0987,9.4775,AUST,0.5322,6
earthquakes.fid-4f6d2f70_170e4f0d199_-c36,655562,111.91,84.25,0,0,Near Muswellbrook; NSW. (Reported felt).,,,FINL,2016-09-16T10:25:06,ga2016sgpwfp,2016-09-16T10:28:03,-32.3774,150.9327,,,2.34,,,,,,,,,1376888,2016-09-15T13:19:44,0.61,21,2.34,ML,9.319,4.427,AUST,0.6643,14
earthquakes.fid-4f6d2f70_170e4f0d199_-c35,655657,125.93,113.99,3.4441,16.7873, SW of Cessnock; NSW.,,,FINL,2016-10-04T11:05:17,ga2016tkcgui,2016-10-04T11:09:24,-32.9111,151.2897,,,2.35,2.8,,,,,,,,1387443,2016-10-01T14:43:51,1.72,18,2.35,ML,20.0458,7.3282,AUST,0.5403,13
earthquakes.fid-4f6d2f70_170e4f0d199_-c34,655558,172.09,86.31,0,0,SW of Orange; NSW.,,,FINL,2016-09-15T12:25:04,ga2016sexcnl,2016-09-15T12:27:05,-33.4662,148.8962,,,2.35,,,,,,,,,1376639,2016-09-14T14:49:18,0.95,15,2.35,ML,17.3198,6.3108,AUST,0.671,11
earthquakes.fid-4f6d2f70_170e4f0d199_-c33,655461,179.3,104.1,16.9016,33.7846,Near Gresford; NSW.,,,FINL,2016-08-29T10:36:53,ga2016qwfhgz,2016-08-29T10:46:19,-32.4376,151.4577,,,2.35,,,,,,,,,1360337,2016-08-26T17:19:33,4.5,10,2.35,ML,44.8151,9.5732,AUST,0.6852,5
earthquakes.fid-4f6d2f70_170e4f0d199_-c32,659917,120.0201721,75.48991394,0.07831451,3.55756585,Muswellbrook; NSW,2018-09-18T14:53:18.376,manual,reviewed,2018-09-18T05:08:29.67,ga2018sjqnpb,2018-09-18T21:47:24.941,-32.35626602,150.7880096,,,2.35373908,,,,,,0.89292723,2.06158304,0.892927229,20180918214555.480027.177436,2018-09-18T04:53:18.376,0.30071048,21,2.35373908,ML,6.1833415,3.39059424,GA,0.59607877,12
earthquakes.fid-4f6d2f70_170e4f0d199_-c31,655710,167.05,95.93,0,0,Near Singleton; NSW. (Reported felt).,,,FINL,2016-10-20T14:21:01,ga2016usakol,2016-10-20T14:22:15,-32.6284,151.2885,,,2.36,3.12,,,,,,,,1393016,2016-10-20T02:20:03,1.11,13,2.36,ML,25.2056,6.5814,AUST,0.8253,7
