minmag,mu,std
1.5,7.882352941176471,3.427953478666698
2.25,12.333333333333334,4.962078417580905
2.75,12.67741935483871,5.0697527888715195
3.25,14.464285714285714,4.562910590974196
3.75,20.75,6.777720855862979
4.25,18.25,7.907011656329674
