minmag,mu,std
1.5,1.6867199952918317,0.36631840940488364
2.25,1.858219925899056,0.3569062257984784
2.75,2.1122261563421816,0.33056060572725765
3.25,2.1507612500668833,0.3586666072222532
3.75,2.2497282145050117,0.3933396104588672
4.25,2.352787567931883,0.40835714029569764
