LON,LAT,P0.02,P0.01375,P0.01,P0.00445,P0.0021,P0.001,P0.0005,P0.000404,P0.0002,P0.0001
148.60,-32.25,0.004166783011581982,0.006459890635226733,0.008902880037795637,0.018159013151520003,0.03261913765409436,0.05556291018914744,0.08768616984755019,0.10038867539588343,0.15230501857358858,0.22264375767312317
149.10,-33.28,0.008469438094681024,0.0126747928011666,0.017095134194562267,0.03329538948524001,0.057273352055805436,0.09309621378939376,0.1418332873953803,0.1601950003230902,0.23610106793424365,0.33757509648066075
149.13,-36.23,0.008650116573082678,0.013705068211732254,0.01949555456675613,0.042778552347976694,0.07825180510757969,0.12863821706900264,0.193014222155385,0.21642271458275275,0.3083968923027251,0.4248480833239945
149.13,-35.30,0.011707861890512625,0.018071931003600886,0.025073186111047228,0.05287420902925469,0.09809671137583649,0.16994302355776686,0.2692935191032737,0.30647035576148424,0.4544623908387776,0.6400028524601343
149.16,-21.15,0.0003109067178888283,0.000914153840007489,0.0016005917555912783,0.0050859616738003245,0.01063849424521219,0.019867374859990808,0.03367539376218272,0.03934037204479795,0.06393353221899228,0.1001154285157198
149.58,-33.41,0.008518099955222761,0.012516094228091225,0.016618841801414846,0.031103516276567315,0.05179620911395334,0.08172615938538724,0.12162805592844066,0.13693856268967844,0.19905544662956257,0.2820333566298636
149.71,-34.75,0.011431701052259952,0.017523694281597217,0.024141696194622465,0.049422616688478915,0.08785132207687274,0.14558162001563443,0.2199726508112001,0.24751354684209728,0.35737249655522935,0.4971494382633103
150.31,-33.71,0.008117136697714413,0.011993062895945513,0.01604462154067352,0.0307160169119982,0.05252517242178678,0.08507743284842223,0.12944144261959686,0.14668412119917618,0.21586453051522056,0.3083223551260288
150.45,-34.45,0.008425704537966705,0.012587107471332494,0.01692846034429572,0.03260390737096561,0.05538532018902268,0.08861570408674238,0.13302201696768617,0.15001424611999317,0.21862453084413244,0.3104542176140996
150.50,-23.38,0.0009183858989729448,0.0016803810333713778,0.002752421030950615,0.006650192232331141,0.012559635639383058,0.021935613472078425,0.03571921278409232,0.0412799396082786,0.06570112222661355,0.10195958221671052
150.70,-34.06,0.007650760115029784,0.0114740895376461,0.015548383670833534,0.030559419380828727,0.05322996745518484,0.08739765702187409,0.13436656904408606,0.15245778472810737,0.2263596150368023,0.3260740294368371
150.70,-33.75,0.007392840925685381,0.010997407060734522,0.014807900765036366,0.02851525531891289,0.0486426835421699,0.07910821643564789,0.12101446960464408,0.13741342783584162,0.205357345242027,0.29858672095333916
150.74,-33.59,0.007142698664319293,0.01061411043944189,0.014290903112350017,0.02746488120708538,0.04674026839538727,0.0761287303459699,0.11662516280694181,0.1324494800046131,0.19853883922708124,0.2892489010659518
150.90,-34.41,0.007107037909327536,0.010773873485707663,0.014736447642998599,0.02936415574714646,0.051200216796361275,0.08350425758999536,0.1267896744438469,0.14354898120048284,0.21007531760539722,0.29819676044517884
150.93,-31.08,0.0029524285752353966,0.004709219295453467,0.006628156001615507,0.01373572860467663,0.02460518914571687,0.04190173687597584,0.06672897426090901,0.07659809560961774,0.11781240169716921,0.17511101803247814
151.20,-33.86,0.006285374007508313,0.009618458333722768,0.013113489029470812,0.025891023452875153,0.04456938005985455,0.07252614830525553,0.10969659203878182,0.12370780034589907,0.1811687891958838,0.2573565765403222
151.25,-23.85,0.0013302415238973307,0.002664994602725046,0.004159614643301625,0.00978501401020317,0.018166942723948067,0.03122208387136623,0.050007935773335156,0.05749925518891793,0.09024058437556932,0.13988270422484878
151.35,-33.41,0.005819111586916247,0.00900433183189209,0.012403936032052365,0.024994395102104144,0.04384159777109547,0.07263368595075143,0.11161930213970316,0.12652473262423375,0.18801459387733654,0.2703238934355666
151.55,-32.73,0.004969955592711786,0.008051129380927396,0.011565550055753692,0.025641025267495177,0.04790259348692517,0.08210919923554352,0.12864990310703064,0.14683196065345364,0.22014633018455437,0.3201868247285071
151.78,-32.93,0.004688665068151028,0.00763938605995459,0.010923521187885622,0.023680629126776584,0.04346872940844813,0.07405141085943834,0.11534903290728342,0.13123959501101426,0.19603095610131427,0.28149911645484094
151.95,-27.56,0.0012498327472594886,0.0023220902130891763,0.003653649506400937,0.008617938400361503,0.016280945510653035,0.028423486150948068,0.04578475213682388,0.05278661812313582,0.08200789400328397,0.12318681903756253
152.35,-24.86,0.0018441040786049852,0.0037904822551406776,0.005878095558233821,0.01368181711786315,0.025452312289543127,0.043629646304931775,0.06906962656398614,0.07893624464072385,0.11990493907301003,0.1762219688151229
152.45,-31.91,0.0024470811085559943,0.00422972350718599,0.0062031763104643724,0.013817640063260854,0.025971702619609727,0.04561978816749578,0.07425199400325727,0.08538573456720011,0.13337426507120487,0.20114579948375166
