LON,LAT,P0.02,P0.01375,P0.01,P0.00445,P0.0021,P0.001,P0.0005,P0.000404,P0.0002,P0.0001,LOCATION
130.83,-12.45,0.00663167672924,0.0111929176917,0.0166148237614,0.0291835082277,0.0394520841291,0.0497233092225,0.059992697573,0.063354953383,0.0756835568491,0.0891785484199,Darwin
130.97,-25.21,0.00122194048327,0.00185462138665,0.00264400594276,0.00573995083699,0.0106829666165,0.0184630747206,0.0293506379089,0.0336185858069,0.0518865488704,0.0783209831879,Yulara
131.01,-25.28,0.00122703005593,0.00186649857795,0.00266598007397,0.00579868366282,0.01081479578,0.0187468582072,0.0298677430133,0.0342561607223,0.0530574986159,0.080382603911,Uluru
133.88,-23.70,0.000517575006812,0.000822151929852,0.00116611383051,0.00265111587846,0.00516757620912,0.00912845172619,0.0146425439117,0.0167510569353,0.0255567975827,0.0376337244928,Alice Springs
134.18,-19.65,0.000147948697684,0.00033775261214,0.000566896770193,0.00162804920764,0.0038440612597,0.00792233113205,0.014396602392,0.0170733263529,0.0291700642801,0.0477889987254,Tennant Creek
135.86,-34.73,0.000780179764091,0.0011769102158,0.0016190279564,0.00353516820424,0.00651443354782,0.0110827049837,0.017388438253,0.0198492357897,0.0299753047358,0.0441030137693,Port Lincoln
136.42,-33.14,0.00102553000369,0.00146529505421,0.00198445165618,0.00407414828493,0.00725119450594,0.0120178541168,0.018530386951,0.0209952626134,0.0312174258428,0.0452386680262,Kimba
136.82,-31.22,0.000957194167011,0.00133326267152,0.00175835392227,0.00347445894163,0.00602060685083,0.00983098266846,0.014842144293,0.0167267127317,0.0243764055875,0.034440365333,Woomera
136.88,-30.45,0.00090932313698,0.0012800003488,0.00169355315466,0.00338842928258,0.00593042614058,0.00977516432469,0.0148676366535,0.0167920310825,0.0246398834973,0.0350500878234,Olympic Dam
137.56,-33.03,0.00139698785795,0.00201579609354,0.00275294349915,0.00543988451814,0.00950349136331,0.0155725859329,0.0237778814827,0.0269697645335,0.039734048118,0.056884156681,Whyalla
137.76,-32.48,0.00154179609447,0.00226257720493,0.00311349482958,0.00617201412645,0.0108844147123,0.0181555687618,0.0283122494486,0.0322679508937,0.0491627071963,0.0731449336883,Port Augusta
138.01,-33.20,0.00163530470585,0.00244587221131,0.00337127830555,0.00685121874283,0.0121889579907,0.0203949277901,0.0316705237204,0.0360992319527,0.0546043119763,0.080883380259,Port Pirie
138.42,-31.89,0.00188737479447,0.00289158978328,0.00392124558657,0.00791879961955,0.0140051058506,0.0232242186474,0.0360374500003,0.0409773204122,0.0617375522668,0.0907318664403,Hawker
138.47,-30.54,0.00141230765213,0.0021025174152,0.00294857298684,0.00603644305565,0.0108984620013,0.0185271458101,0.0292512185488,0.0334683838703,0.0515077177453,0.0771435106689,Leigh Creek
138.49,-34.37,0.00140044200787,0.00211286482429,0.00299688647057,0.00650546428244,0.012482161145,0.0226727807355,0.03845362238,0.0449334922346,0.0740237998373,0.1163335847,Gawler
138.60,-34.93,0.00123358507828,0.00187654969042,0.0026804334371,0.00615694182886,0.0125116581915,0.0239396428103,0.0426445201871,0.0507901489862,0.0894496310173,0.151774992493,Adelaide
138.60,-33.21,0.00186146950677,0.00287472428909,0.00393576669404,0.00809541360918,0.0144490399077,0.0240328469851,0.0372288754834,0.0422362036259,0.063365153294,0.0926751597986,Jamestown
138.70,-34.75,0.00128726134864,0.00195447699659,0.00278722829296,0.00630359976989,0.012596464807,0.0237850700895,0.0420289975117,0.0499179985313,0.0871095296711,0.150250754186,Adelaide max
138.84,-32.97,0.0018408366623,0.0028137542739,0.00383189793178,0.00775589118667,0.0137093378791,0.0225846467474,0.0347094761206,0.0393820085816,0.058576407296,0.0849851894978,Peterborough
139.76,-37.01,0.000837226074203,0.00129659291964,0.0018334593176,0.00413006252029,0.00766749604412,0.0130658946394,0.020444586691,0.0232679851392,0.0351042994139,0.0514909566275,Robe
140.78,-37.83,0.000955498904338,0.00148177576392,0.00213660478803,0.00487645137276,0.00908535399709,0.015566707782,0.0245786678596,0.0281161286489,0.0429700383355,0.064244767983,Mount Gambier
141.46,-31.96,0.000672526960254,0.00100633089078,0.00136902256716,0.00299413432431,0.00573003385747,0.0104761933995,0.0179988799222,0.0211936265554,0.0360179299496,0.059688324277,Broken Hill
142.48,-38.38,0.0012225670951,0.00188970795506,0.002736089894,0.00601203263261,0.0111250381997,0.0190116534377,0.0296929370727,0.0338049091913,0.0508053264927,0.0739326691767,Warrnambool
143.86,-37.56,0.00137100405394,0.00212899063612,0.00308107243663,0.00675128138024,0.0123961845884,0.0207662407596,0.0317427430098,0.0359387062002,0.0527613589598,0.0750495160363,Ballarat
143.98,-38.53,0.00156608795328,0.00249005515902,0.00359924367848,0.00821324804586,0.0158707943835,0.0282843031209,0.0458995727689,0.0529569821383,0.0821817254904,0.123834221762,Lorne
144.28,-36.75,0.00130889518362,0.00200483878666,0.00288044913529,0.00604366180418,0.0107685421107,0.0177162147703,0.0270603742209,0.0305988459869,0.0456990423119,0.0676548938627,Bendigo
144.35,-38.15,0.00162458105115,0.00259878618841,0.00375490140696,0.00856374021091,0.0163462862784,0.0289087169251,0.0478671093755,0.0558720922044,0.0937040985114,0.156147935288,Geelong
144.96,-37.81,0.00172247213777,0.00277516083833,0.00397713889652,0.00880161336631,0.0159776537521,0.0264165530715,0.0397045552799,0.0445591860081,0.0640833170143,0.0892142289518,Melbourne
145.13,-38.14,0.00184182141603,0.00300603876534,0.00432815901555,0.00983518669869,0.0183357484492,0.0311977919635,0.0489422877146,0.0558887055066,0.0857127206146,0.131698954334,Frankston
145.40,-36.38,0.00146593788053,0.00225656227406,0.0032027356995,0.00651548872571,0.0112617115554,0.0180178685636,0.0265814448371,0.0296204387084,0.0417859626104,0.0572195692694,Shepparton
145.49,-38.08,0.00191869962596,0.00314093800048,0.0045641031203,0.0104558669803,0.019594128516,0.0329648766244,0.0507082326346,0.0572688650295,0.0838299970705,0.118704190287,Pakenham
145.50,-38.07,0.00191848579849,0.00314016774195,0.00456146949199,0.0104392867749,0.0195412859724,0.0328272288147,0.0504149390337,0.0569232925448,0.0831405618357,0.117407434502,Melbourne max
145.76,-16.91,0.00123427072684,0.00243642040547,0.00382499557003,0.00778541760847,0.0118001505784,0.0165176221191,0.0218843197399,0.023759930466,0.0309926284373,0.0402193214009,Cairns
145.90,-41.05,0.00103584838455,0.00153759944365,0.002151007057,0.00458055615675,0.00808209014483,0.0131341857679,0.0196328575319,0.021992468345,0.0316127432064,0.0442434411907,Burnie
145.92,-38.52,0.00209439485295,0.00349609946158,0.00524539376311,0.0133453881462,0.0281143025785,0.0530608464503,0.0885903571694,0.102864494239,0.159619636595,0.234559664053,Leongatha
145.93,-38.17,0.00205835318117,0.00340667446587,0.00506480320145,0.012430317853,0.0253374854764,0.046944209251,0.0794900500115,0.0927570921079,0.15093957136,0.232251148034,Warragul
146.31,-36.36,0.00162253906267,0.0025322292094,0.00354872837417,0.00729695644189,0.012722228613,0.0205748294539,0.0307359176819,0.0345553646795,0.0498250972601,0.069919592969,Wangaratta
146.40,-38.23,0.00211098682441,0.00353248204182,0.00534080463312,0.0144304138212,0.0324354642171,0.0647034681631,0.114280181191,0.134464219172,0.219928419153,0.335639409778,Morwell
146.79,-37.98,0.00198578569038,0.00326309534824,0.00479598799698,0.0116027284824,0.0233275652847,0.0420739972947,0.0690651962535,0.0799296259498,0.12729188808,0.19497110549,Heyfield
146.80,-19.26,0.000154704461674,0.000319602188584,0.000495679041115,0.00119672055009,0.00240470123746,0.00449212599206,0.00752460846657,0.00872074379278,0.0138375940896,0.0209242885843,Townsville
146.90,-36.06,0.00165030541152,0.00257415518367,0.00360055674314,0.00742677185601,0.0130246756645,0.0211953750244,0.0319785776061,0.0361062782638,0.0527480169075,0.0751908721099,Albury
147.07,-38.11,0.00193240921079,0.00317291974154,0.00463357564945,0.0109921918491,0.021834805086,0.0397055707587,0.0661884498202,0.0771085463608,0.126358890012,0.205006702567,Sale
147.13,-41.43,0.000764074469792,0.00117658361978,0.00163482522685,0.00361811987082,0.00659401825103,0.0109122633652,0.0165506079625,0.0187028843851,0.0271537413056,0.038150687666,Launceston
147.33,-42.88,0.00036631484733,0.000670681383868,0.0010320339667,0.00258725599734,0.00532176807025,0.00959985375982,0.0153642652868,0.017569609586,0.0265001252334,0.0381788710892,Hobart
147.35,-35.13,0.00165309471022,0.00255916450985,0.00355164224169,0.00716451754712,0.0123488776853,0.0198988664346,0.0295515351982,0.0331102401291,0.0471796498141,0.0650457060816,Wagga Wagga
148.60,-32.25,0.000948713990223,0.0013689119212,0.00185586233058,0.00384244855706,0.00683692234329,0.0112967993009,0.0173831342824,0.0197466053152,0.0294364551861,0.0428798814018,Dubbo
149.10,-33.28,0.00148327769912,0.00224035187066,0.00314475096556,0.00629330266075,0.0109863433332,0.0179504330411,0.0272821959227,0.0307720394304,0.0453502484826,0.0653552455003,Orange
149.13,-36.23,0.0017888302082,0.00290267777206,0.00413044877371,0.00913095118144,0.0167971872617,0.0284523036908,0.044151282999,0.0502315217348,0.0747364623512,0.106985157083,Cooma
149.13,-35.30,0.00197078901849,0.00317726361025,0.00448418082791,0.00995970241675,0.0192627964805,0.0349363042576,0.0584062991429,0.0678800268121,0.1079785759,0.161849360828,Canberra
149.16,-21.15,0.000105904011426,0.000227014586283,0.00038733903733,0.0010320099455,0.00210419223163,0.00404620098,0.00691468382977,0.00803701068395,0.0129267171779,0.0198934022283,Mackay
149.58,-33.41,0.00149097325073,0.00223863606422,0.00312994929732,0.00620383832705,0.0107485611289,0.0173801724862,0.0261246383519,0.0293641755124,0.042579825639,0.0601975512711,Bathurst
149.71,-34.75,0.00188750423096,0.0030398788389,0.00421571657275,0.00893431527187,0.0162700777413,0.0276433570344,0.0431842682669,0.0492467602671,0.0742942031844,0.108114287662,Goulburn
150.31,-33.71,0.00147462941255,0.002227326785,0.00313087543912,0.00629615697865,0.0110318761788,0.0180455743744,0.027363513992,0.0308193251953,0.0451561921807,0.0645992871252,Katoomba
150.45,-34.45,0.00153937536958,0.00237098303767,0.00333534588599,0.0068269082918,0.0119898758397,0.0196370863563,0.0295480022807,0.0332561393862,0.0482088353378,0.0678796855788,Mittagong
150.50,-23.38,0.000233699024263,0.000415280212081,0.00061674210713,0.00141457780402,0.00285966524031,0.00526291022127,0.00878966622532,0.0102113464398,0.0162223456275,0.0248295583773,Rockhampton
150.70,-34.06,0.00143622107889,0.00218708011216,0.0031024737979,0.00632972975499,0.0111928240795,0.0184521716315,0.0281073673255,0.0317340318726,0.0467985357797,0.0674460855815,Camden
150.70,-33.75,0.00138485998094,0.00208216164321,0.00294469186653,0.00595698004001,0.0105077261418,0.0172492326551,0.0263182434996,0.0297240743661,0.0439156949119,0.0636057885163,Penrith
150.74,-33.59,0.00134375830405,0.00200960937173,0.00282922121916,0.00574787331233,0.0101471526765,0.0166399930249,0.0253826316693,0.0287075080849,0.0423962810304,0.0613400452347,Sydney max
150.90,-34.41,0.00138185082432,0.00211333960081,0.00302627012586,0.00622964680079,0.011064690111,0.0182236147583,0.0276543786221,0.0311351731725,0.0454614013195,0.0646013984068,Wollongong
150.93,-31.08,0.000647643634291,0.000986189793101,0.00133593365904,0.0028758627403,0.00530223262717,0.00906461873748,0.0142633569158,0.0162375325961,0.0245126563438,0.0358552041904,Tamworth
151.20,-33.86,0.00125286411192,0.00188087479554,0.00265662713344,0.00552546833419,0.00983967445743,0.0161328261062,0.0244975566956,0.0276862368218,0.0404136534474,0.0574261884962,Sydney
151.25,-23.85,0.000313007545911,0.000539241725715,0.000798708872506,0.00184127069873,0.00375111053106,0.00694558954609,0.0116366770398,0.0135574328979,0.0217667668152,0.0339812830972,Gladstone
151.35,-33.41,0.00115956776789,0.00173273908124,0.00243774363394,0.0051701305498,0.00926318523878,0.0153658850093,0.0235414258898,0.0267140333686,0.0393994054683,0.0565465539915,Gosford
151.55,-32.73,0.00102455343031,0.00154195389222,0.00218253255917,0.00479777378152,0.00878322896289,0.0149271176908,0.0234337198611,0.0268038231091,0.0407711274094,0.0607034193862,Maitland
151.78,-32.93,0.00098739481413,0.00148458146908,0.00209570644056,0.00462192424383,0.0085043486265,0.0144882887851,0.0226900168642,0.0259084269505,0.0391479267915,0.0573390008011,Newcastle
151.95,-27.56,0.000324474701938,0.000543300954257,0.000796976122035,0.00181647504852,0.00365832194206,0.00660967601584,0.010721392671,0.0123093491171,0.0189003041317,0.0277474592727,Toowoomba
152.35,-24.86,0.00038024243288,0.0006825168132,0.00102917865939,0.00248532607661,0.00510006258808,0.00930360226281,0.015239490592,0.0175542875173,0.0271639706437,0.0400709047045,Bundaberg
152.45,-31.91,0.000573049034339,0.000915497098231,0.00129653030127,0.00304609473263,0.0059572181282,0.0106687889114,0.0172931855543,0.0199015111648,0.0306501239559,0.0456358501955,Taree
152.61,-27.41,0.000304186371015,0.000529632513543,0.000803345392398,0.00196603549087,0.0041255933063,0.0076227207242,0.0125305372786,0.0144438926371,0.0222818174912,0.032987180575,Wivenhoe
152.91,-31.43,0.000415790790801,0.000694571245892,0.00103146236406,0.00255651892382,0.00537754485307,0.0100641515731,0.0167921796571,0.0195019859245,0.0307642162703,0.0468077424212,Port Macquarie
152.93,-29.68,0.000286372775564,0.00049262455858,0.000738427384532,0.00180277021351,0.00382917704049,0.00718171214398,0.0118280039633,0.0136731064751,0.0209489948382,0.0305948041929,Grafton
153.00,-27.29,0.000274229549268,0.000499545986362,0.000771945749771,0.00196684258533,0.00423542772686,0.00793188308034,0.01315710194,0.0151490022674,0.023435258603,0.0346527088521,Brisbane max
153.02,-27.47,0.000262011012366,0.000480182467663,0.000744995391286,0.00190494844345,0.00412174792679,0.00774807396917,0.0128533045474,0.0148174342578,0.0229017591614,0.0338185248574,Brisbane
153.08,-26.40,0.000304948163552,0.000548476671355,0.000845737756352,0.00213842028851,0.00457153741688,0.00850980440567,0.0140843159544,0.0161875452815,0.0250109049504,0.0368738038442,Noosa
153.11,-30.30,0.000296596727194,0.000506362319386,0.000761609278418,0.00190182724471,0.00410862522017,0.00779043274385,0.013013896873,0.0150148448072,0.023292847852,0.0344355255073,Coffs Harbour
153.28,-28.81,0.00020580644467,0.000391197554658,0.000612531720708,0.00161889933335,0.00362587300971,0.00701362895836,0.0117176911665,0.0135892705298,0.0209714534394,0.0307275168288,Lismore
153.43,-28.02,0.000197722926685,0.000385268707725,0.000614237043832,0.00166791336087,0.0037818871466,0.00733977576304,0.0123217059678,0.0142693486733,0.0220814869578,0.0324466869742,Gold Coast
153.54,-28.18,0.000184261954877,0.000364619734647,0.000585516941585,0.00162790511592,0.00375744205118,0.00737202222956,0.0124514071997,0.0144290198642,0.02240650594,0.0330065834356,Tweed Heads
