2.500000000000000000e+00,1.391442372867343913e+01
2.600000000000000089e+00,1.604655965680009189e+01
2.700000000000000178e+00,1.844016677614688149e+01
2.800000000000000266e+00,2.113548850891746511e+01
2.900000000000000355e+00,2.417742818684353168e+01
3.000000000000000444e+00,2.761639907243475633e+01
3.100000000000000533e+00,3.150922221571294202e+01
3.200000000000000622e+00,3.592010438217582902e+01
3.300000000000000711e+00,4.092172201649535879e+01
3.400000000000000799e+00,4.659643487522662042e+01
3.500000000000000888e+00,5.303765280694530304e+01
3.600000000000000977e+00,6.035138034515479433e+01
3.700000000000001066e+00,6.865796590458108994e+01
3.800000000000001155e+00,7.809408524508531002e+01
3.900000000000001243e+00,8.881499241212733864e+01
4.000000000000001776e+00,1.009970755655526631e+02
4.100000000000001421e+00,1.148407599965045023e+02
4.200000000000001066e+00,1.305738062604515335e+02
4.300000000000001599e+00,1.484550577995050276e+02
4.400000000000002132e+00,1.687786997854808249e+02
4.500000000000001776e+00,1.918790993012624995e+02
4.600000000000001421e+00,2.181363065257669973e+02
4.700000000000001954e+00,2.479823074516115469e+02
4.800000000000002487e+00,2.819081310213780398e+02
4.900000000000002132e+00,3.204719276202713445e+02
5.000000000000001776e+00,3.643081518403686232e+02
5.100000000000002309e+00,4.141380005968922546e+02
5.200000000000002842e+00,4.707812783285147589e+02
5.300000000000002487e+00,5.351698844911295510e+02
5.400000000000002132e+00,6.083631452438664837e+02
5.500000000000002665e+00,6.915652415664538921e+02
5.600000000000003197e+00,7.861450205373114386e+02
5.700000000000002842e+00,8.936585157094853002e+02
5.800000000000002487e+00,1.015874547091658997e+03
5.900000000000003020e+00,1.154803821907220026e+03
6.000000000000003553e+00,1.312732014899435853e+03
6.100000000000003197e+00,1.492257372422437811e+03
6.200000000000002842e+00,1.696333458983389619e+03
6.300000000000003375e+00,1.928317749505194570e+03
6.400000000000003908e+00,2.192026866753230934e+03
6.500000000000003553e+00,2.491799372696477803e+03
6.600000000000003197e+00,2.832567146851059533e+03
6.700000000000003730e+00,3.219936525928163064e+03
