,ORIGIN_TIME,EQLO,EQLA,DEPTH,LOCSRC,ML,MW,MW_SRC,STA,STLO,STLA,REPI,AZIM,SAMPLE_RATE,FILE_NAME
1325,2018-11-08T15:07:58.766000Z,116.7909012,-34.44216919,4,AUST,3.33,3.47,ML2MW,AUHAR,115.8912,-33.0927,171.3,330.6,100,2018-11-08T15.05.S.AUHAR.mseed
1326,2018-11-08T15:07:58.766000Z,116.7909012,-34.44216919,4,AUST,3.33,3.47,ML2MW,NWAO,117.239,-32.9277,173,14,100,2018-11-08T15.05.IU.NWAO.mseed
1327,2018-11-08T15:07:58.766000Z,116.7909012,-34.44216919,3,AUST,3.33,3.47,ML2MW,MUN,116.2083,-31.9783,278.6,348.6,200,2018-11-08T15.01.00.AU.MUN.mseed
1328,2018-11-08T15:07:58.766000Z,116.7909012,-34.44216919,4,AUST,3.33,3.47,ML2MW,AUMAZ,116.0384,-32.0069,279,345.2,100,2018-11-08T15.05.S.AUMAZ.mseed
1329,2018-11-08T15:07:58.766000Z,116.7909012,-34.44216919,4,AUST,3.33,3.47,ML2MW,CARL,115.9267,-31.9835,284.3,343.3,20,2018-11-08T15.05.AU.CARL.mseed
1330,2018-11-08T15:07:58.766000Z,116.7909012,-34.44216919,4,AUST,3.33,3.47,ML2MW,MTKN,115.7737,-31.9333,294,340.9,20,2018-11-08T15.05.AU.MTKN.mseed
1331,2018-11-08T15:07:58.766000Z,116.7909012,-34.44216919,4,AUST,3.33,3.47,ML2MW,KLBR,117.7546,-31.5915,328.7,16.2,40,2018-11-08T15.05.AU.KLBR.mseed
1332,2018-11-08T15:07:58.766000Z,116.7909012,-34.44216919,4,AUST,3.33,3.47,ML2MW,BLDU,116.7091,-30.6119,424.8,358.9,40,2018-11-08T15.05.AU.BLDU.mseed
1333,2018-11-08T15:07:58.766000Z,116.7909012,-34.44216919,4,AUST,3.33,3.47,ML2MW,KMBL,121.8906,-31.3682,586.2,55.9,200,2018-11-08T15.05.34.AU.KMBL.mseed
1334,2018-11-08T15:07:58.766000Z,116.7909012,-34.44216919,4,AUST,3.33,3.47,ML2MW,MORW,116.0388,-29.0683,600.1,353,200,2018-11-08T15.05.34.AU.MORW.mseed
1335,2018-11-08T15:07:58.766000Z,116.7909012,-34.44216919,4,AUST,3.33,3.47,ML2MW,MEEK,118.614,-26.638,882.6,11.9,40,2018-11-08T15.05.AU.MEEK.mseed
1336,2018-11-08T15:07:58.766000Z,116.7909012,-34.44216919,4,AUST,3.33,3.47,ML2MW,GIRL,114.234,-22.643,1331.3,348.5,40,2018-11-08T15.05.AU.GIRL.mseed
1337,2018-11-08T15:07:58.766000Z,116.7909012,-34.44216919,4,AUST,3.33,3.47,ML2MW,MBWA,119.7312,-21.159,1500,11.9,40,2018-11-08T15.05.IU.MBWA.mseed
1338,2018-11-08T15:07:58.766000Z,116.7909012,-34.44216919,4,AUST,3.33,3.47,ML2MW,AUCAS,135.7219,-34.2637,1739.2,94.7,100,2018-11-08T15.05.S.AUCAS.mseed
1339,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,LM01,116.7914,-34.395,4,23.8,200,2018-11-08T15.07.AU.LM01.mseed
1340,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,LM04,116.6456,-34.338,15.4,310.2,200,2018-11-08T15.07.AU.LM04.mseed
1341,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,LM03,116.9292,-34.3677,15.8,65,200,2018-11-08T15.07.AU.LM03.mseed
1342,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,RKGY,116.9773,-34.6094,27.5,137.2,40,2018-11-08T15.07.AU.RKGY.mseed
1343,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,LM05,116.3249,-34.3834,41.6,276.7,200,2018-11-08T15.07.AU.LM05.mseed
1344,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,AUALB,117.9046,-34.9995,121.4,121.8,100,2018-11-08T15.07.S.AUALB.mseed
1345,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,AUBUS,115.3828,-33.6601,154.1,303.2,100,2018-11-08T15.07.S.AUBUS.mseed
1346,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,AUHAR,115.8912,-33.0927,169.2,330.8,100,2018-11-08T15.07.S.AUHAR.mseed
1347,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,NWAO,117.239,-32.9277,171.9,14.7,100,2018-11-08T15.07.IU.NWAO.mseed
1348,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,AUMAZ,116.0384,-32.0069,277.1,345.5,100,2018-11-08T15.07.S.AUMAZ.mseed
1349,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,CARL,115.9267,-31.9835,282.4,343.5,20,2018-11-08T15.07.AU.CARL.mseed
1350,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,MTKN,115.7737,-31.9333,292,341.1,20,2018-11-08T15.07.AU.MTKN.mseed
1351,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,KLBR,117.7546,-31.5915,327.6,16.5,40,2018-11-08T15.07.AU.KLBR.mseed
1352,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,BLDU,116.7091,-30.6119,423.2,359.2,40,2018-11-08T15.07.AU.BLDU.mseed
1353,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,KMBL,121.8906,-31.3682,586.6,56.1,40,2018-11-08T15.07.AU.KMBL.mseed
1354,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,MORW,116.0388,-29.0683,598.3,353.1,40,2018-11-08T15.07.AU.MORW.mseed
1355,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,MEEK,118.614,-26.638,881.4,12,40,2018-11-08T15.07.AU.MEEK.mseed
1356,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,GIRL,114.234,-22.643,1329.4,348.6,40,2018-11-08T15.07.AU.GIRL.mseed
1357,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,MBWA,119.7312,-21.159,1498.8,11.9,40,2018-11-08T15.07.IU.MBWA.mseed
1358,2018-11-08T15:09:34.156000Z,116.7739182,-34.42786789,3,AUST,3.57,3.64,ML2MW,AUCAS,135.7219,-34.2637,1740.9,94.8,100,2018-11-08T15.07.S.AUCAS.mseed
1359,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,LM03,116.9292,-34.3677,14.4,64.8,200,2018-11-08T21.05.AU.LM03.mseed
1360,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,LM04,116.6456,-34.338,16.1,305.9,200,2018-11-08T21.05.AU.LM04.mseed
1361,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,RKGY,116.9773,-34.6094,27,139.9,200,2018-11-08T21.00.00.AU.RKGY.mseed
1362,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,LM05,116.3249,-34.3834,42.7,275.8,200,2018-11-08T21.05.AU.LM05.mseed
1363,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,AUALB,117.9046,-34.9995,120.7,122.3,100,2018-11-08T21.05.S.AUALB.mseed
1364,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,AUBUS,115.3828,-33.6601,154.9,302.7,100,2018-11-08T21.05.S.AUBUS.mseed
1365,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,AUHAR,115.8912,-33.0927,169.3,330.4,100,2018-11-08T21.05.S.AUHAR.mseed
1366,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,NWAO,117.239,-32.9277,171.1,14.3,100,2018-11-08T21.05.IU.NWAO.mseed
1367,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,AUMAZ,116.0384,-32.0069,276.9,345.2,100,2018-11-08T21.05.S.AUMAZ.mseed
1368,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,CARL,115.9267,-31.9835,282.2,343.2,200,2018-11-08T21.05.AU.CARL.mseed
1369,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,MTKN,115.7737,-31.9333,291.9,340.8,200,2018-11-08T21.05.AU.MTKN.mseed
1370,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,KLBR,117.7546,-31.5915,326.8,16.3,40,2018-11-08T21.05.AU.KLBR.mseed
1371,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,KMBL,121.8906,-31.3682,585.3,56,200,2018-11-08T21.03.00.AU.KMBL.mseed
1372,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,MORW,116.0388,-29.0683,598,353,200,2018-11-08T21.03.00.AU.MORW.mseed
1373,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,MEEK,118.614,-26.638,880.6,12,200,2018-11-08T21.03.00.AU.MEEK.mseed
1374,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,FORT,128.059,-30.799,1130.9,72.3,200,2018-11-08T21.03.00.AU.FORT.mseed
1375,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,GIRL,114.234,-22.643,1329.1,348.5,200,2018-11-08T21.03.00.AU.GIRL.mseed
1376,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,MBWA,119.7312,-21.159,1498,11.9,100,2018-11-08T21.05.IU.MBWA.mseed
1377,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,MULG,134.0585,-30.2818,1686.9,79,40,2018-11-08T21.05.AU.MULG.mseed
1378,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,AUCAS,135.7219,-34.2637,1739.7,94.8,100,2018-11-08T21.05.S.AUCAS.mseed
1379,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,BBOO,136.0564,-32.8097,1794.3,89.7,40,2018-11-08T21.05.AU.BBOO.mseed
1380,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,WHYH,137.5744,-33.033,1929.3,91.3,40,2018-11-08T21.05.AU.WHYH.mseed
1383,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,NAPP,138.1478,-33.1828,1979,92.1,100,2018-11-08T21.05.AU.NAPP.mseed
1384,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,GHSS,138.6017,-34.9194,1996.1,97.8,200,2018-11-08T21.04.00.AU.GHSS.mseed
1385,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,SWH10,116.289616,-33.30033,132.8,339.6,250,2018-11-08T21.00.WG.SWH10.mseed
1386,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,GNGN,115.714674,-31.357866,354.4,343.3,250,2018-11-08T21.00.WG.GNGN.mseed
1387,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,SWH4,115.844292,-33.008799,179.6,330.6,250,2018-11-08T21.00.WG.SWH4.mseed
1388,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,SWH5,115.743277,-33.019492,183.3,327.8,250,2018-11-08T21.00.WG.SWH5.mseed
1389,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,SWH8,115.770747,-33.076031,176.6,327.5,250,2018-11-08T21.00.WG.SWH8.mseed
1390,2018-11-08T21:07:00.006000Z,116.7873306,-34.42316055,3,AUST,5.4,5.2,AUST,CSBB,115.817576,-31.981848,285.5,341.3,250,2018-11-08T21.00.WG.CSBB.mseed
1391,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,LM01,116.7914,-34.395,3.6,8.4,200,2018-11-10T04.49.AU.LM01.mseed
1392,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,LM03,116.9292,-34.3677,14.7,63.5,200,2018-11-10T04.49.AU.LM03.mseed
1393,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,LM04,116.6456,-34.338,16.2,307.4,200,2018-11-10T04.49.AU.LM04.mseed
1394,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,RKGY,116.9773,-34.6094,26.8,139,40,2018-11-10T04.49.AU.RKGY.mseed
1395,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,LM05,116.3249,-34.3834,42.6,276.4,200,2018-11-10T04.49.AU.LM05.mseed
1396,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,AUALB,117.9046,-34.9995,120.6,122.1,100,2018-11-10T04.49.S.AUALB.mseed
1397,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,AUBUS,115.3828,-33.6601,155,302.9,100,2018-11-10T04.49.S.AUBUS.mseed
1398,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,AUHAR,115.8912,-33.0927,169.6,330.5,100,2018-11-10T04.49.S.AUHAR.mseed
1399,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,NWAO,117.239,-32.9277,171.5,14.3,100,2018-11-10T04.49.IU.NWAO.mseed
1400,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,AUMAZ,116.0384,-32.0069,277.3,345.2,100,2018-11-10T04.49.S.AUMAZ.mseed
1401,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,CARL,115.9267,-31.9835,282.6,343.3,20,2018-11-10T04.49.AU.CARL.mseed
1402,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,MTKN,115.7737,-31.9333,292.2,340.9,20,2018-11-10T04.49.AU.MTKN.mseed
1403,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,KLBR,117.7546,-31.5915,327.2,16.3,40,2018-11-10T04.49.AU.KLBR.mseed
1404,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,BLDU,116.7091,-30.6119,423.1,359,40,2018-11-10T04.49.AU.BLDU.mseed
1405,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,KMBL,121.8906,-31.3682,585.7,56,40,2018-11-10T04.49.AU.KMBL.mseed
1406,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,MORW,116.0388,-29.0683,598.4,353,40,2018-11-10T04.49.AU.MORW.mseed
1407,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,MEEK,118.614,-26.638,881.1,12,40,2018-11-10T04.49.AU.MEEK.mseed
1408,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,GIRL,114.234,-22.643,1329.5,348.5,40,2018-11-10T04.49.AU.GIRL.mseed
1409,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,MBWA,119.7312,-21.159,1498.5,11.9,100,2018-11-10T04.49.IU.MBWA.mseed
1410,2018-11-10T04:51:12.698000Z,116.7856674,-34.42702484,3.3,AUST,3.01,3.22,ML2MW,AUCAS,135.7219,-34.2637,1739.9,94.8,100,2018-11-10T04.49.S.AUCAS.mseed
1411,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BQ27,132,-21,34.4,25.2,200,2019-05-30T02.23.OA.BQ27.mseed
1412,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BP27,131.5,-21,48.6,309.8,200,2019-05-30T02.23.OA.BP27.mseed
1413,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BR27,132.5,-21,73.5,65,200,2019-05-30T02.23.OA.BR27.mseed
1414,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BQ29,132,-22,80.9,169.6,200,2019-05-30T02.23.OA.BQ29.mseed
1415,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BQ26,132,-20.5,87.8,9.7,200,2019-05-30T02.23.OA.BQ26.mseed
1416,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BP29,131.5,-22,87.8,205,200,2019-05-30T02.23.OA.BP29.mseed
1417,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BP26,131.5,-20.5,94.2,336.6,200,2019-05-30T02.23.OA.BP26.mseed
1418,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BR29,132.5,-22,103.6,140.3,200,2019-05-30T02.23.OA.BR29.mseed
1419,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BR26,132.5,-20.5,109.3,37.8,200,2019-05-30T02.23.OA.BR26.mseed
1420,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BO29,131,-22,119.3,228,200,2019-05-30T02.23.OA.BO29.mseed
1421,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BS27,132.9974,-20.9998,122.3,75.4,200,2019-05-30T02.23.OA.BS27.mseed
1422,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BO26,131,-20.5,124.4,313.9,200,2019-05-30T02.23.OA.BO26.mseed
1423,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BS29,133,-22,142.4,124.2,200,2019-05-30T02.23.OA.BS29.mseed
1424,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BQ25,132,-20,142.6,5.9,200,2019-05-30T02.23.OA.BQ25.mseed
1425,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BN28,130.5,-21.5,143,260,200,2019-05-30T02.23.OA.BN28.mseed
1426,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BN27,130.5,-21,144.5,282.2,200,2019-05-30T02.23.OA.BN27.mseed
1427,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BP25,131.5,-20,146.7,345.2,200,2019-05-30T02.23.OA.BP25.mseed
1428,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BS26,132.9985,-20.4903,147.4,53.8,125,2019-05-30T02.23.OA.BS26.mseed
1429,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BR30,132.5,-22.5,150.3,154,200,2019-05-30T02.23.OA.BR30.mseed
1430,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BR25,132.5,-20,156.8,25.3,200,2019-05-30T02.23.OA.BR25.mseed
1431,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BO30,131,-22.5,161.5,213.2,200,2019-05-30T02.23.OA.BO30.mseed
1432,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BN29,130.5,-22,161.6,240.3,200,2019-05-30T02.23.OA.BN29.mseed
1433,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BN26,130.5,-20.5,165.7,301.2,200,2019-05-30T02.23.OA.BN26.mseed
1434,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BO25,131,-20,167.7,327.6,200,2019-05-30T02.23.OA.BO25.mseed
1435,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BT28,133.4861,-21.5039,170.5,98.6,200,2019-05-30T02.23.OA.BT28.mseed
1436,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BT27,133.5,-21,173.3,79.9,125,2019-05-30T02.23.OA.BT27.mseed
1437,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BS30,133,-22.5,179.2,139.1,200,2019-05-30T02.23.OA.BS30.mseed
1438,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BT29,133.5,-21.99,187.1,115.1,200,2019-05-30T02.23.OA.BT29.mseed
1439,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BQ31,132,-23,190.9,175.6,200,2019-05-30T02.23.OA.BQ31.mseed
1440,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BT26,133.5,-20.5,191.4,63.4,125,2019-05-30T02.23.OA.BT26.mseed
1441,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BM28,130,-21.5,194.3,262.5,200,2019-05-30T02.23.OA.BM28.mseed
1442,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BN30,130.5,-22.5,194.7,225.9,200,2019-05-30T02.23.OA.BN30.mseed
1443,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BQ24,132,-19.5,197.8,4.3,200,2019-05-30T02.23.OA.BQ24.mseed
1444,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BN25,130.5,-20,200.4,314.8,200,2019-05-30T02.23.OA.BN25.mseed
1445,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BP24,131.5,-19.5,200.7,349.2,200,2019-05-30T02.23.OA.BP24.mseed
1446,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BR31,132.5,-23,201.5,161,200,2019-05-30T02.23.OA.BR31.mseed
1447,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BM29,130,-22,208.2,247.2,200,2019-05-30T02.23.OA.BM29.mseed
1448,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BM26,130,-20.5,211.9,293.8,200,2019-05-30T02.23.OA.BM26.mseed
1449,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BO24,131,-19.5,216.6,335.4,200,2019-05-30T02.23.OA.BO24.mseed
1450,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BT30,133.5,-22.5,216.7,128.8,200,2019-05-30T02.23.OA.BT30.mseed
1451,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BT25,133.5,-20,222.2,50.6,200,2019-05-30T02.23.OA.BT25.mseed
1452,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BS31,133,-23,223.8,148.5,200,2019-05-30T02.23.OA.BS31.mseed
1453,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BU28,134.0167,-21.4928,225,96.4,200,2019-05-30T02.23.OA.BU28.mseed
1454,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BM30,130,-22.5,234.7,234.6,200,2019-05-30T02.23.OA.BM30.mseed
1455,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BS24,133.0363,-19.4734,234.9,31.8,200,2019-05-30T02.23.OA.BS24.mseed
1456,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BU29,134,-22,235.5,110.1,200,2019-05-30T02.23.OA.BU29.mseed
1457,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BN31,130.5,-23,236.3,216.1,200,2019-05-30T02.23.OA.BN31.mseed
1458,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BM25,130,-20,240.1,305.9,200,2019-05-30T02.23.OA.BM25.mseed
1459,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BN24,130.5,-19.5,242.9,324,200,2019-05-30T02.23.OA.BN24.mseed
1460,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BL28,129.5,-21.5,245.8,263.9,200,2019-05-30T02.23.OA.BL28.mseed
1461,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BL27,129.5,-21,247,276.8,200,2019-05-30T02.23.OA.BL27.mseed
1462,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BR32,132.5,-23.5,254.4,165.1,200,2019-05-30T02.23.OA.BR32.mseed
1463,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BT31,133.5,-23,254.7,138.6,200,2019-05-30T02.23.OA.BT31.mseed
1464,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BL29,129.5,-22,256.8,251.5,200,2019-05-30T02.23.OA.BL29.mseed
1465,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BU30,134,-22.5,259.2,121.8,200,2019-05-30T02.23.OA.BU30.mseed
1466,2019-05-30T02:26:50.969000Z,131.8587646,-21.28147316,10,AUST,5.4,4.87,AUST,BL26,129.5,-20.5,260.2,289,200,2019-05-30T02.23.OA.BL26.mseed
