EV,MW,DIST,WA_AMP
67,3.1,139.8,0.912001249601
67,3.1,112.8,0.400994051799
67,3.1,279.6,0.046711244646
67,3.1,65.6,6.03737781411
67,3.1,150.5,0.403049133812
68,3.1,252.5,0.0572414590917
68,3.1,144.9,0.512355461642
68,3.1,116.2,0.584613126184
68,3.1,80.1,0.405241629284
68,3.1,114.1,0.594022029652
68,3.1,123.1,0.313817117648
68,3.1,168.6,0.236024917621
68,3.1,202.7,0.144415574758
68,3.1,73.3,0.559931369
68,3.1,165.7,0.668390116562
68,3.1,328.3,0.03954365331
68,3.1,108.5,0.938327510239
68,3.1,207.2,0.298609539939
68,3.1,312.0,0.0698358125256
68,3.1,85.2,0.485452087908
68,3.1,199.4,0.236985840446
68,3.1,27.6,4.12185747006
69,3.15,318.1,0.0735435336224
69,3.15,18.0,4.59726536679
69,3.15,479.3,0.00913143926344
69,3.15,393.6,0.0674549600167
69,3.15,145.3,1.37695730938
69,3.15,280.8,0.0781286794589
69,3.15,94.3,0.519362380035
69,3.15,84.6,0.500278346963
69,3.15,19.6,5.95268546691
69,3.15,247.3,0.129011990415
69,3.15,84.7,0.978631570252
69,3.15,99.5,1.0240662119
69,3.15,66.6,0.425887409851
69,3.15,78.8,1.24455809042
69,3.15,71.5,0.49871695424
70,3.15,81.2,0.761398915618
70,3.15,124.1,0.622987721601
70,3.15,177.3,0.835400273893
70,3.15,227.7,0.092367676573
70,3.15,106.0,0.26547401513
70,3.15,367.1,0.0509674656153
70,3.15,398.9,0.00630502650617
70,3.15,103.8,0.329003923599
70,3.15,138.5,1.43169785579
70,3.15,84.0,0.271234006646
70,3.15,85.9,0.612965345019
70,3.15,118.1,0.691708015251
70,3.15,184.3,0.289179069599
70,3.15,116.2,0.972070941006
70,3.15,63.0,0.785198617255
71,3.15,120.5,1.06083432409
71,3.15,46.6,2.42866840018
71,3.15,109.6,0.335738340606
71,3.15,125.9,0.367117389996
71,3.15,280.3,0.0235934848908
71,3.15,165.2,0.221307523853
71,3.15,468.3,0.0095191908382
71,3.15,50.8,1.1378536967
71,3.15,65.0,1.55567452164
71,3.15,157.4,0.204921203745
71,3.15,541.9,0.00809471187973
71,3.15,95.8,0.214378962148
71,3.15,43.8,0.682097905308
72,3.2,136.4,0.480270681148
72,3.2,158.7,0.459743366408
72,3.2,73.0,1.23273888696
72,3.2,80.5,0.795907360658
72,3.2,71.3,0.731637192765
72,3.2,49.8,1.48336428109
72,3.2,430.7,0.0234611167311
72,3.2,198.1,0.820047182142
72,3.2,575.7,0.0162621103733
72,3.2,203.8,0.184642285761
72,3.2,206.3,0.150516090607
72,3.2,373.6,0.0262469555341
72,3.2,37.8,3.33668679339
72,3.2,24.3,4.40291466738
72,3.2,87.3,0.628610975099
72,3.2,47.9,1.04761082646
72,3.2,46.0,1.85647456193
72,3.2,28.3,3.68510048474
72,3.2,88.4,0.41847539341
72,3.2,188.5,0.471674099791
73,3.2,19.1,4.953552283
73,3.2,204.2,0.256546497611
73,3.2,233.2,0.417853509537
73,3.2,17.8,15.4184195894
73,3.2,23.9,7.09569011819
73,3.2,148.0,1.14215531883
73,3.2,138.0,0.334785459552
73,3.2,85.4,0.161147207586
73,3.2,254.0,0.449657441696
73,3.2,208.3,0.530330011152
73,3.2,15.8,15.2825684177
73,3.2,97.4,0.654879494448
73,3.2,339.4,0.0769680096322
73,3.2,121.5,0.835499917934
73,3.2,66.4,0.778865471417
73,3.2,216.3,0.178482672426
73,3.2,194.3,0.339721594321
73,3.2,259.0,0.172592852669
73,3.2,210.3,0.392453062328
74,3.2,161.9,0.624141760727
74,3.2,79.7,1.34853905751
74,3.2,194.0,0.17873277743
74,3.2,297.1,0.157026077214
74,3.2,109.7,1.21051530022
74,3.2,455.1,0.0214111209462
74,3.2,331.8,0.0648538385122
74,3.2,346.0,0.0339598600454
74,3.2,324.0,0.075907185114
74,3.2,223.6,0.225893250582
74,3.2,153.0,1.47893778273
74,3.2,108.1,0.334541275939
74,3.2,46.6,0.983875895483
74,3.2,31.3,5.94983132208
74,3.2,149.6,0.268526507119
74,3.2,16.8,9.50225445668
74,3.2,52.9,4.74958926804
75,3.25,417.5,0.018548164943
75,3.25,200.5,0.868445746134
75,3.25,105.8,0.847868958146
75,3.25,158.9,0.184582783417
75,3.25,167.6,0.314577885714
75,3.25,37.0,1.91141456133
75,3.25,90.8,0.76636559003
75,3.25,197.8,1.17512724979
75,3.25,267.1,0.131669636009
75,3.25,82.6,0.667044584541
75,3.25,241.5,0.313866638015
75,3.25,363.6,0.0511001931059
75,3.25,211.0,0.175867070126
75,3.25,389.8,0.0454599438402
75,3.25,143.8,0.361740823447
75,3.25,55.0,1.28932093573
76,3.25,108.7,0.376916775439
76,3.25,83.4,0.57325232692
76,3.25,116.8,0.246113066673
76,3.25,110.4,0.711889162142
76,3.25,235.1,0.219365269447
76,3.25,185.8,0.13806962955
76,3.25,194.7,0.19469596588
76,3.25,139.4,2.51283081228
76,3.25,60.2,0.477451632754
76,3.25,89.1,0.978059020472
76,3.25,431.4,0.0753589659233
76,3.25,131.1,1.88128867814
77,3.25,49.8,1.15713609145
77,3.25,85.2,0.993069798129
77,3.25,318.9,0.145574908603
77,3.25,65.6,0.413622764655
77,3.25,104.0,0.84622039356
77,3.25,128.3,0.273536326985
77,3.25,110.7,0.737688230361
77,3.25,71.0,0.80216574415
77,3.25,191.0,0.838254259479
77,3.25,146.9,1.29721858403
78,3.3,525.9,0.0189007101106
78,3.3,20.8,7.20027792287
78,3.3,119.1,0.515752825387
78,3.3,72.5,0.377825274749
78,3.3,389.0,0.0402208509678
78,3.3,77.3,1.41043437574
78,3.3,491.3,0.0338759954272
78,3.3,525.8,0.0311134718492
78,3.3,327.8,0.0392733801311
78,3.3,170.0,1.1256763871
78,3.3,288.0,0.13270568166
78,3.3,101.9,1.84014825364
78,3.3,120.8,0.648547981671
78,3.3,69.1,0.616004878347
78,3.3,337.0,0.16864652285
78,3.3,276.2,0.135577998174
78,3.3,133.1,1.75756264099
78,3.3,103.4,0.637539708831
78,3.3,103.5,0.46307024349
79,3.3,209.1,0.223137805872
79,3.3,387.8,0.124930887493
79,3.3,126.5,0.730108113144
79,3.3,297.1,0.144937226273
79,3.3,111.4,0.565258795584
79,3.3,185.1,0.895228938936
79,3.3,322.0,0.169806346425
79,3.3,406.7,0.0868606966984
79,3.3,56.7,2.56690834353
79,3.3,85.7,0.640903134894
79,3.3,297.8,0.0656293643969
79,3.3,166.5,0.552718171268
79,3.3,99.1,0.600669761299
79,3.3,135.7,0.800004640228
79,3.3,133.6,0.404610498997
80,3.3,130.4,0.970114657011
80,3.3,65.0,0.998536847248
80,3.3,80.9,0.633187454227
80,3.3,140.2,0.807172529293
80,3.3,75.7,0.813004212546
80,3.3,33.6,6.67878395423
80,3.3,128.9,0.641661714757
80,3.3,296.0,0.105042458479
80,3.3,154.9,0.997773037242
80,3.3,159.6,0.969389345724
80,3.3,65.8,0.664737415857
81,3.35,442.6,0.047634586568
81,3.35,148.2,1.94289233258
81,3.35,112.0,0.805130436828
81,3.35,54.2,2.73465213668
81,3.35,125.8,0.467523329209
81,3.35,221.1,0.279868949565
81,3.35,400.4,0.106381018585
81,3.35,618.3,0.0245356017094
82,3.35,161.0,0.725386667981
82,3.35,312.4,0.102233626875
82,3.35,177.7,1.53425195386
82,3.35,413.6,0.0467718771349
82,3.35,375.7,0.285265373997
82,3.35,205.2,0.748654623002
82,3.35,195.6,0.491706318117
82,3.35,160.8,0.747930748056
82,3.35,242.3,0.150136325198
82,3.35,286.0,0.381875034667
82,3.35,31.7,8.3119463264
82,3.35,151.9,0.357702452674
82,3.35,224.1,0.249558177572
82,3.35,368.1,0.0113442351291
82,3.35,80.7,0.970943426024
82,3.35,279.0,0.126423664547
82,3.35,639.3,0.0141415913926
82,3.35,278.3,0.258611171511
82,3.35,21.8,5.36910552283
82,3.35,118.3,0.479556312944
82,3.35,402.7,0.0252882297405
82,3.35,64.6,2.35129583797
82,3.35,281.7,0.187573974598
82,3.35,342.9,0.0740894501157
82,3.35,155.9,0.483043067823
82,3.35,167.9,0.490602353512
83,3.35,250.7,0.25003997501
83,3.35,80.9,0.493219777049
83,3.35,211.7,0.357374458407
83,3.35,127.8,1.43476809531
83,3.35,83.8,1.30039721238
83,3.35,59.5,2.89601829142
83,3.35,282.7,0.48646988631
83,3.35,265.6,0.231913484533
83,3.35,136.9,1.91862537733
83,3.35,102.8,1.16174370612
83,3.35,114.2,0.713774082649
83,3.35,277.9,0.200847408119
83,3.35,90.6,1.28418730287
83,3.35,278.8,0.294191726429
83,3.35,473.8,0.0489848451748
84,3.4,130.1,0.094590639715
84,3.4,91.6,0.956385899557
84,3.4,76.7,0.742946064919
84,3.4,165.9,0.543268858265
84,3.4,217.1,0.381440463802
84,3.4,164.7,1.55489557953
84,3.4,239.6,0.214414821247
84,3.4,146.7,0.424245884522
84,3.4,275.8,0.352257220785
84,3.4,35.1,3.20985510143
84,3.4,187.7,0.806970743525
84,3.4,140.2,1.03626195109
84,3.4,129.2,0.951393972826
84,3.4,650.4,0.0570063170983
85,3.4,268.6,0.245058484113
85,3.4,257.9,0.327423744488
85,3.4,187.4,0.5970711406
85,3.4,78.3,1.99548104834
85,3.4,386.5,0.0250692154847
85,3.4,115.5,1.51953441236
85,3.4,70.4,1.45656459977
85,3.4,447.3,0.0689364354787
85,3.4,51.3,1.58010269612
85,3.4,154.1,1.42298830822
85,3.4,198.6,0.504570808805
85,3.4,40.1,1.91159407937
85,3.4,376.4,0.0701153623479
85,3.4,322.9,0.183576426339
85,3.4,64.1,1.55477893386
85,3.4,66.9,1.07783506742
85,3.4,147.1,1.05099295215
86,3.4,329.4,0.0712087325182
86,3.4,109.2,1.02670265699
86,3.4,260.2,0.504965396774
86,3.4,128.5,1.33057877313
86,3.4,56.4,3.34909718085
86,3.4,147.8,1.23420873566
86,3.4,257.5,0.450350574172
86,3.4,129.6,0.925365752395
86,3.4,113.2,0.530837751071
86,3.4,411.4,0.0283078771793
86,3.4,303.1,0.505179902079
86,3.4,241.9,0.312191344974
86,3.4,65.9,5.10537243054
86,3.4,214.4,0.179824634884
86,3.4,70.8,0.919689799494
86,3.4,82.4,2.28236139252
86,3.4,93.6,0.509012242863
86,3.4,225.9,0.541228797716
86,3.4,65.3,2.6163110907
87,3.45,135.2,0.770106977438
87,3.45,20.8,7.96067529925
87,3.45,629.8,0.0193457609471
87,3.45,309.8,0.222618293402
87,3.45,105.3,3.23694933324
87,3.45,262.6,0.0957535847171
87,3.45,76.9,1.13017250536
87,3.45,210.3,0.417063616908
87,3.45,41.2,3.67129880601
87,3.45,98.2,1.05751854109
87,3.45,95.0,1.45963604932
88,3.45,149.9,0.6485111459
88,3.45,24.6,13.1818318611
88,3.45,234.1,0.330891237814
88,3.45,421.2,0.0779767466056
88,3.45,28.1,8.93268226611
88,3.45,262.3,0.335533883512
88,3.45,74.9,0.455640633391
88,3.45,36.1,2.84264366654
88,3.45,102.6,0.927943687583
88,3.45,222.8,1.38232331116
88,3.45,97.2,2.1872277602
88,3.45,69.8,1.83506926227
88,3.45,246.7,0.605787797132
88,3.45,116.9,0.425951129091
88,3.45,154.3,0.15859630963
89,3.45,278.8,0.274934596834
89,3.45,295.5,0.185281590733
89,3.45,323.0,0.137396937648
89,3.45,47.6,6.2021663946
89,3.45,337.3,0.132823213436
89,3.45,149.8,1.16071408733
89,3.45,171.4,1.26520533324
89,3.45,484.0,0.155278763243
89,3.45,328.1,0.340811472963
89,3.45,152.8,1.86418349289
89,3.45,169.8,1.2715873366
89,3.45,126.7,3.40350758708
89,3.45,194.2,0.533561188407
89,3.45,139.7,1.20078357217
89,3.45,235.7,0.520785975067
89,3.45,80.6,1.35919919179
90,3.5,56.8,3.95997983176
90,3.5,287.2,0.17273332712
90,3.5,91.7,2.65057852201
90,3.5,122.4,5.45688961796
90,3.5,178.6,0.892189352232
90,3.5,124.5,4.11977640415
90,3.5,82.7,4.38532951219
90,3.5,274.0,0.214325225165
90,3.5,132.1,2.26012827667
90,3.5,193.4,1.30499066764
90,3.5,686.5,0.043571487767
91,3.5,36.8,7.73233400827
91,3.5,166.5,0.649574766215
91,3.5,115.2,1.08139648585
91,3.5,46.1,3.91113982343
91,3.5,127.7,0.68705156213
91,3.5,526.2,0.0888314349311
91,3.5,41.3,10.5230429315
92,3.5,553.1,0.0251589669169
92,3.5,234.4,0.573447469883
92,3.5,89.8,2.39117221548
92,3.5,59.2,10.6592915001
92,3.5,176.4,0.643910179112
92,3.5,189.0,0.243021849466
92,3.5,15.0,31.1436362307
92,3.5,44.1,9.30036039132
92,3.5,360.7,0.24603419222
92,3.5,163.3,2.2667089992
92,3.5,110.2,0.519399590853
92,3.5,144.8,3.46939925846
92,3.5,83.3,1.32322706389
92,3.5,82.2,0.537996935514
92,3.5,115.1,2.08346140061
92,3.5,172.4,0.863377699032
92,3.5,128.6,0.660983794841
92,3.5,61.7,1.72811185109
92,3.5,40.6,3.34568793642
92,3.5,65.8,2.46162532203
92,3.5,230.5,0.216556504466
92,3.5,79.4,2.13996750354
92,3.5,125.5,1.40668398677
92,3.5,574.9,0.0553600177999
92,3.5,208.4,0.58819472556
93,3.55,178.2,1.88911020262
93,3.55,136.4,1.27607544005
93,3.55,174.4,2.4705879218
93,3.55,334.2,0.0459174390887
93,3.55,127.0,0.860431888341
93,3.55,597.1,0.0668202864206
93,3.55,91.7,1.40841437067
93,3.55,394.9,0.0891828343939
93,3.55,56.8,3.22579314821
93,3.55,71.0,4.52515437575
93,3.55,79.9,0.806025799395
93,3.55,408.9,0.154600757861
93,3.55,89.7,2.44799938797
93,3.55,173.4,2.15493732863
94,3.55,70.7,1.24958940202
94,3.55,110.1,0.661047872507
94,3.55,45.1,4.98261049501
94,3.55,183.1,1.81120341372
94,3.55,263.8,0.516626565194
94,3.55,159.7,2.1583395681
94,3.55,123.0,1.04989905313
94,3.55,162.7,0.976795703687
94,3.55,44.3,2.97350570378
94,3.55,640.6,0.061643962439
94,3.55,345.5,0.0800204740648
95,3.55,38.1,8.56812364129
95,3.55,69.6,1.6544382929
95,3.55,250.9,1.03497681928
95,3.55,57.4,1.19711281946
95,3.55,231.8,1.27619723218
95,3.55,99.0,1.3645039021
95,3.55,133.6,0.802575004767
95,3.55,75.9,0.747678861459
95,3.55,18.0,24.1601152771
95,3.55,569.3,0.0636428474815
95,3.55,96.6,1.6845248864
96,3.6,63.2,5.46169051683
96,3.6,108.2,2.48647989712
96,3.6,272.4,0.824940754819
96,3.6,608.3,0.0445420301759
96,3.6,76.5,3.65575658015
96,3.6,176.6,0.760888226732
96,3.6,225.7,0.555087928064
96,3.6,242.2,0.349751673157
96,3.6,84.1,3.34987810042
96,3.6,108.0,2.03256594103
96,3.6,335.8,0.47714699388
96,3.6,438.1,0.158787971843
96,3.6,195.1,0.772009580464
96,3.6,20.8,52.884336572
96,3.6,72.3,5.273878178
97,3.6,80.7,3.41289574853
97,3.6,92.4,3.6414998685
97,3.6,38.4,3.64197857311
97,3.6,256.9,1.42979268354
97,3.6,128.0,2.70195641758
97,3.6,224.6,0.872653920779
97,3.6,128.8,3.86868032899
97,3.6,333.3,0.182676335421
98,3.6,108.9,1.74746861469
98,3.6,36.7,3.36362882445
98,3.6,171.9,2.21835892411
98,3.6,570.6,0.114723087334
98,3.6,179.1,0.807883577028
98,3.6,194.7,1.59020903928
98,3.6,196.4,1.15668468137
98,3.6,72.1,4.28173771038
98,3.6,92.0,2.21347632933
98,3.6,151.8,2.94975315793
98,3.6,102.7,2.60305057371
98,3.6,152.2,2.09606224632
98,3.6,80.4,1.49811008322
98,3.6,79.6,0.69641527403
98,3.6,600.8,0.107386107087
98,3.6,62.3,2.65221408779
98,3.6,487.7,0.0925562800249
98,3.6,355.5,0.106711078096
99,3.65,116.2,2.87476243528
99,3.65,168.7,1.29841357699
99,3.65,258.4,0.392789969434
99,3.65,184.3,1.50730364468
99,3.65,351.6,0.190208250838
99,3.65,231.8,0.476247875516
99,3.65,77.0,8.83717883711
99,3.65,105.1,2.80141429209
99,3.65,216.6,1.25407636286
99,3.65,200.7,0.292328199504
99,3.65,223.4,1.14315151521
99,3.65,109.0,5.68628457665
99,3.65,95.5,4.90304700092
100,3.65,287.9,0.315733845062
100,3.65,198.4,2.97030908433
100,3.65,169.4,2.92935012919
100,3.65,104.3,3.08379245569
100,3.65,179.1,1.31055864659
100,3.65,63.6,6.39483110857
100,3.65,120.8,1.07841725258
100,3.65,156.9,1.18685770764
101,3.65,162.0,0.618995387729
101,3.65,375.6,0.180349629369
101,3.65,270.8,0.45214488038
101,3.65,31.4,9.368337563
101,3.65,43.1,3.66948164572
101,3.65,39.6,23.7836034763
101,3.65,13.7,23.0224020286
101,3.65,463.8,0.0979301748304
101,3.65,173.6,1.152418959
101,3.65,68.4,2.8718061471
101,3.65,204.2,1.99681795262
101,3.65,71.8,2.40671634416
101,3.65,135.3,1.0577838335
101,3.65,198.0,1.21398932717
102,3.7,120.2,5.26328701535
102,3.7,304.1,0.267792678125
102,3.7,343.7,0.200696779338
102,3.7,409.3,0.348133267381
102,3.7,76.4,6.16239773783
102,3.7,131.9,4.45291433622
102,3.7,25.5,30.8567970183
102,3.7,125.7,3.42549713922
103,3.7,125.2,2.3562027866
103,3.7,612.2,0.0636009905985
103,3.7,365.2,1.13880504432
103,3.7,89.0,2.05620244863
103,3.7,45.1,3.2538599806
103,3.7,101.9,6.61872746461
103,3.7,58.2,7.00695920508
103,3.7,91.5,3.16915648544
103,3.7,139.0,2.01499319641
103,3.7,191.5,0.572232331216
103,3.7,123.0,5.89826622314
103,3.7,445.2,0.289648814612
103,3.7,591.2,0.11856055856
103,3.7,94.1,3.11690044755
103,3.7,516.3,0.0416289247298
104,3.7,125.2,8.6073999081
104,3.7,667.9,0.111439109664
104,3.7,147.7,1.43163376959
104,3.7,48.8,12.0393441817
104,3.7,268.5,0.32112344489
104,3.7,69.2,5.1961439343
104,3.7,295.9,0.282283823647
104,3.7,161.9,2.57423272542
104,3.7,258.9,1.55376070387
104,3.7,93.3,3.80994720029
104,3.7,71.2,4.4355031918
104,3.7,107.7,0.914418688728
104,3.7,79.7,1.78775768148
104,3.7,150.1,4.24159862502
105,3.75,491.1,0.100292282431
105,3.75,125.7,1.80139821964
105,3.75,107.1,2.69873299451
105,3.75,35.6,22.5925823366
105,3.75,191.5,1.93898554178
105,3.75,714.2,0.0685354685992
105,3.75,420.3,0.271753482138
105,3.75,87.5,4.35578956354
105,3.75,175.0,2.91070288843
105,3.75,259.8,1.35880659765
105,3.75,96.4,2.68461363277
105,3.75,45.4,14.0043918501
105,3.75,411.0,0.480715175387
106,3.75,196.1,5.54128790781
106,3.75,150.8,1.52723857645
106,3.75,422.2,0.176454813378
106,3.75,287.0,0.323177640471
107,3.75,345.2,0.428533216027
107,3.75,113.3,5.6906168213
107,3.75,138.8,6.16392841375
107,3.75,440.3,0.0688722747034
107,3.75,48.3,11.9854042312
107,3.75,119.5,5.73153322402
107,3.75,152.8,5.79907955334
107,3.75,35.2,17.7047563839
107,3.75,183.5,1.27281651257
107,3.75,200.6,0.949569713694
107,3.75,174.5,2.03630271233
107,3.75,152.1,9.85206754057
107,3.75,181.1,3.04945003374
107,3.75,194.1,2.37901386286
107,3.75,61.9,10.2503429542
108,3.8,16.8,56.0888715372
108,3.8,256.8,0.479323971066
108,3.8,536.3,0.0736780213667
108,3.8,165.6,2.48672216072
108,3.8,180.4,4.33565032121
108,3.8,491.3,0.279659376172
108,3.8,108.2,2.46393294589
108,3.8,67.0,6.40790771085
108,3.8,33.1,26.2322759323
108,3.8,107.0,1.91491250471
108,3.8,559.0,0.110249680344
108,3.8,104.7,3.25721477378
108,3.8,356.4,0.462648401585
108,3.8,53.4,6.84881588053
108,3.8,127.2,5.32093922124
108,3.8,202.7,0.96374356758
108,3.8,138.5,3.5440699322
108,3.8,258.8,1.20288566315
109,3.8,252.7,0.985623684456
109,3.8,369.2,0.317399091686
109,3.8,251.6,1.67384444687
109,3.8,273.0,0.330614830654
109,3.8,123.2,5.47954711138
109,3.8,421.4,0.139886474214
109,3.8,173.2,4.00827735828
109,3.8,73.7,4.3201317748
109,3.8,39.3,21.7169307514
109,3.8,19.6,43.7423114092
109,3.8,56.9,12.7308318599
109,3.8,151.2,6.75379303316
109,3.8,160.9,4.24286195423
109,3.8,312.9,0.28098675831
110,3.8,193.9,0.784040401862
110,3.8,137.1,2.35203550917
110,3.8,189.5,2.31370427141
110,3.8,114.8,8.09720689456
110,3.8,372.6,0.419344199193
110,3.8,278.4,0.328266264841
110,3.8,22.0,25.3295527397
110,3.8,207.7,1.71184081005
110,3.8,88.7,3.33149019849
110,3.8,123.0,1.3208027506
110,3.8,325.2,0.429371262581
110,3.8,531.8,0.139223569781
111,3.85,665.9,0.117503512102
111,3.85,212.1,3.41620042113
111,3.85,718.8,0.083386147968
111,3.85,265.2,0.879812823036
111,3.85,121.8,5.37357882597
111,3.85,49.0,14.2702574777
111,3.85,67.0,6.83288119894
111,3.85,549.0,0.0704462103223
111,3.85,706.1,0.112185859336
111,3.85,288.5,0.734077988764
111,3.85,148.2,4.40629206708
111,3.85,97.6,1.11647291894
111,3.85,553.9,0.123171444233
111,3.85,95.3,2.75795554431
111,3.85,137.0,1.83305800701
111,3.85,237.1,1.47728633783
111,3.85,257.7,1.08055479951
111,3.85,253.3,1.02438274208
111,3.85,636.3,0.038126166984
111,3.85,133.3,2.35386498798
112,3.85,74.7,5.15084009487
112,3.85,57.5,30.1560247737
112,3.85,248.8,2.07668611032
112,3.85,113.5,7.46662855939
112,3.85,534.8,0.0712240107951
112,3.85,160.5,4.72799221
112,3.85,232.8,1.62259530612
112,3.85,55.7,8.63525231508
112,3.85,95.8,2.80236789406
112,3.85,92.0,2.52104208872
112,3.85,274.4,0.968892754233
112,3.85,425.6,0.264351482595
112,3.85,33.8,12.2999157335
112,3.85,134.0,2.7277934297
112,3.85,382.5,0.546980013352
112,3.85,183.2,1.79296900413
113,3.85,390.5,0.69733374879
113,3.85,185.0,4.60358021206
113,3.85,296.0,1.07739963327
113,3.85,107.6,6.92861995997
113,3.85,127.3,8.67055236834
113,3.85,52.9,8.33813670728
113,3.85,135.5,4.53624322324
113,3.85,247.6,1.94999929259
113,3.85,116.1,2.7272006394
113,3.85,175.1,2.82589068382
113,3.85,92.7,3.15079673165
114,3.9,444.2,0.651903479785
114,3.9,139.4,3.27061524403
114,3.9,154.0,4.54940934842
114,3.9,94.2,8.41353755439
114,3.9,92.8,8.4324090874
114,3.9,536.3,0.368594461018
114,3.9,210.4,6.09574455943
114,3.9,408.8,0.194198486585
114,3.9,87.6,2.64250566364
114,3.9,28.0,55.9165557127
114,3.9,158.3,5.29509910149
114,3.9,321.0,0.817099630879
114,3.9,75.0,4.38380729343
114,3.9,136.7,7.79051503332
114,3.9,67.3,13.5432787691
114,3.9,59.5,15.7013127048
114,3.9,105.8,4.33585668925
115,3.9,433.6,1.6303009878
115,3.9,200.1,2.86321327341
115,3.9,338.5,0.67125497561
115,3.9,559.7,0.171012208667
115,3.9,84.6,1.47131589263
116,3.9,103.1,4.17078952388
116,3.9,453.1,0.199479211558
116,3.9,157.6,8.0674478612
116,3.9,38.2,16.4020717205
116,3.9,668.4,0.125090744022
116,3.9,584.0,0.308576655114
116,3.9,46.1,20.3413707956
116,3.9,117.3,4.91512526083
116,3.9,157.0,3.87196345806
116,3.9,267.5,0.465148562869
116,3.9,240.2,0.932278548825
116,3.9,174.5,3.9342664596
116,3.9,40.1,26.8005244996
116,3.9,207.2,2.79042456249
116,3.9,141.3,5.84258370811
116,3.9,264.6,0.772035620206
116,3.9,34.0,24.41547824
116,3.9,192.5,2.77910224451
116,3.9,66.6,4.32815940346
116,3.9,273.3,1.09211635847
116,3.9,242.3,1.53151363552
116,3.9,284.3,2.46595255077
116,3.9,199.1,2.15821356176
116,3.9,313.7,1.14954817139
116,3.9,548.9,0.129031771199
116,3.9,73.7,3.46224738849
116,3.9,355.3,0.157382043545
117,3.95,128.2,2.91716576492
117,3.95,594.5,0.128482775957
117,3.95,152.3,5.71586181478
117,3.95,685.7,0.0684261420575
117,3.95,25.7,54.2343681611
117,3.95,238.3,5.56031486972
117,3.95,90.7,3.14850248418
117,3.95,372.1,0.621464494798
117,3.95,146.5,2.58664870359
117,3.95,198.7,3.11603716446
117,3.95,132.0,8.77996769506
117,3.95,156.9,4.40134662351
117,3.95,73.6,7.47599460676
117,3.95,303.9,0.566803103967
117,3.95,150.3,3.24937605433
117,3.95,222.6,1.22120632377
118,3.95,152.5,2.64875503027
118,3.95,625.6,0.765646317323
118,3.95,299.1,0.664921481314
118,3.95,342.6,0.743252970036
118,3.95,126.6,5.50620024421
118,3.95,225.4,3.47962616226
118,3.95,264.3,1.35581133918
118,3.95,208.3,1.78922531295
118,3.95,137.7,12.2141703472
118,3.95,58.7,14.321099383
118,3.95,195.8,0.950001137938
118,3.95,65.7,11.8781606352
118,3.95,274.2,0.702727793563
118,3.95,80.5,12.6623138403
118,3.95,125.5,2.88035988549
119,3.95,77.5,7.93102168303
119,3.95,238.0,3.63815525742
119,3.95,81.7,9.48150219329
119,3.95,76.0,10.4499329574
119,3.95,338.4,0.658021488952
120,4.0,523.9,0.112911059442
120,4.0,258.1,1.05920419894
120,4.0,27.3,116.992898144
120,4.0,188.6,4.42180591537
120,4.0,406.9,1.05820453031
120,4.0,341.9,1.8550473923
120,4.0,91.4,6.1161830921
120,4.0,415.2,0.283193469797
120,4.0,617.4,0.148260933759
120,4.0,43.6,35.8911735297
120,4.0,105.7,4.77544613986
120,4.0,506.8,0.203667260829
120,4.0,100.2,5.38335700422
120,4.0,343.5,1.18379279003
120,4.0,170.5,5.14146789786
120,4.0,389.9,0.667481442686
120,4.0,95.2,10.6386390331
121,4.0,155.5,6.28781510226
121,4.0,321.2,1.24723509685
121,4.0,99.7,18.9823593731
121,4.0,55.1,16.1516355678
121,4.0,723.0,0.168820396943
121,4.0,35.7,30.6716802437
121,4.0,90.6,12.65883019
121,4.0,126.0,3.4846754773
121,4.0,247.9,2.52220100634
121,4.0,50.2,8.05468605967
121,4.0,34.6,14.5672728004
121,4.0,103.5,10.0018601917
121,4.0,346.3,2.53974341395
121,4.0,65.6,6.21375395354
121,4.0,130.6,5.07184727471
121,4.0,109.8,9.43987116527
121,4.0,607.6,0.0618812474156
121,4.0,176.9,4.56127735347
121,4.0,100.3,3.03511728486
121,4.0,102.0,2.94826660081
121,4.0,45.8,14.5245881969
122,4.0,130.5,3.66736131086
122,4.0,170.6,5.63960820848
122,4.0,112.3,10.1671888344
122,4.0,315.8,0.680812407029
122,4.0,76.2,11.3131234925
122,4.0,259.4,2.71708697687
122,4.0,346.6,0.432960373731
122,4.0,188.1,15.3056270438
122,4.0,299.5,0.506480889103
122,4.0,269.1,2.32156655587
122,4.0,108.8,9.24507032503
122,4.0,178.8,3.41661580674
122,4.0,164.8,5.01697237711
122,4.0,148.3,5.55396939926
122,4.0,80.5,6.75633740887
122,4.0,95.5,6.01158927294
122,4.0,106.8,17.5379848854
122,4.0,53.8,12.0972848849
122,4.0,228.3,6.09889445652
122,4.0,147.9,3.91707459579
122,4.0,402.9,0.246505117599
122,4.0,223.1,3.1386520736
122,4.0,453.9,1.10012232548
122,4.0,271.1,2.4095010659
122,4.0,206.9,0.773584946042
122,4.0,252.3,2.86267450155
122,4.0,254.2,3.04350745568
122,4.0,95.2,8.31844248672
123,4.05,247.3,1.8347312621
123,4.05,143.1,11.3091734364
123,4.05,82.5,2.39357994242
123,4.05,259.6,1.27533938119
123,4.05,109.8,17.8343074072
123,4.05,221.2,11.9424546817
123,4.05,58.9,11.6475683704
123,4.05,157.9,3.98966099652
